[t1a] train clips=13  val clips=3  in_dim=5888  region_only=False  classes=9  device=cuda
[t1a] evidence dir: /home/ubuntu/slocal2/m2/experiments/transfer/t1a_region_mask_08_001_t1a_region_mask_08_seed42
[t1a][epoch 1/50] loss=2.9666  val_acc=0.6350  macroF1=0.2219  edit=29.29  segF1@50=0.23
[t1a][epoch 2/50] loss=1.7219  val_acc=0.6772  macroF1=0.2274  edit=26.54  segF1@50=0.20
[t1a][epoch 3/50] loss=1.2775  val_acc=0.6759  macroF1=0.2274  edit=35.44  segF1@50=0.26
[t1a][epoch 4/50] loss=1.0604  val_acc=0.6917  macroF1=0.2657  edit=31.44  segF1@50=0.26
[t1a][epoch 5/50] loss=0.9119  val_acc=0.8436  macroF1=0.5544  edit=33.57  segF1@50=0.30
[t1a][epoch 6/50] loss=0.7815  val_acc=0.9241  macroF1=0.7470  edit=49.58  segF1@50=0.53
[t1a][epoch 7/50] loss=0.6591  val_acc=0.9300  macroF1=0.7596  edit=45.14  segF1@50=0.50
[t1a][epoch 8/50] loss=0.5742  val_acc=0.9300  macroF1=0.7601  edit=57.29  segF1@50=0.59
[t1a][epoch 9/50] loss=0.5843  val_acc=0.9320  macroF1=0.7602  edit=41.33  segF1@50=0.42
[t1a][epoch 10/50] loss=0.6375  val_acc=0.9327  macroF1=0.7665  edit=59.52  segF1@50=0.60
[t1a][epoch 11/50] loss=0.5175  val_acc=0.9366  macroF1=0.7855  edit=45.75  segF1@50=0.49
[t1a][epoch 12/50] loss=0.4698  val_acc=0.9419  macroF1=0.7814  edit=43.13  segF1@50=0.49
[t1a][epoch 13/50] loss=0.4396  val_acc=0.9366  macroF1=0.7856  edit=48.89  segF1@50=0.53
[t1a][epoch 14/50] loss=0.4189  val_acc=0.9366  macroF1=0.7771  edit=35.86  segF1@50=0.37
[t1a][epoch 15/50] loss=0.4133  val_acc=0.9419  macroF1=0.8030  edit=42.86  segF1@50=0.48
[t1a][epoch 16/50] loss=0.4015  val_acc=0.9360  macroF1=0.7795  edit=38.29  segF1@50=0.40
[t1a][epoch 17/50] loss=0.4132  val_acc=0.9498  macroF1=0.8112  edit=39.05  segF1@50=0.47
[t1a][epoch 18/50] loss=0.3686  val_acc=0.9432  macroF1=0.7898  edit=36.03  segF1@50=0.42
[t1a][epoch 19/50] loss=0.3557  val_acc=0.9472  macroF1=0.8016  edit=33.18  segF1@50=0.41
[t1a][epoch 20/50] loss=0.3500  val_acc=0.9419  macroF1=0.7836  edit=37.56  segF1@50=0.44
[t1a][epoch 21/50] loss=0.3315  val_acc=0.9413  macroF1=0.7978  edit=30.69  segF1@50=0.36
[t1a][epoch 22/50] loss=0.3176  val_acc=0.9406  macroF1=0.7844  edit=33.27  segF1@50=0.40
[t1a][epoch 23/50] loss=0.3830  val_acc=0.9333  macroF1=0.7949  edit=32.22  segF1@50=0.35
[t1a][epoch 24/50] loss=0.4130  val_acc=0.9399  macroF1=0.7953  edit=34.95  segF1@50=0.41
[t1a][epoch 25/50] loss=0.4210  val_acc=0.9393  macroF1=0.7779  edit=28.22  segF1@50=0.33
[t1a][epoch 26/50] loss=0.4240  val_acc=0.9254  macroF1=0.7418  edit=40.93  segF1@50=0.39
[t1a][epoch 27/50] loss=0.3876  val_acc=0.9347  macroF1=0.7708  edit=35.13  segF1@50=0.39
[t1a][epoch 28/50] loss=0.3175  val_acc=0.9406  macroF1=0.7854  edit=33.06  segF1@50=0.39
[t1a][epoch 29/50] loss=0.2956  val_acc=0.9406  macroF1=0.7931  edit=35.96  segF1@50=0.41
[t1a][epoch 30/50] loss=0.2747  val_acc=0.9426  macroF1=0.7909  edit=30.56  segF1@50=0.37
[t1a][epoch 31/50] loss=0.2656  val_acc=0.9413  macroF1=0.7994  edit=36.72  segF1@50=0.42
[t1a][epoch 32/50] loss=0.2575  val_acc=0.9452  macroF1=0.7985  edit=34.40  segF1@50=0.41
[t1a][epoch 33/50] loss=0.2495  val_acc=0.9439  macroF1=0.8014  edit=34.78  segF1@50=0.41
[t1a][epoch 34/50] loss=0.2477  val_acc=0.9393  macroF1=0.7885  edit=34.18  segF1@50=0.40
[t1a][epoch 35/50] loss=0.2402  val_acc=0.9432  macroF1=0.7971  edit=29.35  segF1@50=0.36
[t1a][epoch 36/50] loss=0.2298  val_acc=0.9439  macroF1=0.7980  edit=35.51  segF1@50=0.41
[t1a][epoch 37/50] loss=0.2270  val_acc=0.9432  macroF1=0.7974  edit=34.90  segF1@50=0.40
[t1a][epoch 38/50] loss=0.2220  val_acc=0.9432  macroF1=0.7956  edit=35.69  segF1@50=0.42
[t1a][epoch 39/50] loss=0.2146  val_acc=0.9432  macroF1=0.7977  edit=34.78  segF1@50=0.41
[t1a][epoch 40/50] loss=0.2116  val_acc=0.9439  macroF1=0.7977  edit=31.06  segF1@50=0.38
[t1a][epoch 41/50] loss=0.2074  val_acc=0.9432  macroF1=0.7988  edit=30.09  segF1@50=0.37
[t1a][epoch 42/50] loss=0.2061  val_acc=0.9413  macroF1=0.7922  edit=35.19  segF1@50=0.40
[t1a][epoch 43/50] loss=0.1986  val_acc=0.9459  macroF1=0.7988  edit=35.51  segF1@50=0.42
[t1a][epoch 44/50] loss=0.1978  val_acc=0.9399  macroF1=0.7891  edit=30.05  segF1@50=0.36
[t1a][epoch 45/50] loss=0.2007  val_acc=0.9439  macroF1=0.7962  edit=32.12  segF1@50=0.39
[t1a][epoch 46/50] loss=0.2012  val_acc=0.9413  macroF1=0.7944  edit=33.99  segF1@50=0.37
[t1a][epoch 47/50] loss=0.2000  val_acc=0.9380  macroF1=0.7827  edit=35.69  segF1@50=0.41
[t1a][epoch 48/50] loss=0.2439  val_acc=0.9419  macroF1=0.7977  edit=38.84  segF1@50=0.42
[t1a][epoch 49/50] loss=0.2347  val_acc=0.9340  macroF1=0.7884  edit=28.47  segF1@50=0.31
[t1a][epoch 50/50] loss=0.2109  val_acc=0.9406  macroF1=0.7973  edit=29.86  segF1@50=0.35
[t1a] best @epoch 17: acc=0.9498 macroF1=0.8112
[t1a] evidence written -> /home/ubuntu/slocal2/m2/experiments/transfer/t1a_region_mask_08_001_t1a_region_mask_08_seed42
