[t1a] train clips=13  val clips=3  in_dim=5888  region_only=False  classes=9  device=cuda
[t1a] evidence dir: /home/ubuntu/slocal2/m2/experiments/transfer/t1a_region_mask_05_003_t1a_region_mask_05_seed456
[t1a][epoch 1/50] loss=2.7508  val_acc=0.6647  macroF1=0.2251  edit=15.09  segF1@50=0.18
[t1a][epoch 2/50] loss=1.6892  val_acc=0.6805  macroF1=0.2299  edit=22.56  segF1@50=0.19
[t1a][epoch 3/50] loss=1.1625  val_acc=0.6792  macroF1=0.2281  edit=28.15  segF1@50=0.24
[t1a][epoch 4/50] loss=0.9632  val_acc=0.8145  macroF1=0.5178  edit=32.72  segF1@50=0.23
[t1a][epoch 5/50] loss=0.8481  val_acc=0.8568  macroF1=0.5787  edit=38.47  segF1@50=0.30
[t1a][epoch 6/50] loss=0.7310  val_acc=0.8660  macroF1=0.5859  edit=39.52  segF1@50=0.41
[t1a][epoch 7/50] loss=0.6471  val_acc=0.8752  macroF1=0.6129  edit=52.51  segF1@50=0.47
[t1a][epoch 8/50] loss=0.6056  val_acc=0.9162  macroF1=0.7316  edit=46.19  segF1@50=0.43
[t1a][epoch 9/50] loss=0.5622  val_acc=0.9228  macroF1=0.7335  edit=35.58  segF1@50=0.36
[t1a][epoch 10/50] loss=0.5044  val_acc=0.9340  macroF1=0.7641  edit=34.58  segF1@50=0.40
[t1a][epoch 11/50] loss=0.4757  val_acc=0.9393  macroF1=0.7840  edit=40.63  segF1@50=0.46
[t1a][epoch 12/50] loss=0.4429  val_acc=0.9366  macroF1=0.7758  edit=39.96  segF1@50=0.45
[t1a][epoch 13/50] loss=0.4174  val_acc=0.9399  macroF1=0.7788  edit=42.56  segF1@50=0.48
[t1a][epoch 14/50] loss=0.5099  val_acc=0.9366  macroF1=0.7992  edit=35.27  segF1@50=0.38
[t1a][epoch 15/50] loss=0.4852  val_acc=0.9366  macroF1=0.7700  edit=41.75  segF1@50=0.46
[t1a][epoch 16/50] loss=0.4674  val_acc=0.9465  macroF1=0.8071  edit=33.59  segF1@50=0.41
[t1a][epoch 17/50] loss=0.4049  val_acc=0.9432  macroF1=0.7964  edit=39.96  segF1@50=0.44
[t1a][epoch 18/50] loss=0.3726  val_acc=0.9380  macroF1=0.7890  edit=31.06  segF1@50=0.36
[t1a][epoch 19/50] loss=0.3407  val_acc=0.9452  macroF1=0.7961  edit=41.07  segF1@50=0.47
[t1a][epoch 20/50] loss=0.3345  val_acc=0.9399  macroF1=0.7987  edit=41.69  segF1@50=0.47
[t1a][epoch 21/50] loss=0.3383  val_acc=0.9432  macroF1=0.7818  edit=40.14  segF1@50=0.46
[t1a][epoch 22/50] loss=0.3413  val_acc=0.9432  macroF1=0.7894  edit=34.40  segF1@50=0.41
[t1a][epoch 23/50] loss=0.3350  val_acc=0.9353  macroF1=0.7912  edit=37.29  segF1@50=0.37
[t1a][epoch 24/50] loss=0.3221  val_acc=0.9386  macroF1=0.7852  edit=32.12  segF1@50=0.36
[t1a][epoch 25/50] loss=0.3069  val_acc=0.9472  macroF1=0.7951  edit=29.90  segF1@50=0.39
[t1a][epoch 26/50] loss=0.2877  val_acc=0.9386  macroF1=0.7828  edit=40.74  segF1@50=0.45
[t1a][epoch 27/50] loss=0.2727  val_acc=0.9419  macroF1=0.7919  edit=33.66  segF1@50=0.40
[t1a][epoch 28/50] loss=0.2587  val_acc=0.9426  macroF1=0.7968  edit=36.18  segF1@50=0.42
[t1a][epoch 29/50] loss=0.2523  val_acc=0.9406  macroF1=0.7820  edit=33.66  segF1@50=0.40
[t1a][epoch 30/50] loss=0.2879  val_acc=0.9439  macroF1=0.7980  edit=30.46  segF1@50=0.37
[t1a][epoch 31/50] loss=0.3129  val_acc=0.9373  macroF1=0.7682  edit=36.19  segF1@50=0.41
[t1a][epoch 32/50] loss=0.2815  val_acc=0.9393  macroF1=0.7860  edit=32.55  segF1@50=0.36
[t1a][epoch 33/50] loss=0.2673  val_acc=0.9406  macroF1=0.7831  edit=33.66  segF1@50=0.40
[t1a][epoch 34/50] loss=0.2619  val_acc=0.9432  macroF1=0.8010  edit=30.74  segF1@50=0.36
[t1a][epoch 35/50] loss=0.2684  val_acc=0.9294  macroF1=0.7693  edit=35.18  segF1@50=0.39
[t1a][epoch 36/50] loss=0.2993  val_acc=0.9380  macroF1=0.7960  edit=29.44  segF1@50=0.35
[t1a][epoch 37/50] loss=0.2743  val_acc=0.9406  macroF1=0.7827  edit=33.06  segF1@50=0.39
[t1a][epoch 38/50] loss=0.2385  val_acc=0.9399  macroF1=0.7899  edit=34.09  segF1@50=0.37
[t1a][epoch 39/50] loss=0.2194  val_acc=0.9446  macroF1=0.7925  edit=38.10  segF1@50=0.44
[t1a][epoch 40/50] loss=0.2123  val_acc=0.9426  macroF1=0.7940  edit=30.81  segF1@50=0.36
[t1a][epoch 41/50] loss=0.2037  val_acc=0.9399  macroF1=0.7927  edit=35.29  segF1@50=0.39
[t1a][epoch 42/50] loss=0.2018  val_acc=0.9393  macroF1=0.7898  edit=31.27  segF1@50=0.35
[t1a][epoch 43/50] loss=0.1916  val_acc=0.9432  macroF1=0.7945  edit=30.74  segF1@50=0.37
[t1a][epoch 44/50] loss=0.1914  val_acc=0.9406  macroF1=0.7908  edit=29.72  segF1@50=0.36
[t1a][epoch 45/50] loss=0.1869  val_acc=0.9399  macroF1=0.7923  edit=30.81  segF1@50=0.36
[t1a][epoch 46/50] loss=0.1822  val_acc=0.9432  macroF1=0.7939  edit=32.12  segF1@50=0.38
[t1a][epoch 47/50] loss=0.1770  val_acc=0.9426  macroF1=0.7928  edit=32.12  segF1@50=0.38
[t1a][epoch 48/50] loss=0.1777  val_acc=0.9399  macroF1=0.7899  edit=35.25  segF1@50=0.40
[t1a][epoch 49/50] loss=0.1777  val_acc=0.9393  macroF1=0.7935  edit=35.71  segF1@50=0.42
[t1a][epoch 50/50] loss=0.1732  val_acc=0.9360  macroF1=0.7824  edit=36.07  segF1@50=0.39
[t1a] best @epoch 25: acc=0.9472 macroF1=0.7951
[t1a] evidence written -> /home/ubuntu/slocal2/m2/experiments/transfer/t1a_region_mask_05_003_t1a_region_mask_05_seed456
