[t1a] train clips=13  val clips=3  in_dim=5888  region_only=False  classes=9  device=cuda
[t1a] evidence dir: /home/ubuntu/slocal2/m2/experiments/transfer/t1a_region_mask_12_003_t1a_region_mask_12_seed456
[t1a][epoch 1/50] loss=2.7737  val_acc=0.4502  macroF1=0.1379  edit=11.39  segF1@50=0.17
[t1a][epoch 2/50] loss=1.7159  val_acc=0.6818  macroF1=0.2300  edit=31.00  segF1@50=0.23
[t1a][epoch 3/50] loss=1.1837  val_acc=0.6799  macroF1=0.2283  edit=27.43  segF1@50=0.20
[t1a][epoch 4/50] loss=0.9873  val_acc=0.8205  macroF1=0.5198  edit=32.56  segF1@50=0.25
[t1a][epoch 5/50] loss=0.8529  val_acc=0.8515  macroF1=0.5564  edit=42.90  segF1@50=0.40
[t1a][epoch 6/50] loss=0.7376  val_acc=0.8627  macroF1=0.5622  edit=44.22  segF1@50=0.40
[t1a][epoch 7/50] loss=0.6704  val_acc=0.8792  macroF1=0.6201  edit=41.67  segF1@50=0.42
[t1a][epoch 8/50] loss=0.7396  val_acc=0.9003  macroF1=0.6513  edit=34.79  segF1@50=0.31
[t1a][epoch 9/50] loss=0.7028  val_acc=0.9281  macroF1=0.7442  edit=36.19  segF1@50=0.40
[t1a][epoch 10/50] loss=0.5798  val_acc=0.9314  macroF1=0.7606  edit=49.18  segF1@50=0.51
[t1a][epoch 11/50] loss=0.5246  val_acc=0.9287  macroF1=0.7559  edit=46.19  segF1@50=0.48
[t1a][epoch 12/50] loss=0.4826  val_acc=0.9347  macroF1=0.7639  edit=42.54  segF1@50=0.46
[t1a][epoch 13/50] loss=0.4614  val_acc=0.9294  macroF1=0.7611  edit=46.19  segF1@50=0.48
[t1a][epoch 14/50] loss=0.4741  val_acc=0.9333  macroF1=0.7778  edit=42.00  segF1@50=0.44
[t1a][epoch 15/50] loss=0.4366  val_acc=0.9413  macroF1=0.7837  edit=48.81  segF1@50=0.50
[t1a][epoch 16/50] loss=0.4186  val_acc=0.9406  macroF1=0.7892  edit=41.60  segF1@50=0.47
[t1a][epoch 17/50] loss=0.3900  val_acc=0.9393  macroF1=0.7874  edit=43.84  segF1@50=0.48
[t1a][epoch 18/50] loss=0.3737  val_acc=0.9406  macroF1=0.7848  edit=40.63  segF1@50=0.46
[t1a][epoch 19/50] loss=0.3506  val_acc=0.9459  macroF1=0.7967  edit=40.40  segF1@50=0.47
[t1a][epoch 20/50] loss=0.3413  val_acc=0.9399  macroF1=0.7817  edit=42.74  segF1@50=0.48
[t1a][epoch 21/50] loss=0.3405  val_acc=0.9426  macroF1=0.8004  edit=36.05  segF1@50=0.43
[t1a][epoch 22/50] loss=0.3589  val_acc=0.9281  macroF1=0.7562  edit=41.35  segF1@50=0.44
[t1a][epoch 23/50] loss=0.3587  val_acc=0.9439  macroF1=0.7986  edit=34.40  segF1@50=0.41
[t1a][epoch 24/50] loss=0.3378  val_acc=0.9446  macroF1=0.7956  edit=37.12  segF1@50=0.41
[t1a][epoch 25/50] loss=0.3189  val_acc=0.9419  macroF1=0.7796  edit=41.07  segF1@50=0.47
[t1a][epoch 26/50] loss=0.2966  val_acc=0.9373  macroF1=0.7935  edit=41.07  segF1@50=0.45
[t1a][epoch 27/50] loss=0.2913  val_acc=0.9452  macroF1=0.8015  edit=40.96  segF1@50=0.47
[t1a][epoch 28/50] loss=0.2809  val_acc=0.9432  macroF1=0.7910  edit=37.57  segF1@50=0.44
[t1a][epoch 29/50] loss=0.2734  val_acc=0.9472  macroF1=0.8019  edit=33.67  segF1@50=0.42
[t1a][epoch 30/50] loss=0.2650  val_acc=0.9432  macroF1=0.7957  edit=39.29  segF1@50=0.45
[t1a][epoch 31/50] loss=0.2551  val_acc=0.9439  macroF1=0.7963  edit=39.57  segF1@50=0.46
[t1a][epoch 32/50] loss=0.2561  val_acc=0.9419  macroF1=0.7931  edit=33.45  segF1@50=0.39
[t1a][epoch 33/50] loss=0.2559  val_acc=0.9452  macroF1=0.8066  edit=32.85  segF1@50=0.41
[t1a][epoch 34/50] loss=0.2691  val_acc=0.9426  macroF1=0.7841  edit=37.36  segF1@50=0.44
[t1a][epoch 35/50] loss=0.2630  val_acc=0.9446  macroF1=0.7945  edit=37.16  segF1@50=0.40
[t1a][epoch 36/50] loss=0.2518  val_acc=0.9446  macroF1=0.8059  edit=31.25  segF1@50=0.36
[t1a][epoch 37/50] loss=0.2340  val_acc=0.9366  macroF1=0.7926  edit=36.22  segF1@50=0.41
[t1a][epoch 38/50] loss=0.2242  val_acc=0.9465  macroF1=0.8030  edit=34.38  segF1@50=0.42
[t1a][epoch 39/50] loss=0.2163  val_acc=0.9439  macroF1=0.7924  edit=34.26  segF1@50=0.41
