[t1a] train clips=13  val clips=3  in_dim=5888  region_only=False  classes=9  device=cuda
[t1a] evidence dir: /home/ubuntu/slocal2/m2/experiments/transfer/t1a_region_mask_07_002_t1a_region_mask_07_seed123
[t1a][epoch 1/50] loss=2.6390  val_acc=0.6851  macroF1=0.2298  edit=28.96  segF1@50=0.27
[t1a][epoch 2/50] loss=1.5360  val_acc=0.6634  macroF1=0.2256  edit=27.47  segF1@50=0.14
[t1a][epoch 3/50] loss=1.1555  val_acc=0.6779  macroF1=0.2289  edit=29.89  segF1@50=0.18
[t1a][epoch 4/50] loss=0.9851  val_acc=0.8211  macroF1=0.4847  edit=29.21  segF1@50=0.25
[t1a][epoch 5/50] loss=0.8415  val_acc=0.8818  macroF1=0.6183  edit=36.05  segF1@50=0.31
[t1a][epoch 6/50] loss=0.7091  val_acc=0.8944  macroF1=0.6728  edit=41.22  segF1@50=0.37
[t1a][epoch 7/50] loss=0.6245  val_acc=0.9155  macroF1=0.7213  edit=40.74  segF1@50=0.42
[t1a][epoch 8/50] loss=0.6014  val_acc=0.9215  macroF1=0.7307  edit=42.55  segF1@50=0.44
[t1a][epoch 9/50] loss=0.5788  val_acc=0.9267  macroF1=0.7734  edit=39.52  segF1@50=0.42
[t1a][epoch 10/50] loss=0.5343  val_acc=0.9182  macroF1=0.7259  edit=32.81  segF1@50=0.39
[t1a][epoch 11/50] loss=0.5259  val_acc=0.9327  macroF1=0.7667  edit=36.75  segF1@50=0.40
[t1a][epoch 12/50] loss=0.4566  val_acc=0.9373  macroF1=0.7800  edit=35.37  segF1@50=0.40
[t1a][epoch 13/50] loss=0.4275  val_acc=0.9373  macroF1=0.7770  edit=36.55  segF1@50=0.40
[t1a][epoch 14/50] loss=0.4042  val_acc=0.9353  macroF1=0.7841  edit=38.10  segF1@50=0.43
[t1a][epoch 15/50] loss=0.3895  val_acc=0.9439  macroF1=0.8003  edit=32.27  segF1@50=0.39
[t1a][epoch 16/50] loss=0.4002  val_acc=0.9274  macroF1=0.7455  edit=38.15  segF1@50=0.43
[t1a][epoch 17/50] loss=0.4972  val_acc=0.9439  macroF1=0.8085  edit=26.46  segF1@50=0.34
[t1a][epoch 18/50] loss=0.4298  val_acc=0.9393  macroF1=0.7917  edit=39.58  segF1@50=0.44
[t1a][epoch 19/50] loss=0.3725  val_acc=0.9413  macroF1=0.7930  edit=38.10  segF1@50=0.43
[t1a][epoch 20/50] loss=0.3411  val_acc=0.9419  macroF1=0.7957  edit=36.72  segF1@50=0.42
[t1a][epoch 21/50] loss=0.3203  val_acc=0.9413  macroF1=0.7893  edit=32.45  segF1@50=0.38
[t1a][epoch 22/50] loss=0.3115  val_acc=0.9439  macroF1=0.8007  edit=37.90  segF1@50=0.44
[t1a][epoch 23/50] loss=0.3027  val_acc=0.9399  macroF1=0.7856  edit=38.10  segF1@50=0.44
[t1a][epoch 24/50] loss=0.3517  val_acc=0.9472  macroF1=0.8106  edit=35.51  segF1@50=0.40
[t1a][epoch 25/50] loss=0.3079  val_acc=0.9373  macroF1=0.7846  edit=35.29  segF1@50=0.40
[t1a][epoch 26/50] loss=0.2933  val_acc=0.9419  macroF1=0.7931  edit=29.95  segF1@50=0.38
[t1a][epoch 27/50] loss=0.3027  val_acc=0.9386  macroF1=0.7825  edit=36.11  segF1@50=0.41
[t1a][epoch 28/50] loss=0.3053  val_acc=0.9386  macroF1=0.7919  edit=34.18  segF1@50=0.40
[t1a][epoch 29/50] loss=0.2712  val_acc=0.9426  macroF1=0.7968  edit=29.35  segF1@50=0.37
[t1a][epoch 30/50] loss=0.2560  val_acc=0.9413  macroF1=0.7926  edit=29.36  segF1@50=0.37
[t1a][epoch 31/50] loss=0.2484  val_acc=0.9419  macroF1=0.7950  edit=33.84  segF1@50=0.40
[t1a][epoch 32/50] loss=0.2367  val_acc=0.9439  macroF1=0.7977  edit=36.30  segF1@50=0.43
[t1a][epoch 33/50] loss=0.2301  val_acc=0.9406  macroF1=0.7952  edit=29.39  segF1@50=0.37
[t1a][epoch 34/50] loss=0.2245  val_acc=0.9426  macroF1=0.7944  edit=33.80  segF1@50=0.41
[t1a][epoch 35/50] loss=0.2182  val_acc=0.9406  macroF1=0.7954  edit=33.84  segF1@50=0.40
[t1a][epoch 36/50] loss=0.2145  val_acc=0.9406  macroF1=0.7925  edit=28.75  segF1@50=0.36
[t1a][epoch 37/50] loss=0.2088  val_acc=0.9432  macroF1=0.8014  edit=29.73  segF1@50=0.37
[t1a][epoch 38/50] loss=0.2055  val_acc=0.9399  macroF1=0.7912  edit=31.67  segF1@50=0.38
[t1a][epoch 39/50] loss=0.2071  val_acc=0.9419  macroF1=0.8032  edit=28.44  segF1@50=0.35
[t1a][epoch 40/50] loss=0.2262  val_acc=0.9406  macroF1=0.7887  edit=29.36  segF1@50=0.37
[t1a][epoch 41/50] loss=0.2404  val_acc=0.9366  macroF1=0.7925  edit=24.77  segF1@50=0.31
[t1a][epoch 42/50] loss=0.2259  val_acc=0.9353  macroF1=0.7880  edit=27.14  segF1@50=0.31
[t1a][epoch 43/50] loss=0.2212  val_acc=0.9399  macroF1=0.7958  edit=32.58  segF1@50=0.37
