[t1a] train clips=13  val clips=3  in_dim=5888  region_only=False  classes=9  device=cuda
[t1a] evidence dir: /home/ubuntu/slocal2/m2/experiments/transfer/t1a_region_mask_02_003_t1a_region_mask_02_seed456
[t1a][epoch 1/50] loss=2.7427  val_acc=0.6587  macroF1=0.2230  edit=14.34  segF1@50=0.18
[t1a][epoch 2/50] loss=1.6757  val_acc=0.6799  macroF1=0.2294  edit=27.43  segF1@50=0.20
[t1a][epoch 3/50] loss=1.1594  val_acc=0.6799  macroF1=0.2282  edit=31.15  segF1@50=0.28
[t1a][epoch 4/50] loss=0.9804  val_acc=0.8277  macroF1=0.5414  edit=34.96  segF1@50=0.24
[t1a][epoch 5/50] loss=0.8428  val_acc=0.8508  macroF1=0.5478  edit=33.35  segF1@50=0.31
[t1a][epoch 6/50] loss=0.7365  val_acc=0.8581  macroF1=0.5596  edit=42.51  segF1@50=0.36
[t1a][epoch 7/50] loss=0.6775  val_acc=0.8772  macroF1=0.6264  edit=45.33  segF1@50=0.44
[t1a][epoch 8/50] loss=0.7124  val_acc=0.9017  macroF1=0.6519  edit=34.79  segF1@50=0.31
[t1a][epoch 9/50] loss=0.6669  val_acc=0.9287  macroF1=0.7541  edit=40.14  segF1@50=0.44
[t1a][epoch 10/50] loss=0.5529  val_acc=0.9307  macroF1=0.7607  edit=41.93  segF1@50=0.46
[t1a][epoch 11/50] loss=0.5031  val_acc=0.9307  macroF1=0.7567  edit=44.59  segF1@50=0.47
[t1a][epoch 12/50] loss=0.4672  val_acc=0.9366  macroF1=0.7718  edit=43.18  segF1@50=0.47
[t1a][epoch 13/50] loss=0.4429  val_acc=0.9307  macroF1=0.7670  edit=47.22  segF1@50=0.51
[t1a][epoch 14/50] loss=0.4543  val_acc=0.9386  macroF1=0.7920  edit=38.36  segF1@50=0.42
[t1a][epoch 15/50] loss=0.4306  val_acc=0.9399  macroF1=0.7780  edit=43.87  segF1@50=0.49
[t1a][epoch 16/50] loss=0.4191  val_acc=0.9432  macroF1=0.7957  edit=42.55  segF1@50=0.47
[t1a][epoch 17/50] loss=0.3850  val_acc=0.9413  macroF1=0.7951  edit=45.08  segF1@50=0.49
[t1a][epoch 18/50] loss=0.3686  val_acc=0.9413  macroF1=0.7808  edit=41.15  segF1@50=0.48
[t1a][epoch 19/50] loss=0.3427  val_acc=0.9459  macroF1=0.7955  edit=42.86  segF1@50=0.49
[t1a][epoch 20/50] loss=0.3315  val_acc=0.9406  macroF1=0.7829  edit=47.30  segF1@50=0.52
[t1a][epoch 21/50] loss=0.3239  val_acc=0.9439  macroF1=0.7987  edit=38.12  segF1@50=0.44
[t1a][epoch 22/50] loss=0.3218  val_acc=0.9333  macroF1=0.7760  edit=38.36  segF1@50=0.42
[t1a][epoch 23/50] loss=0.3212  val_acc=0.9459  macroF1=0.7993  edit=38.82  segF1@50=0.45
[t1a][epoch 24/50] loss=0.3095  val_acc=0.9327  macroF1=0.7832  edit=41.75  segF1@50=0.43
[t1a][epoch 25/50] loss=0.2959  val_acc=0.9393  macroF1=0.7800  edit=38.38  segF1@50=0.44
[t1a][epoch 26/50] loss=0.2821  val_acc=0.9386  macroF1=0.7920  edit=38.96  segF1@50=0.45
[t1a][epoch 27/50] loss=0.2724  val_acc=0.9452  macroF1=0.7977  edit=37.96  segF1@50=0.45
[t1a][epoch 28/50] loss=0.2647  val_acc=0.9386  macroF1=0.7819  edit=37.78  segF1@50=0.44
[t1a][epoch 29/50] loss=0.2744  val_acc=0.9485  macroF1=0.8073  edit=34.38  segF1@50=0.42
[t1a][epoch 30/50] loss=0.2738  val_acc=0.9340  macroF1=0.7830  edit=39.35  segF1@50=0.43
[t1a][epoch 31/50] loss=0.2737  val_acc=0.9373  macroF1=0.7953  edit=36.18  segF1@50=0.39
