contrast,split,metric,is_prereg_phase,diff,mean_a,mean_b,sd_A,sd_B,SE,df,t,p,CI_low,CI_high,welch_exceeds,n_videos,n_videos_same_sign,all_videos_same_sign,p_sign_under_null,bootstrap_CI_low,bootstrap_CI_high,bootstrap_crosses_zero
3-2,val,design,False,0.0,0.9852216748768473,0.9852216748768473,0.0,0.0,0.0,,,,,,False,2,0,False,0.5,0.0,0.0,True
3-2,val,disinfection,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,False,2,0,False,0.5,0.0,0.0,True
3-2,val,dissection,False,0.0010109930146019463,0.9773149448750397,0.9763039518604377,0.0016012538173524294,0.001904260345619327,0.0014364564329724689,3.8855930537934844,0.7038104264045738,0.5214351731953158,-0.003023990842766747,0.0050459768719706396,False,2,2,True,0.5,0.000723065798987732,0.0013051408474757942,False
3-2,val,dressing,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,False,2,0,False,0.5,0.0,0.0,True
3-2,val,hemostasis,True,0.023123687597371934,0.9578487578487579,0.934725070251386,0.00501221363915644,0.02679921310642753,0.015740818579818343,2.1397474810124177,1.4690270064492919,0.2718065809921846,-0.04053648135694031,0.08678385655168418,False,2,1,False,0.5,0.0,0.023123687597371934,True
3-2,val,incision,True,-0.0010246352996523544,0.9664629863744908,0.9674876216741432,0.0018855729398312513,0.0029590990161938177,0.002025804556142496,3.394283533273735,-0.5057917835881701,0.6440484254866207,-0.007068012654513123,0.005018742055208414,False,2,1,False,0.5,-0.008804399465447088,8.503509823731825e-06,True
3-2,val,irrigation,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,False,2,0,False,0.5,0.0,0.0,True
4-2,val,phase_accuracy,False,-0.001760176017601589,0.9632563256325634,0.965016501650165,0.002016534959276495,0.0013201320132013028,0.001391541324606541,3.4482758620689413,-1.2649110640672347,0.2846271787614595,-0.005880154831985207,0.0023598027967820286,False,2,2,True,0.5,-0.0020060180541625616,-0.0012870012870014325,False
4-2,val,phase_macro_f1,False,-0.0009262002579398798,0.8319710243266906,0.8328972245846304,0.0031084250690102872,0.0037807849414899825,0.002825871026984366,3.855851264509417,-0.32775744154476727,0.7601150753409619,-0.008889117925705334,0.007036717409825574,False,2,2,True,0.5,-0.0032043300536385155,-0.0009262002579398798,False
4-2,val,anesthesia,False,-0.0034188034188035177,0.9948717948717948,0.9982905982905983,0.0,0.0029607706112289036,0.0017094017094017404,2.0,-2.0000000000000218,0.183503419072271,-0.010773765349999312,0.003936158512392277,False,2,1,False,0.5,-0.005333333333333412,0.0,True
4-2,val,closure,True,-0.0027135046313336852,0.9655381505076672,0.9682516551390009,0.0009509728305904559,0.0008848198621932692,0.0007499456675993134,3.9793842040659135,-3.618268294048572,0.02259010534304113,-0.004799948718741893,-0.0006270605439254772,True,2,1,False,0.5,-0.0027135046313336852,0.0,True
4-2,val,design,False,0.0,0.9852216748768473,0.9852216748768473,0.0,0.0,0.0,,,,,,False,2,0,False,0.5,0.0,0.0,True
4-2,val,disinfection,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,False,2,0,False,0.5,0.0,0.0,True
4-2,val,dissection,False,-0.00013082407334907842,0.9761731277870886,0.9763039518604377,0.0020161254860998224,0.001904260345619327,0.0016011422422341167,3.987036115146574,-0.0817067153050288,0.9388171841857172,-0.004582014000577156,0.004320365853878999,False,2,1,False,0.5,-0.0004256906440684993,3.1301549739959356e-06,True
4-2,val,dressing,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,False,2,0,False,0.5,0.0,0.0,True
4-2,val,hemostasis,True,0.005715635167380828,0.9404407054187668,0.934725070251386,0.01676665719215213,0.02679921310642753,0.018251197371888267,3.357685128738246,0.31316494205385326,0.772617625138518,-0.0490195977964034,0.060450868131165056,False,2,1,False,0.5,0.0,0.005715635167380828,True
4-2,val,incision,True,-0.005935904849473594,0.9615517168246696,0.9674876216741432,0.005362303777808087,0.0029590990161938177,0.0035360320885202243,3.114710952853496,-1.678690888791589,0.18843922435691618,-0.016958272839853062,0.005086463140905873,False,2,2,True,0.5,-0.025006750267447253,-0.002380982750630256,False
4-2,val,irrigation,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,False,2,0,False,0.5,0.0,0.0,True
3-1,val,phase_accuracy,False,0.017381738173817496,0.965896589658966,0.9485148514851485,0.0010082674796382536,0.0013201320132013028,0.0009590536729462366,3.7409326424870772,18.123842975774615,8.787370861614135e-05,0.014644653258033564,0.020118823089601428,True,2,2,True,0.5,0.009652509652509744,0.021397525911066584,False
3-1,val,phase_macro_f1,False,0.028062570955517674,0.8359164550483502,0.8078538840928325,0.0009419605337202846,0.004381242674196541,0.0025873137303187295,2.1845031666378842,10.846218851109588,0.006115739266598913,0.01778446585124155,0.0383406760597938,True,2,2,True,0.5,0.005567278252310404,0.035818293164196824,False
3-1,val,anesthesia,False,-0.0017094017094017033,0.9965811965811966,0.9982905982905983,0.002960770611228904,0.002960770611228904,0.0024174590809796937,4.0,-0.7071067811865321,0.5185185185185269,-0.00842134414180373,0.0050025407230003234,False,2,1,False,0.5,-0.002666666666666595,0.0,True
3-1,val,closure,True,0.012538091449372235,0.9679856247821186,0.9554475333327463,0.0013419490861088042,0.0012870613754923758,0.0010735229129665532,3.993044134281913,11.679388765652618,0.0003102908693829359,0.009555465213385243,0.015520717685359228,True,2,1,False,0.5,0.0,0.012538091449372235,True
