path,run_name,系統,seed,split,metric_name,value,config_path,commit,mtime
"experiments/baselines/_smoke_prior_simplehead/s0_005_varifocanet_bbox_seed123/metrics.json","s0_005_varifocanet_bbox_seed123","other","123","val","val/mAP_75",0.00023573785950023574,"experiments/baselines/_smoke_prior_simplehead/s0_005_varifocanet_bbox_seed123/config.yaml","16fece774488",1779660288.529211
"experiments/baselines/_smoke_prior_simplehead/s0_006_varifocanet_bbox_seed456/metrics.json","s0_006_varifocanet_bbox_seed456","other","456","val","epoch",1,"experiments/baselines/_smoke_prior_simplehead/s0_006_varifocanet_bbox_seed456/config.yaml","16fece774488",1779660313.6139371
"experiments/baselines/_smoke_prior_simplehead/s0_006_varifocanet_bbox_seed456/metrics.json","s0_006_varifocanet_bbox_seed456","other","456","val","mAP",4.435711708954368e-05,"experiments/baselines/_smoke_prior_simplehead/s0_006_varifocanet_bbox_seed456/config.yaml","16fece774488",1779660313.6139371
"experiments/baselines/_smoke_prior_simplehead/s0_006_varifocanet_bbox_seed456/metrics.json","s0_006_varifocanet_bbox_seed456","other","456","val","val/AP_common",0.0,"experiments/baselines/_smoke_prior_simplehead/s0_006_varifocanet_bbox_seed456/config.yaml","16fece774488",1779660313.6139371
"experiments/baselines/_smoke_prior_simplehead/s0_006_varifocanet_bbox_seed456/metrics.json","s0_006_varifocanet_bbox_seed456","other","456","val","val/AP_rare",0.00020699987975120388,"experiments/baselines/_smoke_prior_simplehead/s0_006_varifocanet_bbox_seed456/config.yaml","16fece774488",1779660313.6139371
"experiments/baselines/_smoke_prior_simplehead/s0_006_varifocanet_bbox_seed456/metrics.json","s0_006_varifocanet_bbox_seed456","other","456","val","val/mAP",4.435711708954368e-05,"experiments/baselines/_smoke_prior_simplehead/s0_006_varifocanet_bbox_seed456/config.yaml","16fece774488",1779660313.6139371
"experiments/baselines/_smoke_prior_simplehead/s0_006_varifocanet_bbox_seed456/metrics.json","s0_006_varifocanet_bbox_seed456","other","456","val","val/mAP_50",0.00030761315534697274,"experiments/baselines/_smoke_prior_simplehead/s0_006_varifocanet_bbox_seed456/config.yaml","16fece774488",1779660313.6139371
"experiments/baselines/_smoke_prior_simplehead/s0_006_varifocanet_bbox_seed456/metrics.json","s0_006_varifocanet_bbox_seed456","other","456","val","val/mAP_75",5.942971247905102e-06,"experiments/baselines/_smoke_prior_simplehead/s0_006_varifocanet_bbox_seed456/config.yaml","16fece774488",1779660313.6139371
"experiments/baselines/_smoke_v2_part3/s0_001_maskdino_bbox_seed42/metrics.json","s0_001_maskdino_bbox_seed42","other","42","val","epoch",1,"experiments/baselines/_smoke_v2_part3/s0_001_maskdino_bbox_seed42/config.yaml","7c183d764a47",1779683838.4563851
"experiments/baselines/_smoke_v2_part3/s0_001_maskdino_bbox_seed42/metrics.json","s0_001_maskdino_bbox_seed42","other","42","val","mAP",0.0,"experiments/baselines/_smoke_v2_part3/s0_001_maskdino_bbox_seed42/config.yaml","7c183d764a47",1779683838.4563851
