rule,split,metric,system,k_seeds,n_reps,var_within_seed,var_between_seed,var_between_seed_raw,clipped_to_zero,ICC,sd_within,sd_between,within_exceeds_between
R-loss,val,phase_accuracy,bboxROI_handROIbbox2,3,3,4.3568713306975966e-07,5.486430564580904e-07,5.486430564580904e-07,False,0.5573770491802715,0.000660066006600673,0.0007407044325897412,False
R-loss,val,phase_macro_f1,base,3,3,2.724795420836802e-05,0.00011707029532668897,0.00011707029532668897,False,0.8111953665170453,0.00521995729947746,0.010819902741091944,False
R-loss,val,phase_macro_f1,bboxROI,3,3,6.2751120639479075e-06,4.938990719463939e-06,4.938990719463939e-06,False,0.44042673897815576,0.002505017377973236,0.0022223840171005415,True
R-loss,val,phase_macro_f1,maskROI,3,3,6.465629908188905e-06,8.9423274786069e-06,8.9423274786069e-06,False,0.5803707301442973,0.0025427602931045045,0.0029903724648623455,False
R-loss,val,phase_macro_f1,randROI,3,3,8.195731646808944e-06,1.140118149142651e-05,1.140118149142651e-05,False,0.5817845602010508,0.0028628188288484036,0.003376563562473911,False
R-loss,val,phase_macro_f1,shuffleROI,3,3,2.6369590575761296e-05,8.56805492593834e-05,8.56805492593834e-05,False,0.7646625821747486,0.005135132965733341,0.009256378841608818,False
R-loss,val,phase_macro_f1,handROIbbox2,3,3,2.444791916526682e-06,5.73768932519243e-06,5.73768932519243e-06,False,0.7012163127167721,0.0015635830379377624,0.0023953474330861545,False
R-loss,val,phase_macro_f1,handROImask2,3,3,2.287084390363755e-06,1.271946461678662e-05,1.271946461678662e-05,False,0.8475942477331733,0.0015123109436765163,0.003566435842236142,False
R-loss,val,phase_macro_f1,bboxROI_handROIbbox2,3,3,1.3563487118311011e-06,0.0,-3.1271179469929266e-07,True,0.0,0.0011646238499322865,0.0,True
R-loss,test,phase_accuracy,base,3,3,1.4439989976301514e-05,0.00021643085370994167,0.00021643085370994167,False,0.9374542504122968,0.0037999986810920757,0.014711589095333709,False
R-loss,test,phase_accuracy,bboxROI,3,3,0.0001132415288369931,0.0,-1.105192690233453e-05,True,0.0,0.010641500309495512,0.0,True
R-loss,test,phase_accuracy,maskROI,3,3,2.869062306205057e-05,0.0,-8.523096170445195e-06,True,0.0,0.0053563628575788785,0.0,True
R-loss,test,phase_accuracy,randROI,3,3,1.728645162137596e-05,1.965646689667422e-05,1.965646689667422e-05,False,0.5320767195767204,0.004157697875191987,0.004433561423581974,False
R-loss,test,phase_accuracy,shuffleROI,3,3,0.0002488088458987672,0.0,-1.4395195873161405e-05,True,0.0,0.015773675725675586,0.0,True
R-loss,test,phase_accuracy,handROIbbox2,3,3,1.1361413433130119e-06,5.5933582154396495e-05,5.5933582154396495e-05,False,0.98009204752221,0.0010658993119957495,0.007478875727968509,False
R-loss,test,phase_accuracy,handROImask2,3,3,7.140587259854752e-06,5.791470317060375e-05,5.791470317060375e-05,False,0.8902381772088506,0.0026721877291565337,0.007610171034254339,False
R-loss,test,phase_accuracy,bboxROI_handROIbbox2,3,3,6.3342934033098925e-06,6.587990914737912e-05,6.587990914737912e-05,False,0.9122846589787696,0.0025168022177576633,0.00811664395839679,False
R-loss,test,phase_macro_f1,base,3,3,4.2998598030910815e-06,0.002126887153557201,0.002126887153557201,False,0.9979824108460986,0.0020736103305807195,0.04611818679823829,False
R-loss,test,phase_macro_f1,bboxROI,3,3,6.665032381599552e-05,3.4962626043693884e-08,3.4962626043693884e-08,False,0.0005242929573989656,0.008163964956808396,0.00018698295655939843,True
R-loss,test,phase_macro_f1,maskROI,3,3,0.0004472859471632116,0.0008783622110563101,0.0008783622110563101,False,0.6625907527650765,0.021149135849088764,0.029637176165355397,False
R-loss,test,phase_macro_f1,randROI,3,3,0.00011114089856464818,0.0,-1.025656022773953e-05,True,0.0,0.010542338382192453,0.0,True
