rule,contrast,split,scope,metric,is_prereg_phase,n_a,n_b,mean_a,mean_b,sd_A,sd_B,diff,SE,df,t,p,CI_low,CI_high,welch_exceeds,n_videos,all_videos_same_sign,p_sign_under_null
R-topk,3-2,test,all_frames,irrigation,False,9,9,0.4482038741079376,0.4482567979304416,0.05993112770472677,0.04272022630878683,-5.292382250399186e-05,0.02453287545730837,14.461584516833378,-0.0021572612878620304,0.9983082325130845,-0.05251358378100147,0.052407736135993484,False,3,False,0.25
R-topk,4-2,test,all_frames,phase_accuracy,False,9,9,0.8914419695193436,0.8925621987755634,0.009658771359458843,0.00577637573235424,-0.0011202292562197957,0.0037514201870111567,13.07351870465554,-0.2986147113294468,0.7699275584505418,-0.00922004942100016,0.006979590908560568,False,3,False,0.25
R-topk,4-2,test,all_frames,phase_macro_f1,False,9,9,0.7314569232398234,0.7386768746562197,0.010549535782997768,0.012445883722545997,-0.0072199514163963086,0.005438471260605479,15.58183755731888,-1.3275700229759957,0.20344291851727425,-0.018774192387838735,0.004334289555046118,False,3,True,0.25
R-topk,4-2,test,all_frames,anesthesia,False,9,9,0.9621031410587797,0.9806006029233247,0.011992446404240454,0.012188440296540481,-0.01849746186454504,0.005699676868237665,15.995797096216139,-3.245352726507185,0.005071762975594614,-0.030580495087429594,-0.006414428641660485,True,3,False,0.25
R-topk,4-2,test,all_frames,closure,True,9,9,0.9433405019890402,0.9438243303545225,0.006333147219651735,0.005478125495746239,-0.00048382836548233055,0.002791228575634103,15.674849487546874,-0.1733388550496678,0.8646037240013617,-0.006410959873674924,0.005443303142710263,False,3,False,0.25
R-topk,4-2,test,all_frames,design,False,9,9,0.9598825847117263,0.9761849349863694,0.03117127529214672,0.018263148709219766,-0.016302350274643107,0.012042475770343867,12.913414362983005,-1.353737436183158,0.1990400882690248,-0.04233628105513325,0.009731580505847034,False,3,False,0.25
R-topk,4-2,test,all_frames,disinfection,False,9,9,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,False,3,False,0.25
R-topk,4-2,test,all_frames,dissection,False,9,9,0.8316851120643716,0.830913521965687,0.021854232354993047,0.012200637773405954,0.0007715900986845492,0.008343081191448297,12.545197827087968,0.09248263093441224,0.9277751168954442,-0.017319190051205278,0.018862370248574376,False,3,False,0.25
R-topk,4-2,test,all_frames,dressing,False,9,9,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,False,3,False,0.25
R-topk,4-2,test,all_frames,hemostasis,True,9,9,0.777735890333783,0.7769292121382901,0.027877228279941966,0.037909055910062515,0.0008066781954928492,0.015685224386749894,14.69460818748145,0.05142917790671145,0.9596761289618988,-0.03268620380270804,0.03429956019369374,False,3,False,0.25
