rule,contrast,split,scope,metric,is_prereg_phase,n_a,n_b,mean_a,mean_b,sd_A,sd_B,diff,SE,df,t,p,CI_low,CI_high,welch_exceeds,n_videos,all_videos_same_sign,p_sign_under_null
R-topk,4-2,test,all_frames,incision,True,9,9,0.9385742424518038,0.9527055969511213,0.019180135448699866,0.0178938456476904,-0.014131354499317572,0.008743679036842316,15.923512033750443,-1.6161794640189533,0.12569197774321023,-0.03267436484156715,0.004411655842931999,False,3,False,0.25
R-topk,4-2,test,all_frames,irrigation,False,9,9,0.43833391330908383,0.4482567979304416,0.05282490459697149,0.04272022630878683,-0.009922884621357764,0.022645795002244413,15.329269203359603,-0.4381777994711297,0.6673692673723726,-0.058101109139505745,0.03825533989679022,False,3,False,0.25
R-topk,5-1,test,all_frames,phase_accuracy,False,9,9,0.8383483131431549,0.8329295297642307,0.00503026619930628,0.008800395913584764,0.005418783378924208,0.0033788648039725917,12.72333998336409,1.6037289720953758,0.13329706472661684,-0.0018969779382261073,0.012734544696074523,False,3,False,0.25
R-topk,5-1,test,all_frames,phase_macro_f1,False,9,9,0.697116719282086,0.686162379279653,0.01250679205493283,0.024291682701753765,0.010954340002433005,0.009107418807324146,11.962820321594092,1.2027930453383315,0.252321955745926,-0.008895863081734207,0.030804543086600217,False,3,False,0.25
R-topk,5-1,test,all_frames,anesthesia,False,9,9,0.9884966708091921,0.9707719882639059,0.004936078062051752,0.01978374503006751,0.017724682545286252,0.0067967429622118715,8.99217272375476,2.6078200461354637,0.028391680701636984,0.002347341407410804,0.0331020236831617,True,3,False,0.25
R-topk,5-1,test,all_frames,closure,True,9,9,0.9062416022136934,0.9035170286523899,0.0040447026003444546,0.004327177438566328,0.0027245735613035116,0.0019743939635597507,15.927633676029664,1.379954361484786,0.1866649874291903,-0.001462500736643538,0.006911647859250561,False,3,False,0.25
R-topk,5-1,test,all_frames,design,False,9,9,0.9342086888776192,0.949647887495868,0.012495133073386178,0.018615024892472614,-0.015439198618248828,0.007473267188742404,13.992481295326863,-2.065923541648044,0.05787051050141424,-0.031468570656381215,0.0005901734198835613,False,3,False,0.25
R-topk,5-1,test,all_frames,disinfection,False,9,9,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,False,3,False,0.25
R-topk,5-1,test,all_frames,dissection,False,9,9,0.7006858738254091,0.6881386799137151,0.015112769569760957,0.017630237065590186,0.01254719391169401,0.00774037799147075,15.634641605831366,1.62100532112514,0.12500643334589612,-0.0038928937361609635,0.028987281559548984,False,3,False,0.25
R-topk,5-1,test,all_frames,dressing,False,9,9,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,False,3,False,0.25
R-topk,5-1,test,all_frames,hemostasis,True,9,9,0.7242792517228932,0.7244156120986385,0.03984292037064537,0.015630131502363365,-0.00013636037574527027,0.014266352467111632,10.405344115422448,-0.009558180765519654,0.9925545743274946,-0.03175672288233644,0.0314840021308459,False,3,False,0.25
R-topk,5-1,test,all_frames,incision,True,9,9,0.9300016511274996,0.9124029365557784,0.005453606662899352,0.013779721503660835,0.01759871457172113,0.004939889228988316,10.446133904040645,3.5625727128552085,0.004820562912105813,0.006655342216206138,0.028542086927236122,True,3,False,0.25
R-topk,5-1,test,all_frames,irrigation,False,9,9,0.3930200156803806,0.34040490125692685,0.1011845264150287,0.12125792621287215,0.052615114423453735,0.05264323640768636,15.503131675307223,0.9994658006203334,0.33291452227516827,-0.05927495533865333,0.16450518418556082,False,3,False,0.25
R-topk,2-5,test,all_frames,phase_accuracy,False,9,9,0.8925621987755634,0.8383483131431549,0.00577637573235424,0.00503026619930628,0.054213885632408476,0.002553213544562012,15.7034163072413,21.23358845086674,5.478578580379501e-13,0.04879299471736401,0.059634776547452945,True,3,True,0.25
R-topk,2-5,test,all_frames,phase_macro_f1,False,9,9,0.7386768746562197,0.697116719282086,0.012445883722545997,0.01250679205493283,0.04156015537413371,0.0058814196050922035,15.99961868523738,7.066347610728273,2.668022309394427e-06,0.02909207863630328,0.05402823211196414,True,3,True,0.25
R-topk,2-5,test,all_frames,anesthesia,False,9,9,0.9806006029233247,0.9884966708091921,0.012188440296540481,0.004936078062051752,-0.007896067885867386,0.004383338954331002,10.555406747323314,-1.8013819985482977,0.10023984671225067,-0.01759354264841847,0.0018014068766836946,False,3,False,0.25
R-topk,2-5,test,all_frames,closure,True,9,9,0.9438243303545225,0.9062416022136934,0.005478125495746239,0.0040447026003444546,0.03758272814082908,0.002269837930395966,14.724023570248832,16.557450044141653,6.365067211520264e-11,0.03273677310030761,0.04242868318135055,True,3,True,0.25
R-topk,2-5,test,all_frames,design,False,9,9,0.9761849349863694,0.9342086888776192,0.018263148709219766,0.012495133073386178,0.04197624610875017,0.007376169973462625,14.143385654338338,5.690791597776196,5.361925437368871e-05,0.026170968575782893,0.057781523641717444,True,3,False,0.25
R-topk,2-5,test,all_frames,disinfection,False,9,9,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,False,3,False,0.25
R-topk,2-5,test,all_frames,dissection,False,9,9,0.830913521965687,0.7006858738254091,0.012200637773405954,0.015112769569760957,0.13022764814027787,0.006474319922642695,15.319006789249638,20.114490741310387,1.9749557766575862e-12,0.11645294868338471,0.14400234759717104,True,3,True,0.25
R-topk,2-5,test,all_frames,dressing,False,9,9,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,False,3,False,0.25
R-topk,2-5,test,all_frames,hemostasis,True,9,9,0.7769292121382901,0.7242792517228932,0.037909055910062515,0.03984292037064537,0.052649960415396935,0.018331984264466524,15.960554271152635,2.8720273624416124,0.011085561764384196,0.013780082472939194,0.09151983835785468,True,3,False,0.25
R-topk,2-5,test,all_frames,incision,True,9,9,0.9527055969511213,0.9300016511274996,0.0178938456476904,0.005453606662899352,0.022703945823621785,0.006235485704123785,9.473496550089465,3.6410869819822897,0.004950640827295033,0.008705038908691625,0.03670285273855194,True,3,False,0.25
R-topk,2-5,test,all_frames,irrigation,False,9,9,0.4482567979304416,0.3930200156803806,0.04272022630878683,0.1011845264150287,0.05523678225006101,0.036611058016378366,10.764229545848755,1.5087458610278408,0.1601420456343525,-0.025559473777493777,0.13603303827761581,False,3,False,0.25
R-topk,8-7,test,all_frames,phase_accuracy,False,9,9,0.8469193695453954,0.8390256610655205,0.00699229966140692,0.005506360736804131,0.007893708479874917,0.002966709046864508,15.166274792726401,2.660762600976229,0.017678086156156264,0.0015763505864656554,0.01421106637328418,True,3,False,0.25
R-topk,8-7,test,all_frames,phase_macro_f1,False,9,9,0.6994784737420788,0.6925104683859684,0.012692299514398054,0.012527990197898761,0.006968005356110418,0.005944605447722577,15.997284226026524,1.17215606946293,0.25829550969823195,-0.005634169109282824,0.01957017982150366,False,3,True,0.25
R-topk,8-7,test,all_frames,anesthesia,False,9,9,0.9704531810591901,0.9821777155438208,0.005472536373602771,0.009657470925143992,-0.011724534484630733,0.0037000810656345673,12.657486846424847,-3.1687236783878316,0.007620549246789203,-0.01974011759449594,-0.003708951374765526,True,3,False,0.25
R-topk,8-7,test,all_frames,closure,True,9,9,0.909869763566641,0.9044045468808657,0.004642346032244333,0.004697283202341908,0.005465216685775265,0.002201409805003708,15.997786073896222,2.4825985027199695,0.02451870300814151,0.0007983838852071764,0.010132049486343353,True,3,False,0.25
R-topk,8-7,test,all_frames,design,False,9,9,0.9416277311795275,0.9266067138370848,0.014737167892776048,0.014472801514364059,0.015021017342442655,0.006885137787486317,15.994760174578094,2.1816582043925443,0.044400944732145786,0.00042478864224288447,0.029617246042642424,True,3,False,0.25
R-topk,8-7,test,all_frames,disinfection,False,9,9,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,False,3,False,0.25
R-topk,8-7,test,all_frames,dissection,False,9,9,0.7266287498541504,0.7046168578811831,0.020889486825356157,0.016653999248776415,0.022011891972967268,0.008905219136395203,15.243353419926075,2.471796778476312,0.025688221509407395,0.00305722510700724,0.040966558838927296,True,3,False,0.25
R-topk,8-7,test,all_frames,dressing,False,9,9,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,False,3,False,0.25
R-topk,8-7,test,all_frames,hemostasis,True,9,9,0.766870727104435,0.7526628352124768,0.018328163389934902,0.008736783566772856,0.014207891891958258,0.006768004468254224,11.457171154416859,2.0992734207847117,0.058689765963639826,-0.000616184957190069,0.029031968741106584,False,3,False,0.25
R-topk,8-7,test,all_frames,incision,True,9,9,0.9186981725096471,0.9242476841116155,0.008957484250201176,0.008559958436405647,-0.005549511601968371,0.004129963848719829,15.967142896651517,-1.3437191717037817,0.19782420907080228,-0.01430610830919142,0.0032070851052546784,False,3,False,0.25
R-topk,8-7,test,all_frames,irrigation,False,9,9,0.3616794646630386,0.3453673936207008,0.08716712218715868,0.09282629723239358,0.016312071042337783,0.04244581990709219,15.93710671726458,0.3843033560911903,0.7058329690884112,-0.07369791577248876,0.10632205785716432,False,3,False,0.25
R-topk,8-7,test,mask_ne_bbox,phase_accuracy,False,9,9,0.7602590646068906,0.7457132239740935,0.013212187829903755,0.011053162882846499,0.01454584063279718,0.005741992656129368,15.516337804778031,2.5332391564921326,0.02251658816932029,0.002342449712151239,0.026749231553443123,True,3,False,0.25
R-topk,8-7,test,mask_ne_bbox,phase_macro_f1,False,9,9,0.6761677324556307,0.6630539592504553,0.015089039478135774,0.012276101586262257,0.013113773205175372,0.0064840126681705934,15.364137214039546,2.0224780357925036,0.06089271935394915,-0.0006780987491946701,0.026905645159545414,False,3,False,0.25
R-topk,8-7,test,mask_ne_bbox,anesthesia,False,9,9,0.9633313590187598,0.9791454578723984,0.0068889269209069974,0.013245240754179509,-0.015814098853638603,0.004976541824263276,12.033040603322654,-3.177728513510426,0.007929841210551257,-0.026653750865433513,-0.004974446841843692,True,3,False,0.25
R-topk,8-7,test,mask_ne_bbox,closure,True,9,9,0.8148259600416055,0.8025818855755268,0.009851169859425997,0.01001556435989102,0.01224407446607867,0.0046827944772608494,15.995619504997187,2.6146939665053823,0.018774787579738016,0.00231677268686312,0.02217137624529422,True,3,False,0.25
R-topk,8-7,test,mask_ne_bbox,design,False,9,9,0.8769378286769592,0.8264183481574787,0.03758602840307179,0.04085257147247425,0.05051948051948052,0.018504180089404833,15.89015000650159,2.7301658476836312,0.01489453373921911,0.011270319980118008,0.08976864105884302,True,3,False,0.25
R-topk,8-7,test,mask_ne_bbox,disinfection,False,9,9,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,False,3,False,0.25
R-topk,8-7,test,mask_ne_bbox,dissection,False,9,9,0.6762976834118659,0.645395739448158,0.0280428994337955,0.023563875518121506,0.030901943963707934,0.012209561089970497,15.538776121008677,2.530962721427573,0.022601279917817785,0.004956251060815594,0.05684763686660027,True,3,False,0.25
R-topk,8-7,test,mask_ne_bbox,dressing,False,9,9,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,False,3,False,0.25
R-topk,8-7,test,mask_ne_bbox,hemostasis,True,9,9,0.7732258270501826,0.7584059943348436,0.028901103563927822,0.014500095657109547,0.014819832715339043,0.010778201052114446,11.78749365369553,1.374982025635133,0.19470861136854864,-0.008710891339206332,0.038350556769884414,False,3,False,0.25
R-topk,8-7,test,mask_ne_bbox,incision,True,9,9,0.9051224714098907,0.9138788077918603,0.013525647944829924,0.0077888395295191565,-0.008756336381969598,0.005202661429436137,12.78012918089618,-1.6830494355114336,0.1166185053683481,-0.020015691238534382,0.002503018474595187,False,3,False,0.25
R-topk,8-7,test,mask_ne_bbox,irrigation,False,9,9,0.3996007300357822,0.3786054408233771,0.08798226971844847,0.0923507396935728,0.02099528921240512,0.04251736757132948,15.962575015220413,0.49380501220312545,0.6281694640277083,-0.06915468124352582,0.11114525966833606,False,3,False,0.25
R-topk,9-2,test,all_frames,phase_accuracy,False,9,9,0.9033476618470756,0.8925621987755634,0.010005281509821938,0.00577637573235424,0.01078546307151218,0.003851005275568615,12.799765684708767,2.800687690545858,0.015198362834351501,0.0024526226251618388,0.01911830351786252,True,3,False,0.25
R-topk,9-2,test,all_frames,phase_macro_f1,False,9,9,0.7530616361915232,0.7386768746562197,0.005022075989505941,0.012445883722545997,0.014384761535303547,0.00447364217611839,10.537881567757278,3.215447496470239,0.008666385555114153,0.004485402555634871,0.024284120514972224,True,3,False,0.25
R-topk,9-2,test,all_frames,anesthesia,False,9,9,0.9783633172536305,0.9806006029233247,0.01165262300702807,0.012188440296540481,-0.0022372856696942778,0.005620811525099791,15.967770922789757,-0.3980360593312293,0.695874785453942,-0.014154828732805618,0.009680257393417062,False,3,False,0.25
R-topk,9-2,test,all_frames,closure,True,9,9,0.9490032028315747,0.9438243303545225,0.008165865191103001,0.005478125495746239,0.005178872477052177,0.003277723011590899,13.987955984416786,1.5800213925149589,0.1364433356268094,-0.0018517121212854402,0.012209457075389793,False,3,False,0.25
R-topk,9-2,test,all_frames,design,False,9,9,0.984934086629002,0.9761849349863694,0.0056497175141243154,0.018263148709219766,0.008749151642632569,0.006372352685751843,9.517270235860526,1.3729860969866108,0.20123725730050565,-0.005547560760496643,0.023045864045761782,False,3,False,0.25
R-topk,9-2,test,all_frames,disinfection,False,9,9,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,False,3,False,0.25
R-topk,9-2,test,all_frames,dissection,False,9,9,0.8543225184026674,0.830913521965687,0.024694019072735628,0.012200637773405954,0.023408996436980356,0.00918120144669102,11.686075473595196,2.5496659204027323,0.025930664617377572,0.003345114428830436,0.04347287844513027,True,3,False,0.25
R-topk,9-2,test,all_frames,dressing,False,9,9,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,False,3,False,0.25
R-topk,9-2,test,all_frames,hemostasis,True,9,9,0.7982790799288313,0.7769292121382901,0.022253715730522625,0.037909055910062515,0.021349867790541155,0.014652737263457168,12.928395758105797,1.4570566172496746,0.16895786430944637,-0.010323277954291867,0.053023013535374176,False,3,False,0.25
R-topk,9-2,test,all_frames,incision,True,9,9,0.9599508004497176,0.9527055969511213,0.007758266520665149,0.0178938456476904,0.007245203498596253,0.006501114532388037,10.905091222053779,1.114455600266881,0.28904286862514117,-0.007078861499984738,0.021569268497177246,False,3,False,0.25
R-topk,9-2,test,all_frames,irrigation,False,9,9,0.4996400840367625,0.4482567979304416,0.06403674396602596,0.04272022630878683,0.051383286106320925,0.025659571126675617,13.94355986909471,2.0024998022240132,0.06507257843430629,-0.003671926848372399,0.10643849906101424,False,3,False,0.25
