metric,n_runs,top1_top2_gap_mean,top1_top2_gap_median,n_near_optimal_pm0.001_mean,sd_latter_half_mean
val_accuracy,72,0.001145947928126149,0.0006600660066007347,2.2222222222222223,0.004740778076444765
val_loss,72,0.020963798932455233,0.014715204636255863,1.0416666666666667,0.059953508177752836
val_macro_f1,72,0.002244797513614787,0.0014903992031164992,1.5555555555555556,0.008925778467478301
