run,seed,is_canonical_seed,val_accuracy,val_macro_f1,config,mtime
"b2a_det2phase_oracletool_001_b2a_det2phase_oracletool_seed789",789,False,0.9617161716171617,0.8300697920334031,"experiments/transfer/b2a_det2phase_oracletool_001_b2a_det2phase_oracletool_seed789/config.yaml",1782879930.0119464
"b2a_det2phase_oracletool_002_b2a_det2phase_oracletool_seed1000",1000,False,0.9597359735973597,0.8257121394072087,"experiments/transfer/b2a_det2phase_oracletool_002_b2a_det2phase_oracletool_seed1000/config.yaml",1782879930.0119464
"b2a_det2phase_oracletool_003_b2a_det2phase_oracletool_seed123",123,True,0.9603960396039604,0.8253065375463751,"experiments/transfer/b2a_det2phase_oracletool_003_b2a_det2phase_oracletool_seed123/config.yaml",1782879930.0119464
"b2a_det2phase_oracletool_004_b2a_det2phase_oracletool_seed42",42,True,0.9518151815181518,0.8182186380792239,"experiments/transfer/b2a_det2phase_oracletool_004_b2a_det2phase_oracletool_seed42/config.yaml",1782879930.0119464
"b2a_det2phase_oracletool_005_b2a_det2phase_oracletool_seed456",456,True,0.9577557755775578,0.8256108568501512,"experiments/transfer/b2a_det2phase_oracletool_005_b2a_det2phase_oracletool_seed456/config.yaml",1782879930.0119464
"b2a_det2phase_oracletool_006_b2a_det2phase_oracletool_seed42",42,True,0.9557755775577558,0.8208609985779951,"experiments/transfer/b2a_det2phase_oracletool_006_b2a_det2phase_oracletool_seed42/config.yaml",1782979204.5301986
"b2a_det2phase_oracletool_007_b2a_det2phase_oracletool_seed123",123,True,0.9590759075907591,0.8260546721410261,"experiments/transfer/b2a_det2phase_oracletool_007_b2a_det2phase_oracletool_seed123/config.yaml",1782979208.4622138
"b2a_det2phase_oracletool_008_b2a_det2phase_oracletool_seed456",456,True,0.9544554455445544,0.82353854715974,"experiments/transfer/b2a_det2phase_oracletool_008_b2a_det2phase_oracletool_seed456/config.yaml",1782979231.1702983
