[t1a] train clips=13  val clips=3  in_dim=5888  region_only=False  classes=9  device=cuda
[t1a] evidence dir: /home/ubuntu/slocal2/m2/experiments/transfer/t1a_region_mask_01_002_t1a_region_mask_01_seed123
[t1a][epoch 1/50] loss=2.6577  val_acc=0.6825  macroF1=0.2296  edit=22.90  segF1@50=0.19
[t1a][epoch 2/50] loss=1.5829  val_acc=0.6713  macroF1=0.2287  edit=24.70  segF1@50=0.12
[t1a][epoch 3/50] loss=1.1782  val_acc=0.6818  macroF1=0.2289  edit=28.67  segF1@50=0.26
[t1a][epoch 4/50] loss=0.9730  val_acc=0.8158  macroF1=0.4749  edit=28.38  segF1@50=0.21
[t1a][epoch 5/50] loss=0.8431  val_acc=0.8825  macroF1=0.6416  edit=37.03  segF1@50=0.30
[t1a][epoch 6/50] loss=0.6988  val_acc=0.8871  macroF1=0.6486  edit=37.25  segF1@50=0.33
[t1a][epoch 7/50] loss=0.6831  val_acc=0.9162  macroF1=0.7139  edit=36.43  segF1@50=0.36
[t1a][epoch 8/50] loss=0.6307  val_acc=0.9221  macroF1=0.7307  edit=39.08  segF1@50=0.40
[t1a][epoch 9/50] loss=0.5527  val_acc=0.9333  macroF1=0.7656  edit=37.50  segF1@50=0.41
[t1a][epoch 10/50] loss=0.5031  val_acc=0.9281  macroF1=0.7534  edit=35.27  segF1@50=0.40
[t1a][epoch 11/50] loss=0.4752  val_acc=0.9287  macroF1=0.7668  edit=41.62  segF1@50=0.43
[t1a][epoch 12/50] loss=0.4402  val_acc=0.9320  macroF1=0.7698  edit=38.57  segF1@50=0.41
[t1a][epoch 13/50] loss=0.4329  val_acc=0.9419  macroF1=0.7945  edit=34.56  segF1@50=0.40
[t1a][epoch 14/50] loss=0.4769  val_acc=0.9208  macroF1=0.7346  edit=39.90  segF1@50=0.39
[t1a][epoch 15/50] loss=0.5125  val_acc=0.9465  macroF1=0.8051  edit=30.12  segF1@50=0.35
[t1a][epoch 16/50] loss=0.4401  val_acc=0.9366  macroF1=0.7911  edit=39.07  segF1@50=0.43
[t1a][epoch 17/50] loss=0.4040  val_acc=0.9479  macroF1=0.8057  edit=29.16  segF1@50=0.34
[t1a][epoch 18/50] loss=0.3801  val_acc=0.9360  macroF1=0.7745  edit=38.29  segF1@50=0.43
[t1a][epoch 19/50] loss=0.3787  val_acc=0.9373  macroF1=0.7935  edit=33.06  segF1@50=0.34
[t1a][epoch 20/50] loss=0.3519  val_acc=0.9399  macroF1=0.7943  edit=40.63  segF1@50=0.42
[t1a][epoch 21/50] loss=0.3371  val_acc=0.9432  macroF1=0.7950  edit=33.27  segF1@50=0.37
