[t1a] train clips=13  val clips=3  in_dim=5903  region_only=False  classes=9  device=cuda
[t1a] evidence dir: /home/ubuntu/slocal2/m2/experiments/transfer/t1a_combined_oracle_noise_p010_002_t1a_combined_oracle_noise_p010_seed123
[t1a][epoch 1/50] loss=2.6032  val_acc=0.6858  macroF1=0.2308  edit=25.53  segF1@50=0.21
[t1a][epoch 2/50] loss=1.5954  val_acc=0.6785  macroF1=0.2320  edit=20.81  segF1@50=0.18
[t1a][epoch 3/50] loss=1.1725  val_acc=0.7597  macroF1=0.3583  edit=29.99  segF1@50=0.22
[t1a][epoch 4/50] loss=0.9638  val_acc=0.7868  macroF1=0.3738  edit=29.94  segF1@50=0.25
[t1a][epoch 5/50] loss=0.8176  val_acc=0.8587  macroF1=0.5807  edit=36.78  segF1@50=0.31
[t1a][epoch 6/50] loss=0.7015  val_acc=0.9096  macroF1=0.7147  edit=42.66  segF1@50=0.41
[t1a][epoch 7/50] loss=0.6247  val_acc=0.9182  macroF1=0.7359  edit=42.17  segF1@50=0.45
[t1a][epoch 8/50] loss=0.5693  val_acc=0.9248  macroF1=0.7403  edit=32.74  segF1@50=0.34
[t1a][epoch 9/50] loss=0.5714  val_acc=0.9281  macroF1=0.7702  edit=30.94  segF1@50=0.35
[t1a][epoch 10/50] loss=0.5368  val_acc=0.9116  macroF1=0.6857  edit=33.70  segF1@50=0.29
[t1a][epoch 11/50] loss=0.6011  val_acc=0.9386  macroF1=0.7805  edit=35.51  segF1@50=0.42
[t1a][epoch 12/50] loss=0.4901  val_acc=0.9366  macroF1=0.7800  edit=30.84  segF1@50=0.37
[t1a][epoch 13/50] loss=0.4416  val_acc=0.9386  macroF1=0.7792  edit=35.83  segF1@50=0.41
[t1a][epoch 14/50] loss=0.4092  val_acc=0.9320  macroF1=0.7747  edit=36.26  segF1@50=0.40
[t1a][epoch 15/50] loss=0.3946  val_acc=0.9459  macroF1=0.8020  edit=33.33  segF1@50=0.41
[t1a][epoch 16/50] loss=0.3982  val_acc=0.9287  macroF1=0.7496  edit=40.20  segF1@50=0.42
[t1a][epoch 17/50] loss=0.4555  val_acc=0.9479  macroF1=0.8064  edit=32.71  segF1@50=0.37
[t1a][epoch 18/50] loss=0.3940  val_acc=0.9380  macroF1=0.7841  edit=39.71  segF1@50=0.42
[t1a][epoch 19/50] loss=0.3645  val_acc=0.9360  macroF1=0.7829  edit=32.26  segF1@50=0.34
[t1a][epoch 20/50] loss=0.3378  val_acc=0.9413  macroF1=0.7950  edit=30.69  segF1@50=0.34
[t1a][epoch 21/50] loss=0.3189  val_acc=0.9393  macroF1=0.7797  edit=33.66  segF1@50=0.40
[t1a][epoch 22/50] loss=0.3179  val_acc=0.9452  macroF1=0.8016  edit=33.24  segF1@50=0.42
[t1a][epoch 23/50] loss=0.3405  val_acc=0.9327  macroF1=0.7699  edit=32.71  segF1@50=0.37
[t1a][epoch 24/50] loss=0.3666  val_acc=0.9479  macroF1=0.8068  edit=33.01  segF1@50=0.40
[t1a][epoch 25/50] loss=0.2953  val_acc=0.9426  macroF1=0.7954  edit=30.12  segF1@50=0.37
[t1a][epoch 26/50] loss=0.2739  val_acc=0.9446  macroF1=0.7970  edit=32.57  segF1@50=0.39
[t1a][epoch 27/50] loss=0.2660  val_acc=0.9413  macroF1=0.7950  edit=30.69  segF1@50=0.37
[t1a][epoch 28/50] loss=0.2606  val_acc=0.9366  macroF1=0.7939  edit=38.01  segF1@50=0.41
[t1a][epoch 29/50] loss=0.2611  val_acc=0.9426  macroF1=0.7901  edit=32.06  segF1@50=0.38
[t1a][epoch 30/50] loss=0.2545  val_acc=0.9452  macroF1=0.7994  edit=31.45  segF1@50=0.38
[t1a][epoch 31/50] loss=0.2443  val_acc=0.9426  macroF1=0.7927  edit=31.45  segF1@50=0.38
[t1a][epoch 32/50] loss=0.2327  val_acc=0.9426  macroF1=0.7977  edit=34.40  segF1@50=0.40
[t1a][epoch 33/50] loss=0.2297  val_acc=0.9419  macroF1=0.7929  edit=31.85  segF1@50=0.39
[t1a][epoch 34/50] loss=0.2214  val_acc=0.9432  macroF1=0.7988  edit=30.84  segF1@50=0.38
[t1a][epoch 35/50] loss=0.2178  val_acc=0.9413  macroF1=0.7944  edit=30.84  segF1@50=0.38
[t1a][epoch 36/50] loss=0.2119  val_acc=0.9419  macroF1=0.7945  edit=33.23  segF1@50=0.39
[t1a][epoch 37/50] loss=0.2084  val_acc=0.9432  macroF1=0.7978  edit=29.67  segF1@50=0.37
