[t1a] train clips=13  val clips=3  in_dim=5888  region_only=False  classes=9  device=cuda
[t1a] evidence dir: /home/ubuntu/slocal2/m2/experiments/transfer/t1a_region_mask_04_002_t1a_region_mask_04_seed123
[t1a][epoch 1/50] loss=2.6603  val_acc=0.6851  macroF1=0.2300  edit=28.30  segF1@50=0.27
[t1a][epoch 2/50] loss=1.5502  val_acc=0.6700  macroF1=0.2274  edit=22.54  segF1@50=0.12
[t1a][epoch 3/50] loss=1.1560  val_acc=0.6845  macroF1=0.2344  edit=30.54  segF1@50=0.22
[t1a][epoch 4/50] loss=0.9533  val_acc=0.8238  macroF1=0.4897  edit=29.27  segF1@50=0.22
[t1a][epoch 5/50] loss=0.8209  val_acc=0.8865  macroF1=0.6420  edit=38.32  segF1@50=0.32
[t1a][epoch 6/50] loss=0.6864  val_acc=0.8871  macroF1=0.6433  edit=39.09  segF1@50=0.36
[t1a][epoch 7/50] loss=0.6495  val_acc=0.9142  macroF1=0.7061  edit=37.67  segF1@50=0.35
[t1a][epoch 8/50] loss=0.6258  val_acc=0.9281  macroF1=0.7388  edit=41.01  segF1@50=0.45
[t1a][epoch 9/50] loss=0.5443  val_acc=0.9254  macroF1=0.7527  edit=39.68  segF1@50=0.43
[t1a][epoch 10/50] loss=0.4878  val_acc=0.9281  macroF1=0.7509  edit=36.83  segF1@50=0.41
[t1a][epoch 11/50] loss=0.4658  val_acc=0.9307  macroF1=0.7666  edit=40.40  segF1@50=0.42
[t1a][epoch 12/50] loss=0.4296  val_acc=0.9327  macroF1=0.7683  edit=37.35  segF1@50=0.41
[t1a][epoch 13/50] loss=0.4291  val_acc=0.9426  macroF1=0.7951  edit=37.62  segF1@50=0.42
[t1a][epoch 14/50] loss=0.4720  val_acc=0.9201  macroF1=0.7316  edit=47.08  segF1@50=0.51
[t1a][epoch 15/50] loss=0.5276  val_acc=0.9413  macroF1=0.7988  edit=29.67  segF1@50=0.36
[t1a][epoch 16/50] loss=0.4345  val_acc=0.9406  macroF1=0.7972  edit=34.19  segF1@50=0.40
[t1a][epoch 17/50] loss=0.3960  val_acc=0.9465  macroF1=0.7986  edit=32.57  segF1@50=0.40
[t1a][epoch 18/50] loss=0.3656  val_acc=0.9333  macroF1=0.7744  edit=40.63  segF1@50=0.44
[t1a][epoch 19/50] loss=0.3586  val_acc=0.9380  macroF1=0.7933  edit=40.45  segF1@50=0.43
[t1a][epoch 20/50] loss=0.3367  val_acc=0.9386  macroF1=0.7862  edit=35.19  segF1@50=0.39
