[b2a] train clips=13  val clips=3  in_dim=2063  tool_source=pred  classes=9  device=cuda
[b2a] evidence dir: /home/ubuntu/slocal2/m2/experiments/transfer/b2a_regiononly_mask_08_001_b2a_regiononly_mask_08_seed42
[b2a][epoch 1/50] loss=3.5048  val_acc=0.3399  macroF1=0.0762  edit=21.78  segF1@50=0.00
[b2a][epoch 2/50] loss=2.6585  val_acc=0.4211  macroF1=0.1180  edit=30.14  segF1@50=0.01
[b2a][epoch 3/50] loss=2.2492  val_acc=0.6719  macroF1=0.2285  edit=35.67  segF1@50=0.22
[b2a][epoch 4/50] loss=1.8296  val_acc=0.6759  macroF1=0.2297  edit=29.00  segF1@50=0.22
[b2a][epoch 5/50] loss=1.5247  val_acc=0.6779  macroF1=0.2306  edit=35.67  segF1@50=0.24
[b2a][epoch 6/50] loss=1.3672  val_acc=0.6878  macroF1=0.2514  edit=35.84  segF1@50=0.26
[b2a][epoch 7/50] loss=1.2326  val_acc=0.7729  macroF1=0.3541  edit=33.42  segF1@50=0.27
[b2a][epoch 8/50] loss=1.1310  val_acc=0.7842  macroF1=0.3581  edit=41.39  segF1@50=0.36
[b2a][epoch 9/50] loss=1.0232  val_acc=0.7822  macroF1=0.3594  edit=34.07  segF1@50=0.24
[b2a][epoch 10/50] loss=0.9453  val_acc=0.8396  macroF1=0.4923  edit=37.11  segF1@50=0.34
[b2a][epoch 11/50] loss=0.8719  val_acc=0.8528  macroF1=0.5449  edit=37.57  segF1@50=0.40
[b2a][epoch 12/50] loss=0.8410  val_acc=0.8475  macroF1=0.4939  edit=31.15  segF1@50=0.30
[b2a][epoch 13/50] loss=0.7571  val_acc=0.8541  macroF1=0.4948  edit=36.11  segF1@50=0.34
[b2a][epoch 14/50] loss=0.7525  val_acc=0.8944  macroF1=0.6588  edit=42.76  segF1@50=0.35
[b2a][epoch 15/50] loss=0.6858  val_acc=0.9215  macroF1=0.7315  edit=49.00  segF1@50=0.52
[b2a][epoch 16/50] loss=0.6495  val_acc=0.9201  macroF1=0.6931  edit=35.19  segF1@50=0.33
[b2a][epoch 17/50] loss=0.6333  val_acc=0.9307  macroF1=0.7535  edit=42.48  segF1@50=0.40
[b2a][epoch 18/50] loss=0.5864  val_acc=0.9294  macroF1=0.7442  edit=41.75  segF1@50=0.40
[b2a][epoch 19/50] loss=0.5718  val_acc=0.9360  macroF1=0.7677  edit=42.17  segF1@50=0.45
[b2a][epoch 20/50] loss=0.5612  val_acc=0.9300  macroF1=0.7474  edit=40.74  segF1@50=0.39
[b2a][epoch 21/50] loss=0.5310  val_acc=0.9320  macroF1=0.7505  edit=44.21  segF1@50=0.43
[b2a][epoch 22/50] loss=0.5181  val_acc=0.9360  macroF1=0.7766  edit=41.67  segF1@50=0.46
[b2a][epoch 23/50] loss=0.5084  val_acc=0.9314  macroF1=0.7534  edit=43.61  segF1@50=0.42
[b2a][epoch 24/50] loss=0.5024  val_acc=0.9380  macroF1=0.7865  edit=43.87  segF1@50=0.49
[b2a][epoch 25/50] loss=0.5026  val_acc=0.9300  macroF1=0.7542  edit=42.68  segF1@50=0.41
[b2a][epoch 26/50] loss=0.5269  val_acc=0.9221  macroF1=0.6936  edit=34.00  segF1@50=0.33
[b2a][epoch 27/50] loss=0.5602  val_acc=0.9347  macroF1=0.7584  edit=38.58  segF1@50=0.38
[b2a][epoch 28/50] loss=0.4879  val_acc=0.9307  macroF1=0.7552  edit=53.23  segF1@50=0.59
[b2a][epoch 29/50] loss=0.4619  val_acc=0.9347  macroF1=0.7602  edit=45.00  segF1@50=0.44
[b2a][epoch 30/50] loss=0.4394  val_acc=0.9353  macroF1=0.7665  edit=43.49  segF1@50=0.43
[b2a][epoch 31/50] loss=0.4274  val_acc=0.9360  macroF1=0.7682  edit=43.18  segF1@50=0.44
[b2a][epoch 32/50] loss=0.4222  val_acc=0.9386  macroF1=0.7714  edit=43.49  segF1@50=0.44
[b2a][epoch 33/50] loss=0.4138  val_acc=0.9399  macroF1=0.7766  edit=46.73  segF1@50=0.51
[b2a][epoch 34/50] loss=0.4003  val_acc=0.9399  macroF1=0.7746  edit=46.73  segF1@50=0.50
[b2a][epoch 35/50] loss=0.4023  val_acc=0.9406  macroF1=0.7763  edit=42.59  segF1@50=0.44
[b2a][epoch 36/50] loss=0.3970  val_acc=0.9399  macroF1=0.7752  edit=44.44  segF1@50=0.49
[b2a][epoch 37/50] loss=0.3843  val_acc=0.9406  macroF1=0.7847  edit=48.69  segF1@50=0.52
[b2a][epoch 38/50] loss=0.3800  val_acc=0.9373  macroF1=0.7600  edit=46.67  segF1@50=0.49
[b2a][epoch 39/50] loss=0.4403  val_acc=0.9360  macroF1=0.7718  edit=39.10  segF1@50=0.40
[b2a][epoch 40/50] loss=0.3926  val_acc=0.9393  macroF1=0.7738  edit=44.44  segF1@50=0.48
[b2a][epoch 41/50] loss=0.3707  val_acc=0.9399  macroF1=0.7840  edit=41.97  segF1@50=0.42
[b2a][epoch 42/50] loss=0.3653  val_acc=0.9373  macroF1=0.7641  edit=40.74  segF1@50=0.41
[b2a][epoch 43/50] loss=0.3844  val_acc=0.9419  macroF1=0.7943  edit=41.13  segF1@50=0.43
[b2a][epoch 44/50] loss=0.3557  val_acc=0.9399  macroF1=0.7777  edit=41.67  segF1@50=0.42
[b2a][epoch 45/50] loss=0.3431  val_acc=0.9419  macroF1=0.7817  edit=42.33  segF1@50=0.44
[b2a][epoch 46/50] loss=0.3376  val_acc=0.9393  macroF1=0.7814  edit=43.52  segF1@50=0.47
[b2a][epoch 47/50] loss=0.3280  val_acc=0.9432  macroF1=0.7826  edit=43.78  segF1@50=0.49
[b2a][epoch 48/50] loss=0.3223  val_acc=0.9399  macroF1=0.7813  edit=43.03  segF1@50=0.46
[b2a][epoch 49/50] loss=0.3230  val_acc=0.9406  macroF1=0.7848  edit=40.32  segF1@50=0.44
[b2a][epoch 50/50] loss=0.3240  val_acc=0.9386  macroF1=0.7720  edit=46.03  segF1@50=0.50
[b2a] best @epoch 47: acc=0.9432 macroF1=0.7826
[b2a] evidence written -> /home/ubuntu/slocal2/m2/experiments/transfer/b2a_regiononly_mask_08_001_b2a_regiononly_mask_08_seed42
