[t1a] train clips=13  val clips=3  in_dim=5903  region_only=False  classes=9  device=cuda
[t1a] evidence dir: /home/ubuntu/slocal2/m2/experiments/transfer/t1a_combined_oracle_noise_p030_002_t1a_combined_oracle_noise_p030_seed123
[t1a][epoch 1/50] loss=2.6043  val_acc=0.6858  macroF1=0.2310  edit=23.98  segF1@50=0.19
[t1a][epoch 2/50] loss=1.5950  val_acc=0.6792  macroF1=0.2323  edit=20.81  segF1@50=0.18
[t1a][epoch 3/50] loss=1.1711  val_acc=0.7617  macroF1=0.3598  edit=29.75  segF1@50=0.22
[t1a][epoch 4/50] loss=0.9633  val_acc=0.7861  macroF1=0.3733  edit=29.48  segF1@50=0.25
[t1a][epoch 5/50] loss=0.8189  val_acc=0.8607  macroF1=0.5855  edit=35.54  segF1@50=0.30
[t1a][epoch 6/50] loss=0.7027  val_acc=0.9089  macroF1=0.7114  edit=41.10  segF1@50=0.39
[t1a][epoch 7/50] loss=0.6254  val_acc=0.9182  macroF1=0.7359  edit=42.17  segF1@50=0.45
[t1a][epoch 8/50] loss=0.5662  val_acc=0.9234  macroF1=0.7388  edit=31.31  segF1@50=0.33
[t1a][epoch 9/50] loss=0.5696  val_acc=0.9287  macroF1=0.7715  edit=30.48  segF1@50=0.36
[t1a][epoch 10/50] loss=0.5317  val_acc=0.9129  macroF1=0.6953  edit=35.03  segF1@50=0.31
[t1a][epoch 11/50] loss=0.6003  val_acc=0.9399  macroF1=0.7851  edit=35.70  segF1@50=0.42
[t1a][epoch 12/50] loss=0.4871  val_acc=0.9366  macroF1=0.7800  edit=30.84  segF1@50=0.37
[t1a][epoch 13/50] loss=0.4410  val_acc=0.9399  macroF1=0.7827  edit=35.83  segF1@50=0.41
[t1a][epoch 14/50] loss=0.4083  val_acc=0.9314  macroF1=0.7726  edit=40.20  segF1@50=0.43
[t1a][epoch 15/50] loss=0.3983  val_acc=0.9452  macroF1=0.8000  edit=34.17  segF1@50=0.41
[t1a][epoch 16/50] loss=0.4074  val_acc=0.9261  macroF1=0.7449  edit=38.89  segF1@50=0.41
[t1a][epoch 17/50] loss=0.4662  val_acc=0.9472  macroF1=0.8067  edit=31.45  segF1@50=0.38
[t1a][epoch 18/50] loss=0.3960  val_acc=0.9426  macroF1=0.7944  edit=38.61  segF1@50=0.41
[t1a][epoch 19/50] loss=0.3628  val_acc=0.9380  macroF1=0.7862  edit=32.12  segF1@50=0.37
[t1a][epoch 20/50] loss=0.3363  val_acc=0.9426  macroF1=0.7961  edit=30.72  segF1@50=0.35
[t1a][epoch 21/50] loss=0.3201  val_acc=0.9386  macroF1=0.7803  edit=34.66  segF1@50=0.40
[t1a][epoch 22/50] loss=0.3151  val_acc=0.9432  macroF1=0.8009  edit=33.33  segF1@50=0.38
[t1a][epoch 23/50] loss=0.3420  val_acc=0.9300  macroF1=0.7568  edit=33.59  segF1@50=0.39
[t1a][epoch 24/50] loss=0.3676  val_acc=0.9485  macroF1=0.8083  edit=33.45  segF1@50=0.40
[t1a][epoch 25/50] loss=0.2997  val_acc=0.9406  macroF1=0.7950  edit=31.67  segF1@50=0.36
[t1a][epoch 26/50] loss=0.2773  val_acc=0.9439  macroF1=0.7959  edit=32.11  segF1@50=0.38
[t1a][epoch 27/50] loss=0.2716  val_acc=0.9373  macroF1=0.7916  edit=32.57  segF1@50=0.37
[t1a][epoch 28/50] loss=0.2635  val_acc=0.9333  macroF1=0.7878  edit=37.72  segF1@50=0.41
[t1a][epoch 29/50] loss=0.2569  val_acc=0.9432  macroF1=0.7957  edit=29.73  segF1@50=0.36
[t1a][epoch 30/50] loss=0.2492  val_acc=0.9446  macroF1=0.7983  edit=30.84  segF1@50=0.38
[t1a][epoch 31/50] loss=0.2413  val_acc=0.9419  macroF1=0.7924  edit=30.09  segF1@50=0.37
[t1a][epoch 32/50] loss=0.2332  val_acc=0.9446  macroF1=0.8003  edit=29.95  segF1@50=0.38
[t1a][epoch 33/50] loss=0.2366  val_acc=0.9393  macroF1=0.7822  edit=31.16  segF1@50=0.37
[t1a][epoch 34/50] loss=0.2476  val_acc=0.9465  macroF1=0.8070  edit=29.63  segF1@50=0.37
[t1a][epoch 35/50] loss=0.2430  val_acc=0.9333  macroF1=0.7713  edit=32.26  segF1@50=0.37
[t1a][epoch 36/50] loss=0.2426  val_acc=0.9446  macroF1=0.8050  edit=31.79  segF1@50=0.37
[t1a][epoch 37/50] loss=0.2452  val_acc=0.9426  macroF1=0.7919  edit=31.16  segF1@50=0.37
[t1a][epoch 38/50] loss=0.2229  val_acc=0.9406  macroF1=0.7896  edit=39.95  segF1@50=0.42
[t1a][epoch 39/50] loss=0.2123  val_acc=0.9419  macroF1=0.7923  edit=28.10  segF1@50=0.35
[t1a][epoch 40/50] loss=0.2076  val_acc=0.9419  macroF1=0.8007  edit=29.61  segF1@50=0.35
