[t1a] train clips=13  val clips=3  in_dim=5888  region_only=False  classes=9  device=cuda
[t1a] evidence dir: /home/ubuntu/slocal/m2/experiments/transfer/t1a_3seed_det456_p123_aug_001_t1a_3seed_det456_p123_aug_seed123
[t1a][epoch 1/50] loss=2.6383  val_acc=0.6792  macroF1=0.2289  edit=30.14  segF1@50=0.19
[t1a][epoch 2/50] loss=1.5333  val_acc=0.6508  macroF1=0.2230  edit=30.25  segF1@50=0.14
[t1a][epoch 3/50] loss=1.1500  val_acc=0.6752  macroF1=0.2285  edit=32.67  segF1@50=0.18
[t1a][epoch 4/50] loss=0.9579  val_acc=0.8066  macroF1=0.4529  edit=30.54  segF1@50=0.24
[t1a][epoch 5/50] loss=0.8301  val_acc=0.9043  macroF1=0.6970  edit=37.95  segF1@50=0.39
[t1a][epoch 6/50] loss=0.6872  val_acc=0.9056  macroF1=0.6982  edit=48.99  segF1@50=0.46
[t1a][epoch 7/50] loss=0.6403  val_acc=0.9208  macroF1=0.7484  edit=39.97  segF1@50=0.47
[t1a][epoch 8/50] loss=0.6296  val_acc=0.9307  macroF1=0.7620  edit=38.42  segF1@50=0.46
[t1a][epoch 9/50] loss=0.5467  val_acc=0.9353  macroF1=0.7867  edit=41.06  segF1@50=0.47
[t1a][epoch 10/50] loss=0.4881  val_acc=0.9274  macroF1=0.7676  edit=42.46  segF1@50=0.48
[t1a][epoch 11/50] loss=0.4708  val_acc=0.9406  macroF1=0.7944  edit=43.17  segF1@50=0.48
[t1a][epoch 12/50] loss=0.4382  val_acc=0.9347  macroF1=0.7778  edit=43.33  segF1@50=0.47
[t1a][epoch 13/50] loss=0.4517  val_acc=0.9426  macroF1=0.8075  edit=36.34  segF1@50=0.43
[t1a][epoch 14/50] loss=0.4406  val_acc=0.9340  macroF1=0.7743  edit=42.25  segF1@50=0.47
[t1a][epoch 15/50] loss=0.4508  val_acc=0.9452  macroF1=0.8107  edit=35.90  segF1@50=0.44
[t1a][epoch 16/50] loss=0.4159  val_acc=0.9373  macroF1=0.7917  edit=39.84  segF1@50=0.44
[t1a][epoch 17/50] loss=0.3906  val_acc=0.9459  macroF1=0.8063  edit=38.52  segF1@50=0.47
[t1a][epoch 18/50] loss=0.3692  val_acc=0.9347  macroF1=0.7921  edit=47.16  segF1@50=0.53
[t1a][epoch 19/50] loss=0.3691  val_acc=0.9459  macroF1=0.8060  edit=38.94  segF1@50=0.46
[t1a][epoch 20/50] loss=0.3369  val_acc=0.9432  macroF1=0.8050  edit=38.52  segF1@50=0.45
[t1a][epoch 21/50] loss=0.3208  val_acc=0.9439  macroF1=0.8010  edit=37.16  segF1@50=0.45
[t1a][epoch 22/50] loss=0.3068  val_acc=0.9439  macroF1=0.8049  edit=39.38  segF1@50=0.45
[t1a][epoch 23/50] loss=0.2941  val_acc=0.9459  macroF1=0.8048  edit=38.10  segF1@50=0.42
[t1a][epoch 24/50] loss=0.2951  val_acc=0.9399  macroF1=0.8036  edit=38.27  segF1@50=0.45
[t1a][epoch 25/50] loss=0.2835  val_acc=0.9426  macroF1=0.8002  edit=36.72  segF1@50=0.42
[t1a][epoch 26/50] loss=0.2852  val_acc=0.9413  macroF1=0.8035  edit=36.05  segF1@50=0.44
[t1a][epoch 27/50] loss=0.3092  val_acc=0.9320  macroF1=0.7828  edit=38.15  segF1@50=0.44
[t1a][epoch 28/50] loss=0.3201  val_acc=0.9465  macroF1=0.8078  edit=35.14  segF1@50=0.44
[t1a][epoch 29/50] loss=0.2851  val_acc=0.9406  macroF1=0.8047  edit=38.10  segF1@50=0.44
[t1a][epoch 30/50] loss=0.2578  val_acc=0.9452  macroF1=0.8045  edit=37.16  segF1@50=0.45
[t1a][epoch 31/50] loss=0.2527  val_acc=0.9393  macroF1=0.8019  edit=36.30  segF1@50=0.43
[t1a][epoch 32/50] loss=0.2406  val_acc=0.9446  macroF1=0.8059  edit=37.16  segF1@50=0.42
[t1a][epoch 33/50] loss=0.2326  val_acc=0.9459  macroF1=0.8061  edit=36.30  segF1@50=0.44
[t1a][epoch 34/50] loss=0.2236  val_acc=0.9419  macroF1=0.8032  edit=39.15  segF1@50=0.45
[t1a][epoch 35/50] loss=0.2171  val_acc=0.9432  macroF1=0.8039  edit=36.30  segF1@50=0.43
[t1a][epoch 36/50] loss=0.2134  val_acc=0.9432  macroF1=0.8042  edit=38.10  segF1@50=0.45
[t1a][epoch 37/50] loss=0.2054  val_acc=0.9432  macroF1=0.8061  edit=37.16  segF1@50=0.45
[t1a][epoch 38/50] loss=0.2022  val_acc=0.9426  macroF1=0.8036  edit=38.10  segF1@50=0.45
[t1a][epoch 39/50] loss=0.1968  val_acc=0.9439  macroF1=0.8060  edit=37.16  segF1@50=0.45
[t1a][epoch 40/50] loss=0.1999  val_acc=0.9399  macroF1=0.8020  edit=37.62  segF1@50=0.44
[t1a][epoch 41/50] loss=0.2051  val_acc=0.9366  macroF1=0.8028  edit=34.60  segF1@50=0.44
[t1a][epoch 42/50] loss=0.2112  val_acc=0.9432  macroF1=0.8026  edit=34.78  segF1@50=0.43
[t1a][epoch 43/50] loss=0.2190  val_acc=0.9452  macroF1=0.8110  edit=35.51  segF1@50=0.43
[t1a][epoch 44/50] loss=0.2189  val_acc=0.9386  macroF1=0.7998  edit=36.99  segF1@50=0.43
[t1a][epoch 45/50] loss=0.2250  val_acc=0.9426  macroF1=0.8042  edit=31.00  segF1@50=0.40
[t1a][epoch 46/50] loss=0.2217  val_acc=0.9413  macroF1=0.8043  edit=39.15  segF1@50=0.46
[t1a][epoch 47/50] loss=0.2112  val_acc=0.9413  macroF1=0.8047  edit=35.19  segF1@50=0.44
[t1a][epoch 48/50] loss=0.1948  val_acc=0.9426  macroF1=0.8052  edit=37.16  segF1@50=0.45
[t1a][epoch 49/50] loss=0.1860  val_acc=0.9406  macroF1=0.8012  edit=37.16  segF1@50=0.44
[t1a][epoch 50/50] loss=0.2306  val_acc=0.9393  macroF1=0.8001  edit=33.67  segF1@50=0.41
[t1a] best @epoch 28: acc=0.9465 macroF1=0.8078
[t1a] evidence written -> /home/ubuntu/slocal/m2/experiments/transfer/t1a_3seed_det456_p123_aug_001_t1a_3seed_det456_p123_aug_seed123
