[t1a] train clips=13  val clips=3  in_dim=5888  region_only=False  classes=9  device=cuda
[t1a] evidence dir: /home/ubuntu/slocal/m2/experiments/transfer/t1a_3seed_det456_p123_frozen_001_t1a_3seed_det456_p123_frozen_seed123
[t1a][epoch 1/50] loss=2.6281  val_acc=0.6838  macroF1=0.2300  edit=21.45  segF1@50=0.16
[t1a][epoch 2/50] loss=1.5240  val_acc=0.6574  macroF1=0.2246  edit=26.92  segF1@50=0.14
[t1a][epoch 3/50] loss=1.1419  val_acc=0.6825  macroF1=0.2355  edit=29.21  segF1@50=0.18
[t1a][epoch 4/50] loss=0.9520  val_acc=0.8106  macroF1=0.4610  edit=28.19  segF1@50=0.23
[t1a][epoch 5/50] loss=0.8213  val_acc=0.9096  macroF1=0.6832  edit=46.83  segF1@50=0.46
[t1a][epoch 6/50] loss=0.6843  val_acc=0.9083  macroF1=0.6969  edit=54.55  segF1@50=0.56
[t1a][epoch 7/50] loss=0.6009  val_acc=0.9314  macroF1=0.7624  edit=55.56  segF1@50=0.59
[t1a][epoch 8/50] loss=0.5591  val_acc=0.9320  macroF1=0.7639  edit=35.00  segF1@50=0.38
[t1a][epoch 9/50] loss=0.6157  val_acc=0.9380  macroF1=0.7932  edit=31.17  segF1@50=0.35
[t1a][epoch 10/50] loss=0.5241  val_acc=0.9254  macroF1=0.7520  edit=38.13  segF1@50=0.41
[t1a][epoch 11/50] loss=0.5395  val_acc=0.9446  macroF1=0.8038  edit=37.16  segF1@50=0.40
[t1a][epoch 12/50] loss=0.4532  val_acc=0.9399  macroF1=0.7867  edit=35.70  segF1@50=0.39
[t1a][epoch 13/50] loss=0.4313  val_acc=0.9465  macroF1=0.8025  edit=38.41  segF1@50=0.42
[t1a][epoch 14/50] loss=0.4009  val_acc=0.9373  macroF1=0.7909  edit=45.37  segF1@50=0.45
[t1a][epoch 15/50] loss=0.4005  val_acc=0.9492  macroF1=0.8080  edit=33.52  segF1@50=0.41
[t1a][epoch 16/50] loss=0.4186  val_acc=0.9287  macroF1=0.7581  edit=40.02  segF1@50=0.40
[t1a][epoch 17/50] loss=0.5171  val_acc=0.9498  macroF1=0.8137  edit=32.93  segF1@50=0.43
[t1a][epoch 18/50] loss=0.4121  val_acc=0.9485  macroF1=0.8109  edit=37.96  segF1@50=0.42
[t1a][epoch 19/50] loss=0.3649  val_acc=0.9479  macroF1=0.8081  edit=35.89  segF1@50=0.39
[t1a][epoch 20/50] loss=0.3327  val_acc=0.9465  macroF1=0.8107  edit=33.94  segF1@50=0.37
[t1a][epoch 21/50] loss=0.3183  val_acc=0.9498  macroF1=0.8133  edit=35.13  segF1@50=0.38
[t1a][epoch 22/50] loss=0.3058  val_acc=0.9432  macroF1=0.7980  edit=36.05  segF1@50=0.39
[t1a][epoch 23/50] loss=0.3092  val_acc=0.9485  macroF1=0.8103  edit=37.90  segF1@50=0.41
[t1a][epoch 24/50] loss=0.3000  val_acc=0.9386  macroF1=0.7860  edit=42.26  segF1@50=0.43
[t1a][epoch 25/50] loss=0.3459  val_acc=0.9479  macroF1=0.8095  edit=31.45  segF1@50=0.34
[t1a][epoch 26/50] loss=0.3073  val_acc=0.9505  macroF1=0.8103  edit=37.02  segF1@50=0.40
[t1a][epoch 27/50] loss=0.2823  val_acc=0.9479  macroF1=0.8099  edit=33.12  segF1@50=0.35
[t1a][epoch 28/50] loss=0.2628  val_acc=0.9472  macroF1=0.8067  edit=38.15  segF1@50=0.39
[t1a][epoch 29/50] loss=0.2567  val_acc=0.9465  macroF1=0.8059  edit=34.31  segF1@50=0.38
[t1a][epoch 30/50] loss=0.2509  val_acc=0.9459  macroF1=0.8021  edit=36.93  segF1@50=0.41
[t1a][epoch 31/50] loss=0.2599  val_acc=0.9479  macroF1=0.8095  edit=35.51  segF1@50=0.39
