[t1a] train clips=13  val clips=3  in_dim=5888  region_only=False  classes=9  device=cuda
[t1a] evidence dir: /home/ubuntu/slocal/m2/experiments/transfer/t1a_3seed_det123_p456_frozen_001_t1a_3seed_det123_p456_frozen_seed456
[t1a][epoch 1/50] loss=2.7672  val_acc=0.5749  macroF1=0.1936  edit=16.76  segF1@50=0.24
[t1a][epoch 2/50] loss=1.7232  val_acc=0.6766  macroF1=0.2283  edit=28.00  segF1@50=0.22
[t1a][epoch 3/50] loss=1.1832  val_acc=0.6772  macroF1=0.2273  edit=37.00  segF1@50=0.32
[t1a][epoch 4/50] loss=0.9705  val_acc=0.8337  macroF1=0.5581  edit=30.84  segF1@50=0.28
[t1a][epoch 5/50] loss=0.8418  val_acc=0.8581  macroF1=0.5768  edit=31.62  segF1@50=0.29
[t1a][epoch 6/50] loss=0.7224  val_acc=0.8752  macroF1=0.6153  edit=44.51  segF1@50=0.43
[t1a][epoch 7/50] loss=0.6508  val_acc=0.8911  macroF1=0.6727  edit=49.71  segF1@50=0.50
[t1a][epoch 8/50] loss=0.7172  val_acc=0.9208  macroF1=0.7251  edit=36.11  segF1@50=0.35
[t1a][epoch 9/50] loss=0.6745  val_acc=0.9465  macroF1=0.8014  edit=37.16  segF1@50=0.42
[t1a][epoch 10/50] loss=0.5612  val_acc=0.9465  macroF1=0.8019  edit=45.81  segF1@50=0.51
[t1a][epoch 11/50] loss=0.5058  val_acc=0.9452  macroF1=0.8020  edit=41.60  segF1@50=0.47
[t1a][epoch 12/50] loss=0.4644  val_acc=0.9492  macroF1=0.8091  edit=44.77  segF1@50=0.53
[t1a][epoch 13/50] loss=0.4388  val_acc=0.9505  macroF1=0.8150  edit=47.59  segF1@50=0.52
[t1a][epoch 14/50] loss=0.4407  val_acc=0.9518  macroF1=0.8152  edit=43.53  segF1@50=0.48
[t1a][epoch 15/50] loss=0.4249  val_acc=0.9492  macroF1=0.8127  edit=43.06  segF1@50=0.45
[t1a][epoch 16/50] loss=0.4121  val_acc=0.9518  macroF1=0.8169  edit=42.22  segF1@50=0.44
[t1a][epoch 17/50] loss=0.3841  val_acc=0.9512  macroF1=0.8167  edit=43.52  segF1@50=0.42
[t1a][epoch 18/50] loss=0.3656  val_acc=0.9531  macroF1=0.8152  edit=43.16  segF1@50=0.51
[t1a][epoch 19/50] loss=0.3409  val_acc=0.9551  macroF1=0.8215  edit=40.83  segF1@50=0.45
[t1a][epoch 20/50] loss=0.3326  val_acc=0.9472  macroF1=0.8109  edit=43.78  segF1@50=0.49
[t1a][epoch 21/50] loss=0.3261  val_acc=0.9551  macroF1=0.8218  edit=45.01  segF1@50=0.49
[t1a][epoch 22/50] loss=0.3364  val_acc=0.9439  macroF1=0.8020  edit=42.86  segF1@50=0.43
[t1a][epoch 23/50] loss=0.3380  val_acc=0.9578  macroF1=0.8267  edit=43.30  segF1@50=0.48
[t1a][epoch 24/50] loss=0.3183  val_acc=0.9512  macroF1=0.8159  edit=40.99  segF1@50=0.39
[t1a][epoch 25/50] loss=0.3065  val_acc=0.9525  macroF1=0.8155  edit=39.77  segF1@50=0.48
[t1a][epoch 26/50] loss=0.2892  val_acc=0.9512  macroF1=0.8202  edit=44.51  segF1@50=0.44
[t1a][epoch 27/50] loss=0.2741  val_acc=0.9545  macroF1=0.8197  edit=41.37  segF1@50=0.49
[t1a][epoch 28/50] loss=0.2620  val_acc=0.9505  macroF1=0.8152  edit=39.29  segF1@50=0.47
[t1a][epoch 29/50] loss=0.2619  val_acc=0.9512  macroF1=0.8196  edit=38.96  segF1@50=0.44
[t1a][epoch 30/50] loss=0.2684  val_acc=0.9432  macroF1=0.8043  edit=39.62  segF1@50=0.41
[t1a][epoch 31/50] loss=0.2734  val_acc=0.9505  macroF1=0.8178  edit=40.88  segF1@50=0.41
[t1a][epoch 32/50] loss=0.3088  val_acc=0.9459  macroF1=0.8044  edit=41.44  segF1@50=0.45
[t1a][epoch 33/50] loss=0.3273  val_acc=0.9505  macroF1=0.8181  edit=42.71  segF1@50=0.45
[t1a][epoch 34/50] loss=0.2816  val_acc=0.9518  macroF1=0.8210  edit=41.37  segF1@50=0.44
[t1a][epoch 35/50] loss=0.2519  val_acc=0.9531  macroF1=0.8227  edit=40.61  segF1@50=0.42
[t1a][epoch 36/50] loss=0.2328  val_acc=0.9525  macroF1=0.8192  edit=37.97  segF1@50=0.43
[t1a][epoch 37/50] loss=0.2224  val_acc=0.9518  macroF1=0.8208  edit=37.97  segF1@50=0.39
[t1a][epoch 38/50] loss=0.2177  val_acc=0.9531  macroF1=0.8211  edit=38.96  segF1@50=0.44
[t1a][epoch 39/50] loss=0.2099  val_acc=0.9531  macroF1=0.8230  edit=40.83  segF1@50=0.45
[t1a][epoch 40/50] loss=0.2076  val_acc=0.9525  macroF1=0.8181  edit=38.33  segF1@50=0.43
[t1a][epoch 41/50] loss=0.2007  val_acc=0.9531  macroF1=0.8206  edit=40.88  segF1@50=0.45
[t1a][epoch 42/50] loss=0.2009  val_acc=0.9498  macroF1=0.8164  edit=39.50  segF1@50=0.40
[t1a][epoch 43/50] loss=0.1925  val_acc=0.9525  macroF1=0.8195  edit=37.89  segF1@50=0.43
[t1a][epoch 44/50] loss=0.1949  val_acc=0.9512  macroF1=0.8180  edit=39.77  segF1@50=0.48
[t1a][epoch 45/50] loss=0.1895  val_acc=0.9498  macroF1=0.8161  edit=39.47  segF1@50=0.42
[t1a][epoch 46/50] loss=0.1874  val_acc=0.9492  macroF1=0.8183  edit=39.35  segF1@50=0.43
[t1a][epoch 47/50] loss=0.1840  val_acc=0.9512  macroF1=0.8160  edit=37.51  segF1@50=0.44
[t1a][epoch 48/50] loss=0.1814  val_acc=0.9459  macroF1=0.8147  edit=38.96  segF1@50=0.40
