[b2a] train clips=13  val clips=3  in_dim=2063  tool_source=pred  classes=9  device=cuda
[b2a] evidence dir: /home/ubuntu/slocal2/m2/experiments/transfer/b2a_regiononly_mask_00_003_b2a_regiononly_mask_00_seed456
[b2a][epoch 1/50] loss=3.4626  val_acc=0.3677  macroF1=0.0768  edit=18.00  segF1@50=0.22
[b2a][epoch 2/50] loss=2.6979  val_acc=0.6686  macroF1=0.2284  edit=37.00  segF1@50=0.20
[b2a][epoch 3/50] loss=2.1041  val_acc=0.6700  macroF1=0.2274  edit=38.33  segF1@50=0.24
[b2a][epoch 4/50] loss=1.7852  val_acc=0.6561  macroF1=0.2241  edit=35.67  segF1@50=0.26
[b2a][epoch 5/50] loss=1.6128  val_acc=0.6792  macroF1=0.2280  edit=34.33  segF1@50=0.35
[b2a][epoch 6/50] loss=1.4490  val_acc=0.6772  macroF1=0.2301  edit=38.33  segF1@50=0.24
[b2a][epoch 7/50] loss=1.3614  val_acc=0.6799  macroF1=0.2302  edit=24.61  segF1@50=0.25
[b2a][epoch 8/50] loss=1.2180  val_acc=0.6931  macroF1=0.2592  edit=31.22  segF1@50=0.20
[b2a][epoch 9/50] loss=1.1236  val_acc=0.7941  macroF1=0.3860  edit=46.44  segF1@50=0.24
[b2a][epoch 10/50] loss=1.0146  val_acc=0.8396  macroF1=0.4748  edit=31.04  segF1@50=0.29
[b2a][epoch 11/50] loss=0.9464  val_acc=0.8528  macroF1=0.4947  edit=40.42  segF1@50=0.43
[b2a][epoch 12/50] loss=0.8698  val_acc=0.8581  macroF1=0.4971  edit=30.42  segF1@50=0.33
[b2a][epoch 13/50] loss=0.8085  val_acc=0.8508  macroF1=0.4944  edit=28.35  segF1@50=0.25
[b2a][epoch 14/50] loss=0.7803  val_acc=0.9129  macroF1=0.6673  edit=29.02  segF1@50=0.33
[b2a][epoch 15/50] loss=0.7492  val_acc=0.8719  macroF1=0.5755  edit=32.48  segF1@50=0.29
[b2a][epoch 16/50] loss=0.7200  val_acc=0.9122  macroF1=0.6720  edit=35.00  segF1@50=0.38
[b2a][epoch 17/50] loss=0.6852  val_acc=0.9142  macroF1=0.6744  edit=33.78  segF1@50=0.37
[b2a][epoch 18/50] loss=0.6548  val_acc=0.9069  macroF1=0.6811  edit=36.24  segF1@50=0.35
[b2a][epoch 19/50] loss=0.6499  val_acc=0.9162  macroF1=0.6792  edit=46.19  segF1@50=0.54
[b2a][epoch 20/50] loss=0.6252  val_acc=0.9129  macroF1=0.6783  edit=33.33  segF1@50=0.36
[b2a][epoch 21/50] loss=0.5950  val_acc=0.9056  macroF1=0.6802  edit=33.85  segF1@50=0.32
[b2a][epoch 22/50] loss=0.6000  val_acc=0.9182  macroF1=0.6812  edit=43.52  segF1@50=0.50
[b2a][epoch 23/50] loss=0.5774  val_acc=0.9195  macroF1=0.6826  edit=30.06  segF1@50=0.31
[b2a][epoch 24/50] loss=0.5665  val_acc=0.9162  macroF1=0.6799  edit=43.52  segF1@50=0.49
[b2a][epoch 25/50] loss=0.5555  val_acc=0.9195  macroF1=0.6832  edit=33.78  segF1@50=0.41
[b2a][epoch 26/50] loss=0.5391  val_acc=0.9175  macroF1=0.6826  edit=32.19  segF1@50=0.37
[b2a][epoch 27/50] loss=0.5213  val_acc=0.9168  macroF1=0.6879  edit=34.86  segF1@50=0.39
[b2a][epoch 28/50] loss=0.4988  val_acc=0.9162  macroF1=0.6828  edit=31.41  segF1@50=0.34
[b2a][epoch 29/50] loss=0.4848  val_acc=0.9188  macroF1=0.6833  edit=31.00  segF1@50=0.35
[b2a][epoch 30/50] loss=0.4699  val_acc=0.9201  macroF1=0.6844  edit=30.07  segF1@50=0.36
[b2a][epoch 31/50] loss=0.4671  val_acc=0.9201  macroF1=0.6838  edit=32.44  segF1@50=0.38
[b2a][epoch 32/50] loss=0.4729  val_acc=0.9149  macroF1=0.6843  edit=32.73  segF1@50=0.34
[b2a][epoch 33/50] loss=0.4789  val_acc=0.9102  macroF1=0.6819  edit=35.85  segF1@50=0.37
[b2a][epoch 34/50] loss=0.4506  val_acc=0.9228  macroF1=0.6906  edit=36.19  segF1@50=0.42
[b2a][epoch 35/50] loss=0.4383  val_acc=0.9234  macroF1=0.6865  edit=37.33  segF1@50=0.42
[b2a][epoch 36/50] loss=0.4317  val_acc=0.9188  macroF1=0.6898  edit=32.73  segF1@50=0.34
[b2a][epoch 37/50] loss=0.4202  val_acc=0.9228  macroF1=0.6860  edit=38.00  segF1@50=0.44
[b2a][epoch 38/50] loss=0.4181  val_acc=0.9201  macroF1=0.6853  edit=29.33  segF1@50=0.32
[b2a][epoch 39/50] loss=0.4147  val_acc=0.9195  macroF1=0.6834  edit=30.67  segF1@50=0.35
[b2a][epoch 40/50] loss=0.4045  val_acc=0.9175  macroF1=0.6966  edit=33.13  segF1@50=0.35
[b2a][epoch 41/50] loss=0.4212  val_acc=0.9241  macroF1=0.6862  edit=37.33  segF1@50=0.43
[b2a][epoch 42/50] loss=0.4464  val_acc=0.9228  macroF1=0.6858  edit=32.19  segF1@50=0.35
[b2a][epoch 43/50] loss=0.4167  val_acc=0.9228  macroF1=0.6911  edit=33.78  segF1@50=0.38
[b2a][epoch 44/50] loss=0.3929  val_acc=0.9168  macroF1=0.6922  edit=30.89  segF1@50=0.31
[b2a][epoch 45/50] loss=0.3958  val_acc=0.9221  macroF1=0.6864  edit=32.19  segF1@50=0.34
[b2a][epoch 46/50] loss=0.4044  val_acc=0.9168  macroF1=0.7035  edit=35.80  segF1@50=0.38
[b2a][epoch 47/50] loss=0.3807  val_acc=0.9208  macroF1=0.6879  edit=32.74  segF1@50=0.33
[b2a][epoch 48/50] loss=0.3650  val_acc=0.9241  macroF1=0.6912  edit=33.52  segF1@50=0.35
[b2a][epoch 49/50] loss=0.3595  val_acc=0.9228  macroF1=0.6909  edit=36.44  segF1@50=0.41
[b2a][epoch 50/50] loss=0.3443  val_acc=0.9221  macroF1=0.6989  edit=32.73  segF1@50=0.33
[b2a] best @epoch 41: acc=0.9241 macroF1=0.6862
[b2a] evidence written -> /home/ubuntu/slocal2/m2/experiments/transfer/b2a_regiononly_mask_00_003_b2a_regiononly_mask_00_seed456
