[t1a] train clips=13  val clips=3  in_dim=5888  region_only=False  classes=9  device=cuda
[t1a] evidence dir: /home/ubuntu/slocal/m2/experiments/transfer/t1a_3seed_det42_p123_frozen_001_t1a_3seed_det42_p123_frozen_seed123
[t1a][epoch 1/50] loss=2.6253  val_acc=0.6858  macroF1=0.2301  edit=27.29  segF1@50=0.24
[t1a][epoch 2/50] loss=1.5158  val_acc=0.6680  macroF1=0.2269  edit=26.79  segF1@50=0.12
[t1a][epoch 3/50] loss=1.1321  val_acc=0.6838  macroF1=0.2343  edit=33.78  segF1@50=0.23
[t1a][epoch 4/50] loss=0.9401  val_acc=0.8238  macroF1=0.4876  edit=29.78  segF1@50=0.23
[t1a][epoch 5/50] loss=0.8075  val_acc=0.8858  macroF1=0.6389  edit=39.78  segF1@50=0.32
[t1a][epoch 6/50] loss=0.6708  val_acc=0.8845  macroF1=0.6380  edit=42.00  segF1@50=0.38
[t1a][epoch 7/50] loss=0.6087  val_acc=0.9175  macroF1=0.7243  edit=37.62  segF1@50=0.39
[t1a][epoch 8/50] loss=0.5814  val_acc=0.9287  macroF1=0.7452  edit=39.68  segF1@50=0.43
[t1a][epoch 9/50] loss=0.5128  val_acc=0.9248  macroF1=0.7516  edit=41.43  segF1@50=0.43
[t1a][epoch 10/50] loss=0.4661  val_acc=0.9294  macroF1=0.7593  edit=37.89  segF1@50=0.42
[t1a][epoch 11/50] loss=0.4594  val_acc=0.9360  macroF1=0.7659  edit=38.79  segF1@50=0.43
[t1a][epoch 12/50] loss=0.4817  val_acc=0.9419  macroF1=0.7939  edit=35.78  segF1@50=0.40
[t1a][epoch 13/50] loss=0.4253  val_acc=0.9366  macroF1=0.7707  edit=38.29  segF1@50=0.43
[t1a][epoch 14/50] loss=0.3940  val_acc=0.9347  macroF1=0.7839  edit=40.93  segF1@50=0.43
[t1a][epoch 15/50] loss=0.3847  val_acc=0.9459  macroF1=0.8064  edit=35.78  segF1@50=0.41
[t1a][epoch 16/50] loss=0.4161  val_acc=0.9300  macroF1=0.7453  edit=35.96  segF1@50=0.41
[t1a][epoch 17/50] loss=0.4936  val_acc=0.9492  macroF1=0.8126  edit=34.51  segF1@50=0.43
[t1a][epoch 18/50] loss=0.4071  val_acc=0.9446  macroF1=0.8007  edit=35.14  segF1@50=0.42
[t1a][epoch 19/50] loss=0.3638  val_acc=0.9465  macroF1=0.7987  edit=33.59  segF1@50=0.41
[t1a][epoch 20/50] loss=0.3332  val_acc=0.9366  macroF1=0.7946  edit=40.74  segF1@50=0.44
[t1a][epoch 21/50] loss=0.3133  val_acc=0.9406  macroF1=0.7867  edit=33.01  segF1@50=0.40
[t1a][epoch 22/50] loss=0.3455  val_acc=0.9465  macroF1=0.8049  edit=30.38  segF1@50=0.36
[t1a][epoch 23/50] loss=0.3266  val_acc=0.9386  macroF1=0.7819  edit=35.56  segF1@50=0.42
[t1a][epoch 24/50] loss=0.3281  val_acc=0.9446  macroF1=0.7999  edit=37.22  segF1@50=0.44
[t1a][epoch 25/50] loss=0.2859  val_acc=0.9366  macroF1=0.7844  edit=36.55  segF1@50=0.40
[t1a][epoch 26/50] loss=0.2720  val_acc=0.9426  macroF1=0.7907  edit=34.17  segF1@50=0.40
[t1a][epoch 27/50] loss=0.2719  val_acc=0.9380  macroF1=0.7905  edit=40.00  segF1@50=0.43
[t1a][epoch 28/50] loss=0.2583  val_acc=0.9353  macroF1=0.7903  edit=37.68  segF1@50=0.41
[t1a][epoch 29/50] loss=0.2489  val_acc=0.9432  macroF1=0.7954  edit=32.57  segF1@50=0.39
[t1a][epoch 30/50] loss=0.2388  val_acc=0.9413  macroF1=0.7916  edit=35.19  segF1@50=0.41
[t1a][epoch 31/50] loss=0.2365  val_acc=0.9459  macroF1=0.8023  edit=35.19  segF1@50=0.42
[t1a][epoch 32/50] loss=0.2293  val_acc=0.9432  macroF1=0.7977  edit=34.54  segF1@50=0.41
[t1a][epoch 33/50] loss=0.2247  val_acc=0.9432  macroF1=0.8009  edit=29.67  segF1@50=0.37
[t1a][epoch 34/50] loss=0.2218  val_acc=0.9393  macroF1=0.7890  edit=33.51  segF1@50=0.39
[t1a][epoch 35/50] loss=0.2189  val_acc=0.9472  macroF1=0.8145  edit=33.33  segF1@50=0.41
[t1a][epoch 36/50] loss=0.2212  val_acc=0.9399  macroF1=0.7848  edit=29.23  segF1@50=0.36
[t1a][epoch 37/50] loss=0.2216  val_acc=0.9472  macroF1=0.8137  edit=34.39  segF1@50=0.43
[t1a][epoch 38/50] loss=0.2197  val_acc=0.9380  macroF1=0.7894  edit=28.56  segF1@50=0.32
[t1a][epoch 39/50] loss=0.2092  val_acc=0.9413  macroF1=0.7961  edit=32.10  segF1@50=0.38
[t1a][epoch 40/50] loss=0.2082  val_acc=0.9432  macroF1=0.7929  edit=31.44  segF1@50=0.39
[t1a][epoch 41/50] loss=0.1981  val_acc=0.9419  macroF1=0.7960  edit=32.91  segF1@50=0.39
[t1a][epoch 42/50] loss=0.1890  val_acc=0.9399  macroF1=0.7936  edit=28.13  segF1@50=0.35
[t1a][epoch 43/50] loss=0.1839  val_acc=0.9366  macroF1=0.7926  edit=32.54  segF1@50=0.37
[t1a][epoch 44/50] loss=0.1776  val_acc=0.9419  macroF1=0.7957  edit=28.46  segF1@50=0.35
[t1a][epoch 45/50] loss=0.1775  val_acc=0.9393  macroF1=0.7903  edit=28.79  segF1@50=0.35
[t1a][epoch 46/50] loss=0.1754  val_acc=0.9419  macroF1=0.7974  edit=34.36  segF1@50=0.40
[t1a][epoch 47/50] loss=0.1821  val_acc=0.9393  macroF1=0.7989  edit=27.23  segF1@50=0.34
[t1a][epoch 48/50] loss=0.1780  val_acc=0.9333  macroF1=0.7884  edit=41.62  segF1@50=0.46
[t1a][epoch 49/50] loss=0.1712  val_acc=0.9380  macroF1=0.7802  edit=28.66  segF1@50=0.33
[t1a][epoch 50/50] loss=0.1654  val_acc=0.9386  macroF1=0.7903  edit=34.07  segF1@50=0.39
[t1a] best @epoch 17: acc=0.9492 macroF1=0.8126
[t1a] evidence written -> /home/ubuntu/slocal/m2/experiments/transfer/t1a_3seed_det42_p123_frozen_001_t1a_3seed_det42_p123_frozen_seed123
