[b2a] train clips=13  val clips=3  in_dim=2063  classes=9  device=cuda
[b2a] evidence dir: /home/ubuntu/slocal2/m2/experiments/transfer/b2a_det2phase_003_b2a_det2phase_toolpresence_seed456
[b2a][epoch 1/50] loss=3.4907  val_acc=0.3340  macroF1=0.0715  edit=9.67  segF1@50=0.00
[b2a][epoch 2/50] loss=2.8873  val_acc=0.3650  macroF1=0.0767  edit=2.67  segF1@50=0.17
[b2a][epoch 3/50] loss=2.6932  val_acc=0.3340  macroF1=0.0715  edit=9.67  segF1@50=0.00
[b2a][epoch 4/50] loss=2.5971  val_acc=0.3677  macroF1=0.0768  edit=18.00  segF1@50=0.22
[b2a][epoch 5/50] loss=2.3459  val_acc=0.6785  macroF1=0.2280  edit=35.67  segF1@50=0.17
[b2a][epoch 6/50] loss=2.0235  val_acc=0.4832  macroF1=0.1628  edit=29.89  segF1@50=0.10
[b2a][epoch 7/50] loss=2.1668  val_acc=0.3340  macroF1=0.0715  edit=9.67  segF1@50=0.00
[b2a][epoch 8/50] loss=2.1727  val_acc=0.6759  macroF1=0.2274  edit=26.83  segF1@50=0.22
[b2a][epoch 9/50] loss=1.7256  val_acc=0.6389  macroF1=0.2202  edit=41.00  segF1@50=0.20
[b2a][epoch 10/50] loss=1.5157  val_acc=0.6218  macroF1=0.2146  edit=31.00  segF1@50=0.13
[b2a][epoch 11/50] loss=1.3474  val_acc=0.6403  macroF1=0.2404  edit=39.78  segF1@50=0.25
[b2a][epoch 12/50] loss=1.2096  val_acc=0.7215  macroF1=0.3524  edit=36.02  segF1@50=0.21
[b2a][epoch 13/50] loss=1.1089  val_acc=0.7551  macroF1=0.3930  edit=30.81  segF1@50=0.22
[b2a][epoch 14/50] loss=1.0242  val_acc=0.8040  macroF1=0.4685  edit=32.33  segF1@50=0.27
[b2a][epoch 15/50] loss=0.9452  val_acc=0.7960  macroF1=0.4459  edit=35.76  segF1@50=0.26
[b2a][epoch 16/50] loss=0.8944  val_acc=0.8739  macroF1=0.6399  edit=27.16  segF1@50=0.27
[b2a][epoch 17/50] loss=0.8359  val_acc=0.8759  macroF1=0.6283  edit=38.27  segF1@50=0.38
