[b2a] train clips=13  val clips=3  in_dim=2063  tool_source=pred  classes=9  device=cuda
[b2a] evidence dir: /home/ubuntu/slocal2/m2/experiments/transfer/b2a_regiononly_mask_11_001_b2a_regiononly_mask_11_seed42
[b2a][epoch 1/50] loss=3.4971  val_acc=0.3399  macroF1=0.0762  edit=15.11  segF1@50=0.00
[b2a][epoch 2/50] loss=2.6412  val_acc=0.4145  macroF1=0.1140  edit=28.87  segF1@50=0.02
[b2a][epoch 3/50] loss=2.2215  val_acc=0.6752  macroF1=0.2293  edit=34.33  segF1@50=0.22
[b2a][epoch 4/50] loss=1.8040  val_acc=0.6759  macroF1=0.2297  edit=30.33  segF1@50=0.22
[b2a][epoch 5/50] loss=1.5305  val_acc=0.6805  macroF1=0.2311  edit=37.00  segF1@50=0.24
[b2a][epoch 6/50] loss=1.3724  val_acc=0.6792  macroF1=0.2308  edit=31.56  segF1@50=0.28
[b2a][epoch 7/50] loss=1.2453  val_acc=0.7762  macroF1=0.3533  edit=35.25  segF1@50=0.28
[b2a][epoch 8/50] loss=1.1459  val_acc=0.7855  macroF1=0.3589  edit=37.97  segF1@50=0.30
[b2a][epoch 9/50] loss=1.0412  val_acc=0.7822  macroF1=0.3569  edit=35.56  segF1@50=0.25
[b2a][epoch 10/50] loss=0.9639  val_acc=0.8343  macroF1=0.4810  edit=31.66  segF1@50=0.25
[b2a][epoch 11/50] loss=0.8922  val_acc=0.8495  macroF1=0.5393  edit=39.81  segF1@50=0.44
[b2a][epoch 12/50] loss=0.8602  val_acc=0.8482  macroF1=0.4972  edit=30.53  segF1@50=0.29
[b2a][epoch 13/50] loss=0.7786  val_acc=0.8541  macroF1=0.5074  edit=27.90  segF1@50=0.26
[b2a][epoch 14/50] loss=0.7632  val_acc=0.8772  macroF1=0.6257  edit=42.35  segF1@50=0.36
[b2a][epoch 15/50] loss=0.7125  val_acc=0.8898  macroF1=0.6677  edit=47.13  segF1@50=0.47
[b2a][epoch 16/50] loss=0.6818  val_acc=0.8825  macroF1=0.6137  edit=31.41  segF1@50=0.29
[b2a][epoch 17/50] loss=0.6711  val_acc=0.9030  macroF1=0.6999  edit=40.60  segF1@50=0.37
[b2a][epoch 18/50] loss=0.6189  val_acc=0.9109  macroF1=0.7109  edit=38.79  segF1@50=0.34
[b2a][epoch 19/50] loss=0.6009  val_acc=0.9215  macroF1=0.7415  edit=39.11  segF1@50=0.39
[b2a][epoch 20/50] loss=0.5864  val_acc=0.9149  macroF1=0.7213  edit=38.46  segF1@50=0.34
[b2a][epoch 21/50] loss=0.5503  val_acc=0.9215  macroF1=0.7303  edit=38.79  segF1@50=0.37
[b2a][epoch 22/50] loss=0.5325  val_acc=0.9267  macroF1=0.7547  edit=33.52  segF1@50=0.35
[b2a][epoch 23/50] loss=0.5181  val_acc=0.9274  macroF1=0.7455  edit=41.80  segF1@50=0.41
[b2a][epoch 24/50] loss=0.5075  val_acc=0.9320  macroF1=0.7691  edit=35.98  segF1@50=0.42
[b2a][epoch 25/50] loss=0.5042  val_acc=0.9248  macroF1=0.7401  edit=37.96  segF1@50=0.38
[b2a][epoch 26/50] loss=0.5196  val_acc=0.9149  macroF1=0.6866  edit=29.78  segF1@50=0.26
[b2a][epoch 27/50] loss=0.5548  val_acc=0.9300  macroF1=0.7551  edit=37.78  segF1@50=0.40
[b2a][epoch 28/50] loss=0.4947  val_acc=0.9261  macroF1=0.7410  edit=48.23  segF1@50=0.52
[b2a][epoch 29/50] loss=0.4605  val_acc=0.9287  macroF1=0.7545  edit=36.95  segF1@50=0.38
[b2a][epoch 30/50] loss=0.4425  val_acc=0.9314  macroF1=0.7565  edit=33.42  segF1@50=0.36
[b2a][epoch 31/50] loss=0.4323  val_acc=0.9320  macroF1=0.7612  edit=38.14  segF1@50=0.38
[b2a][epoch 32/50] loss=0.4269  val_acc=0.9327  macroF1=0.7621  edit=35.08  segF1@50=0.39
[b2a][epoch 33/50] loss=0.4185  val_acc=0.9333  macroF1=0.7690  edit=35.37  segF1@50=0.40
[b2a][epoch 34/50] loss=0.4048  val_acc=0.9320  macroF1=0.7603  edit=35.75  segF1@50=0.39
[b2a][epoch 35/50] loss=0.4105  val_acc=0.9347  macroF1=0.7672  edit=34.94  segF1@50=0.37
[b2a][epoch 36/50] loss=0.4011  val_acc=0.9327  macroF1=0.7608  edit=34.74  segF1@50=0.38
[b2a][epoch 37/50] loss=0.3893  val_acc=0.9353  macroF1=0.7755  edit=39.52  segF1@50=0.40
[b2a][epoch 38/50] loss=0.3841  val_acc=0.9307  macroF1=0.7511  edit=35.75  segF1@50=0.39
[b2a][epoch 39/50] loss=0.4348  val_acc=0.9307  macroF1=0.7590  edit=35.07  segF1@50=0.35
[b2a][epoch 40/50] loss=0.3906  val_acc=0.9314  macroF1=0.7631  edit=34.64  segF1@50=0.36
[b2a][epoch 41/50] loss=0.3701  val_acc=0.9333  macroF1=0.7684  edit=36.30  segF1@50=0.38
[b2a][epoch 42/50] loss=0.3629  val_acc=0.9333  macroF1=0.7660  edit=34.32  segF1@50=0.37
[b2a][epoch 43/50] loss=0.3557  val_acc=0.9399  macroF1=0.7833  edit=36.86  segF1@50=0.41
[b2a][epoch 44/50] loss=0.3515  val_acc=0.9294  macroF1=0.7586  edit=33.36  segF1@50=0.38
[b2a][epoch 45/50] loss=0.3561  val_acc=0.9333  macroF1=0.7666  edit=34.58  segF1@50=0.37
[b2a][epoch 46/50] loss=0.3458  val_acc=0.9380  macroF1=0.7792  edit=40.20  segF1@50=0.43
[b2a][epoch 47/50] loss=0.3318  val_acc=0.9314  macroF1=0.7604  edit=33.63  segF1@50=0.36
[b2a][epoch 48/50] loss=0.3255  val_acc=0.9386  macroF1=0.7821  edit=33.36  segF1@50=0.36
[b2a][epoch 49/50] loss=0.3188  val_acc=0.9333  macroF1=0.7661  edit=33.74  segF1@50=0.35
[b2a][epoch 50/50] loss=0.3161  val_acc=0.9307  macroF1=0.7606  edit=33.36  segF1@50=0.36
[b2a] best @epoch 43: acc=0.9399 macroF1=0.7833
[b2a] evidence written -> /home/ubuntu/slocal2/m2/experiments/transfer/b2a_regiononly_mask_11_001_b2a_regiononly_mask_11_seed42
