[t1a] train clips=13  val clips=3  in_dim=5888  region_only=False  classes=9  device=cuda
[t1a] evidence dir: /home/ubuntu/slocal/m2/experiments/transfer/t1a_3seed_det42_p456_aug_001_t1a_3seed_det42_p456_aug_seed456
[t1a][epoch 1/50] loss=2.7792  val_acc=0.5795  macroF1=0.1951  edit=12.39  segF1@50=0.19
[t1a][epoch 2/50] loss=1.7329  val_acc=0.6746  macroF1=0.2276  edit=29.10  segF1@50=0.24
[t1a][epoch 3/50] loss=1.1941  val_acc=0.6805  macroF1=0.2284  edit=41.00  segF1@50=0.37
[t1a][epoch 4/50] loss=0.9791  val_acc=0.8284  macroF1=0.5226  edit=33.07  segF1@50=0.32
[t1a][epoch 5/50] loss=0.8459  val_acc=0.8541  macroF1=0.5589  edit=42.44  segF1@50=0.40
[t1a][epoch 6/50] loss=0.7356  val_acc=0.8653  macroF1=0.5899  edit=48.77  segF1@50=0.41
[t1a][epoch 7/50] loss=0.6677  val_acc=0.9083  macroF1=0.7313  edit=47.39  segF1@50=0.43
[t1a][epoch 8/50] loss=0.7515  val_acc=0.9221  macroF1=0.6972  edit=48.33  segF1@50=0.49
[t1a][epoch 9/50] loss=0.6994  val_acc=0.9406  macroF1=0.7761  edit=50.93  segF1@50=0.53
[t1a][epoch 10/50] loss=0.5734  val_acc=0.9373  macroF1=0.7724  edit=52.78  segF1@50=0.54
[t1a][epoch 11/50] loss=0.5159  val_acc=0.9386  macroF1=0.7756  edit=50.00  segF1@50=0.53
[t1a][epoch 12/50] loss=0.4764  val_acc=0.9419  macroF1=0.7831  edit=44.38  segF1@50=0.47
[t1a][epoch 13/50] loss=0.4527  val_acc=0.9399  macroF1=0.7841  edit=50.00  segF1@50=0.53
[t1a][epoch 14/50] loss=0.4708  val_acc=0.9465  macroF1=0.8030  edit=49.71  segF1@50=0.54
[t1a][epoch 15/50] loss=0.4317  val_acc=0.9452  macroF1=0.7947  edit=48.94  segF1@50=0.52
[t1a][epoch 16/50] loss=0.4154  val_acc=0.9459  macroF1=0.7988  edit=43.82  segF1@50=0.49
[t1a][epoch 17/50] loss=0.3857  val_acc=0.9472  macroF1=0.8049  edit=46.67  segF1@50=0.52
[t1a][epoch 18/50] loss=0.3700  val_acc=0.9465  macroF1=0.7959  edit=47.16  segF1@50=0.52
[t1a][epoch 19/50] loss=0.3467  val_acc=0.9505  macroF1=0.8104  edit=40.61  segF1@50=0.48
[t1a][epoch 20/50] loss=0.3348  val_acc=0.9439  macroF1=0.7935  edit=48.10  segF1@50=0.51
[t1a][epoch 21/50] loss=0.3272  val_acc=0.9518  macroF1=0.8157  edit=44.15  segF1@50=0.46
[t1a][epoch 22/50] loss=0.3315  val_acc=0.9399  macroF1=0.7838  edit=43.06  segF1@50=0.41
[t1a][epoch 23/50] loss=0.3521  val_acc=0.9512  macroF1=0.8141  edit=40.96  segF1@50=0.44
[t1a][epoch 24/50] loss=0.3324  val_acc=0.9426  macroF1=0.7918  edit=39.77  segF1@50=0.39
[t1a][epoch 25/50] loss=0.3206  val_acc=0.9439  macroF1=0.7889  edit=40.81  segF1@50=0.44
[t1a][epoch 26/50] loss=0.2957  val_acc=0.9452  macroF1=0.8052  edit=44.16  segF1@50=0.46
[t1a][epoch 27/50] loss=0.2844  val_acc=0.9472  macroF1=0.8055  edit=38.75  segF1@50=0.40
[t1a][epoch 28/50] loss=0.2721  val_acc=0.9419  macroF1=0.7912  edit=40.48  segF1@50=0.43
[t1a][epoch 29/50] loss=0.2803  val_acc=0.9485  macroF1=0.8158  edit=45.83  segF1@50=0.49
[t1a][epoch 30/50] loss=0.2787  val_acc=0.9426  macroF1=0.7906  edit=41.27  segF1@50=0.43
[t1a][epoch 31/50] loss=0.2827  val_acc=0.9452  macroF1=0.8033  edit=43.05  segF1@50=0.50
[t1a][epoch 32/50] loss=0.3033  val_acc=0.9459  macroF1=0.8023  edit=34.52  segF1@50=0.39
[t1a][epoch 33/50] loss=0.3094  val_acc=0.9505  macroF1=0.8153  edit=43.49  segF1@50=0.48
[t1a][epoch 34/50] loss=0.2862  val_acc=0.9479  macroF1=0.8062  edit=33.67  segF1@50=0.38
[t1a][epoch 35/50] loss=0.2603  val_acc=0.9446  macroF1=0.7974  edit=37.64  segF1@50=0.40
[t1a][epoch 36/50] loss=0.2494  val_acc=0.9479  macroF1=0.8042  edit=34.78  segF1@50=0.39
[t1a][epoch 37/50] loss=0.2315  val_acc=0.9505  macroF1=0.8145  edit=39.29  segF1@50=0.43
[t1a][epoch 38/50] loss=0.2238  val_acc=0.9465  macroF1=0.8056  edit=36.45  segF1@50=0.41
[t1a][epoch 39/50] loss=0.2184  val_acc=0.9479  macroF1=0.8126  edit=36.80  segF1@50=0.43
[t1a][epoch 40/50] loss=0.2187  val_acc=0.9459  macroF1=0.8034  edit=37.96  segF1@50=0.41
[t1a][epoch 41/50] loss=0.2129  val_acc=0.9459  macroF1=0.8049  edit=40.15  segF1@50=0.43
[t1a][epoch 42/50] loss=0.2145  val_acc=0.9459  macroF1=0.8057  edit=39.68  segF1@50=0.46
[t1a][epoch 43/50] loss=0.2019  val_acc=0.9459  macroF1=0.8046  edit=34.52  segF1@50=0.40
[t1a][epoch 44/50] loss=0.1984  val_acc=0.9472  macroF1=0.8086  edit=37.96  segF1@50=0.42
[t1a][epoch 45/50] loss=0.1920  val_acc=0.9459  macroF1=0.8051  edit=39.29  segF1@50=0.42
[t1a][epoch 46/50] loss=0.1877  val_acc=0.9485  macroF1=0.8113  edit=35.19  segF1@50=0.41
[t1a][epoch 47/50] loss=0.1821  val_acc=0.9426  macroF1=0.8043  edit=42.01  segF1@50=0.44
[t1a][epoch 48/50] loss=0.1871  val_acc=0.9432  macroF1=0.8040  edit=33.33  segF1@50=0.38
[t1a][epoch 49/50] loss=0.1956  val_acc=0.9446  macroF1=0.8032  edit=36.11  segF1@50=0.39
[t1a][epoch 50/50] loss=0.1935  val_acc=0.9439  macroF1=0.8038  edit=38.96  segF1@50=0.42
[t1a] best @epoch 21: acc=0.9518 macroF1=0.8157
[t1a] evidence written -> /home/ubuntu/slocal/m2/experiments/transfer/t1a_3seed_det42_p456_aug_001_t1a_3seed_det42_p456_aug_seed456
