[t1a] train clips=13  val clips=3  in_dim=5903  region_only=False  classes=9  device=cuda
[t1a] evidence dir: /home/ubuntu/slocal2/m2/experiments/transfer/t1a_combined_oracle_noise_p030_003_t1a_combined_oracle_noise_p030_seed456
[t1a][epoch 1/50] loss=2.6854  val_acc=0.4627  macroF1=0.1405  edit=33.95  segF1@50=0.24
[t1a][epoch 2/50] loss=1.6018  val_acc=0.6818  macroF1=0.2322  edit=22.14  segF1@50=0.13
[t1a][epoch 3/50] loss=1.1219  val_acc=0.6851  macroF1=0.2393  edit=28.63  segF1@50=0.22
[t1a][epoch 4/50] loss=0.9382  val_acc=0.8284  macroF1=0.5164  edit=32.97  segF1@50=0.31
[t1a][epoch 5/50] loss=0.7903  val_acc=0.8574  macroF1=0.5540  edit=43.33  segF1@50=0.43
[t1a][epoch 6/50] loss=0.6757  val_acc=0.8673  macroF1=0.5779  edit=48.81  segF1@50=0.48
[t1a][epoch 7/50] loss=0.6326  val_acc=0.9241  macroF1=0.7526  edit=40.81  segF1@50=0.43
[t1a][epoch 8/50] loss=0.7931  val_acc=0.9162  macroF1=0.6880  edit=34.91  segF1@50=0.35
[t1a][epoch 9/50] loss=0.6896  val_acc=0.9327  macroF1=0.7605  edit=35.13  segF1@50=0.42
[t1a][epoch 10/50] loss=0.5789  val_acc=0.9327  macroF1=0.7638  edit=40.74  segF1@50=0.44
[t1a][epoch 11/50] loss=0.5241  val_acc=0.9366  macroF1=0.7771  edit=38.84  segF1@50=0.44
[t1a][epoch 12/50] loss=0.4849  val_acc=0.9353  macroF1=0.7668  edit=34.40  segF1@50=0.41
[t1a][epoch 13/50] loss=0.4585  val_acc=0.9353  macroF1=0.7759  edit=38.03  segF1@50=0.44
[t1a][epoch 14/50] loss=0.4728  val_acc=0.9366  macroF1=0.7843  edit=36.62  segF1@50=0.41
[t1a][epoch 15/50] loss=0.4243  val_acc=0.9419  macroF1=0.7921  edit=36.07  segF1@50=0.43
[t1a][epoch 16/50] loss=0.4008  val_acc=0.9432  macroF1=0.7905  edit=37.81  segF1@50=0.44
[t1a][epoch 17/50] loss=0.3787  val_acc=0.9419  macroF1=0.7872  edit=39.05  segF1@50=0.45
[t1a][epoch 18/50] loss=0.3601  val_acc=0.9413  macroF1=0.7889  edit=34.59  segF1@50=0.41
[t1a][epoch 19/50] loss=0.3432  val_acc=0.9426  macroF1=0.7874  edit=39.05  segF1@50=0.45
[t1a][epoch 20/50] loss=0.3398  val_acc=0.9419  macroF1=0.7994  edit=39.29  segF1@50=0.44
[t1a][epoch 21/50] loss=0.3363  val_acc=0.9380  macroF1=0.7760  edit=33.92  segF1@50=0.41
[t1a][epoch 22/50] loss=0.3624  val_acc=0.9472  macroF1=0.8022  edit=35.19  segF1@50=0.43
[t1a][epoch 23/50] loss=0.3180  val_acc=0.9386  macroF1=0.7901  edit=34.40  segF1@50=0.39
[t1a][epoch 24/50] loss=0.3076  val_acc=0.9419  macroF1=0.7879  edit=33.29  segF1@50=0.40
[t1a][epoch 25/50] loss=0.2975  val_acc=0.9459  macroF1=0.7976  edit=30.69  segF1@50=0.38
[t1a][epoch 26/50] loss=0.2856  val_acc=0.9413  macroF1=0.7927  edit=40.14  segF1@50=0.45
[t1a][epoch 27/50] loss=0.2722  val_acc=0.9426  macroF1=0.7929  edit=33.45  segF1@50=0.40
[t1a][epoch 28/50] loss=0.2643  val_acc=0.9432  macroF1=0.7965  edit=33.45  segF1@50=0.40
[t1a][epoch 29/50] loss=0.2573  val_acc=0.9413  macroF1=0.7877  edit=35.86  segF1@50=0.41
[t1a][epoch 30/50] loss=0.2611  val_acc=0.9432  macroF1=0.7947  edit=31.48  segF1@50=0.40
[t1a][epoch 31/50] loss=0.2792  val_acc=0.9419  macroF1=0.7870  edit=34.17  segF1@50=0.40
[t1a][epoch 32/50] loss=0.2631  val_acc=0.9373  macroF1=0.7910  edit=29.53  segF1@50=0.35
[t1a][epoch 33/50] loss=0.2458  val_acc=0.9426  macroF1=0.7932  edit=33.66  segF1@50=0.40
[t1a][epoch 34/50] loss=0.2317  val_acc=0.9426  macroF1=0.7921  edit=32.71  segF1@50=0.39
[t1a][epoch 35/50] loss=0.2229  val_acc=0.9413  macroF1=0.7909  edit=30.46  segF1@50=0.37
[t1a][epoch 36/50] loss=0.2165  val_acc=0.9432  macroF1=0.7960  edit=32.24  segF1@50=0.40
