[t1a] train clips=13  val clips=3  in_dim=5888  region_only=False  classes=9  device=cuda
[t1a] evidence dir: /home/ubuntu/slocal2/m2/experiments/transfer/t1a_region_mask_09_001_t1a_region_mask_09_seed42
[t1a][epoch 1/50] loss=2.9866  val_acc=0.6475  macroF1=0.2261  edit=30.85  segF1@50=0.23
[t1a][epoch 2/50] loss=1.7775  val_acc=0.6792  macroF1=0.2298  edit=28.16  segF1@50=0.21
[t1a][epoch 3/50] loss=1.3151  val_acc=0.6713  macroF1=0.2260  edit=31.00  segF1@50=0.22
[t1a][epoch 4/50] loss=1.1408  val_acc=0.6970  macroF1=0.2874  edit=34.11  segF1@50=0.27
[t1a][epoch 5/50] loss=0.9959  val_acc=0.7531  macroF1=0.4246  edit=37.48  segF1@50=0.33
[t1a][epoch 6/50] loss=0.8672  val_acc=0.9162  macroF1=0.7393  edit=40.00  segF1@50=0.40
[t1a][epoch 7/50] loss=0.7491  val_acc=0.9201  macroF1=0.7480  edit=42.86  segF1@50=0.46
[t1a][epoch 8/50] loss=0.6551  val_acc=0.9149  macroF1=0.7328  edit=42.86  segF1@50=0.44
[t1a][epoch 9/50] loss=0.6478  val_acc=0.8911  macroF1=0.6800  edit=36.90  segF1@50=0.40
[t1a][epoch 10/50] loss=0.6798  val_acc=0.8871  macroF1=0.6879  edit=35.92  segF1@50=0.37
[t1a][epoch 11/50] loss=0.6203  val_acc=0.9023  macroF1=0.7097  edit=33.65  segF1@50=0.37
[t1a][epoch 12/50] loss=0.5311  val_acc=0.9208  macroF1=0.7442  edit=38.50  segF1@50=0.40
[t1a][epoch 13/50] loss=0.5127  val_acc=0.9069  macroF1=0.7295  edit=39.11  segF1@50=0.39
[t1a][epoch 14/50] loss=0.4864  val_acc=0.8832  macroF1=0.6874  edit=40.28  segF1@50=0.40
[t1a][epoch 15/50] loss=0.4657  val_acc=0.9188  macroF1=0.7628  edit=38.41  segF1@50=0.39
[t1a][epoch 16/50] loss=0.4286  val_acc=0.9228  macroF1=0.7645  edit=32.74  segF1@50=0.35
[t1a][epoch 17/50] loss=0.4096  val_acc=0.9287  macroF1=0.7788  edit=38.29  segF1@50=0.40
[t1a][epoch 18/50] loss=0.3859  val_acc=0.9234  macroF1=0.7530  edit=36.56  segF1@50=0.38
[t1a][epoch 19/50] loss=0.3964  val_acc=0.9393  macroF1=0.7876  edit=36.90  segF1@50=0.42
[t1a][epoch 20/50] loss=0.3873  val_acc=0.9287  macroF1=0.7640  edit=34.40  segF1@50=0.38
[t1a][epoch 21/50] loss=0.3615  val_acc=0.9254  macroF1=0.7710  edit=37.80  segF1@50=0.38
[t1a][epoch 22/50] loss=0.3488  val_acc=0.9287  macroF1=0.7631  edit=39.53  segF1@50=0.41
[t1a][epoch 23/50] loss=0.3916  val_acc=0.9287  macroF1=0.7815  edit=36.55  segF1@50=0.39
[t1a][epoch 24/50] loss=0.3625  val_acc=0.9327  macroF1=0.7776  edit=33.67  segF1@50=0.38
[t1a][epoch 25/50] loss=0.3268  val_acc=0.9380  macroF1=0.7862  edit=36.51  segF1@50=0.41
[t1a][epoch 26/50] loss=0.3339  val_acc=0.9274  macroF1=0.7708  edit=36.07  segF1@50=0.38
[t1a][epoch 27/50] loss=0.3069  val_acc=0.9314  macroF1=0.7688  edit=37.56  segF1@50=0.44
[t1a][epoch 28/50] loss=0.2951  val_acc=0.9393  macroF1=0.7851  edit=30.34  segF1@50=0.37
[t1a][epoch 29/50] loss=0.2852  val_acc=0.9281  macroF1=0.7838  edit=35.28  segF1@50=0.36
[t1a][epoch 30/50] loss=0.2791  val_acc=0.9380  macroF1=0.7890  edit=30.69  segF1@50=0.38
[t1a][epoch 31/50] loss=0.2712  val_acc=0.9333  macroF1=0.7860  edit=32.58  segF1@50=0.36
[t1a][epoch 32/50] loss=0.2604  val_acc=0.9380  macroF1=0.7868  edit=33.67  segF1@50=0.39
[t1a][epoch 33/50] loss=0.2482  val_acc=0.9373  macroF1=0.7899  edit=35.71  segF1@50=0.41
[t1a][epoch 34/50] loss=0.2434  val_acc=0.9386  macroF1=0.7877  edit=32.99  segF1@50=0.39
[t1a][epoch 35/50] loss=0.2377  val_acc=0.9393  macroF1=0.7905  edit=33.84  segF1@50=0.40
[t1a][epoch 36/50] loss=0.2302  val_acc=0.9347  macroF1=0.7789  edit=34.53  segF1@50=0.40
[t1a][epoch 37/50] loss=0.2273  val_acc=0.9393  macroF1=0.7947  edit=34.44  segF1@50=0.40
[t1a][epoch 38/50] loss=0.2256  val_acc=0.9333  macroF1=0.7823  edit=33.60  segF1@50=0.36
[t1a][epoch 39/50] loss=0.2150  val_acc=0.9360  macroF1=0.7866  edit=34.19  segF1@50=0.40
[t1a][epoch 40/50] loss=0.2140  val_acc=0.9399  macroF1=0.7940  edit=34.53  segF1@50=0.40
[t1a][epoch 41/50] loss=0.2116  val_acc=0.9347  macroF1=0.7804  edit=33.23  segF1@50=0.36
[t1a][epoch 42/50] loss=0.2496  val_acc=0.9426  macroF1=0.7997  edit=38.76  segF1@50=0.43
[t1a][epoch 43/50] loss=0.2766  val_acc=0.9281  macroF1=0.7563  edit=29.73  segF1@50=0.30
