[t1a] train clips=13  val clips=3  in_dim=5888  region_only=False  classes=9  device=cuda
[t1a] evidence dir: /home/ubuntu/slocal2/m2/experiments/transfer/t1a_region_mask_13_002_t1a_region_mask_13_seed123
[t1a][epoch 1/50] loss=2.6591  val_acc=0.6851  macroF1=0.2301  edit=28.50  segF1@50=0.23
[t1a][epoch 2/50] loss=1.5704  val_acc=0.6680  macroF1=0.2269  edit=19.02  segF1@50=0.11
[t1a][epoch 3/50] loss=1.1893  val_acc=0.6858  macroF1=0.2395  edit=28.56  segF1@50=0.19
[t1a][epoch 4/50] loss=0.9941  val_acc=0.7868  macroF1=0.3778  edit=33.24  segF1@50=0.33
[t1a][epoch 5/50] loss=0.8600  val_acc=0.8251  macroF1=0.4772  edit=34.32  segF1@50=0.27
[t1a][epoch 6/50] loss=0.7266  val_acc=0.8931  macroF1=0.6792  edit=37.63  segF1@50=0.36
[t1a][epoch 7/50] loss=0.6416  val_acc=0.9228  macroF1=0.7470  edit=43.96  segF1@50=0.46
[t1a][epoch 8/50] loss=0.5811  val_acc=0.9208  macroF1=0.7274  edit=34.22  segF1@50=0.35
[t1a][epoch 9/50] loss=0.6239  val_acc=0.9320  macroF1=0.7821  edit=31.24  segF1@50=0.35
[t1a][epoch 10/50] loss=0.5432  val_acc=0.9175  macroF1=0.7103  edit=37.04  segF1@50=0.35
[t1a][epoch 11/50] loss=0.5534  val_acc=0.9373  macroF1=0.7820  edit=37.82  segF1@50=0.43
[t1a][epoch 12/50] loss=0.4649  val_acc=0.9294  macroF1=0.7593  edit=36.05  segF1@50=0.37
[t1a][epoch 13/50] loss=0.4389  val_acc=0.9380  macroF1=0.7812  edit=38.83  segF1@50=0.43
[t1a][epoch 14/50] loss=0.4100  val_acc=0.9320  macroF1=0.7732  edit=41.31  segF1@50=0.44
[t1a][epoch 15/50] loss=0.4006  val_acc=0.9419  macroF1=0.7918  edit=30.91  segF1@50=0.38
[t1a][epoch 16/50] loss=0.4223  val_acc=0.9234  macroF1=0.7421  edit=39.75  segF1@50=0.40
[t1a][epoch 17/50] loss=0.5394  val_acc=0.9465  macroF1=0.8061  edit=33.10  segF1@50=0.42
[t1a][epoch 18/50] loss=0.4432  val_acc=0.9426  macroF1=0.7966  edit=32.39  segF1@50=0.37
[t1a][epoch 19/50] loss=0.3804  val_acc=0.9406  macroF1=0.7952  edit=34.18  segF1@50=0.39
[t1a][epoch 20/50] loss=0.3488  val_acc=0.9386  macroF1=0.7906  edit=35.27  segF1@50=0.38
[t1a][epoch 21/50] loss=0.3325  val_acc=0.9446  macroF1=0.7986  edit=31.94  segF1@50=0.39
[t1a][epoch 22/50] loss=0.3279  val_acc=0.9347  macroF1=0.7807  edit=37.16  segF1@50=0.42
[t1a][epoch 23/50] loss=0.3549  val_acc=0.9472  macroF1=0.8077  edit=34.78  segF1@50=0.39
[t1a][epoch 24/50] loss=0.3126  val_acc=0.9333  macroF1=0.7751  edit=36.99  segF1@50=0.41
[t1a][epoch 25/50] loss=0.3274  val_acc=0.9485  macroF1=0.8130  edit=36.63  segF1@50=0.43
[t1a][epoch 26/50] loss=0.2989  val_acc=0.9452  macroF1=0.7994  edit=34.90  segF1@50=0.41
[t1a][epoch 27/50] loss=0.2873  val_acc=0.9386  macroF1=0.8005  edit=34.53  segF1@50=0.39
[t1a][epoch 28/50] loss=0.2709  val_acc=0.9413  macroF1=0.7937  edit=35.51  segF1@50=0.41
[t1a][epoch 29/50] loss=0.2624  val_acc=0.9439  macroF1=0.7986  edit=31.06  segF1@50=0.38
[t1a][epoch 30/50] loss=0.2513  val_acc=0.9413  macroF1=0.7912  edit=36.51  segF1@50=0.39
[t1a][epoch 31/50] loss=0.2519  val_acc=0.9446  macroF1=0.7988  edit=35.51  segF1@50=0.42
[t1a][epoch 32/50] loss=0.2457  val_acc=0.9393  macroF1=0.7918  edit=30.46  segF1@50=0.36
[t1a][epoch 33/50] loss=0.2469  val_acc=0.9465  macroF1=0.8125  edit=36.38  segF1@50=0.43
[t1a][epoch 34/50] loss=0.2578  val_acc=0.9373  macroF1=0.7818  edit=34.49  segF1@50=0.38
[t1a][epoch 35/50] loss=0.2610  val_acc=0.9406  macroF1=0.8074  edit=32.74  segF1@50=0.36
[t1a][epoch 36/50] loss=0.2543  val_acc=0.9373  macroF1=0.7802  edit=30.67  segF1@50=0.34
[t1a][epoch 37/50] loss=0.2369  val_acc=0.9439  macroF1=0.7983  edit=31.06  segF1@50=0.38
[t1a][epoch 38/50] loss=0.2224  val_acc=0.9406  macroF1=0.7920  edit=34.07  segF1@50=0.37
[t1a][epoch 39/50] loss=0.2116  val_acc=0.9373  macroF1=0.7846  edit=34.94  segF1@50=0.38
[t1a][epoch 40/50] loss=0.2071  val_acc=0.9432  macroF1=0.7968  edit=31.64  segF1@50=0.37
[t1a][epoch 41/50] loss=0.2012  val_acc=0.9353  macroF1=0.7876  edit=34.60  segF1@50=0.37
