[b2a] train clips=13  val clips=3  in_dim=2063  tool_source=pred  classes=9  device=cuda
[b2a] evidence dir: /home/ubuntu/slocal2/m2/experiments/transfer/b2a_regiononly_mask_14_001_b2a_regiononly_mask_14_seed42
[b2a][epoch 1/50] loss=3.5117  val_acc=0.3399  macroF1=0.0763  edit=15.11  segF1@50=0.00
[b2a][epoch 2/50] loss=2.6555  val_acc=0.3960  macroF1=0.1063  edit=24.63  segF1@50=0.01
[b2a][epoch 3/50] loss=2.2352  val_acc=0.6766  macroF1=0.2284  edit=28.89  segF1@50=0.29
[b2a][epoch 4/50] loss=1.7802  val_acc=0.6746  macroF1=0.2293  edit=31.67  segF1@50=0.22
[b2a][epoch 5/50] loss=1.5117  val_acc=0.6799  macroF1=0.2285  edit=31.56  segF1@50=0.29
[b2a][epoch 6/50] loss=1.3600  val_acc=0.7102  macroF1=0.2937  edit=33.90  segF1@50=0.26
[b2a][epoch 7/50] loss=1.2319  val_acc=0.7756  macroF1=0.3541  edit=33.36  segF1@50=0.27
[b2a][epoch 8/50] loss=1.1329  val_acc=0.7848  macroF1=0.3584  edit=34.51  segF1@50=0.26
[b2a][epoch 9/50] loss=1.0302  val_acc=0.7868  macroF1=0.3597  edit=41.97  segF1@50=0.33
[b2a][epoch 10/50] loss=0.9588  val_acc=0.8165  macroF1=0.4479  edit=36.20  segF1@50=0.28
[b2a][epoch 11/50] loss=0.8973  val_acc=0.8422  macroF1=0.5369  edit=38.76  segF1@50=0.45
[b2a][epoch 12/50] loss=0.8692  val_acc=0.8396  macroF1=0.4791  edit=31.22  segF1@50=0.28
[b2a][epoch 13/50] loss=0.7790  val_acc=0.8587  macroF1=0.5061  edit=34.13  segF1@50=0.32
[b2a][epoch 14/50] loss=0.7278  val_acc=0.8587  macroF1=0.5498  edit=42.93  segF1@50=0.38
[b2a][epoch 15/50] loss=0.6956  val_acc=0.8911  macroF1=0.6613  edit=45.28  segF1@50=0.45
[b2a][epoch 16/50] loss=0.6643  val_acc=0.9182  macroF1=0.6891  edit=31.87  segF1@50=0.32
[b2a][epoch 17/50] loss=0.6517  val_acc=0.9327  macroF1=0.7604  edit=42.68  segF1@50=0.46
[b2a][epoch 18/50] loss=0.5995  val_acc=0.9300  macroF1=0.7457  edit=40.42  segF1@50=0.39
[b2a][epoch 19/50] loss=0.5780  val_acc=0.9373  macroF1=0.7681  edit=37.55  segF1@50=0.40
[b2a][epoch 20/50] loss=0.5653  val_acc=0.9333  macroF1=0.7556  edit=39.81  segF1@50=0.40
[b2a][epoch 21/50] loss=0.5370  val_acc=0.9300  macroF1=0.7413  edit=44.32  segF1@50=0.41
[b2a][epoch 22/50] loss=0.5295  val_acc=0.9353  macroF1=0.7743  edit=46.70  segF1@50=0.54
[b2a][epoch 23/50] loss=0.5194  val_acc=0.9307  macroF1=0.7487  edit=40.63  segF1@50=0.39
[b2a][epoch 24/50] loss=0.5163  val_acc=0.9426  macroF1=0.7887  edit=46.99  segF1@50=0.53
[b2a][epoch 25/50] loss=0.5037  val_acc=0.9333  macroF1=0.7663  edit=38.52  segF1@50=0.40
[b2a][epoch 26/50] loss=0.5046  val_acc=0.9300  macroF1=0.7300  edit=40.31  segF1@50=0.39
[b2a][epoch 27/50] loss=0.5150  val_acc=0.9386  macroF1=0.7711  edit=39.05  segF1@50=0.41
