[t1a] train clips=13  val clips=3  in_dim=5888  region_only=False  classes=9  device=cuda
[t1a] evidence dir: /home/ubuntu/slocal2/m2/experiments/transfer/t1a_region_mask_02_002_t1a_region_mask_02_seed123
[t1a][epoch 1/50] loss=2.6122  val_acc=0.6858  macroF1=0.2304  edit=25.20  segF1@50=0.19
[t1a][epoch 2/50] loss=1.5159  val_acc=0.6680  macroF1=0.2272  edit=19.14  segF1@50=0.10
[t1a][epoch 3/50] loss=1.1203  val_acc=0.6898  macroF1=0.2474  edit=29.48  segF1@50=0.21
[t1a][epoch 4/50] loss=0.9336  val_acc=0.8231  macroF1=0.4841  edit=28.10  segF1@50=0.22
[t1a][epoch 5/50] loss=0.8000  val_acc=0.8884  macroF1=0.6545  edit=39.78  segF1@50=0.31
[t1a][epoch 6/50] loss=0.6691  val_acc=0.8865  macroF1=0.6471  edit=39.67  segF1@50=0.36
[t1a][epoch 7/50] loss=0.5903  val_acc=0.9208  macroF1=0.7438  edit=42.96  segF1@50=0.45
[t1a][epoch 8/50] loss=0.5500  val_acc=0.9221  macroF1=0.7269  edit=36.62  segF1@50=0.40
[t1a][epoch 9/50] loss=0.5953  val_acc=0.9393  macroF1=0.7909  edit=31.94  segF1@50=0.38
[t1a][epoch 10/50] loss=0.5085  val_acc=0.9234  macroF1=0.7287  edit=38.89  segF1@50=0.41
[t1a][epoch 11/50] loss=0.4736  val_acc=0.9347  macroF1=0.7708  edit=36.83  segF1@50=0.40
[t1a][epoch 12/50] loss=0.4300  val_acc=0.9366  macroF1=0.7718  edit=39.08  segF1@50=0.42
[t1a][epoch 13/50] loss=0.4049  val_acc=0.9386  macroF1=0.7775  edit=43.03  segF1@50=0.47
[t1a][epoch 14/50] loss=0.3979  val_acc=0.9380  macroF1=0.7834  edit=36.83  segF1@50=0.42
[t1a][epoch 15/50] loss=0.3750  val_acc=0.9399  macroF1=0.7841  edit=39.35  segF1@50=0.45
[t1a][epoch 16/50] loss=0.3731  val_acc=0.9287  macroF1=0.7516  edit=38.15  segF1@50=0.43
[t1a][epoch 17/50] loss=0.4477  val_acc=0.9518  macroF1=0.8179  edit=36.93  segF1@50=0.45
[t1a][epoch 18/50] loss=0.3958  val_acc=0.9399  macroF1=0.7884  edit=41.17  segF1@50=0.45
[t1a][epoch 19/50] loss=0.3515  val_acc=0.9439  macroF1=0.7929  edit=38.38  segF1@50=0.44
[t1a][epoch 20/50] loss=0.3247  val_acc=0.9353  macroF1=0.7919  edit=41.31  segF1@50=0.44
[t1a][epoch 21/50] loss=0.3059  val_acc=0.9406  macroF1=0.7867  edit=33.29  segF1@50=0.40
[t1a][epoch 22/50] loss=0.3189  val_acc=0.9439  macroF1=0.7991  edit=33.67  segF1@50=0.38
[t1a][epoch 23/50] loss=0.3623  val_acc=0.9267  macroF1=0.7644  edit=42.76  segF1@50=0.44
[t1a][epoch 24/50] loss=0.3796  val_acc=0.9479  macroF1=0.8062  edit=32.69  segF1@50=0.42
[t1a][epoch 25/50] loss=0.3016  val_acc=0.9419  macroF1=0.8001  edit=34.44  segF1@50=0.40
