[t1a] train clips=13  val clips=3  in_dim=5888  region_only=False  classes=9  device=cuda
[t1a] evidence dir: /home/ubuntu/slocal/m2/experiments/transfer/t1a_3seed_det42_p123_aug_001_t1a_3seed_det42_p123_aug_seed123
[t1a][epoch 1/50] loss=2.6295  val_acc=0.6845  macroF1=0.2305  edit=27.30  segF1@50=0.20
[t1a][epoch 2/50] loss=1.5297  val_acc=0.6607  macroF1=0.2245  edit=22.78  segF1@50=0.11
[t1a][epoch 3/50] loss=1.1401  val_acc=0.6812  macroF1=0.2289  edit=35.44  segF1@50=0.26
[t1a][epoch 4/50] loss=0.9493  val_acc=0.8251  macroF1=0.4860  edit=34.21  segF1@50=0.29
[t1a][epoch 5/50] loss=0.8187  val_acc=0.9162  macroF1=0.6975  edit=40.06  segF1@50=0.38
[t1a][epoch 6/50] loss=0.6782  val_acc=0.9003  macroF1=0.6716  edit=36.84  segF1@50=0.34
[t1a][epoch 7/50] loss=0.6421  val_acc=0.9234  macroF1=0.7218  edit=59.88  segF1@50=0.52
[t1a][epoch 8/50] loss=0.6359  val_acc=0.9366  macroF1=0.7553  edit=47.44  segF1@50=0.52
[t1a][epoch 9/50] loss=0.5513  val_acc=0.9380  macroF1=0.7778  edit=48.29  segF1@50=0.50
[t1a][epoch 10/50] loss=0.4889  val_acc=0.9353  macroF1=0.7666  edit=43.70  segF1@50=0.47
[t1a][epoch 11/50] loss=0.4688  val_acc=0.9439  macroF1=0.7910  edit=49.68  segF1@50=0.53
[t1a][epoch 12/50] loss=0.4286  val_acc=0.9432  macroF1=0.7866  edit=48.83  segF1@50=0.51
[t1a][epoch 13/50] loss=0.4265  val_acc=0.9505  macroF1=0.8159  edit=44.74  segF1@50=0.50
[t1a][epoch 14/50] loss=0.4386  val_acc=0.9360  macroF1=0.7580  edit=46.58  segF1@50=0.51
[t1a][epoch 15/50] loss=0.4814  val_acc=0.9498  macroF1=0.8139  edit=41.47  segF1@50=0.43
[t1a][epoch 16/50] loss=0.4162  val_acc=0.9459  macroF1=0.8000  edit=43.59  segF1@50=0.48
[t1a][epoch 17/50] loss=0.3929  val_acc=0.9472  macroF1=0.8071  edit=47.62  segF1@50=0.52
[t1a][epoch 18/50] loss=0.3663  val_acc=0.9419  macroF1=0.7854  edit=42.72  segF1@50=0.46
[t1a][epoch 19/50] loss=0.3673  val_acc=0.9472  macroF1=0.8053  edit=40.01  segF1@50=0.42
[t1a][epoch 20/50] loss=0.3349  val_acc=0.9498  macroF1=0.8106  edit=40.28  segF1@50=0.47
[t1a][epoch 21/50] loss=0.3163  val_acc=0.9432  macroF1=0.7890  edit=43.84  segF1@50=0.42
[t1a][epoch 22/50] loss=0.3016  val_acc=0.9479  macroF1=0.8077  edit=42.00  segF1@50=0.44
[t1a][epoch 23/50] loss=0.2928  val_acc=0.9472  macroF1=0.8018  edit=40.96  segF1@50=0.42
[t1a][epoch 24/50] loss=0.3010  val_acc=0.9492  macroF1=0.8119  edit=39.29  segF1@50=0.48
[t1a][epoch 25/50] loss=0.2855  val_acc=0.9413  macroF1=0.7871  edit=38.50  segF1@50=0.42
[t1a][epoch 26/50] loss=0.2875  val_acc=0.9472  macroF1=0.8087  edit=35.97  segF1@50=0.44
[t1a][epoch 27/50] loss=0.3044  val_acc=0.9386  macroF1=0.7787  edit=37.24  segF1@50=0.40
[t1a][epoch 28/50] loss=0.3113  val_acc=0.9472  macroF1=0.8055  edit=40.48  segF1@50=0.42
[t1a][epoch 29/50] loss=0.2782  val_acc=0.9465  macroF1=0.8084  edit=36.80  segF1@50=0.45
[t1a][epoch 30/50] loss=0.2572  val_acc=0.9472  macroF1=0.8044  edit=40.96  segF1@50=0.44
[t1a][epoch 31/50] loss=0.2485  val_acc=0.9492  macroF1=0.8109  edit=41.37  segF1@50=0.43
[t1a][epoch 32/50] loss=0.2380  val_acc=0.9452  macroF1=0.8041  edit=37.81  segF1@50=0.45
[t1a][epoch 33/50] loss=0.2316  val_acc=0.9472  macroF1=0.8035  edit=35.57  segF1@50=0.39
[t1a][epoch 34/50] loss=0.2248  val_acc=0.9479  macroF1=0.8074  edit=37.02  segF1@50=0.44
[t1a][epoch 35/50] loss=0.2172  val_acc=0.9472  macroF1=0.8076  edit=40.81  segF1@50=0.43
[t1a][epoch 36/50] loss=0.2135  val_acc=0.9459  macroF1=0.8023  edit=36.80  segF1@50=0.43
[t1a][epoch 37/50] loss=0.2097  val_acc=0.9505  macroF1=0.8137  edit=36.93  segF1@50=0.42
[t1a][epoch 38/50] loss=0.2069  val_acc=0.9465  macroF1=0.8035  edit=36.03  segF1@50=0.42
[t1a][epoch 39/50] loss=0.2036  val_acc=0.9485  macroF1=0.8113  edit=35.83  segF1@50=0.40
[t1a][epoch 40/50] loss=0.2089  val_acc=0.9432  macroF1=0.7958  edit=35.22  segF1@50=0.41
[t1a][epoch 41/50] loss=0.2122  val_acc=0.9353  macroF1=0.8021  edit=27.71  segF1@50=0.37
[t1a][epoch 42/50] loss=0.2278  val_acc=0.9426  macroF1=0.7997  edit=36.45  segF1@50=0.38
[t1a][epoch 43/50] loss=0.2197  val_acc=0.9452  macroF1=0.8078  edit=41.07  segF1@50=0.43
[t1a][epoch 44/50] loss=0.2082  val_acc=0.9406  macroF1=0.7944  edit=33.67  segF1@50=0.37
[t1a][epoch 45/50] loss=0.1978  val_acc=0.9479  macroF1=0.8058  edit=36.03  segF1@50=0.39
[t1a][epoch 46/50] loss=0.1882  val_acc=0.9472  macroF1=0.8097  edit=36.38  segF1@50=0.46
[t1a][epoch 47/50] loss=0.1794  val_acc=0.9485  macroF1=0.8097  edit=37.70  segF1@50=0.41
[t1a][epoch 48/50] loss=0.1721  val_acc=0.9479  macroF1=0.8104  edit=39.77  segF1@50=0.43
[t1a][epoch 49/50] loss=0.1662  val_acc=0.9459  macroF1=0.8054  edit=34.40  segF1@50=0.37
[t1a][epoch 50/50] loss=0.1626  val_acc=0.9479  macroF1=0.8110  edit=39.77  segF1@50=0.44
[t1a] best @epoch 13: acc=0.9505 macroF1=0.8159
[t1a] evidence written -> /home/ubuntu/slocal/m2/experiments/transfer/t1a_3seed_det42_p123_aug_001_t1a_3seed_det42_p123_aug_seed123
