[t1a] train clips=13  val clips=3  in_dim=5888  region_only=False  classes=9  device=cuda
[t1a] evidence dir: /home/ubuntu/slocal2/m2/experiments/transfer/t1a_region_mask_06_003_t1a_region_mask_06_seed456
[t1a][epoch 1/50] loss=2.9431  val_acc=0.3333  macroF1=0.0745  edit=9.78  segF1@50=0.00
[t1a][epoch 2/50] loss=1.9411  val_acc=0.6455  macroF1=0.2170  edit=22.06  segF1@50=0.17
[t1a][epoch 3/50] loss=1.4527  val_acc=0.6785  macroF1=0.2294  edit=28.87  segF1@50=0.19
[t1a][epoch 4/50] loss=1.1122  val_acc=0.7921  macroF1=0.4830  edit=22.91  segF1@50=0.20
[t1a][epoch 5/50] loss=0.9227  val_acc=0.8508  macroF1=0.5512  edit=38.56  segF1@50=0.40
[t1a][epoch 6/50] loss=0.8131  val_acc=0.8310  macroF1=0.5421  edit=35.00  segF1@50=0.32
[t1a][epoch 7/50] loss=0.7947  val_acc=0.7842  macroF1=0.5373  edit=31.05  segF1@50=0.33
[t1a][epoch 8/50] loss=1.2915  val_acc=0.8475  macroF1=0.5248  edit=30.60  segF1@50=0.28
[t1a][epoch 9/50] loss=0.9081  val_acc=0.9043  macroF1=0.6884  edit=40.12  segF1@50=0.32
[t1a][epoch 10/50] loss=0.7015  val_acc=0.9221  macroF1=0.7508  edit=35.26  segF1@50=0.36
[t1a][epoch 11/50] loss=0.6175  val_acc=0.9300  macroF1=0.7622  edit=38.50  segF1@50=0.43
[t1a][epoch 12/50] loss=0.5542  val_acc=0.9267  macroF1=0.7572  edit=39.07  segF1@50=0.45
[t1a][epoch 13/50] loss=0.5198  val_acc=0.9294  macroF1=0.7691  edit=46.03  segF1@50=0.49
[t1a][epoch 14/50] loss=0.5168  val_acc=0.9360  macroF1=0.7807  edit=46.95  segF1@50=0.49
[t1a][epoch 15/50] loss=0.4752  val_acc=0.9333  macroF1=0.7894  edit=35.83  segF1@50=0.41
[t1a][epoch 16/50] loss=0.4544  val_acc=0.9333  macroF1=0.7744  edit=48.03  segF1@50=0.49
[t1a][epoch 17/50] loss=0.4314  val_acc=0.9320  macroF1=0.7804  edit=40.25  segF1@50=0.44
[t1a][epoch 18/50] loss=0.4170  val_acc=0.9353  macroF1=0.7819  edit=48.03  segF1@50=0.51
[t1a][epoch 19/50] loss=0.3941  val_acc=0.9380  macroF1=0.7876  edit=48.26  segF1@50=0.51
[t1a][epoch 20/50] loss=0.3847  val_acc=0.9380  macroF1=0.7890  edit=47.59  segF1@50=0.52
[t1a][epoch 21/50] loss=0.3761  val_acc=0.9360  macroF1=0.7803  edit=45.89  segF1@50=0.49
[t1a][epoch 22/50] loss=0.3906  val_acc=0.9426  macroF1=0.7993  edit=47.59  segF1@50=0.53
[t1a][epoch 23/50] loss=0.3719  val_acc=0.9386  macroF1=0.7870  edit=41.44  segF1@50=0.45
[t1a][epoch 24/50] loss=0.3555  val_acc=0.9287  macroF1=0.7790  edit=43.69  segF1@50=0.47
[t1a][epoch 25/50] loss=0.3470  val_acc=0.9386  macroF1=0.7899  edit=40.93  segF1@50=0.46
[t1a][epoch 26/50] loss=0.3320  val_acc=0.9366  macroF1=0.7850  edit=44.88  segF1@50=0.49
[t1a][epoch 27/50] loss=0.3238  val_acc=0.9380  macroF1=0.7951  edit=37.62  segF1@50=0.44
[t1a][epoch 28/50] loss=0.3117  val_acc=0.9320  macroF1=0.7756  edit=43.40  segF1@50=0.47
[t1a][epoch 29/50] loss=0.3420  val_acc=0.9386  macroF1=0.7954  edit=35.69  segF1@50=0.42
[t1a][epoch 30/50] loss=0.3315  val_acc=0.9327  macroF1=0.7713  edit=42.86  segF1@50=0.47
[t1a][epoch 31/50] loss=0.3081  val_acc=0.9287  macroF1=0.7812  edit=43.69  segF1@50=0.47
[t1a][epoch 32/50] loss=0.2926  val_acc=0.9360  macroF1=0.7889  edit=33.45  segF1@50=0.39
[t1a][epoch 33/50] loss=0.2827  val_acc=0.9393  macroF1=0.7954  edit=41.07  segF1@50=0.47
[t1a][epoch 34/50] loss=0.2707  val_acc=0.9353  macroF1=0.7841  edit=43.69  segF1@50=0.47
[t1a][epoch 35/50] loss=0.2649  val_acc=0.9373  macroF1=0.7924  edit=40.09  segF1@50=0.47
[t1a][epoch 36/50] loss=0.2548  val_acc=0.9347  macroF1=0.7842  edit=39.35  segF1@50=0.44
[t1a][epoch 37/50] loss=0.2497  val_acc=0.9380  macroF1=0.7951  edit=39.57  segF1@50=0.46
[t1a][epoch 38/50] loss=0.2477  val_acc=0.9347  macroF1=0.7819  edit=42.97  segF1@50=0.47
[t1a][epoch 39/50] loss=0.2600  val_acc=0.9406  macroF1=0.8034  edit=43.52  segF1@50=0.49
[t1a][epoch 40/50] loss=0.2765  val_acc=0.9314  macroF1=0.7719  edit=38.79  segF1@50=0.43
[t1a][epoch 41/50] loss=0.2723  val_acc=0.9373  macroF1=0.7976  edit=35.78  segF1@50=0.39
[t1a][epoch 42/50] loss=0.2764  val_acc=0.9333  macroF1=0.7842  edit=40.70  segF1@50=0.41
[t1a][epoch 43/50] loss=0.2460  val_acc=0.9373  macroF1=0.7809  edit=31.15  segF1@50=0.33
[t1a][epoch 44/50] loss=0.2385  val_acc=0.9327  macroF1=0.7830  edit=41.31  segF1@50=0.45
[t1a][epoch 45/50] loss=0.2231  val_acc=0.9373  macroF1=0.7945  edit=36.68  segF1@50=0.42
[t1a][epoch 46/50] loss=0.2194  val_acc=0.9314  macroF1=0.7899  edit=33.45  segF1@50=0.38
