[t1a] train clips=13  val clips=3  in_dim=5888  region_only=False  classes=9  device=cuda
[t1a] evidence dir: /home/ubuntu/slocal2/m2/experiments/transfer/t1a_region_mask_07_001_t1a_region_mask_07_seed42
[t1a][epoch 1/50] loss=2.9134  val_acc=0.6218  macroF1=0.2169  edit=28.27  segF1@50=0.25
[t1a][epoch 2/50] loss=1.6972  val_acc=0.6792  macroF1=0.2284  edit=25.66  segF1@50=0.18
[t1a][epoch 3/50] loss=1.2647  val_acc=0.6673  macroF1=0.2247  edit=26.02  segF1@50=0.20
[t1a][epoch 4/50] loss=1.0657  val_acc=0.6944  macroF1=0.2691  edit=32.78  segF1@50=0.27
[t1a][epoch 5/50] loss=0.9205  val_acc=0.8455  macroF1=0.5544  edit=35.04  segF1@50=0.36
[t1a][epoch 6/50] loss=0.8024  val_acc=0.9228  macroF1=0.7468  edit=43.24  segF1@50=0.49
[t1a][epoch 7/50] loss=0.6742  val_acc=0.9294  macroF1=0.7616  edit=44.53  segF1@50=0.50
[t1a][epoch 8/50] loss=0.5993  val_acc=0.9294  macroF1=0.7555  edit=45.50  segF1@50=0.50
[t1a][epoch 9/50] loss=0.6506  val_acc=0.9300  macroF1=0.7792  edit=40.07  segF1@50=0.44
[t1a][epoch 10/50] loss=0.6074  val_acc=0.9314  macroF1=0.7746  edit=43.52  segF1@50=0.47
[t1a][epoch 11/50] loss=0.5262  val_acc=0.9333  macroF1=0.7767  edit=38.79  segF1@50=0.39
[t1a][epoch 12/50] loss=0.4651  val_acc=0.9386  macroF1=0.7769  edit=35.36  segF1@50=0.42
[t1a][epoch 13/50] loss=0.4708  val_acc=0.9353  macroF1=0.7827  edit=45.75  segF1@50=0.50
[t1a][epoch 14/50] loss=0.4394  val_acc=0.9366  macroF1=0.7815  edit=33.77  segF1@50=0.38
[t1a][epoch 15/50] loss=0.4221  val_acc=0.9373  macroF1=0.7921  edit=43.95  segF1@50=0.47
[t1a][epoch 16/50] loss=0.3923  val_acc=0.9353  macroF1=0.7813  edit=38.10  segF1@50=0.40
[t1a][epoch 17/50] loss=0.3904  val_acc=0.9419  macroF1=0.7985  edit=32.19  segF1@50=0.39
[t1a][epoch 18/50] loss=0.3732  val_acc=0.9393  macroF1=0.7856  edit=31.80  segF1@50=0.35
[t1a][epoch 19/50] loss=0.3715  val_acc=0.9459  macroF1=0.8075  edit=36.30  segF1@50=0.42
[t1a][epoch 20/50] loss=0.3981  val_acc=0.9366  macroF1=0.7715  edit=34.87  segF1@50=0.37
[t1a][epoch 21/50] loss=0.3560  val_acc=0.9386  macroF1=0.7873  edit=31.16  segF1@50=0.34
[t1a][epoch 22/50] loss=0.3312  val_acc=0.9386  macroF1=0.7833  edit=32.11  segF1@50=0.36
[t1a][epoch 23/50] loss=0.3356  val_acc=0.9386  macroF1=0.7963  edit=36.99  segF1@50=0.39
[t1a][epoch 24/50] loss=0.3342  val_acc=0.9426  macroF1=0.7912  edit=38.38  segF1@50=0.45
[t1a][epoch 25/50] loss=0.3316  val_acc=0.9452  macroF1=0.7987  edit=29.30  segF1@50=0.37
[t1a][epoch 26/50] loss=0.3591  val_acc=0.9287  macroF1=0.7690  edit=38.10  segF1@50=0.38
[t1a][epoch 27/50] loss=0.3361  val_acc=0.9333  macroF1=0.7742  edit=31.62  segF1@50=0.35
[t1a][epoch 28/50] loss=0.2970  val_acc=0.9386  macroF1=0.7884  edit=36.30  segF1@50=0.42
[t1a][epoch 29/50] loss=0.2796  val_acc=0.9413  macroF1=0.7986  edit=28.80  segF1@50=0.36
