[t1a] train clips=13  val clips=3  in_dim=5888  region_only=False  classes=9  device=cuda
[t1a] evidence dir: /home/ubuntu/slocal2/m2/experiments/transfer/t1a_region_mask_12_002_t1a_region_mask_12_seed123
[t1a][epoch 1/50] loss=2.6297  val_acc=0.6825  macroF1=0.2289  edit=21.67  segF1@50=0.20
[t1a][epoch 2/50] loss=1.4985  val_acc=0.6772  macroF1=0.2298  edit=24.70  segF1@50=0.12
[t1a][epoch 3/50] loss=1.1204  val_acc=0.6818  macroF1=0.2301  edit=29.89  segF1@50=0.18
[t1a][epoch 4/50] loss=0.9363  val_acc=0.8218  macroF1=0.4841  edit=30.10  segF1@50=0.24
[t1a][epoch 5/50] loss=0.8034  val_acc=0.8884  macroF1=0.6503  edit=37.28  segF1@50=0.30
[t1a][epoch 6/50] loss=0.6699  val_acc=0.8891  macroF1=0.6541  edit=37.77  segF1@50=0.33
[t1a][epoch 7/50] loss=0.6152  val_acc=0.9201  macroF1=0.7295  edit=39.08  segF1@50=0.42
[t1a][epoch 8/50] loss=0.5633  val_acc=0.9274  macroF1=0.7433  edit=38.83  segF1@50=0.42
[t1a][epoch 9/50] loss=0.5073  val_acc=0.9248  macroF1=0.7516  edit=41.43  segF1@50=0.43
[t1a][epoch 10/50] loss=0.4759  val_acc=0.9399  macroF1=0.7868  edit=40.74  segF1@50=0.47
[t1a][epoch 11/50] loss=0.5156  val_acc=0.9228  macroF1=0.7328  edit=38.73  segF1@50=0.41
[t1a][epoch 12/50] loss=0.5486  val_acc=0.9439  macroF1=0.7953  edit=42.19  segF1@50=0.48
[t1a][epoch 13/50] loss=0.4648  val_acc=0.9393  macroF1=0.7971  edit=35.13  segF1@50=0.39
[t1a][epoch 14/50] loss=0.4213  val_acc=0.9380  macroF1=0.7928  edit=40.50  segF1@50=0.45
[t1a][epoch 15/50] loss=0.3886  val_acc=0.9419  macroF1=0.7907  edit=38.03  segF1@50=0.44
[t1a][epoch 16/50] loss=0.3740  val_acc=0.9386  macroF1=0.7811  edit=38.82  segF1@50=0.44
[t1a][epoch 17/50] loss=0.3830  val_acc=0.9366  macroF1=0.7994  edit=33.85  segF1@50=0.39
[t1a][epoch 18/50] loss=0.3777  val_acc=0.9333  macroF1=0.7692  edit=40.17  segF1@50=0.45
[t1a][epoch 19/50] loss=0.3714  val_acc=0.9479  macroF1=0.8016  edit=33.01  segF1@50=0.40
[t1a][epoch 20/50] loss=0.3368  val_acc=0.9320  macroF1=0.7839  edit=48.52  segF1@50=0.53
[t1a][epoch 21/50] loss=0.3196  val_acc=0.9452  macroF1=0.7931  edit=34.07  segF1@50=0.41
[t1a][epoch 22/50] loss=0.3108  val_acc=0.9353  macroF1=0.7858  edit=38.03  segF1@50=0.43
[t1a][epoch 23/50] loss=0.3200  val_acc=0.9465  macroF1=0.8014  edit=35.17  segF1@50=0.42
[t1a][epoch 24/50] loss=0.3043  val_acc=0.9300  macroF1=0.7717  edit=41.01  segF1@50=0.44
[t1a][epoch 25/50] loss=0.3356  val_acc=0.9498  macroF1=0.8083  edit=35.31  segF1@50=0.40
[t1a][epoch 26/50] loss=0.3070  val_acc=0.9432  macroF1=0.8014  edit=34.90  segF1@50=0.40
[t1a][epoch 27/50] loss=0.2844  val_acc=0.9446  macroF1=0.8051  edit=34.44  segF1@50=0.40
[t1a][epoch 28/50] loss=0.2640  val_acc=0.9426  macroF1=0.7955  edit=36.72  segF1@50=0.42
[t1a][epoch 29/50] loss=0.2555  val_acc=0.9459  macroF1=0.8008  edit=34.53  segF1@50=0.41
[t1a][epoch 30/50] loss=0.2465  val_acc=0.9446  macroF1=0.7911  edit=37.29  segF1@50=0.44
[t1a][epoch 31/50] loss=0.2484  val_acc=0.9472  macroF1=0.8044  edit=36.30  segF1@50=0.43
[t1a][epoch 32/50] loss=0.2480  val_acc=0.9373  macroF1=0.7897  edit=36.30  segF1@50=0.41
[t1a][epoch 33/50] loss=0.2457  val_acc=0.9399  macroF1=0.7999  edit=33.78  segF1@50=0.40
[t1a][epoch 34/50] loss=0.2447  val_acc=0.9426  macroF1=0.7908  edit=34.90  segF1@50=0.41
[t1a][epoch 35/50] loss=0.2267  val_acc=0.9459  macroF1=0.8053  edit=33.80  segF1@50=0.42
[t1a][epoch 36/50] loss=0.2221  val_acc=0.9406  macroF1=0.7924  edit=34.18  segF1@50=0.40
[t1a][epoch 37/50] loss=0.2145  val_acc=0.9439  macroF1=0.7989  edit=28.75  segF1@50=0.36
[t1a][epoch 38/50] loss=0.2067  val_acc=0.9446  macroF1=0.7997  edit=32.69  segF1@50=0.39
[t1a][epoch 39/50] loss=0.2003  val_acc=0.9426  macroF1=0.7951  edit=28.89  segF1@50=0.36
[t1a][epoch 40/50] loss=0.1954  val_acc=0.9452  macroF1=0.7987  edit=35.19  segF1@50=0.42
[t1a][epoch 41/50] loss=0.1914  val_acc=0.9399  macroF1=0.7920  edit=31.62  segF1@50=0.36
