[b2a] train clips=13  val clips=3  in_dim=2063  tool_source=pred  classes=9  device=cuda
[b2a] evidence dir: /home/ubuntu/slocal2/m2/experiments/transfer/b2a_regiononly_mask_00_001_b2a_regiononly_mask_00_seed42
[b2a][epoch 1/50] loss=3.4970  val_acc=0.3399  macroF1=0.0762  edit=21.78  segF1@50=0.00
[b2a][epoch 2/50] loss=2.6424  val_acc=0.4145  macroF1=0.1148  edit=25.23  segF1@50=0.02
[b2a][epoch 3/50] loss=2.2282  val_acc=0.6752  macroF1=0.2291  edit=38.33  segF1@50=0.22
[b2a][epoch 4/50] loss=1.8145  val_acc=0.6759  macroF1=0.2297  edit=29.00  segF1@50=0.22
[b2a][epoch 5/50] loss=1.5426  val_acc=0.6792  macroF1=0.2310  edit=31.67  segF1@50=0.24
[b2a][epoch 6/50] loss=1.3907  val_acc=0.6825  macroF1=0.2398  edit=29.80  segF1@50=0.26
[b2a][epoch 7/50] loss=1.2673  val_acc=0.7729  macroF1=0.3578  edit=33.48  segF1@50=0.27
[b2a][epoch 8/50] loss=1.1728  val_acc=0.7848  macroF1=0.3578  edit=39.30  segF1@50=0.28
[b2a][epoch 9/50] loss=1.0707  val_acc=0.7901  macroF1=0.3848  edit=32.24  segF1@50=0.25
[b2a][epoch 10/50] loss=0.9935  val_acc=0.8403  macroF1=0.4932  edit=35.78  segF1@50=0.33
[b2a][epoch 11/50] loss=0.9103  val_acc=0.8528  macroF1=0.5016  edit=38.35  segF1@50=0.39
[b2a][epoch 12/50] loss=0.8774  val_acc=0.8515  macroF1=0.4961  edit=32.99  segF1@50=0.27
[b2a][epoch 13/50] loss=0.8061  val_acc=0.8554  macroF1=0.4972  edit=35.46  segF1@50=0.29
[b2a][epoch 14/50] loss=0.7689  val_acc=0.9116  macroF1=0.6718  edit=35.84  segF1@50=0.34
[b2a][epoch 15/50] loss=0.7413  val_acc=0.9142  macroF1=0.6810  edit=45.00  segF1@50=0.47
[b2a][epoch 16/50] loss=0.7112  val_acc=0.9175  macroF1=0.6804  edit=33.17  segF1@50=0.31
[b2a][epoch 17/50] loss=0.6834  val_acc=0.9208  macroF1=0.6855  edit=36.44  segF1@50=0.35
[b2a][epoch 18/50] loss=0.6727  val_acc=0.9221  macroF1=0.6846  edit=33.19  segF1@50=0.35
[b2a][epoch 19/50] loss=0.6181  val_acc=0.9215  macroF1=0.6849  edit=37.19  segF1@50=0.38
[b2a][epoch 20/50] loss=0.5908  val_acc=0.9208  macroF1=0.6847  edit=37.97  segF1@50=0.42
[b2a][epoch 21/50] loss=0.5777  val_acc=0.9215  macroF1=0.6847  edit=34.52  segF1@50=0.36
[b2a][epoch 22/50] loss=0.5574  val_acc=0.9208  macroF1=0.6851  edit=36.78  segF1@50=0.40
[b2a][epoch 23/50] loss=0.5654  val_acc=0.9050  macroF1=0.6932  edit=42.12  segF1@50=0.41
[b2a][epoch 24/50] loss=0.5515  val_acc=0.9182  macroF1=0.6836  edit=35.44  segF1@50=0.36
[b2a][epoch 25/50] loss=0.5544  val_acc=0.9228  macroF1=0.6852  edit=32.33  segF1@50=0.33
[b2a][epoch 26/50] loss=0.5193  val_acc=0.9168  macroF1=0.6840  edit=39.30  segF1@50=0.40
[b2a][epoch 27/50] loss=0.5071  val_acc=0.9208  macroF1=0.6888  edit=37.78  segF1@50=0.38
[b2a][epoch 28/50] loss=0.4826  val_acc=0.9248  macroF1=0.6909  edit=34.44  segF1@50=0.39
[b2a][epoch 29/50] loss=0.4755  val_acc=0.9175  macroF1=0.6889  edit=37.04  segF1@50=0.32
[b2a][epoch 30/50] loss=0.4674  val_acc=0.9241  macroF1=0.6912  edit=33.52  segF1@50=0.38
[b2a][epoch 31/50] loss=0.4530  val_acc=0.9228  macroF1=0.6921  edit=40.44  segF1@50=0.44
[b2a][epoch 32/50] loss=0.4601  val_acc=0.9254  macroF1=0.6884  edit=43.11  segF1@50=0.47
[b2a][epoch 33/50] loss=0.4433  val_acc=0.9234  macroF1=0.6872  edit=36.63  segF1@50=0.38
[b2a][epoch 34/50] loss=0.4569  val_acc=0.9241  macroF1=0.6921  edit=38.11  segF1@50=0.37
[b2a][epoch 35/50] loss=0.4440  val_acc=0.9182  macroF1=0.6969  edit=31.39  segF1@50=0.31
[b2a][epoch 36/50] loss=0.4402  val_acc=0.9261  macroF1=0.6934  edit=38.22  segF1@50=0.44
[b2a][epoch 37/50] loss=0.4137  val_acc=0.9248  macroF1=0.6878  edit=43.11  segF1@50=0.47
[b2a][epoch 38/50] loss=0.4028  val_acc=0.9267  macroF1=0.6940  edit=38.22  segF1@50=0.44
[b2a][epoch 39/50] loss=0.3940  val_acc=0.9261  macroF1=0.6983  edit=40.89  segF1@50=0.43
[b2a][epoch 40/50] loss=0.3844  val_acc=0.9241  macroF1=0.6918  edit=39.30  segF1@50=0.43
[b2a][epoch 41/50] loss=0.3742  val_acc=0.9254  macroF1=0.6918  edit=39.56  segF1@50=0.44
[b2a][epoch 42/50] loss=0.3716  val_acc=0.9248  macroF1=0.6920  edit=37.97  segF1@50=0.42
[b2a][epoch 43/50] loss=0.3623  val_acc=0.9234  macroF1=0.6915  edit=36.78  segF1@50=0.41
[b2a][epoch 44/50] loss=0.3581  val_acc=0.9241  macroF1=0.7002  edit=28.39  segF1@50=0.29
[b2a][epoch 45/50] loss=0.3635  val_acc=0.9254  macroF1=0.6926  edit=33.78  segF1@50=0.40
[b2a][epoch 46/50] loss=0.3575  val_acc=0.9228  macroF1=0.6953  edit=36.78  segF1@50=0.38
[b2a][epoch 47/50] loss=0.3416  val_acc=0.9221  macroF1=0.6990  edit=37.17  segF1@50=0.35
[b2a][epoch 48/50] loss=0.3396  val_acc=0.9254  macroF1=0.6929  edit=37.97  segF1@50=0.42
[b2a][epoch 49/50] loss=0.3450  val_acc=0.9201  macroF1=0.6979  edit=33.13  segF1@50=0.33
[b2a][epoch 50/50] loss=0.3443  val_acc=0.9234  macroF1=0.6905  edit=37.97  segF1@50=0.42
[b2a] best @epoch 38: acc=0.9267 macroF1=0.6940
[b2a] evidence written -> /home/ubuntu/slocal2/m2/experiments/transfer/b2a_regiononly_mask_00_001_b2a_regiononly_mask_00_seed42
