[t1a] train clips=13  val clips=3  in_dim=5888  region_only=False  classes=9  device=cuda
[t1a] evidence dir: /home/ubuntu/slocal/m2/experiments/transfer/t1a_3seed_det123_p123_aug_001_t1a_3seed_det123_p123_aug_seed123
[t1a][epoch 1/50] loss=2.6427  val_acc=0.6752  macroF1=0.2280  edit=25.34  segF1@50=0.17
[t1a][epoch 2/50] loss=1.5309  val_acc=0.6495  macroF1=0.2219  edit=25.97  segF1@50=0.15
[t1a][epoch 3/50] loss=1.1495  val_acc=0.6766  macroF1=0.2290  edit=35.44  segF1@50=0.26
[t1a][epoch 4/50] loss=0.9575  val_acc=0.8145  macroF1=0.4733  edit=33.86  segF1@50=0.25
[t1a][epoch 5/50] loss=0.8226  val_acc=0.9142  macroF1=0.7017  edit=42.94  segF1@50=0.44
[t1a][epoch 6/50] loss=0.6852  val_acc=0.9056  macroF1=0.6964  edit=41.01  segF1@50=0.38
[t1a][epoch 7/50] loss=0.6167  val_acc=0.9261  macroF1=0.7482  edit=51.51  segF1@50=0.54
[t1a][epoch 8/50] loss=0.5764  val_acc=0.9327  macroF1=0.7739  edit=47.78  segF1@50=0.53
[t1a][epoch 9/50] loss=0.5170  val_acc=0.9366  macroF1=0.7875  edit=49.40  segF1@50=0.53
[t1a][epoch 10/50] loss=0.4679  val_acc=0.9380  macroF1=0.7958  edit=46.83  segF1@50=0.53
[t1a][epoch 11/50] loss=0.4415  val_acc=0.9432  macroF1=0.8002  edit=48.61  segF1@50=0.53
[t1a][epoch 12/50] loss=0.4721  val_acc=0.9248  macroF1=0.7596  edit=50.00  segF1@50=0.52
[t1a][epoch 13/50] loss=0.6188  val_acc=0.9419  macroF1=0.8034  edit=32.59  segF1@50=0.39
[t1a][epoch 14/50] loss=0.5277  val_acc=0.9485  macroF1=0.8172  edit=44.44  segF1@50=0.50
[t1a][epoch 15/50] loss=0.4430  val_acc=0.9465  macroF1=0.8044  edit=45.81  segF1@50=0.51
[t1a][epoch 16/50] loss=0.3968  val_acc=0.9406  macroF1=0.8009  edit=43.12  segF1@50=0.50
[t1a][epoch 17/50] loss=0.4031  val_acc=0.9485  macroF1=0.8164  edit=45.08  segF1@50=0.50
[t1a][epoch 18/50] loss=0.3934  val_acc=0.9314  macroF1=0.7911  edit=39.06  segF1@50=0.43
[t1a][epoch 19/50] loss=0.3870  val_acc=0.9432  macroF1=0.8040  edit=45.81  segF1@50=0.50
[t1a][epoch 20/50] loss=0.3407  val_acc=0.9498  macroF1=0.8210  edit=49.71  segF1@50=0.57
[t1a][epoch 21/50] loss=0.3218  val_acc=0.9419  macroF1=0.7986  edit=43.59  segF1@50=0.48
[t1a][epoch 22/50] loss=0.3049  val_acc=0.9472  macroF1=0.8171  edit=43.59  segF1@50=0.51
[t1a][epoch 23/50] loss=0.2973  val_acc=0.9426  macroF1=0.8006  edit=42.06  segF1@50=0.47
[t1a][epoch 24/50] loss=0.3246  val_acc=0.9492  macroF1=0.8239  edit=42.00  segF1@50=0.50
[t1a][epoch 25/50] loss=0.2988  val_acc=0.9347  macroF1=0.7857  edit=44.44  segF1@50=0.47
[t1a][epoch 26/50] loss=0.2922  val_acc=0.9472  macroF1=0.8176  edit=40.19  segF1@50=0.50
[t1a][epoch 27/50] loss=0.2923  val_acc=0.9399  macroF1=0.7986  edit=41.16  segF1@50=0.47
[t1a][epoch 28/50] loss=0.2829  val_acc=0.9446  macroF1=0.8068  edit=38.75  segF1@50=0.46
[t1a][epoch 29/50] loss=0.2703  val_acc=0.9472  macroF1=0.8204  edit=39.77  segF1@50=0.49
[t1a][epoch 30/50] loss=0.2522  val_acc=0.9452  macroF1=0.8093  edit=39.57  segF1@50=0.47
[t1a][epoch 31/50] loss=0.2467  val_acc=0.9465  macroF1=0.8174  edit=42.56  segF1@50=0.50
[t1a][epoch 32/50] loss=0.2354  val_acc=0.9472  macroF1=0.8165  edit=42.00  segF1@50=0.50
[t1a][epoch 33/50] loss=0.2309  val_acc=0.9485  macroF1=0.8182  edit=42.56  segF1@50=0.50
[t1a][epoch 34/50] loss=0.2250  val_acc=0.9465  macroF1=0.8156  edit=42.56  segF1@50=0.50
[t1a][epoch 35/50] loss=0.2169  val_acc=0.9459  macroF1=0.8162  edit=41.47  segF1@50=0.50
[t1a][epoch 36/50] loss=0.2131  val_acc=0.9465  macroF1=0.8156  edit=42.56  segF1@50=0.50
[t1a][epoch 37/50] loss=0.2070  val_acc=0.9446  macroF1=0.8148  edit=41.47  segF1@50=0.50
[t1a][epoch 38/50] loss=0.2021  val_acc=0.9446  macroF1=0.8148  edit=41.47  segF1@50=0.50
[t1a][epoch 39/50] loss=0.1981  val_acc=0.9446  macroF1=0.8137  edit=42.56  segF1@50=0.50
[t1a][epoch 40/50] loss=0.1993  val_acc=0.9399  macroF1=0.8015  edit=39.58  segF1@50=0.47
[t1a][epoch 41/50] loss=0.2202  val_acc=0.9452  macroF1=0.8198  edit=36.05  segF1@50=0.43
[t1a][epoch 42/50] loss=0.2298  val_acc=0.9380  macroF1=0.7915  edit=39.95  segF1@50=0.47
