[t1a] train clips=13  val clips=3  in_dim=5888  region_only=False  classes=9  device=cuda
[t1a] evidence dir: /home/ubuntu/slocal/m2/experiments/transfer/t1a_3seed_det456_p456_frozen_001_t1a_3seed_det456_p456_frozen_seed456
[t1a][epoch 1/50] loss=2.7564  val_acc=0.6304  macroF1=0.2136  edit=14.86  segF1@50=0.23
[t1a][epoch 2/50] loss=1.6984  val_acc=0.6719  macroF1=0.2263  edit=23.90  segF1@50=0.18
[t1a][epoch 3/50] loss=1.1807  val_acc=0.6779  macroF1=0.2276  edit=32.78  segF1@50=0.25
[t1a][epoch 4/50] loss=0.9785  val_acc=0.8238  macroF1=0.5247  edit=29.79  segF1@50=0.26
[t1a][epoch 5/50] loss=0.8443  val_acc=0.8521  macroF1=0.5600  edit=37.58  segF1@50=0.41
[t1a][epoch 6/50] loss=0.7331  val_acc=0.8601  macroF1=0.5886  edit=39.92  segF1@50=0.39
[t1a][epoch 7/50] loss=0.6767  val_acc=0.9135  macroF1=0.7384  edit=45.83  segF1@50=0.52
[t1a][epoch 8/50] loss=0.7666  val_acc=0.9241  macroF1=0.7219  edit=44.81  segF1@50=0.47
[t1a][epoch 9/50] loss=0.6933  val_acc=0.9360  macroF1=0.7715  edit=44.77  segF1@50=0.50
[t1a][epoch 10/50] loss=0.5760  val_acc=0.9386  macroF1=0.7831  edit=48.83  segF1@50=0.52
[t1a][epoch 11/50] loss=0.5214  val_acc=0.9380  macroF1=0.7819  edit=43.27  segF1@50=0.44
[t1a][epoch 12/50] loss=0.4816  val_acc=0.9419  macroF1=0.7913  edit=50.49  segF1@50=0.55
[t1a][epoch 13/50] loss=0.4541  val_acc=0.9393  macroF1=0.7889  edit=46.99  segF1@50=0.53
[t1a][epoch 14/50] loss=0.4604  val_acc=0.9432  macroF1=0.7989  edit=47.59  segF1@50=0.52
[t1a][epoch 15/50] loss=0.4325  val_acc=0.9459  macroF1=0.8005  edit=45.63  segF1@50=0.48
[t1a][epoch 16/50] loss=0.4126  val_acc=0.9459  macroF1=0.8020  edit=46.37  segF1@50=0.51
[t1a][epoch 17/50] loss=0.3846  val_acc=0.9432  macroF1=0.7990  edit=45.14  segF1@50=0.46
[t1a][epoch 18/50] loss=0.3692  val_acc=0.9452  macroF1=0.7955  edit=50.25  segF1@50=0.55
[t1a][epoch 19/50] loss=0.3444  val_acc=0.9472  macroF1=0.8040  edit=46.97  segF1@50=0.53
[t1a][epoch 20/50] loss=0.3359  val_acc=0.9452  macroF1=0.7979  edit=50.25  segF1@50=0.55
[t1a][epoch 21/50] loss=0.3222  val_acc=0.9505  macroF1=0.8109  edit=45.81  segF1@50=0.52
[t1a][epoch 22/50] loss=0.3176  val_acc=0.9426  macroF1=0.7956  edit=47.97  segF1@50=0.53
[t1a][epoch 23/50] loss=0.3216  val_acc=0.9545  macroF1=0.8158  edit=45.28  segF1@50=0.53
[t1a][epoch 24/50] loss=0.3120  val_acc=0.9432  macroF1=0.7992  edit=43.25  segF1@50=0.43
[t1a][epoch 25/50] loss=0.2950  val_acc=0.9446  macroF1=0.7979  edit=44.70  segF1@50=0.45
[t1a][epoch 26/50] loss=0.2843  val_acc=0.9459  macroF1=0.8033  edit=42.59  segF1@50=0.44
[t1a][epoch 27/50] loss=0.2730  val_acc=0.9498  macroF1=0.8093  edit=42.06  segF1@50=0.49
[t1a][epoch 28/50] loss=0.2710  val_acc=0.9413  macroF1=0.7916  edit=38.69  segF1@50=0.41
[t1a][epoch 29/50] loss=0.3183  val_acc=0.9472  macroF1=0.8106  edit=31.77  segF1@50=0.38
[t1a][epoch 30/50] loss=0.3189  val_acc=0.9347  macroF1=0.7888  edit=43.80  segF1@50=0.50
[t1a][epoch 31/50] loss=0.3352  val_acc=0.9393  macroF1=0.8038  edit=35.96  segF1@50=0.41
[t1a][epoch 32/50] loss=0.3331  val_acc=0.9446  macroF1=0.7983  edit=32.78  segF1@50=0.40
[t1a][epoch 33/50] loss=0.2957  val_acc=0.9512  macroF1=0.8143  edit=37.56  segF1@50=0.41
[t1a][epoch 34/50] loss=0.2627  val_acc=0.9452  macroF1=0.8061  edit=37.90  segF1@50=0.42
[t1a][epoch 35/50] loss=0.2395  val_acc=0.9465  macroF1=0.8075  edit=37.96  segF1@50=0.40
[t1a][epoch 36/50] loss=0.2280  val_acc=0.9452  macroF1=0.8046  edit=37.90  segF1@50=0.41
[t1a][epoch 37/50] loss=0.2185  val_acc=0.9446  macroF1=0.8047  edit=37.17  segF1@50=0.41
[t1a][epoch 38/50] loss=0.2156  val_acc=0.9459  macroF1=0.8058  edit=39.77  segF1@50=0.43
[t1a][epoch 39/50] loss=0.2115  val_acc=0.9439  macroF1=0.8034  edit=37.04  segF1@50=0.41
[t1a][epoch 40/50] loss=0.2090  val_acc=0.9452  macroF1=0.8046  edit=37.04  segF1@50=0.41
[t1a][epoch 41/50] loss=0.2030  val_acc=0.9432  macroF1=0.8009  edit=39.35  segF1@50=0.42
[t1a][epoch 42/50] loss=0.2033  val_acc=0.9479  macroF1=0.8079  edit=33.52  segF1@50=0.38
[t1a][epoch 43/50] loss=0.1956  val_acc=0.9439  macroF1=0.8018  edit=39.89  segF1@50=0.43
[t1a][epoch 44/50] loss=0.1911  val_acc=0.9459  macroF1=0.8052  edit=37.96  segF1@50=0.42
[t1a][epoch 45/50] loss=0.1882  val_acc=0.9452  macroF1=0.8052  edit=37.90  segF1@50=0.41
[t1a][epoch 46/50] loss=0.1833  val_acc=0.9452  macroF1=0.8048  edit=37.96  segF1@50=0.40
[t1a][epoch 47/50] loss=0.1799  val_acc=0.9446  macroF1=0.8030  edit=41.80  segF1@50=0.45
[t1a][epoch 48/50] loss=0.1803  val_acc=0.9452  macroF1=0.8050  edit=39.29  segF1@50=0.42
[t1a][epoch 49/50] loss=0.1799  val_acc=0.9452  macroF1=0.8040  edit=39.77  segF1@50=0.43
[t1a][epoch 50/50] loss=0.1955  val_acc=0.9432  macroF1=0.8016  edit=35.14  segF1@50=0.41
[t1a] best @epoch 23: acc=0.9545 macroF1=0.8158
[t1a] evidence written -> /home/ubuntu/slocal/m2/experiments/transfer/t1a_3seed_det456_p456_frozen_001_t1a_3seed_det456_p456_frozen_seed456
