[b2a] train clips=13  val clips=3  in_dim=2063  tool_source=pred  classes=9  device=cuda
[b2a] evidence dir: /home/ubuntu/slocal2/m2/experiments/transfer/b2a_regiononly_mask_01_001_b2a_regiononly_mask_01_seed42
[b2a][epoch 1/50] loss=3.4989  val_acc=0.3399  macroF1=0.0762  edit=15.11  segF1@50=0.00
[b2a][epoch 2/50] loss=2.6560  val_acc=0.4205  macroF1=0.1177  edit=33.78  segF1@50=0.01
[b2a][epoch 3/50] loss=2.2475  val_acc=0.6759  macroF1=0.2291  edit=34.33  segF1@50=0.22
[b2a][epoch 4/50] loss=1.8608  val_acc=0.6772  macroF1=0.2301  edit=31.67  segF1@50=0.22
[b2a][epoch 5/50] loss=1.5840  val_acc=0.6805  macroF1=0.2310  edit=29.00  segF1@50=0.22
[b2a][epoch 6/50] loss=1.4395  val_acc=0.6785  macroF1=0.2307  edit=31.56  segF1@50=0.24
[b2a][epoch 7/50] loss=1.3043  val_acc=0.7241  macroF1=0.3075  edit=33.92  segF1@50=0.29
[b2a][epoch 8/50] loss=1.2048  val_acc=0.7842  macroF1=0.3594  edit=36.90  segF1@50=0.32
[b2a][epoch 9/50] loss=1.0962  val_acc=0.7789  macroF1=0.3552  edit=35.90  segF1@50=0.28
[b2a][epoch 10/50] loss=1.0274  val_acc=0.8132  macroF1=0.4386  edit=38.22  segF1@50=0.32
[b2a][epoch 11/50] loss=0.9466  val_acc=0.7914  macroF1=0.4877  edit=29.29  segF1@50=0.35
[b2a][epoch 12/50] loss=0.9089  val_acc=0.8462  macroF1=0.4886  edit=30.88  segF1@50=0.24
[b2a][epoch 13/50] loss=0.8149  val_acc=0.8587  macroF1=0.5107  edit=35.11  segF1@50=0.28
[b2a][epoch 14/50] loss=0.7745  val_acc=0.8561  macroF1=0.5420  edit=38.94  segF1@50=0.34
[b2a][epoch 15/50] loss=0.7309  val_acc=0.8818  macroF1=0.6630  edit=39.04  segF1@50=0.42
[b2a][epoch 16/50] loss=0.7003  val_acc=0.9135  macroF1=0.6918  edit=34.22  segF1@50=0.29
[b2a][epoch 17/50] loss=0.6697  val_acc=0.9155  macroF1=0.7336  edit=39.51  segF1@50=0.36
[b2a][epoch 18/50] loss=0.6266  val_acc=0.9261  macroF1=0.7450  edit=42.17  segF1@50=0.37
[b2a][epoch 19/50] loss=0.6045  val_acc=0.9168  macroF1=0.7422  edit=36.72  segF1@50=0.32
[b2a][epoch 20/50] loss=0.6084  val_acc=0.9294  macroF1=0.7466  edit=40.74  segF1@50=0.39
[b2a][epoch 21/50] loss=0.5714  val_acc=0.9294  macroF1=0.7441  edit=40.33  segF1@50=0.36
[b2a][epoch 22/50] loss=0.5532  val_acc=0.9333  macroF1=0.7712  edit=40.51  segF1@50=0.39
[b2a][epoch 23/50] loss=0.5387  val_acc=0.9294  macroF1=0.7555  edit=39.81  segF1@50=0.38
[b2a][epoch 24/50] loss=0.5288  val_acc=0.9333  macroF1=0.7745  edit=46.30  segF1@50=0.52
[b2a][epoch 25/50] loss=0.5798  val_acc=0.9287  macroF1=0.7442  edit=41.01  segF1@50=0.38
[b2a][epoch 26/50] loss=0.6020  val_acc=0.9208  macroF1=0.7048  edit=34.63  segF1@50=0.33
[b2a][epoch 27/50] loss=0.5283  val_acc=0.9208  macroF1=0.7280  edit=44.95  segF1@50=0.41
[b2a][epoch 28/50] loss=0.4961  val_acc=0.9360  macroF1=0.7631  edit=41.38  segF1@50=0.42
[b2a][epoch 29/50] loss=0.4828  val_acc=0.9228  macroF1=0.7580  edit=43.69  segF1@50=0.46
[b2a][epoch 30/50] loss=0.4736  val_acc=0.9366  macroF1=0.7679  edit=41.75  segF1@50=0.42
[b2a][epoch 31/50] loss=0.4551  val_acc=0.9333  macroF1=0.7728  edit=39.07  segF1@50=0.37
[b2a][epoch 32/50] loss=0.4496  val_acc=0.9353  macroF1=0.7674  edit=39.07  segF1@50=0.39
[b2a][epoch 33/50] loss=0.4448  val_acc=0.9307  macroF1=0.7770  edit=37.96  segF1@50=0.43
[b2a][epoch 34/50] loss=0.4407  val_acc=0.9333  macroF1=0.7641  edit=43.25  segF1@50=0.39
[b2a][epoch 35/50] loss=0.4524  val_acc=0.9340  macroF1=0.7676  edit=36.97  segF1@50=0.38
[b2a][epoch 36/50] loss=0.4306  val_acc=0.9353  macroF1=0.7673  edit=43.25  segF1@50=0.43
[b2a][epoch 37/50] loss=0.4114  val_acc=0.9347  macroF1=0.7820  edit=39.39  segF1@50=0.42
[b2a][epoch 38/50] loss=0.4004  val_acc=0.9373  macroF1=0.7715  edit=42.48  segF1@50=0.42
[b2a][epoch 39/50] loss=0.4065  val_acc=0.9366  macroF1=0.7717  edit=38.52  segF1@50=0.39
[b2a][epoch 40/50] loss=0.3956  val_acc=0.9399  macroF1=0.7832  edit=43.52  segF1@50=0.47
[b2a][epoch 41/50] loss=0.3879  val_acc=0.9360  macroF1=0.7706  edit=40.74  segF1@50=0.40
[b2a][epoch 42/50] loss=0.3965  val_acc=0.9135  macroF1=0.7543  edit=32.22  segF1@50=0.34
[b2a][epoch 43/50] loss=0.3831  val_acc=0.9261  macroF1=0.7424  edit=45.03  segF1@50=0.47
[b2a][epoch 44/50] loss=0.4019  val_acc=0.9399  macroF1=0.7862  edit=34.36  segF1@50=0.39
[b2a][epoch 45/50] loss=0.4250  val_acc=0.9373  macroF1=0.7701  edit=38.96  segF1@50=0.40
[b2a][epoch 46/50] loss=0.3934  val_acc=0.9142  macroF1=0.7546  edit=41.31  segF1@50=0.41
[b2a][epoch 47/50] loss=0.3663  val_acc=0.9393  macroF1=0.7797  edit=41.49  segF1@50=0.42
[b2a][epoch 48/50] loss=0.3520  val_acc=0.9406  macroF1=0.7805  edit=41.67  segF1@50=0.46
[b2a][epoch 49/50] loss=0.3465  val_acc=0.9300  macroF1=0.7751  edit=35.87  segF1@50=0.37
[b2a][epoch 50/50] loss=0.3420  val_acc=0.9380  macroF1=0.7740  edit=40.63  segF1@50=0.42
[b2a] best @epoch 48: acc=0.9406 macroF1=0.7805
[b2a] evidence written -> /home/ubuntu/slocal2/m2/experiments/transfer/b2a_regiononly_mask_01_001_b2a_regiononly_mask_01_seed42
