[t1a] train clips=13  val clips=3  in_dim=5888  region_only=False  classes=9  device=cuda
[t1a] evidence dir: /home/ubuntu/slocal2/m2/experiments/transfer/t1a_region_mask_06_001_t1a_region_mask_06_seed42
[t1a][epoch 1/50] loss=3.1021  val_acc=0.3828  macroF1=0.0901  edit=27.59  segF1@50=0.22
[t1a][epoch 2/50] loss=1.8954  val_acc=0.6799  macroF1=0.2338  edit=32.78  segF1@50=0.30
[t1a][epoch 3/50] loss=1.3987  val_acc=0.6601  macroF1=0.2261  edit=35.44  segF1@50=0.27
[t1a][epoch 4/50] loss=1.1508  val_acc=0.6818  macroF1=0.2401  edit=31.33  segF1@50=0.27
[t1a][epoch 5/50] loss=0.9800  val_acc=0.8284  macroF1=0.5434  edit=31.95  segF1@50=0.30
[t1a][epoch 6/50] loss=0.8507  val_acc=0.9228  macroF1=0.7561  edit=43.41  segF1@50=0.48
[t1a][epoch 7/50] loss=0.6993  val_acc=0.9248  macroF1=0.7521  edit=46.89  segF1@50=0.51
[t1a][epoch 8/50] loss=0.6117  val_acc=0.9267  macroF1=0.7545  edit=57.78  segF1@50=0.61
[t1a][epoch 9/50] loss=0.5785  val_acc=0.9221  macroF1=0.7567  edit=39.68  segF1@50=0.44
[t1a][epoch 10/50] loss=0.6571  val_acc=0.9380  macroF1=0.7889  edit=55.86  segF1@50=0.58
[t1a][epoch 11/50] loss=0.5518  val_acc=0.9287  macroF1=0.7684  edit=44.07  segF1@50=0.41
[t1a][epoch 12/50] loss=0.5052  val_acc=0.9333  macroF1=0.7766  edit=39.72  segF1@50=0.45
[t1a][epoch 13/50] loss=0.4648  val_acc=0.9333  macroF1=0.7777  edit=50.25  segF1@50=0.53
[t1a][epoch 14/50] loss=0.4445  val_acc=0.9380  macroF1=0.7938  edit=46.37  segF1@50=0.51
[t1a][epoch 15/50] loss=0.4235  val_acc=0.9307  macroF1=0.7755  edit=47.68  segF1@50=0.52
[t1a][epoch 16/50] loss=0.3993  val_acc=0.9347  macroF1=0.7754  edit=42.02  segF1@50=0.46
[t1a][epoch 17/50] loss=0.4032  val_acc=0.9426  macroF1=0.8065  edit=46.67  segF1@50=0.53
[t1a][epoch 18/50] loss=0.4002  val_acc=0.9347  macroF1=0.7735  edit=45.00  segF1@50=0.48
[t1a][epoch 19/50] loss=0.4365  val_acc=0.9446  macroF1=0.8103  edit=49.44  segF1@50=0.55
[t1a][epoch 20/50] loss=0.3948  val_acc=0.9347  macroF1=0.7901  edit=34.59  segF1@50=0.37
[t1a][epoch 21/50] loss=0.3542  val_acc=0.9360  macroF1=0.7844  edit=38.81  segF1@50=0.43
[t1a][epoch 22/50] loss=0.3344  val_acc=0.9063  macroF1=0.7671  edit=33.68  segF1@50=0.40
[t1a][epoch 23/50] loss=0.3775  val_acc=0.9426  macroF1=0.8013  edit=37.02  segF1@50=0.44
[t1a][epoch 24/50] loss=0.4060  val_acc=0.9294  macroF1=0.7745  edit=43.89  segF1@50=0.47
