[t1a] train clips=13  val clips=3  in_dim=5888  region_only=False  classes=9  device=cuda
[t1a] evidence dir: /home/ubuntu/slocal2/m2/experiments/transfer/t1a_region_mask_14_003_t1a_region_mask_14_seed456
[t1a][epoch 1/50] loss=2.7382  val_acc=0.6574  macroF1=0.2226  edit=14.34  segF1@50=0.18
[t1a][epoch 2/50] loss=1.6854  val_acc=0.6792  macroF1=0.2292  edit=29.33  segF1@50=0.22
[t1a][epoch 3/50] loss=1.1638  val_acc=0.6799  macroF1=0.2281  edit=31.96  segF1@50=0.29
[t1a][epoch 4/50] loss=0.9672  val_acc=0.8132  macroF1=0.5191  edit=30.95  segF1@50=0.22
[t1a][epoch 5/50] loss=0.8493  val_acc=0.8521  macroF1=0.5540  edit=38.44  segF1@50=0.31
[t1a][epoch 6/50] loss=0.7441  val_acc=0.8620  macroF1=0.5661  edit=42.65  segF1@50=0.40
[t1a][epoch 7/50] loss=0.6564  val_acc=0.8851  macroF1=0.6420  edit=52.51  segF1@50=0.48
[t1a][epoch 8/50] loss=0.6048  val_acc=0.9168  macroF1=0.7238  edit=40.68  segF1@50=0.40
[t1a][epoch 9/50] loss=0.5903  val_acc=0.9241  macroF1=0.7356  edit=37.25  segF1@50=0.39
[t1a][epoch 10/50] loss=0.5222  val_acc=0.9360  macroF1=0.7690  edit=43.16  segF1@50=0.48
[t1a][epoch 11/50] loss=0.4831  val_acc=0.9300  macroF1=0.7619  edit=44.16  segF1@50=0.47
[t1a][epoch 12/50] loss=0.4756  val_acc=0.9426  macroF1=0.7969  edit=41.27  segF1@50=0.48
[t1a][epoch 13/50] loss=0.4936  val_acc=0.9353  macroF1=0.7638  edit=48.23  segF1@50=0.51
[t1a][epoch 14/50] loss=0.5685  val_acc=0.9320  macroF1=0.7779  edit=40.28  segF1@50=0.44
[t1a][epoch 15/50] loss=0.4637  val_acc=0.9472  macroF1=0.8077  edit=41.97  segF1@50=0.47
[t1a][epoch 16/50] loss=0.4276  val_acc=0.9452  macroF1=0.8023  edit=36.37  segF1@50=0.38
[t1a][epoch 17/50] loss=0.3934  val_acc=0.9419  macroF1=0.7944  edit=42.86  segF1@50=0.47
[t1a][epoch 18/50] loss=0.3721  val_acc=0.9472  macroF1=0.8043  edit=35.70  segF1@50=0.43
[t1a][epoch 19/50] loss=0.3496  val_acc=0.9426  macroF1=0.7953  edit=40.50  segF1@50=0.45
[t1a][epoch 20/50] loss=0.3451  val_acc=0.9492  macroF1=0.8094  edit=44.44  segF1@50=0.50
[t1a][epoch 21/50] loss=0.3385  val_acc=0.9399  macroF1=0.7800  edit=35.83  segF1@50=0.42
[t1a][epoch 22/50] loss=0.3338  val_acc=0.9465  macroF1=0.7988  edit=34.38  segF1@50=0.41
[t1a][epoch 23/50] loss=0.3133  val_acc=0.9386  macroF1=0.7922  edit=38.61  segF1@50=0.42
[t1a][epoch 24/50] loss=0.3017  val_acc=0.9439  macroF1=0.7890  edit=34.40  segF1@50=0.41
[t1a][epoch 25/50] loss=0.3005  val_acc=0.9446  macroF1=0.7997  edit=31.85  segF1@50=0.39
[t1a][epoch 26/50] loss=0.2932  val_acc=0.9419  macroF1=0.7954  edit=38.29  segF1@50=0.43
[t1a][epoch 27/50] loss=0.2833  val_acc=0.9432  macroF1=0.7910  edit=32.71  segF1@50=0.39
[t1a][epoch 28/50] loss=0.2643  val_acc=0.9426  macroF1=0.7965  edit=37.01  segF1@50=0.42
[t1a][epoch 29/50] loss=0.2522  val_acc=0.9432  macroF1=0.7934  edit=34.40  segF1@50=0.41
[t1a][epoch 30/50] loss=0.2500  val_acc=0.9432  macroF1=0.7942  edit=37.16  segF1@50=0.43
[t1a][epoch 31/50] loss=0.2443  val_acc=0.9439  macroF1=0.7925  edit=36.25  segF1@50=0.43
[t1a][epoch 32/50] loss=0.2419  val_acc=0.9426  macroF1=0.7987  edit=30.74  segF1@50=0.35
[t1a][epoch 33/50] loss=0.2385  val_acc=0.9426  macroF1=0.7954  edit=37.16  segF1@50=0.43
[t1a][epoch 34/50] loss=0.2246  val_acc=0.9465  macroF1=0.8049  edit=31.85  segF1@50=0.40
[t1a][epoch 35/50] loss=0.2238  val_acc=0.9406  macroF1=0.7852  edit=35.89  segF1@50=0.42
[t1a][epoch 36/50] loss=0.2583  val_acc=0.9333  macroF1=0.7919  edit=33.56  segF1@50=0.38
[t1a][epoch 37/50] loss=0.3103  val_acc=0.9195  macroF1=0.7383  edit=45.14  segF1@50=0.49
[t1a][epoch 38/50] loss=0.3846  val_acc=0.9347  macroF1=0.7822  edit=25.19  segF1@50=0.35
[t1a][epoch 39/50] loss=0.4193  val_acc=0.9393  macroF1=0.7921  edit=23.23  segF1@50=0.28
[t1a][epoch 40/50] loss=0.3939  val_acc=0.9281  macroF1=0.7846  edit=36.78  segF1@50=0.37
[t1a][epoch 41/50] loss=0.3067  val_acc=0.9439  macroF1=0.7982  edit=27.15  segF1@50=0.34
[t1a][epoch 42/50] loss=0.2636  val_acc=0.9386  macroF1=0.7879  edit=34.90  segF1@50=0.40
