[t1a] train clips=13  val clips=3  in_dim=5903  region_only=False  classes=9  device=cuda
[t1a] evidence dir: /home/ubuntu/slocal2/m2/experiments/transfer/t1a_combined_oracle_noise_p010_001_t1a_combined_oracle_noise_p010_seed42
[t1a][epoch 1/50] loss=3.1332  val_acc=0.4125  macroF1=0.1132  edit=34.12  segF1@50=0.22
[t1a][epoch 2/50] loss=1.8091  val_acc=0.6818  macroF1=0.2292  edit=28.78  segF1@50=0.21
[t1a][epoch 3/50] loss=1.3190  val_acc=0.6726  macroF1=0.2302  edit=29.89  segF1@50=0.13
[t1a][epoch 4/50] loss=1.0947  val_acc=0.7868  macroF1=0.3794  edit=31.84  segF1@50=0.34
[t1a][epoch 5/50] loss=0.9203  val_acc=0.8277  macroF1=0.5105  edit=29.11  segF1@50=0.26
[t1a][epoch 6/50] loss=0.7896  val_acc=0.9043  macroF1=0.6921  edit=35.96  segF1@50=0.36
[t1a][epoch 7/50] loss=0.6859  val_acc=0.9182  macroF1=0.7292  edit=40.68  segF1@50=0.40
[t1a][epoch 8/50] loss=0.6129  val_acc=0.9254  macroF1=0.7473  edit=40.01  segF1@50=0.43
[t1a][epoch 9/50] loss=0.5598  val_acc=0.9307  macroF1=0.7591  edit=39.15  segF1@50=0.43
[t1a][epoch 10/50] loss=0.5789  val_acc=0.9353  macroF1=0.7857  edit=38.79  segF1@50=0.43
[t1a][epoch 11/50] loss=0.5565  val_acc=0.9241  macroF1=0.7516  edit=41.13  segF1@50=0.41
[t1a][epoch 12/50] loss=0.4987  val_acc=0.9373  macroF1=0.7736  edit=40.93  segF1@50=0.42
[t1a][epoch 13/50] loss=0.5259  val_acc=0.9320  macroF1=0.7696  edit=43.40  segF1@50=0.47
[t1a][epoch 14/50] loss=0.4830  val_acc=0.9413  macroF1=0.7939  edit=36.05  segF1@50=0.39
[t1a][epoch 15/50] loss=0.4398  val_acc=0.9399  macroF1=0.7801  edit=40.43  segF1@50=0.46
[t1a][epoch 16/50] loss=0.4045  val_acc=0.9360  macroF1=0.7826  edit=42.05  segF1@50=0.43
[t1a][epoch 17/50] loss=0.3818  val_acc=0.9419  macroF1=0.7857  edit=41.07  segF1@50=0.47
[t1a][epoch 18/50] loss=0.3694  val_acc=0.9413  macroF1=0.7871  edit=42.26  segF1@50=0.48
[t1a][epoch 19/50] loss=0.3533  val_acc=0.9446  macroF1=0.7974  edit=39.96  segF1@50=0.46
[t1a][epoch 20/50] loss=0.3523  val_acc=0.9399  macroF1=0.7831  edit=39.35  segF1@50=0.42
[t1a][epoch 21/50] loss=0.3455  val_acc=0.9446  macroF1=0.7977  edit=40.14  segF1@50=0.46
[t1a][epoch 22/50] loss=0.3309  val_acc=0.9393  macroF1=0.7805  edit=36.93  segF1@50=0.43
[t1a][epoch 23/50] loss=0.4121  val_acc=0.9353  macroF1=0.7981  edit=37.72  segF1@50=0.40
