[t1a] train clips=13  val clips=3  in_dim=5888  region_only=False  classes=9  device=cuda
[t1a] evidence dir: /home/ubuntu/slocal/m2/experiments/transfer/t1a_3seed_det123_p42_aug_001_t1a_3seed_det123_p42_aug_seed42
[t1a][epoch 1/50] loss=2.9238  val_acc=0.6403  macroF1=0.2236  edit=29.90  segF1@50=0.25
[t1a][epoch 2/50] loss=1.6964  val_acc=0.6627  macroF1=0.2227  edit=21.59  segF1@50=0.18
[t1a][epoch 3/50] loss=1.2773  val_acc=0.6548  macroF1=0.2205  edit=27.12  segF1@50=0.23
[t1a][epoch 4/50] loss=1.0831  val_acc=0.6805  macroF1=0.2407  edit=36.78  segF1@50=0.27
[t1a][epoch 5/50] loss=0.9239  val_acc=0.8370  macroF1=0.5407  edit=31.90  segF1@50=0.29
[t1a][epoch 6/50] loss=0.7772  val_acc=0.9254  macroF1=0.7559  edit=52.71  segF1@50=0.56
[t1a][epoch 7/50] loss=0.6539  val_acc=0.9314  macroF1=0.7797  edit=57.44  segF1@50=0.60
[t1a][epoch 8/50] loss=0.5710  val_acc=0.9360  macroF1=0.7856  edit=67.30  segF1@50=0.64
[t1a][epoch 9/50] loss=0.5824  val_acc=0.9320  macroF1=0.7874  edit=50.00  segF1@50=0.55
[t1a][epoch 10/50] loss=0.6474  val_acc=0.9393  macroF1=0.7935  edit=55.56  segF1@50=0.56
[t1a][epoch 11/50] loss=0.5121  val_acc=0.9380  macroF1=0.7980  edit=48.29  segF1@50=0.54
[t1a][epoch 12/50] loss=0.4649  val_acc=0.9419  macroF1=0.7997  edit=51.45  segF1@50=0.56
[t1a][epoch 13/50] loss=0.4317  val_acc=0.9386  macroF1=0.7962  edit=50.30  segF1@50=0.54
[t1a][epoch 14/50] loss=0.4101  val_acc=0.9399  macroF1=0.7983  edit=42.73  segF1@50=0.50
[t1a][epoch 15/50] loss=0.4020  val_acc=0.9479  macroF1=0.8171  edit=45.81  segF1@50=0.52
[t1a][epoch 16/50] loss=0.3990  val_acc=0.9413  macroF1=0.7985  edit=47.16  segF1@50=0.53
[t1a][epoch 17/50] loss=0.4025  val_acc=0.9479  macroF1=0.8199  edit=44.15  segF1@50=0.51
[t1a][epoch 18/50] loss=0.3593  val_acc=0.9399  macroF1=0.8008  edit=47.62  segF1@50=0.53
[t1a][epoch 19/50] loss=0.3470  val_acc=0.9465  macroF1=0.8150  edit=43.59  segF1@50=0.51
[t1a][epoch 20/50] loss=0.3446  val_acc=0.9386  macroF1=0.8003  edit=51.06  segF1@50=0.56
[t1a][epoch 21/50] loss=0.3290  val_acc=0.9465  macroF1=0.8102  edit=44.15  segF1@50=0.49
[t1a][epoch 22/50] loss=0.3060  val_acc=0.9393  macroF1=0.8033  edit=47.01  segF1@50=0.53
[t1a][epoch 23/50] loss=0.3181  val_acc=0.9472  macroF1=0.8184  edit=45.37  segF1@50=0.51
[t1a][epoch 24/50] loss=0.3263  val_acc=0.9386  macroF1=0.8019  edit=49.67  segF1@50=0.56
[t1a][epoch 25/50] loss=0.3168  val_acc=0.9446  macroF1=0.8094  edit=39.29  segF1@50=0.47
[t1a][epoch 26/50] loss=0.3731  val_acc=0.9327  macroF1=0.7766  edit=42.96  segF1@50=0.45
[t1a][epoch 27/50] loss=0.4075  val_acc=0.9426  macroF1=0.8063  edit=46.03  segF1@50=0.53
[t1a][epoch 28/50] loss=0.3467  val_acc=0.9492  macroF1=0.8191  edit=48.95  segF1@50=0.54
[t1a][epoch 29/50] loss=0.3196  val_acc=0.9399  macroF1=0.7980  edit=46.72  segF1@50=0.53
[t1a][epoch 30/50] loss=0.3014  val_acc=0.9518  macroF1=0.8234  edit=40.48  segF1@50=0.49
[t1a][epoch 31/50] loss=0.2817  val_acc=0.9452  macroF1=0.8130  edit=54.70  segF1@50=0.60
[t1a][epoch 32/50] loss=0.2572  val_acc=0.9432  macroF1=0.8088  edit=41.16  segF1@50=0.48
[t1a][epoch 33/50] loss=0.2421  val_acc=0.9439  macroF1=0.8097  edit=47.16  segF1@50=0.54
[t1a][epoch 34/50] loss=0.2364  val_acc=0.9472  macroF1=0.8156  edit=42.56  segF1@50=0.50
[t1a][epoch 35/50] loss=0.2280  val_acc=0.9459  macroF1=0.8136  edit=39.79  segF1@50=0.48
[t1a][epoch 36/50] loss=0.2227  val_acc=0.9439  macroF1=0.8128  edit=39.79  segF1@50=0.48
[t1a][epoch 37/50] loss=0.2218  val_acc=0.9446  macroF1=0.8133  edit=49.15  segF1@50=0.56
[t1a][epoch 38/50] loss=0.2181  val_acc=0.9439  macroF1=0.8143  edit=38.69  segF1@50=0.47
[t1a][epoch 39/50] loss=0.2101  val_acc=0.9452  macroF1=0.8133  edit=41.47  segF1@50=0.49
[t1a][epoch 40/50] loss=0.2095  val_acc=0.9472  macroF1=0.8176  edit=43.16  segF1@50=0.51
[t1a][epoch 41/50] loss=0.2082  val_acc=0.9432  macroF1=0.8116  edit=45.89  segF1@50=0.53
[t1a][epoch 42/50] loss=0.2028  val_acc=0.9472  macroF1=0.8173  edit=41.47  segF1@50=0.49
[t1a][epoch 43/50] loss=0.1945  val_acc=0.9446  macroF1=0.8124  edit=38.18  segF1@50=0.46
[t1a][epoch 44/50] loss=0.1943  val_acc=0.9459  macroF1=0.8182  edit=42.56  segF1@50=0.50
[t1a][epoch 45/50] loss=0.1932  val_acc=0.9432  macroF1=0.8122  edit=45.14  segF1@50=0.53
