[t1a] train clips=13  val clips=3  in_dim=5888  region_only=False  classes=9  device=cuda
[t1a] evidence dir: /home/ubuntu/slocal2/m2/experiments/transfer/t1a_region_mask_11_002_t1a_region_mask_11_seed123
[t1a][epoch 1/50] loss=2.6512  val_acc=0.6851  macroF1=0.2299  edit=31.33  segF1@50=0.28
[t1a][epoch 2/50] loss=1.5651  val_acc=0.6680  macroF1=0.2269  edit=23.64  segF1@50=0.11
[t1a][epoch 3/50] loss=1.1835  val_acc=0.6832  macroF1=0.2325  edit=35.44  segF1@50=0.29
[t1a][epoch 4/50] loss=0.9888  val_acc=0.8020  macroF1=0.4322  edit=29.57  segF1@50=0.27
[t1a][epoch 5/50] loss=0.8533  val_acc=0.8568  macroF1=0.5472  edit=44.75  segF1@50=0.45
[t1a][epoch 6/50] loss=0.7141  val_acc=0.8634  macroF1=0.5757  edit=52.22  segF1@50=0.50
[t1a][epoch 7/50] loss=0.6374  val_acc=0.8614  macroF1=0.5589  edit=35.48  segF1@50=0.38
[t1a][epoch 8/50] loss=0.5991  val_acc=0.9188  macroF1=0.7266  edit=33.95  segF1@50=0.38
[t1a][epoch 9/50] loss=0.5707  val_acc=0.9281  macroF1=0.7755  edit=39.08  segF1@50=0.41
[t1a][epoch 10/50] loss=0.5471  val_acc=0.9208  macroF1=0.7075  edit=39.05  segF1@50=0.38
[t1a][epoch 11/50] loss=0.6309  val_acc=0.9446  macroF1=0.7876  edit=35.58  segF1@50=0.42
[t1a][epoch 12/50] loss=0.5111  val_acc=0.9393  macroF1=0.7939  edit=39.68  segF1@50=0.46
[t1a][epoch 13/50] loss=0.4514  val_acc=0.9413  macroF1=0.7845  edit=35.59  segF1@50=0.43
[t1a][epoch 14/50] loss=0.4192  val_acc=0.9373  macroF1=0.7953  edit=41.67  segF1@50=0.44
[t1a][epoch 15/50] loss=0.3911  val_acc=0.9432  macroF1=0.7957  edit=33.45  segF1@50=0.40
[t1a][epoch 16/50] loss=0.3885  val_acc=0.9333  macroF1=0.7582  edit=40.40  segF1@50=0.46
[t1a][epoch 17/50] loss=0.4507  val_acc=0.9465  macroF1=0.8095  edit=30.35  segF1@50=0.39
[t1a][epoch 18/50] loss=0.4045  val_acc=0.9446  macroF1=0.7976  edit=39.77  segF1@50=0.47
[t1a][epoch 19/50] loss=0.3679  val_acc=0.9465  macroF1=0.7978  edit=33.94  segF1@50=0.41
[t1a][epoch 20/50] loss=0.3372  val_acc=0.9333  macroF1=0.7849  edit=48.81  segF1@50=0.55
[t1a][epoch 21/50] loss=0.3136  val_acc=0.9432  macroF1=0.7907  edit=33.45  segF1@50=0.40
[t1a][epoch 22/50] loss=0.3073  val_acc=0.9426  macroF1=0.7974  edit=37.78  segF1@50=0.43
