[t1a] train clips=13  val clips=3  in_dim=5888  region_only=False  classes=9  device=cuda
[t1a] evidence dir: /home/ubuntu/slocal2/m2/experiments/transfer/t1a_region_mask_13_003_t1a_region_mask_13_seed456
[t1a][epoch 1/50] loss=2.7982  val_acc=0.6172  macroF1=0.2084  edit=15.16  segF1@50=0.19
[t1a][epoch 2/50] loss=1.7795  val_acc=0.6792  macroF1=0.2289  edit=25.23  segF1@50=0.18
[t1a][epoch 3/50] loss=1.2379  val_acc=0.6812  macroF1=0.2287  edit=36.10  segF1@50=0.33
[t1a][epoch 4/50] loss=1.0251  val_acc=0.7795  macroF1=0.4141  edit=32.72  segF1@50=0.25
[t1a][epoch 5/50] loss=0.8874  val_acc=0.7901  macroF1=0.4054  edit=34.62  segF1@50=0.25
[t1a][epoch 6/50] loss=0.7744  val_acc=0.8112  macroF1=0.4622  edit=34.78  segF1@50=0.29
[t1a][epoch 7/50] loss=0.6976  val_acc=0.8488  macroF1=0.5703  edit=39.85  segF1@50=0.36
[t1a][epoch 8/50] loss=0.7621  val_acc=0.9129  macroF1=0.7072  edit=43.40  segF1@50=0.39
[t1a][epoch 9/50] loss=0.7156  val_acc=0.9300  macroF1=0.7558  edit=33.84  segF1@50=0.40
[t1a][epoch 10/50] loss=0.5969  val_acc=0.9320  macroF1=0.7595  edit=37.24  segF1@50=0.42
[t1a][epoch 11/50] loss=0.5341  val_acc=0.9307  macroF1=0.7649  edit=44.44  segF1@50=0.49
[t1a][epoch 12/50] loss=0.4896  val_acc=0.9360  macroF1=0.7744  edit=44.44  segF1@50=0.48
[t1a][epoch 13/50] loss=0.4633  val_acc=0.9347  macroF1=0.7752  edit=44.16  segF1@50=0.48
[t1a][epoch 14/50] loss=0.4745  val_acc=0.9386  macroF1=0.7948  edit=41.37  segF1@50=0.46
[t1a][epoch 15/50] loss=0.4470  val_acc=0.9373  macroF1=0.7764  edit=45.44  segF1@50=0.46
[t1a][epoch 16/50] loss=0.4400  val_acc=0.9419  macroF1=0.7979  edit=42.55  segF1@50=0.48
[t1a][epoch 17/50] loss=0.4070  val_acc=0.9373  macroF1=0.7920  edit=41.35  segF1@50=0.47
[t1a][epoch 18/50] loss=0.3917  val_acc=0.9386  macroF1=0.7754  edit=38.32  segF1@50=0.40
[t1a][epoch 19/50] loss=0.3635  val_acc=0.9439  macroF1=0.7947  edit=37.78  segF1@50=0.41
[t1a][epoch 20/50] loss=0.3512  val_acc=0.9399  macroF1=0.7844  edit=44.16  segF1@50=0.48
[t1a][epoch 21/50] loss=0.3484  val_acc=0.9439  macroF1=0.8050  edit=37.86  segF1@50=0.45
[t1a][epoch 22/50] loss=0.3586  val_acc=0.9300  macroF1=0.7675  edit=41.38  segF1@50=0.43
[t1a][epoch 23/50] loss=0.3504  val_acc=0.9465  macroF1=0.8005  edit=34.38  segF1@50=0.41
[t1a][epoch 24/50] loss=0.3357  val_acc=0.9373  macroF1=0.7921  edit=41.99  segF1@50=0.43
[t1a][epoch 25/50] loss=0.3181  val_acc=0.9406  macroF1=0.7820  edit=36.62  segF1@50=0.43
[t1a][epoch 26/50] loss=0.2969  val_acc=0.9413  macroF1=0.7987  edit=39.44  segF1@50=0.45
[t1a][epoch 27/50] loss=0.2872  val_acc=0.9446  macroF1=0.7977  edit=34.59  segF1@50=0.41
[t1a][epoch 28/50] loss=0.2773  val_acc=0.9393  macroF1=0.7867  edit=39.39  segF1@50=0.42
[t1a][epoch 29/50] loss=0.2762  val_acc=0.9479  macroF1=0.8059  edit=37.11  segF1@50=0.44
[t1a][epoch 30/50] loss=0.2744  val_acc=0.9320  macroF1=0.7842  edit=44.18  segF1@50=0.47
[t1a][epoch 31/50] loss=0.2775  val_acc=0.9399  macroF1=0.7937  edit=35.96  segF1@50=0.39
[t1a][epoch 32/50] loss=0.2908  val_acc=0.9419  macroF1=0.7845  edit=34.40  segF1@50=0.41
