experiment_id,group,step,metric,n_runs,n_seeds,n_seeds_with_repeats,within_seed_sd,between_seed_sd,ratio_within_over_between,within_exceeds_between,within_seed_range_max,between_seed_range,n_command_variants,within_is_confounded_by_condition
transfer/t1a_3seed_det42_aug/t1a_3seed_det42_aug@val~relation_detr_augstrong_seed42,transfer,t1a_3seed_det42_aug,seg_f1_25,4,3,1,0.003816462832856249,0.0044781221755321905,0.8522462503834415,False,0.007632925665712498,0.010814244024185848,1,False
transfer/t1a_3seed_det42_aug/t1a_3seed_det42_aug@val~relation_detr_augstrong_seed42,transfer,t1a_3seed_det42_aug,seg_f1_50,4,3,1,0.008760516957238285,0.01943755085606311,0.4507006578200482,False,0.01752103391447657,0.04490954087728288,1,False
transfer/t1a_3seed_det42_frozen/t1a_3seed_det42_frozen@val~relation_detr_seed42,transfer,t1a_3seed_det42_frozen,accuracy,4,3,1,0.000990099009900991,0.001174596067330206,0.8429272304235047,False,0.001980198019801982,0.0026402640264027166,1,False
transfer/t1a_3seed_det42_frozen/t1a_3seed_det42_frozen@val~relation_detr_seed42,transfer,t1a_3seed_det42_frozen,edit_score,4,3,1,0.952380952380949,2.0881707784726866,0.4560838424707446,False,1.904761904761898,4.538575119970474,1,False
transfer/t1a_3seed_det42_frozen/t1a_3seed_det42_frozen@val~relation_detr_seed42,transfer,t1a_3seed_det42_frozen,jaccard,4,3,1,0.0015902709479705956,0.006330733240391185,0.25119854013503345,False,0.0031805418959411913,0.01541476037939582,1,False
transfer/t1a_3seed_det42_frozen/t1a_3seed_det42_frozen@val~relation_detr_seed42,transfer,t1a_3seed_det42_frozen,macro_f1,4,3,1,0.0003466261770515011,0.004604341336495274,0.07528246750605713,False,0.0006932523541030022,0.010973356279094348,1,False
transfer/t1a_3seed_det42_frozen/t1a_3seed_det42_frozen@val~relation_detr_seed42,transfer,t1a_3seed_det42_frozen,seg_f1_10,4,3,1,0.021641564490842702,0.017027496116874864,1.2709775026402814,True,0.043283128981685404,0.041702789644254,1,False
transfer/t1a_3seed_det42_frozen/t1a_3seed_det42_frozen@val~relation_detr_seed42,transfer,t1a_3seed_det42_frozen,seg_f1_25,4,3,1,0.016666440112733244,0.015134802323981133,1.1011997220687335,True,0.03333288022546649,0.03687399245373585,1,False
transfer/t1a_3seed_det42_frozen/t1a_3seed_det42_frozen@val~relation_detr_seed42,transfer,t1a_3seed_det42_frozen,seg_f1_50,4,3,1,0.01764515310514822,0.0156492045058627,1.1275431347668678,True,0.03529030621029644,0.03814535982133377,1,False
transfer_legacy/t1b_ca/t1b_ca@None,transfer_legacy,t1b_ca,delta_detection,4,3,1,0.0,0.00042047914604007096,0.0,False,0.0,0.0009301105967572942,1,False
transfer_legacy/t1b_ca/t1b_ca@None,transfer_legacy,t1b_ca,init_mAP,4,3,1,0.0,0.0038363978066582836,0.0,False,0.0,0.008631917977291681,1,False
transfer_legacy/t1b_ca/t1b_ca@None,transfer_legacy,t1b_ca,mAP,4,3,1,0.0,0.004125918734719568,0.0,False,0.0,0.009562028574048975,1,False
