experiment_id,control_of,paired_declared,pairable_now,blocking_reason,pairable_after_dedup,dedup_rule,n_runs_injection,n_seeds_injection,seeds_injection,runs_per_seed_max_injection,n_runs_control,n_seeds_control,seeds_control,runs_per_seed_max_control,seed_set_match,n_seeds_common,n_seeds_paired_now,seeds_only_in_injection,seeds_only_in_control,n_runs_injection_pairable
transfer/b2a_ro_oracle_scalpelnoise_p010/b2a_ro_oracle_scalpelnoise_p010@val~relation_detr_seed42,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,True,False,control_multi_run_per_seed,True,one_run_per_seed_by_max_seq,3,3,"42,123,456",1,17,3,"42,123,456",7,True,3,0,,,3
transfer/b2a_ro_oracle_scalpelnoise_p020/b2a_ro_oracle_scalpelnoise_p020@val~relation_detr_seed42,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,True,False,control_multi_run_per_seed,True,one_run_per_seed_by_max_seq,3,3,"42,123,456",1,17,3,"42,123,456",7,True,3,0,,,3
transfer/b2a_ro_oracle_scalpelnoise_p030/b2a_ro_oracle_scalpelnoise_p030@val~relation_detr_seed42,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,True,False,control_multi_run_per_seed,True,one_run_per_seed_by_max_seq,3,3,"42,123,456",1,17,3,"42,123,456",7,True,3,0,,,3
transfer/b2a_ro_oracle_top3noise_p010/b2a_ro_oracle_top3noise_p010@val~relation_detr_seed42,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,True,False,control_multi_run_per_seed,True,one_run_per_seed_by_max_seq,3,3,"42,123,456",1,17,3,"42,123,456",7,True,3,0,,,3
transfer/b2a_ro_oracle_top3noise_p020/b2a_ro_oracle_top3noise_p020@val~relation_detr_seed42,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,True,False,control_multi_run_per_seed,True,one_run_per_seed_by_max_seq,3,3,"42,123,456",1,17,3,"42,123,456",7,True,3,0,,,3
transfer/b2a_ro_oracle_top3noise_p030/b2a_ro_oracle_top3noise_p030@val~relation_detr_seed42,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,True,False,control_multi_run_per_seed,True,one_run_per_seed_by_max_seq,3,3,"42,123,456",1,17,3,"42,123,456",7,True,3,0,,,3
transfer/b2a_seglovo_v01_notool/b2a_seglovo_v01_notool@val~relation_detr_seed42,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,True,False,control_multi_run_per_seed,False,,1,1,42,1,17,3,"42,123,456",7,False,1,0,,"123,456",1
transfer/b2a_seglovo_v01_withtool/b2a_seglovo_v01_withtool@val~relation_detr_seed42,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,True,False,control_multi_run_per_seed,False,,1,1,42,1,17,3,"42,123,456",7,False,1,0,,"123,456",1
transfer/b2a_seglovo_v02_notool/b2a_seglovo_v02_notool@val~relation_detr_seed42,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,True,False,control_multi_run_per_seed,False,,1,1,42,1,17,3,"42,123,456",7,False,1,0,,"123,456",1
transfer/b2a_seglovo_v02_withtool/b2a_seglovo_v02_withtool@val~relation_detr_seed42,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,True,False,control_multi_run_per_seed,False,,1,1,42,1,17,3,"42,123,456",7,False,1,0,,"123,456",1
transfer/b2a_seglovo_v03_notool/b2a_seglovo_v03_notool@val~relation_detr_seed42,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,True,False,control_multi_run_per_seed,False,,1,1,42,1,17,3,"42,123,456",7,False,1,0,,"123,456",1
transfer/b2a_seglovo_v03_withtool/b2a_seglovo_v03_withtool@val~relation_detr_seed42,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,True,False,control_multi_run_per_seed,False,,1,1,42,1,17,3,"42,123,456",7,False,1,0,,"123,456",1
transfer/b2a_seglovo_v04_notool/b2a_seglovo_v04_notool@val~relation_detr_seed42,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,True,False,control_multi_run_per_seed,False,,1,1,42,1,17,3,"42,123,456",7,False,1,0,,"123,456",1
transfer/b2a_seglovo_v04_withtool/b2a_seglovo_v04_withtool@val~relation_detr_seed42,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,True,False,control_multi_run_per_seed,False,,1,1,42,1,17,3,"42,123,456",7,False,1,0,,"123,456",1
transfer/b2a_seglovo_v05_notool/b2a_seglovo_v05_notool@val~relation_detr_seed42,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,True,False,control_multi_run_per_seed,False,,1,1,42,1,17,3,"42,123,456",7,False,1,0,,"123,456",1
transfer/b2a_seglovo_v05_withtool/b2a_seglovo_v05_withtool@val~relation_detr_seed42,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,True,False,control_multi_run_per_seed,False,,1,1,42,1,17,3,"42,123,456",7,False,1,0,,"123,456",1
transfer/b2a_seglovo_v06_notool/b2a_seglovo_v06_notool@val~relation_detr_seed42,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,True,False,control_multi_run_per_seed,False,,1,1,42,1,17,3,"42,123,456",7,False,1,0,,"123,456",1
transfer/b2a_seglovo_v06_withtool/b2a_seglovo_v06_withtool@val~relation_detr_seed42,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,True,False,control_multi_run_per_seed,False,,1,1,42,1,17,3,"42,123,456",7,False,1,0,,"123,456",1
transfer/b2a_seglovo_v07_notool/b2a_seglovo_v07_notool@val~relation_detr_seed42,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,True,False,control_multi_run_per_seed,False,,1,1,42,1,17,3,"42,123,456",7,False,1,0,,"123,456",1
transfer/b2a_seglovo_v07_withtool/b2a_seglovo_v07_withtool@val~relation_detr_seed42,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,True,False,control_multi_run_per_seed,False,,1,1,42,1,17,3,"42,123,456",7,False,1,0,,"123,456",1
transfer/b2a_seglovo_v08_notool/b2a_seglovo_v08_notool@val~relation_detr_seed42,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,True,False,control_multi_run_per_seed,False,,1,1,42,1,17,3,"42,123,456",7,False,1,0,,"123,456",1
transfer/b2a_seglovo_v08_withtool/b2a_seglovo_v08_withtool@val~relation_detr_seed42,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,True,False,control_multi_run_per_seed,False,,1,1,42,1,17,3,"42,123,456",7,False,1,0,,"123,456",1
transfer/b2a_seglovo_v09_notool/b2a_seglovo_v09_notool@val~relation_detr_seed42,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,True,False,control_multi_run_per_seed,False,,1,1,42,1,17,3,"42,123,456",7,False,1,0,,"123,456",1
transfer/b2a_seglovo_v09_withtool/b2a_seglovo_v09_withtool@val~relation_detr_seed42,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,True,False,control_multi_run_per_seed,False,,1,1,42,1,17,3,"42,123,456",7,False,1,0,,"123,456",1
transfer/b2a_seglovo_v10_notool/b2a_seglovo_v10_notool@val~relation_detr_seed42,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,True,False,control_multi_run_per_seed,False,,1,1,42,1,17,3,"42,123,456",7,False,1,0,,"123,456",1
transfer/b2a_seglovo_v10_withtool/b2a_seglovo_v10_withtool@val~relation_detr_seed42,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,True,False,control_multi_run_per_seed,False,,1,1,42,1,17,3,"42,123,456",7,False,1,0,,"123,456",1
transfer/b2a_seglovo_v11_notool/b2a_seglovo_v11_notool@val~relation_detr_seed42,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,True,False,control_multi_run_per_seed,False,,1,1,42,1,17,3,"42,123,456",7,False,1,0,,"123,456",1
transfer/b2a_seglovo_v11_withtool/b2a_seglovo_v11_withtool@val~relation_detr_seed42,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,True,False,control_multi_run_per_seed,False,,1,1,42,1,17,3,"42,123,456",7,False,1,0,,"123,456",1
transfer/b2a_seglovo_v12_notool/b2a_seglovo_v12_notool@val~relation_detr_seed42,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,True,False,control_multi_run_per_seed,False,,1,1,42,1,17,3,"42,123,456",7,False,1,0,,"123,456",1
transfer/b2a_seglovo_v12_withtool/b2a_seglovo_v12_withtool@val~relation_detr_seed42,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,True,False,control_multi_run_per_seed,False,,1,1,42,1,17,3,"42,123,456",7,False,1,0,,"123,456",1
transfer/b2a_seglovo_v13_notool/b2a_seglovo_v13_notool@val~relation_detr_seed42,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,True,False,control_multi_run_per_seed,False,,1,1,42,1,17,3,"42,123,456",7,False,1,0,,"123,456",1
transfer/b2a_seglovo_v13_withtool/b2a_seglovo_v13_withtool@val~relation_detr_seed42,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,True,False,control_multi_run_per_seed,False,,1,1,42,1,17,3,"42,123,456",7,False,1,0,,"123,456",1
transfer/b2a_seglovo_v14_notool/b2a_seglovo_v14_notool@val~relation_detr_seed42,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,True,False,control_multi_run_per_seed,False,,1,1,42,1,17,3,"42,123,456",7,False,1,0,,"123,456",1
transfer/b2a_seglovo_v14_withtool/b2a_seglovo_v14_withtool@val~relation_detr_seed42,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,True,False,control_multi_run_per_seed,False,,1,1,42,1,17,3,"42,123,456",7,False,1,0,,"123,456",1
transfer/b2a_seglovo_v15_notool/b2a_seglovo_v15_notool@val~relation_detr_seed42,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,True,False,control_multi_run_per_seed,False,,1,1,42,1,17,3,"42,123,456",7,False,1,0,,"123,456",1
transfer/b2a_seglovo_v15_withtool/b2a_seglovo_v15_withtool@val~relation_detr_seed42,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,True,False,control_multi_run_per_seed,False,,1,1,42,1,17,3,"42,123,456",7,False,1,0,,"123,456",1
transfer/haux_hand_count_oracle/haux_hand_count_oracle@val~relation_detr_seed42,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,True,False,control_multi_run_per_seed,True,one_run_per_seed_by_max_seq,3,3,"42,123,456",1,17,3,"42,123,456",7,True,3,0,,,3
transfer/haux_hand_geom_oracle/haux_hand_geom_oracle@val~relation_detr_seed42,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,True,False,control_multi_run_per_seed,True,one_run_per_seed_by_max_seq,3,3,"42,123,456",1,17,3,"42,123,456",7,True,3,0,,,3
transfer/haux_hand_own_other_oracle/haux_hand_own_other_oracle@val~relation_detr_seed42,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,True,False,control_multi_run_per_seed,True,one_run_per_seed_by_max_seq,3,3,"42,123,456",1,17,3,"42,123,456",7,True,3,0,,,3
transfer/haux_hand_presence_oracle/haux_hand_presence_oracle@val~relation_detr_seed42,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,True,False,control_multi_run_per_seed,True,one_run_per_seed_by_max_seq,3,3,"42,123,456",1,17,3,"42,123,456",7,True,3,0,,,3
transfer/haux_hand_presence_oracle_shuffle/haux_hand_presence_oracle_shuffle@val~relation_detr_seed42,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,True,False,control_multi_run_per_seed,True,one_run_per_seed_by_max_seq,3,3,"42,123,456",1,17,3,"42,123,456",7,True,3,0,,,3
transfer/haux_hand_presence_oracle_withtooloracle/haux_hand_presence_oracle_withtooloracle@val~relation_detr_seed42,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,True,False,control_multi_run_per_seed,True,one_run_per_seed_by_max_seq,3,3,"42,123,456",1,17,3,"42,123,456",7,True,3,0,,,3
transfer/hires_relation_detr_augstrong_hires_seed42/hires_relation_detr_augstrong_hires_seed42@val~relation_detr_augstrong_hires_seed42,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_augstrong_hires_seed42,True,True,,True,,3,3,"42,123,456",1,3,3,"42,123,456",1,True,3,3,,,3
transfer/hires_relation_detr_augstrong_seed42/hires_relation_detr_augstrong_seed42@val~relation_detr_augstrong_seed42,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_augstrong_seed42,True,False,control_multi_run_per_seed,True,one_run_per_seed_by_max_seq,3,3,"42,123,456",1,11,3,"42,123,456",5,True,3,0,,,3
transfer/hires_relation_detr_seed42/hires_relation_detr_seed42@val~relation_detr_seed42,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,True,False,control_multi_run_per_seed,True,one_run_per_seed_by_max_seq,3,3,"42,123,456",1,17,3,"42,123,456",7,True,3,0,,,3
transfer/t1a_3seed_det123_aug/t1a_3seed_det123_aug@val~relation_detr_augstrong_seed123,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_augstrong_seed123,True,False,control_multi_run_per_seed,True,one_run_per_seed_by_max_seq,3,3,"42,123,456",1,6,3,"42,123,456",2,True,3,0,,,3
transfer/t1a_3seed_det123_frozen/t1a_3seed_det123_frozen@val~relation_detr_seed123,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed123,True,False,control_multi_run_per_seed,True,one_run_per_seed_by_max_seq,3,3,"42,123,456",1,6,3,"42,123,456",2,True,3,0,,,3
transfer/t1a_3seed_det42_aug/t1a_3seed_det42_aug@val~relation_detr_augstrong_seed42,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_augstrong_seed42,True,False,both_multi_run_per_seed,True,one_run_per_seed_by_max_seq,4,3,"42,123,456",2,11,3,"42,123,456",5,True,3,0,,,4
transfer/t1a_3seed_det42_frozen/t1a_3seed_det42_frozen@val~relation_detr_seed42,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,True,False,both_multi_run_per_seed,True,one_run_per_seed_by_max_seq,4,3,"42,123,456",2,17,3,"42,123,456",7,True,3,0,,,4
transfer/t1a_3seed_det456_aug/t1a_3seed_det456_aug@val~relation_detr_augstrong_seed456,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_augstrong_seed456,True,False,control_multi_run_per_seed,True,one_run_per_seed_by_max_seq,3,3,"42,123,456",1,6,3,"42,123,456",2,True,3,0,,,3
transfer/t1a_3seed_det456_frozen/t1a_3seed_det456_frozen@val~relation_detr_seed456,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed456,True,False,control_multi_run_per_seed,True,one_run_per_seed_by_max_seq,3,3,"42,123,456",1,6,3,"42,123,456",2,True,3,0,,,3
transfer/t1a_appearance/t1a_appearance@val~relation_detr_seed42,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,True,False,control_multi_run_per_seed,True,one_run_per_seed_by_max_seq,3,3,"42,123,456",1,17,3,"42,123,456",7,True,3,0,,,3
transfer/t1a_b2a_combined/t1a_b2a_combined@val~relation_detr_seed42,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,True,False,control_multi_run_per_seed,True,one_run_per_seed_by_max_seq,3,3,"42,123,456",1,17,3,"42,123,456",7,True,3,0,,,3
transfer/t1a_base_env/t1a_base_env@val~relation_detr_seed42,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,True,False,control_multi_run_per_seed,True,one_run_per_seed_by_max_seq,3,3,"42,123,456",1,17,3,"42,123,456",7,True,3,0,,,3
transfer/t1a_base_test/t1a_base_test@val~relation_detr_seed42,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,True,False,control_multi_run_per_seed,True,one_run_per_seed_by_max_seq,3,3,"42,123,456",1,17,3,"42,123,456",7,True,3,0,,,3
transfer/t1a_boundary/t1a_boundary@val~relation_detr_seed42,transfer/t1a_regiontoken/t1a_regiontoken@val~relation_detr_seed42,True,True,,True,,3,3,"42,123,456",1,5,5,"42,123,456,789,1000",1,False,3,3,,"789,1000",3
transfer/t1a_combined_oracle/t1a_combined_oracle@val~relation_detr_seed42,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,True,False,control_multi_run_per_seed,True,one_run_per_seed_by_max_seq,3,3,"42,123,456",1,17,3,"42,123,456",7,True,3,0,,,3
transfer/t1a_combined_oracle_noise_p010/t1a_combined_oracle_noise_p010@val~relation_detr_seed42,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,True,False,control_multi_run_per_seed,True,one_run_per_seed_by_max_seq,3,3,"42,123,456",1,17,3,"42,123,456",7,True,3,0,,,3
transfer/t1a_combined_oracle_noise_p020/t1a_combined_oracle_noise_p020@val~relation_detr_seed42,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,True,False,control_multi_run_per_seed,True,one_run_per_seed_by_max_seq,3,3,"42,123,456",1,17,3,"42,123,456",7,True,3,0,,,3
transfer/t1a_combined_oracle_noise_p030/t1a_combined_oracle_noise_p030@val~relation_detr_seed42,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,True,False,control_multi_run_per_seed,True,one_run_per_seed_by_max_seq,3,3,"42,123,456",1,17,3,"42,123,456",7,True,3,0,,,3
transfer/t1a_combined_region_top3_mask/t1a_combined_region_top3_mask@val~relation_detr_seed42,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,True,False,control_multi_run_per_seed,True,one_run_per_seed_by_max_seq,3,3,"42,123,456",1,17,3,"42,123,456",7,True,3,0,,,3
transfer/t1a_deep_3s10l96f/t1a_deep_3s10l96f@val~relation_detr_seed42,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,True,False,control_multi_run_per_seed,True,one_run_per_seed_by_max_seq,5,5,"42,123,456,789,1000",1,17,3,"42,123,456",7,False,3,0,"789,1000",,3
transfer/t1a_probe_aug/t1a_probe_aug@val~relation_detr_augstrong_seed42,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_augstrong_seed42,True,False,control_multi_run_per_seed,False,,1,1,42,1,11,3,"42,123,456",5,False,1,0,,"123,456",1
transfer/t1a_probe_frozen/t1a_probe_frozen@val~relation_detr_seed42,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,True,False,control_multi_run_per_seed,False,,1,1,42,1,17,3,"42,123,456",7,False,1,0,,"123,456",1
transfer/t1a_region_mask_00/t1a_region_mask_00@val~relation_detr_seed42,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,True,False,control_multi_run_per_seed,True,one_run_per_seed_by_max_seq,3,3,"42,123,456",1,17,3,"42,123,456",7,True,3,0,,,3
transfer/t1a_region_mask_01/t1a_region_mask_01@val~relation_detr_seed42,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,True,False,control_multi_run_per_seed,True,one_run_per_seed_by_max_seq,3,3,"42,123,456",1,17,3,"42,123,456",7,True,3,0,,,3
transfer/t1a_region_mask_02/t1a_region_mask_02@val~relation_detr_seed42,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,True,False,control_multi_run_per_seed,True,one_run_per_seed_by_max_seq,3,3,"42,123,456",1,17,3,"42,123,456",7,True,3,0,,,3
transfer/t1a_region_mask_03/t1a_region_mask_03@val~relation_detr_seed42,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,True,False,control_multi_run_per_seed,True,one_run_per_seed_by_max_seq,3,3,"42,123,456",1,17,3,"42,123,456",7,True,3,0,,,3
transfer/t1a_region_mask_04/t1a_region_mask_04@val~relation_detr_seed42,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,True,False,control_multi_run_per_seed,True,one_run_per_seed_by_max_seq,3,3,"42,123,456",1,17,3,"42,123,456",7,True,3,0,,,3
transfer/t1a_region_mask_05/t1a_region_mask_05@val~relation_detr_seed42,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,True,False,control_multi_run_per_seed,True,one_run_per_seed_by_max_seq,3,3,"42,123,456",1,17,3,"42,123,456",7,True,3,0,,,3
transfer/t1a_region_mask_06/t1a_region_mask_06@val~relation_detr_seed42,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,True,False,control_multi_run_per_seed,True,one_run_per_seed_by_max_seq,3,3,"42,123,456",1,17,3,"42,123,456",7,True,3,0,,,3
transfer/t1a_region_mask_07/t1a_region_mask_07@val~relation_detr_seed42,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,True,False,control_multi_run_per_seed,True,one_run_per_seed_by_max_seq,3,3,"42,123,456",1,17,3,"42,123,456",7,True,3,0,,,3
transfer/t1a_region_mask_08/t1a_region_mask_08@val~relation_detr_seed42,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,True,False,control_multi_run_per_seed,True,one_run_per_seed_by_max_seq,3,3,"42,123,456",1,17,3,"42,123,456",7,True,3,0,,,3
transfer/t1a_region_mask_09/t1a_region_mask_09@val~relation_detr_seed42,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,True,False,control_multi_run_per_seed,True,one_run_per_seed_by_max_seq,3,3,"42,123,456",1,17,3,"42,123,456",7,True,3,0,,,3
transfer/t1a_region_mask_10/t1a_region_mask_10@val~relation_detr_seed42,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,True,False,control_multi_run_per_seed,True,one_run_per_seed_by_max_seq,3,3,"42,123,456",1,17,3,"42,123,456",7,True,3,0,,,3
transfer/t1a_region_mask_11/t1a_region_mask_11@val~relation_detr_seed42,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,True,False,control_multi_run_per_seed,True,one_run_per_seed_by_max_seq,3,3,"42,123,456",1,17,3,"42,123,456",7,True,3,0,,,3
transfer/t1a_region_mask_12/t1a_region_mask_12@val~relation_detr_seed42,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,True,False,control_multi_run_per_seed,True,one_run_per_seed_by_max_seq,3,3,"42,123,456",1,17,3,"42,123,456",7,True,3,0,,,3
transfer/t1a_region_mask_13/t1a_region_mask_13@val~relation_detr_seed42,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,True,False,control_multi_run_per_seed,True,one_run_per_seed_by_max_seq,3,3,"42,123,456",1,17,3,"42,123,456",7,True,3,0,,,3
transfer/t1a_region_mask_14/t1a_region_mask_14@val~relation_detr_seed42,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,True,False,control_multi_run_per_seed,True,one_run_per_seed_by_max_seq,3,3,"42,123,456",1,17,3,"42,123,456",7,True,3,0,,,3
transfer/t1a_region_mask_top3/t1a_region_mask_top3@val~relation_detr_seed42,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,True,False,control_multi_run_per_seed,True,one_run_per_seed_by_max_seq,3,3,"42,123,456",1,17,3,"42,123,456",7,True,3,0,,,3
transfer/t1a_region_only/t1a_region_only@val~relation_detr_seed42,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,True,False,control_multi_run_per_seed,True,one_run_per_seed_by_max_seq,5,5,"42,123,456,789,1000",1,17,3,"42,123,456",7,False,3,0,"789,1000",,3
transfer/t1a_region_only_mask_top3/t1a_region_only_mask_top3@val~relation_detr_seed42,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,True,False,control_multi_run_per_seed,True,one_run_per_seed_by_max_seq,3,3,"42,123,456",1,17,3,"42,123,456",7,True,3,0,,,3
transfer/t1a_regiontoken/t1a_regiontoken@val~relation_detr_seed42,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,True,False,control_multi_run_per_seed,True,one_run_per_seed_by_max_seq,5,5,"42,123,456,789,1000",1,17,3,"42,123,456",7,False,3,0,"789,1000",,3
transfer/t1a_regiontraj/t1a_regiontraj@val~relation_detr_seed42,transfer/t1a_regiontoken/t1a_regiontoken@val~relation_detr_seed42,True,True,,True,,3,3,"42,123,456",1,5,5,"42,123,456,789,1000",1,False,3,3,,"789,1000",3
transfer/t1a_regiontraj_test/t1a_regiontraj_test@val~relation_detr_seed42,transfer/t1a_regiontoken/t1a_regiontoken@val~relation_detr_seed42,True,True,,True,,3,3,"42,123,456",1,5,5,"42,123,456,789,1000",1,False,3,3,,"789,1000",3
transfer/t1a_shuffle/t1a_shuffle@val~relation_detr_seed42,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,True,False,control_multi_run_per_seed,True,one_run_per_seed_by_max_seq,5,5,"42,123,456,789,1000",1,17,3,"42,123,456",7,False,3,0,"789,1000",,3
transfer/t1a_shuffle_oracle/t1a_shuffle_oracle@val~relation_detr_seed42,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,True,False,control_multi_run_per_seed,True,one_run_per_seed_by_max_seq,3,3,"42,123,456",1,17,3,"42,123,456",7,True,3,0,,,3
transfer/taux_mingru_nonek3/taux_mingru_nonek3@val~relation_detr_seed42,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,True,False,control_multi_run_per_seed,True,one_run_per_seed_by_max_seq,3,3,"42,123,456",1,17,3,"42,123,456",7,True,3,0,,,3
transfer/taux_tecno_deltak3/taux_tecno_deltak3@val~relation_detr_seed42,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,True,False,control_multi_run_per_seed,True,one_run_per_seed_by_max_seq,3,3,"42,123,456",1,17,3,"42,123,456",7,True,3,0,,,3
transfer/taux_tecno_movavgk3/taux_tecno_movavgk3@val~relation_detr_seed42,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,True,False,control_multi_run_per_seed,True,one_run_per_seed_by_max_seq,3,3,"42,123,456",1,17,3,"42,123,456",7,True,3,0,,,3
transfer/taux_tecno_nonek3/taux_tecno_nonek3@val~relation_detr_seed42,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,True,False,control_multi_run_per_seed,True,one_run_per_seed_by_max_seq,3,3,"42,123,456",1,17,3,"42,123,456",7,True,3,0,,,3
transfer/taux_tecno_windowk3/taux_tecno_windowk3@val~relation_detr_seed42,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,True,False,control_multi_run_per_seed,True,one_run_per_seed_by_max_seq,3,3,"42,123,456",1,17,3,"42,123,456",7,True,3,0,,,3
