ledger_key,run_id,experiment_id,arm,control_of,pairing_provenance,group,subgroup,path,excluded,exclusion_reason,step,seq,description,seed,seed_command,seed_config,seed_agreement,seed_detector,seed_phase,split,metrics_primary_split,frozen_source_tag,per_class_kind,per_class_metric,per_class_source,per_class_valid_count,eval_recipe_id,host,host_raw,gpu,commit,epoch,notion_page_id,task_id,has_test,n_harvest_warnings,evidence_completeness,metrics_source,metric.AP_common,metric.AP_rare,metric.accuracy,metric.alpha,metric.control_init_mAP,metric.control_mAP,metric.delta_control,metric.delta_detection,metric.edit_score,metric.final_epoch,metric.final_mAP,metric.frame_acc_inline,metric.init_mAP,metric.injection_effect,metric.jaccard,metric.mAP,metric.mAP_50,metric.mAP_75,metric.mAP_baseline,metric.mAP_rescored,metric.macro_f1,metric.miss_ctx,metric.rep,metric.seg_f1_10,metric.seg_f1_25,metric.seg_f1_50,metric.sigma2_d,metric.sigma2_p,metric.sticky_accuracy,metric.sticky_edit_score,metric.sticky_jaccard,metric.sticky_macro_f1,metric.sticky_seg_f1_10,metric.sticky_seg_f1_25,metric.sticky_seg_f1_50,metric.tool_mAP,metric_test.accuracy,metric_test.edit_score,metric_test.jaccard,metric_test.macro_f1,metric_test.seg_f1_10,metric_test.seg_f1_25,metric_test.seg_f1_50,metric_test.sticky_accuracy,metric_test.sticky_edit_score,metric_test.sticky_jaccard,metric_test.sticky_macro_f1,metric_test.sticky_seg_f1_10,metric_test.sticky_seg_f1_25,metric_test.sticky_seg_f1_50
_smoke_prior__s0_001_maskdino_bbox_seed42,s0_001_maskdino_bbox_seed42,_smoke_prior/s0/maskdino_bbox@val,unknown,,not_determinable,_smoke_prior,,experiments/_smoke_prior/s0_001_maskdino_bbox_seed42,True,smoke_test,s0,1,maskdino_bbox,42,42,42,agree,,,val,val,,tool,AP,experiments/_smoke_prior/s0_001_maskdino_bbox_seed42/per_class_ap.json,15,,,,,af1fc587e97529756d7235daa071d98442fea151,8,,,False,0,full,metrics_json,0.01210447244929276,0.010034909916396552,,,,,,,,,,,,,,0.013489107626207905,0.041981073011607334,0.005567619198028157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_smoke_prior__s0_002_maskdino_bbox_seed123,s0_002_maskdino_bbox_seed123,_smoke_prior/s0/maskdino_bbox@val,unknown,,not_determinable,_smoke_prior,,experiments/_smoke_prior/s0_002_maskdino_bbox_seed123,True,smoke_test,s0,2,maskdino_bbox,123,123,123,agree,,,val,val,,tool,AP,experiments/_smoke_prior/s0_002_maskdino_bbox_seed123/per_class_ap.json,15,,,,,af1fc587e97529756d7235daa071d98442fea151,8,,,False,0,full,metrics_json,0.015396934981604306,0.009276245053182213,,,,,,,,,,,,,,0.016353227302984486,0.05053591583306546,0.005044278441713657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_smoke_prior__s0_003_maskdino_bbox_seed456,s0_003_maskdino_bbox_seed456,_smoke_prior/s0/maskdino_bbox@val,unknown,,not_determinable,_smoke_prior,,experiments/_smoke_prior/s0_003_maskdino_bbox_seed456,True,smoke_test,s0,3,maskdino_bbox,456,456,456,agree,,,val,val,,tool,AP,experiments/_smoke_prior/s0_003_maskdino_bbox_seed456/per_class_ap.json,15,,,,,af1fc587e97529756d7235daa071d98442fea151,8,,,False,0,full,metrics_json,0.013547249386224883,0.004781724597529957,,,,,,,,,,,,,,0.013608628186714497,0.04631920930884354,0.004567326066807766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_smoke_prior__s0_004_varifocanet_bbox_seed42,s0_004_varifocanet_bbox_seed42,_smoke_prior/s0/varifocanet_bbox@val,unknown,,not_determinable,_smoke_prior,,experiments/_smoke_prior/s0_004_varifocanet_bbox_seed42,True,smoke_test,s0,4,varifocanet_bbox,42,42,42,agree,,,val,val,,tool,AP,experiments/_smoke_prior/s0_004_varifocanet_bbox_seed42/per_class_ap.json,15,,,,,af1fc587e97529756d7235daa071d98442fea151,8,,,False,0,full,metrics_json,0.016615909385962288,0.007156768857639251,,,,,,,,,,,,,,0.016989324554189632,0.0496910568861445,0.006755873488074087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_smoke_prior__s0_005_varifocanet_bbox_seed123,s0_005_varifocanet_bbox_seed123,_smoke_prior/s0/varifocanet_bbox@val,unknown,,not_determinable,_smoke_prior,,experiments/_smoke_prior/s0_005_varifocanet_bbox_seed123,True,smoke_test,s0,5,varifocanet_bbox,123,123,123,agree,,,val,val,,tool,AP,experiments/_smoke_prior/s0_005_varifocanet_bbox_seed123/per_class_ap.json,15,,,,,af1fc587e97529756d7235daa071d98442fea151,8,,,False,0,full,metrics_json,0.014933618250961627,0.007559037634028946,,,,,,,,,,,,,,0.015529271685663567,0.04844547523648742,0.005113251243369854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_smoke_prior__s0_006_varifocanet_bbox_seed456,s0_006_varifocanet_bbox_seed456,_smoke_prior/s0/varifocanet_bbox@val,unknown,,not_determinable,_smoke_prior,,experiments/_smoke_prior/s0_006_varifocanet_bbox_seed456,True,smoke_test,s0,6,varifocanet_bbox,456,456,456,agree,,,val,val,,tool,AP,experiments/_smoke_prior/s0_006_varifocanet_bbox_seed456/per_class_ap.json,15,,,,,af1fc587e97529756d7235daa071d98442fea151,8,,,False,0,full,metrics_json,0.01582702229633121,0.006798497039479038,,,,,,,,,,,,,,0.01617844297495474,0.05240343262628294,0.006082597466539397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baselines___legacy_score_thr_0__s0_007_codetr_bbox_seed42,s0_007_codetr_bbox_seed42,baselines/s0/codetr_bbox@val,unknown,,not_determinable,baselines,_legacy_score_thr_0,experiments/baselines/_legacy_score_thr_0/s0_007_codetr_bbox_seed42,False,,s0,7,codetr_bbox,42,42,42,agree,,,val,val,,tool,AP,experiments/baselines/_legacy_score_thr_0/s0_007_codetr_bbox_seed42/per_class_ap.json,14,857cd0f5a5da,,aolab,,4fa9bfff33430a741d31df785413759deb0353b5,12,,,False,1,full,metrics_json,0.6387692307692308,0.7515000000000001,,,,,,,,,,,,,,0.701,0.841,0.766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baselines___legacy_score_thr_0__s0_008_codetr_bbox_seed123,s0_008_codetr_bbox_seed123,baselines/s0/codetr_bbox@val,unknown,,not_determinable,baselines,_legacy_score_thr_0,experiments/baselines/_legacy_score_thr_0/s0_008_codetr_bbox_seed123,False,,s0,8,codetr_bbox,123,123,123,agree,,,val,val,,tool,AP,experiments/baselines/_legacy_score_thr_0/s0_008_codetr_bbox_seed123/per_class_ap.json,14,857cd0f5a5da,,aolab,,4fa9bfff33430a741d31df785413759deb0353b5,12,,,False,1,full,metrics_json,0.6323846153846154,0.734,,,,,,,,,,,,,,0.692,0.837,0.754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baselines___legacy_score_thr_0__s0_009_codetr_bbox_seed456,s0_009_codetr_bbox_seed456,baselines/s0/codetr_bbox@val,unknown,,not_determinable,baselines,_legacy_score_thr_0,experiments/baselines/_legacy_score_thr_0/s0_009_codetr_bbox_seed456,False,,s0,9,codetr_bbox,456,456,456,agree,,,val,val,,tool,AP,experiments/baselines/_legacy_score_thr_0/s0_009_codetr_bbox_seed456/per_class_ap.json,14,857cd0f5a5da,,aolab,,4fa9bfff33430a741d31df785413759deb0353b5,12,,,False,1,full,metrics_json,0.6387692307692308,0.742,,,,,,,,,,,,,,0.699,0.839,0.764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baselines___legacy_score_thr_0__s0_016_relationdetr_bbox_seed42,s0_016_relationdetr_bbox_seed42,baselines/s0/relationdetr_bbox@val,unknown,,not_determinable,baselines,_legacy_score_thr_0,experiments/baselines/_legacy_score_thr_0/s0_016_relationdetr_bbox_seed42,False,,s0,16,relationdetr_bbox,42,42,,agree,,,val,val,,tool,AP,experiments/baselines/_legacy_score_thr_0/s0_016_relationdetr_bbox_seed42/per_class_ap.json,14,b66459018a92,philip,philip,,4327348e444381f1737309252fb86ad9b5034d6a,12,,,False,1,full,metrics_json,0.725107,0.757599,,,,,,,,,,,,,,0.729749,0.854,0.781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baselines___legacy_score_thr_0__s0_017_relationdetr_bbox_seed123,s0_017_relationdetr_bbox_seed123,baselines/s0/relationdetr_bbox@val,unknown,,not_determinable,baselines,_legacy_score_thr_0,experiments/baselines/_legacy_score_thr_0/s0_017_relationdetr_bbox_seed123,False,,s0,17,relationdetr_bbox,123,123,,agree,,,val,val,,tool,AP,experiments/baselines/_legacy_score_thr_0/s0_017_relationdetr_bbox_seed123/per_class_ap.json,14,b66459018a92,philip,philip,,4327348e444381f1737309252fb86ad9b5034d6a,12,,,False,1,full,metrics_json,0.724839,0.751139,,,,,,,,,,,,,,0.728596,0.854,0.781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baselines___legacy_score_thr_0__s0_018_relationdetr_bbox_seed456,s0_018_relationdetr_bbox_seed456,baselines/s0/relationdetr_bbox@val,unknown,,not_determinable,baselines,_legacy_score_thr_0,experiments/baselines/_legacy_score_thr_0/s0_018_relationdetr_bbox_seed456,False,,s0,18,relationdetr_bbox,456,456,,agree,,,val,val,,tool,AP,experiments/baselines/_legacy_score_thr_0/s0_018_relationdetr_bbox_seed456/per_class_ap.json,14,b66459018a92,philip,philip,,4327348e444381f1737309252fb86ad9b5034d6a,12,,,False,1,full,metrics_json,0.71966,0.736307,,,,,,,,,,,,,,0.722038,0.847,0.776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baselines___legacy_score_thr_0__s0_019_stabledino_bbox_seed42,s0_019_stabledino_bbox_seed42,baselines/s0/stabledino_bbox@val,unknown,,not_determinable,baselines,_legacy_score_thr_0,experiments/baselines/_legacy_score_thr_0/s0_019_stabledino_bbox_seed42,False,,s0,19,stabledino_bbox,42,42,,agree,,,val,val,,tool,AP,experiments/baselines/_legacy_score_thr_0/s0_019_stabledino_bbox_seed42/per_class_ap.json,14,1cf2eece1cd3,philip,philip,,4327348e444381f1737309252fb86ad9b5034d6a,12,,,False,1,full,metrics_json,0.708395,0.734605,,,,,,,,,,,,,,0.712139,0.841134,0.765449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baselines___legacy_score_thr_0__s0_020_stabledino_bbox_seed123,s0_020_stabledino_bbox_seed123,baselines/s0/stabledino_bbox@val,unknown,,not_determinable,baselines,_legacy_score_thr_0,experiments/baselines/_legacy_score_thr_0/s0_020_stabledino_bbox_seed123,False,,s0,20,stabledino_bbox,123,123,,agree,,,val,val,,tool,AP,experiments/baselines/_legacy_score_thr_0/s0_020_stabledino_bbox_seed123/per_class_ap.json,14,1cf2eece1cd3,philip,philip,,4327348e444381f1737309252fb86ad9b5034d6a,12,,,False,1,full,metrics_json,0.71742,0.773387,,,,,,,,,,,,,,0.725415,0.855661,0.787302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baselines___legacy_score_thr_0__s0_021_stabledino_bbox_seed456,s0_021_stabledino_bbox_seed456,baselines/s0/stabledino_bbox@val,unknown,,not_determinable,baselines,_legacy_score_thr_0,experiments/baselines/_legacy_score_thr_0/s0_021_stabledino_bbox_seed456,False,,s0,21,stabledino_bbox,456,456,,agree,,,val,val,,tool,AP,experiments/baselines/_legacy_score_thr_0/s0_021_stabledino_bbox_seed456/per_class_ap.json,14,1cf2eece1cd3,philip,philip,,4327348e444381f1737309252fb86ad9b5034d6a,12,,,False,1,full,metrics_json,0.716397,0.741816,,,,,,,,,,,,,,0.720028,0.851265,0.781674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baselines___legacy_score_thr_0__s0_022_dimaskdino_bbox_seed42,s0_022_dimaskdino_bbox_seed42,baselines/s0/dimaskdino_bbox@val,unknown,,not_determinable,baselines,_legacy_score_thr_0,experiments/baselines/_legacy_score_thr_0/s0_022_dimaskdino_bbox_seed42,False,,s0,22,dimaskdino_bbox,42,42,,agree,,,val,val,,tool,AP,experiments/baselines/_legacy_score_thr_0/s0_022_dimaskdino_bbox_seed42/per_class_ap.json,14,1cf2eece1cd3,philip,philip,,4327348e444381f1737309252fb86ad9b5034d6a,11,,,False,0,full,metrics_json,0.352078,0.223447,,,,,,,,,,,,,,0.333702,0.533511,0.390953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baselines___legacy_score_thr_0__s0_023_dimaskdino_bbox_seed123,s0_023_dimaskdino_bbox_seed123,baselines/s0/dimaskdino_bbox@val,unknown,,not_determinable,baselines,_legacy_score_thr_0,experiments/baselines/_legacy_score_thr_0/s0_023_dimaskdino_bbox_seed123,False,,s0,23,dimaskdino_bbox,123,123,,agree,,,val,val,,tool,AP,experiments/baselines/_legacy_score_thr_0/s0_023_dimaskdino_bbox_seed123/per_class_ap.json,14,1cf2eece1cd3,philip,philip,,4327348e444381f1737309252fb86ad9b5034d6a,9,,,False,0,full,metrics_json,0.388332,0.42525,,,,,,,,,,,,,,0.393606,0.599703,0.464639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baselines___legacy_score_thr_0__s0_024_dimaskdino_bbox_seed456,s0_024_dimaskdino_bbox_seed456,baselines/s0/dimaskdino_bbox@val,unknown,,not_determinable,baselines,_legacy_score_thr_0,experiments/baselines/_legacy_score_thr_0/s0_024_dimaskdino_bbox_seed456,False,,s0,24,dimaskdino_bbox,456,456,,agree,,,val,val,,tool,AP,experiments/baselines/_legacy_score_thr_0/s0_024_dimaskdino_bbox_seed456/per_class_ap.json,14,1cf2eece1cd3,philip,philip,,4327348e444381f1737309252fb86ad9b5034d6a,12,,,False,0,full,metrics_json,0.417447,0.49494,,,,,,,,,,,,,,0.428518,0.636552,0.512261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baselines___legacy_score_thr_0__s0_025_focusdetr_bbox_seed42,s0_025_focusdetr_bbox_seed42,baselines/s0/focusdetr_bbox@val,unknown,,not_determinable,baselines,_legacy_score_thr_0,experiments/baselines/_legacy_score_thr_0/s0_025_focusdetr_bbox_seed42,False,,s0,25,focusdetr_bbox,42,42,,agree,,,val,val,,tool,AP,experiments/baselines/_legacy_score_thr_0/s0_025_focusdetr_bbox_seed42/per_class_ap.json,14,1cf2eece1cd3,philip,philip,,4327348e444381f1737309252fb86ad9b5034d6a,5,,,False,1,full,metrics_json,0.675851,0.770736,,,,,,,,,,,,,,0.689406,0.838278,0.753831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baselines___legacy_score_thr_0__s0_026_focusdetr_bbox_seed123,s0_026_focusdetr_bbox_seed123,baselines/s0/focusdetr_bbox@val,unknown,,not_determinable,baselines,_legacy_score_thr_0,experiments/baselines/_legacy_score_thr_0/s0_026_focusdetr_bbox_seed123,False,,s0,26,focusdetr_bbox,123,123,,agree,,,val,val,,tool,AP,experiments/baselines/_legacy_score_thr_0/s0_026_focusdetr_bbox_seed123/per_class_ap.json,14,1cf2eece1cd3,philip,philip,,4327348e444381f1737309252fb86ad9b5034d6a,12,,,False,1,full,metrics_json,0.696455,0.735651,,,,,,,,,,,,,,0.702055,0.844569,0.761929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baselines___legacy_score_thr_0__s0_027_focusdetr_bbox_seed456,s0_027_focusdetr_bbox_seed456,baselines/s0/focusdetr_bbox@val,unknown,,not_determinable,baselines,_legacy_score_thr_0,experiments/baselines/_legacy_score_thr_0/s0_027_focusdetr_bbox_seed456,False,,s0,27,focusdetr_bbox,456,456,,agree,,,val,val,,tool,AP,experiments/baselines/_legacy_score_thr_0/s0_027_focusdetr_bbox_seed456/per_class_ap.json,14,1cf2eece1cd3,philip,philip,,4327348e444381f1737309252fb86ad9b5034d6a,12,,,False,1,full,metrics_json,0.694561,0.773907,,,,,,,,,,,,,,0.705896,0.845334,0.774643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baselines___legacy_score_thr_0__s0_028_aligndetr_bbox_seed42,s0_028_aligndetr_bbox_seed42,baselines/s0/aligndetr_bbox@val,unknown,,not_determinable,baselines,_legacy_score_thr_0,experiments/baselines/_legacy_score_thr_0/s0_028_aligndetr_bbox_seed42,False,,s0,28,aligndetr_bbox,42,42,,agree,,,val,val,,tool,AP,experiments/baselines/_legacy_score_thr_0/s0_028_aligndetr_bbox_seed42/per_class_ap.json,14,1cf2eece1cd3,philip,philip,,4327348e444381f1737309252fb86ad9b5034d6a,12,,,False,1,full,metrics_json,0.706164,0.796944,,,,,,,,,,,,,,0.719133,0.837356,0.774301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baselines___legacy_score_thr_0__s0_029_aligndetr_bbox_seed123,s0_029_aligndetr_bbox_seed123,baselines/s0/aligndetr_bbox@val,unknown,,not_determinable,baselines,_legacy_score_thr_0,experiments/baselines/_legacy_score_thr_0/s0_029_aligndetr_bbox_seed123,False,,s0,29,aligndetr_bbox,123,123,,agree,,,val,val,,tool,AP,experiments/baselines/_legacy_score_thr_0/s0_029_aligndetr_bbox_seed123/per_class_ap.json,14,1cf2eece1cd3,philip,philip,,4327348e444381f1737309252fb86ad9b5034d6a,12,,,False,1,full,metrics_json,0.71457,0.776898,,,,,,,,,,,,,,0.723474,0.851676,0.778934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baselines___legacy_score_thr_0__s0_030_aligndetr_bbox_seed456,s0_030_aligndetr_bbox_seed456,baselines/s0/aligndetr_bbox@val,unknown,,not_determinable,baselines,_legacy_score_thr_0,experiments/baselines/_legacy_score_thr_0/s0_030_aligndetr_bbox_seed456,False,,s0,30,aligndetr_bbox,456,456,,agree,,,val,val,,tool,AP,experiments/baselines/_legacy_score_thr_0/s0_030_aligndetr_bbox_seed456/per_class_ap.json,14,1cf2eece1cd3,philip,philip,,4327348e444381f1737309252fb86ad9b5034d6a,12,,,False,1,full,metrics_json,0.682323,0.786668,,,,,,,,,,,,,,0.69723,0.81683,0.755967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baselines___legacy_score_thr_0__s0_031_mrdetrdino_bbox_seed42,s0_031_mrdetrdino_bbox_seed42,baselines/s0/mrdetrdino_bbox@val,unknown,,not_determinable,baselines,_legacy_score_thr_0,experiments/baselines/_legacy_score_thr_0/s0_031_mrdetrdino_bbox_seed42,False,,s0,31,mrdetrdino_bbox,42,42,,agree,,,val,val,,tool,AP,experiments/baselines/_legacy_score_thr_0/s0_031_mrdetrdino_bbox_seed42/per_class_ap.json,14,1cf2eece1cd3,philip,philip,,4327348e444381f1737309252fb86ad9b5034d6a,12,,,False,1,full,metrics_json,0.721294,0.785062,,,,,,,,,,,,,,0.730403,0.85696,0.786341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baselines___legacy_score_thr_0__s0_032_mrdetrdino_bbox_seed123,s0_032_mrdetrdino_bbox_seed123,baselines/s0/mrdetrdino_bbox@val,unknown,,not_determinable,baselines,_legacy_score_thr_0,experiments/baselines/_legacy_score_thr_0/s0_032_mrdetrdino_bbox_seed123,False,,s0,32,mrdetrdino_bbox,123,123,,agree,,,val,val,,tool,AP,experiments/baselines/_legacy_score_thr_0/s0_032_mrdetrdino_bbox_seed123/per_class_ap.json,14,1cf2eece1cd3,philip,philip,,4327348e444381f1737309252fb86ad9b5034d6a,12,,,False,1,full,metrics_json,0.703963,0.784618,,,,,,,,,,,,,,0.715486,0.841934,0.770604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baselines___legacy_score_thr_0__s0_033_mrdetrdino_bbox_seed456,s0_033_mrdetrdino_bbox_seed456,baselines/s0/mrdetrdino_bbox@val,unknown,,not_determinable,baselines,_legacy_score_thr_0,experiments/baselines/_legacy_score_thr_0/s0_033_mrdetrdino_bbox_seed456,False,,s0,33,mrdetrdino_bbox,456,456,,agree,,,val,val,,tool,AP,experiments/baselines/_legacy_score_thr_0/s0_033_mrdetrdino_bbox_seed456/per_class_ap.json,14,1cf2eece1cd3,philip,philip,,4327348e444381f1737309252fb86ad9b5034d6a,12,,,False,1,full,metrics_json,0.712916,0.769884,,,,,,,,,,,,,,0.721054,0.847246,0.781183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baselines___legacy_score_thr_0__s0_034_mrdetralign_bbox_seed42,s0_034_mrdetralign_bbox_seed42,baselines/s0/mrdetralign_bbox@val,unknown,,not_determinable,baselines,_legacy_score_thr_0,experiments/baselines/_legacy_score_thr_0/s0_034_mrdetralign_bbox_seed42,False,,s0,34,mrdetralign_bbox,42,42,,agree,,,val,val,,tool,AP,experiments/baselines/_legacy_score_thr_0/s0_034_mrdetralign_bbox_seed42/per_class_ap.json,14,1cf2eece1cd3,philip,philip,,4327348e444381f1737309252fb86ad9b5034d6a,12,,,False,1,full,metrics_json,0.712324,0.766052,,,,,,,,,,,,,,0.719999,0.842135,0.774615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baselines___legacy_score_thr_0__s0_035_mrdetralign_bbox_seed123,s0_035_mrdetralign_bbox_seed123,baselines/s0/mrdetralign_bbox@val,unknown,,not_determinable,baselines,_legacy_score_thr_0,experiments/baselines/_legacy_score_thr_0/s0_035_mrdetralign_bbox_seed123,False,,s0,35,mrdetralign_bbox,123,123,,agree,,,val,val,,tool,AP,experiments/baselines/_legacy_score_thr_0/s0_035_mrdetralign_bbox_seed123/per_class_ap.json,14,1cf2eece1cd3,philip,philip,,4327348e444381f1737309252fb86ad9b5034d6a,12,,,False,1,full,metrics_json,0.710174,0.771277,,,,,,,,,,,,,,0.718903,0.835756,0.778343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baselines___legacy_score_thr_0__s0_036_mrdetralign_bbox_seed456,s0_036_mrdetralign_bbox_seed456,baselines/s0/mrdetralign_bbox@val,unknown,,not_determinable,baselines,_legacy_score_thr_0,experiments/baselines/_legacy_score_thr_0/s0_036_mrdetralign_bbox_seed456,False,,s0,36,mrdetralign_bbox,456,456,,agree,,,val,val,,tool,AP,experiments/baselines/_legacy_score_thr_0/s0_036_mrdetralign_bbox_seed456/per_class_ap.json,14,1cf2eece1cd3,philip,philip,,4327348e444381f1737309252fb86ad9b5034d6a,12,,,False,1,full,metrics_json,0.710715,0.772096,,,,,,,,,,,,,,0.719484,0.843039,0.768513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baselines___legacy_score_thr_0__s0_037_dacdetr_bbox_seed42,s0_037_dacdetr_bbox_seed42,baselines/s0/dacdetr_bbox@val,unknown,,not_determinable,baselines,_legacy_score_thr_0,experiments/baselines/_legacy_score_thr_0/s0_037_dacdetr_bbox_seed42,False,,s0,37,dacdetr_bbox,42,42,42,agree,,,val,val,,tool,AP,experiments/baselines/_legacy_score_thr_0/s0_037_dacdetr_bbox_seed42/per_class_ap.json,14,e82672cdfc7d,philip,philip,,4327348e444381f1737309252fb86ad9b5034d6a,12,,,False,0,full,metrics_json,0.7062924144455501,0.7778488520466481,,,,,,,,,,,,,,0.7165147626742786,0.8357210513055029,0.7659897792574065,,,,,,,,,,,,,,,,,,0.7165147626742786,,,,,,,,,,,,,,
baselines___legacy_score_thr_0__s0_038_dacdetr_bbox_seed123,s0_038_dacdetr_bbox_seed123,baselines/s0/dacdetr_bbox@val,unknown,,not_determinable,baselines,_legacy_score_thr_0,experiments/baselines/_legacy_score_thr_0/s0_038_dacdetr_bbox_seed123,False,,s0,38,dacdetr_bbox,123,123,123,agree,,,val,val,,tool,AP,experiments/baselines/_legacy_score_thr_0/s0_038_dacdetr_bbox_seed123/per_class_ap.json,14,e82672cdfc7d,philip,philip,,4327348e444381f1737309252fb86ad9b5034d6a,12,,,False,0,full,metrics_json,0.7058831884994007,0.7822516402080837,,,,,,,,,,,,,,0.7167929673149268,0.8378348257579977,0.766379989895025,,,,,,,,,,,,,,,,,,0.7167929673149268,,,,,,,,,,,,,,
baselines___legacy_score_thr_0__s0_039_dacdetr_bbox_seed456,s0_039_dacdetr_bbox_seed456,baselines/s0/dacdetr_bbox@val,unknown,,not_determinable,baselines,_legacy_score_thr_0,experiments/baselines/_legacy_score_thr_0/s0_039_dacdetr_bbox_seed456,False,,s0,39,dacdetr_bbox,456,456,456,agree,,,val,val,,tool,AP,experiments/baselines/_legacy_score_thr_0/s0_039_dacdetr_bbox_seed456/per_class_ap.json,14,e82672cdfc7d,philip,philip,,4327348e444381f1737309252fb86ad9b5034d6a,12,,,False,0,full,metrics_json,0.7063457124553231,0.7745783770576111,,,,,,,,,,,,,,0.7160932359699357,0.84006819110348,0.7685587428349819,,,,,,,,,,,,,,,,,,0.7160932359699357,,,,,,,,,,,,,,
baselines___legacy_score_thr_0__s0_frozen_001_relationdetr_s0frozen_cocohead_seed42,s0_frozen_001_relationdetr_s0frozen_cocohead_seed42,baselines/s0_frozen/relationdetr_s0frozen_cocohead@val,unknown,,not_determinable,baselines,_legacy_score_thr_0,experiments/baselines/_legacy_score_thr_0/s0_frozen_001_relationdetr_s0frozen_cocohead_seed42,False,,s0_frozen,1,relationdetr_s0frozen_cocohead,42,42,,agree,,,val,val,,tool,AP,experiments/baselines/_legacy_score_thr_0/s0_frozen_001_relationdetr_s0frozen_cocohead_seed42/per_class_ap.json,14,250424985fbf,lecun,lecun,,0129845290227b350ff79f02aa15f06824f444b4,12,,,False,0,full,metrics_json,0.701266,0.762457,,,,,,,,,,,,,,0.710008,0.836,0.756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baselines___legacy_score_thr_0__s0_frozen_002_relationdetr_s0frozen_cocohead_seed123,s0_frozen_002_relationdetr_s0frozen_cocohead_seed123,baselines/s0_frozen/relationdetr_s0frozen_cocohead@val,unknown,,not_determinable,baselines,_legacy_score_thr_0,experiments/baselines/_legacy_score_thr_0/s0_frozen_002_relationdetr_s0frozen_cocohead_seed123,False,,s0_frozen,2,relationdetr_s0frozen_cocohead,123,123,,agree,,,val,val,,tool,AP,experiments/baselines/_legacy_score_thr_0/s0_frozen_002_relationdetr_s0frozen_cocohead_seed123/per_class_ap.json,14,250424985fbf,lecun,lecun,,0129845290227b350ff79f02aa15f06824f444b4,3,,,False,0,full,metrics_json,0.688899,0.764691,,,,,,,,,,,,,,0.699726,0.821,0.739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baselines___legacy_score_thr_0__s0_frozen_003_relationdetr_s0frozen_cocohead_seed456,s0_frozen_003_relationdetr_s0frozen_cocohead_seed456,baselines/s0_frozen/relationdetr_s0frozen_cocohead@val,unknown,,not_determinable,baselines,_legacy_score_thr_0,experiments/baselines/_legacy_score_thr_0/s0_frozen_003_relationdetr_s0frozen_cocohead_seed456,False,,s0_frozen,3,relationdetr_s0frozen_cocohead,456,456,,agree,,,val,val,,tool,AP,experiments/baselines/_legacy_score_thr_0/s0_frozen_003_relationdetr_s0frozen_cocohead_seed456/per_class_ap.json,14,250424985fbf,lecun,lecun,,0129845290227b350ff79f02aa15f06824f444b4,11,,,False,0,full,metrics_json,0.698649,0.747916,,,,,,,,,,,,,,0.705687,0.832,0.749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
