ledger_key,run_id,experiment_id,arm,control_of,pairing_provenance,group,subgroup,path,excluded,exclusion_reason,step,seq,description,seed,seed_command,seed_config,seed_agreement,seed_detector,seed_phase,split,metrics_primary_split,frozen_source_tag,per_class_kind,per_class_metric,per_class_source,per_class_valid_count,eval_recipe_id,host,host_raw,gpu,commit,epoch,notion_page_id,task_id,has_test,n_harvest_warnings,evidence_completeness,metrics_source,metric.AP_common,metric.AP_rare,metric.accuracy,metric.alpha,metric.control_init_mAP,metric.control_mAP,metric.delta_control,metric.delta_detection,metric.edit_score,metric.final_epoch,metric.final_mAP,metric.frame_acc_inline,metric.init_mAP,metric.injection_effect,metric.jaccard,metric.mAP,metric.mAP_50,metric.mAP_75,metric.mAP_baseline,metric.mAP_rescored,metric.macro_f1,metric.miss_ctx,metric.rep,metric.seg_f1_10,metric.seg_f1_25,metric.seg_f1_50,metric.sigma2_d,metric.sigma2_p,metric.sticky_accuracy,metric.sticky_edit_score,metric.sticky_jaccard,metric.sticky_macro_f1,metric.sticky_seg_f1_10,metric.sticky_seg_f1_25,metric.sticky_seg_f1_50,metric.tool_mAP,metric_test.accuracy,metric_test.edit_score,metric_test.jaccard,metric_test.macro_f1,metric_test.seg_f1_10,metric_test.seg_f1_25,metric_test.seg_f1_50,metric_test.sticky_accuracy,metric_test.sticky_edit_score,metric_test.sticky_jaccard,metric_test.sticky_macro_f1,metric_test.sticky_seg_f1_10,metric_test.sticky_seg_f1_25,metric_test.sticky_seg_f1_50
transfer__t1a_3seed_det456_p42_frozen_001_t1a_3seed_det456_p42_frozen_seed42,t1a_3seed_det456_p42_frozen_001_t1a_3seed_det456_p42_frozen_seed42,transfer/t1a_3seed_det456_frozen/t1a_3seed_det456_frozen@val~relation_detr_seed456,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed456,from_config_yaml,transfer,,experiments/transfer/t1a_3seed_det456_p42_frozen_001_t1a_3seed_det456_p42_frozen_seed42,False,,t1a_3seed_det456_p42_frozen,1,t1a_3seed_det456_p42_frozen,42,42,42,agree,456,42,val,val,relation_detr_seed456,phase,F1,experiments/transfer/t1a_3seed_det456_p42_frozen_001_t1a_3seed_det456_p42_frozen_seed42/per_class_ap.json,9,78e50862a7b3,efros,efros,,bd0609749afdfa2a356ef625a73628cddf38d4a9,25,,,False,0,full,metrics_json,,,0.9518151815181518,,,,,,34.39153439153439,,,,,,0.77335075055391,,,,,,0.8104486789334845,,,0.4502645502645503,0.4407407407407408,0.380026455026455,,,,,,,,,,,,,,,,,,,,,,,,
transfer__t1a_3seed_det456_p456_aug_001_t1a_3seed_det456_p456_aug_seed456,t1a_3seed_det456_p456_aug_001_t1a_3seed_det456_p456_aug_seed456,transfer/t1a_3seed_det456_aug/t1a_3seed_det456_aug@val~relation_detr_augstrong_seed456,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_augstrong_seed456,from_config_yaml,transfer,,experiments/transfer/t1a_3seed_det456_p456_aug_001_t1a_3seed_det456_p456_aug_seed456,False,,t1a_3seed_det456_p456_aug,1,t1a_3seed_det456_p456_aug,456,456,456,agree,456,456,val,val,relation_detr_augstrong_seed456,phase,F1,experiments/transfer/t1a_3seed_det456_p456_aug_001_t1a_3seed_det456_p456_aug_seed456/per_class_ap.json,9,78e50862a7b3,efros,efros,,bd0609749afdfa2a356ef625a73628cddf38d4a9,21,,,False,0,full,metrics_json,,,0.9478547854785478,,,,,,40.325203252032516,,,,,,0.7668526879359122,,,,,,0.8065125494571076,,,0.5281385281385281,0.507936507936508,0.4877344877344878,,,,,,,,,,,,,,,,,,,,,,,,
transfer__t1a_3seed_det456_p456_frozen_001_t1a_3seed_det456_p456_frozen_seed456,t1a_3seed_det456_p456_frozen_001_t1a_3seed_det456_p456_frozen_seed456,transfer/t1a_3seed_det456_frozen/t1a_3seed_det456_frozen@val~relation_detr_seed456,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed456,from_config_yaml,transfer,,experiments/transfer/t1a_3seed_det456_p456_frozen_001_t1a_3seed_det456_p456_frozen_seed456,False,,t1a_3seed_det456_p456_frozen,1,t1a_3seed_det456_p456_frozen,456,456,456,agree,456,456,val,val,relation_detr_seed456,phase,F1,experiments/transfer/t1a_3seed_det456_p456_frozen_001_t1a_3seed_det456_p456_frozen_seed456/per_class_ap.json,9,78e50862a7b3,efros,efros,,bd0609749afdfa2a356ef625a73628cddf38d4a9,23,,,False,0,full,metrics_json,,,0.9544554455445544,,,,,,45.27777777777778,,,,,,0.7821165828232868,,,,,,0.8158035563348657,,,0.5494505494505494,0.5391941391941392,0.528937728937729,,,,,,,,,,,,,,,,,,,,,,,,
transfer__t1a_appearance_001_t1a_appearance_seed42,t1a_appearance_001_t1a_appearance_seed42,transfer/t1a_appearance/t1a_appearance@val~relation_detr_seed42,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,from_config_yaml,transfer,,experiments/transfer/t1a_appearance_001_t1a_appearance_seed42,False,,t1a_appearance,1,t1a_appearance,42,42,42,agree,,,val,val,relation_detr_seed42,phase,F1,experiments/transfer/t1a_appearance_001_t1a_appearance_seed42/per_class_ap.json,9,78e50862a7b3,efros,efros,,27ad173f16f4c63a7bbe9160aa9a4b5c1461cb2a,30,,,True,1,full,metrics_json,,,0.9504950495049505,,,,,,34.166666666666664,,,,,,0.7813188712598264,,,,,,0.8162734056221386,,,0.4422466422466423,0.4217338217338218,0.4217338217338218,,,,,,,,,,,0.8152403282532239,36.71888893991112,0.5329958444021909,0.6307380341321444,0.4364032056466436,0.42005163019059055,0.2857002344598845,,,,,,,
transfer__t1a_appearance_002_t1a_appearance_seed123,t1a_appearance_002_t1a_appearance_seed123,transfer/t1a_appearance/t1a_appearance@val~relation_detr_seed42,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,from_config_yaml,transfer,,experiments/transfer/t1a_appearance_002_t1a_appearance_seed123,False,,t1a_appearance,2,t1a_appearance,123,123,123,agree,,,val,val,relation_detr_seed42,phase,F1,experiments/transfer/t1a_appearance_002_t1a_appearance_seed123/per_class_ap.json,9,78e50862a7b3,efros,efros,,27ad173f16f4c63a7bbe9160aa9a4b5c1461cb2a,31,,,True,1,full,metrics_json,,,0.9465346534653465,,,,,,35.58201058201058,,,,,,0.7545956697859814,,,,,,0.7969645008052287,,,0.45122870496004824,0.45122870496004824,0.4213779586913915,,,,,,,,,,,0.822274325908558,38.92806878655936,0.5495297093699452,0.6269775859327538,0.4679942802614981,0.46041086266796927,0.3334460357888958,,,,,,,
transfer__t1a_appearance_003_t1a_appearance_seed456,t1a_appearance_003_t1a_appearance_seed456,transfer/t1a_appearance/t1a_appearance@val~relation_detr_seed42,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,from_config_yaml,transfer,,experiments/transfer/t1a_appearance_003_t1a_appearance_seed456,False,,t1a_appearance,3,t1a_appearance,456,456,456,agree,,,val,val,relation_detr_seed42,phase,F1,experiments/transfer/t1a_appearance_003_t1a_appearance_seed456/per_class_ap.json,9,78e50862a7b3,efros,efros,,27ad173f16f4c63a7bbe9160aa9a4b5c1461cb2a,12,,,True,1,full,metrics_json,,,0.9504950495049505,,,,,,59.37500000000001,,,,,,0.7754857216065117,,,,,,0.8125506379442964,,,0.6573099415204678,0.6573099415204678,0.6456140350877194,,,,,,,,,,,0.8091441969519344,45.87958717933045,0.5203276867077553,0.6042656475610072,0.5449042181261506,0.5314518297854735,0.3972677341277229,,,,,,,
transfer__t1a_b2a_combined_001_t1a_b2a_combined_seed42,t1a_b2a_combined_001_t1a_b2a_combined_seed42,transfer/t1a_b2a_combined/t1a_b2a_combined@val~relation_detr_seed42,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,from_config_yaml,transfer,,experiments/transfer/t1a_b2a_combined_001_t1a_b2a_combined_seed42,False,,t1a_b2a_combined,1,t1a_b2a_combined,42,42,42,agree,,,val,val,relation_detr_seed42,phase,F1,experiments/transfer/t1a_b2a_combined_001_t1a_b2a_combined_seed42/per_class_ap.json,9,25494806e106,lecun,lecun,,c4228eddc07a1958959e00e8dff92f007c269755,24,,,False,0,full,metrics_json,,,0.9452145214521452,,,,,,37.96296296296296,,,,,,0.7617579513870439,,,,,,0.8027809182942154,,,0.4761904761904761,0.4666666666666666,0.44761904761904764,,,,,,,,,,,,,,,,,,,,,,,,
transfer__t1a_b2a_combined_002_t1a_b2a_combined_seed123,t1a_b2a_combined_002_t1a_b2a_combined_seed123,transfer/t1a_b2a_combined/t1a_b2a_combined@val~relation_detr_seed42,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,from_config_yaml,transfer,,experiments/transfer/t1a_b2a_combined_002_t1a_b2a_combined_seed123,False,,t1a_b2a_combined,2,t1a_b2a_combined,123,123,123,agree,,,val,val,relation_detr_seed42,phase,F1,experiments/transfer/t1a_b2a_combined_002_t1a_b2a_combined_seed123/per_class_ap.json,9,25494806e106,lecun,lecun,,c4228eddc07a1958959e00e8dff92f007c269755,24,,,False,0,full,metrics_json,,,0.9471947194719472,,,,,,32.38095238095238,,,,,,0.7635213874284158,,,,,,0.8046481156810261,,,0.4252546789860223,0.4153044302298034,0.40535418147358454,,,,,,,,,,,,,,,,,,,,,,,,
transfer__t1a_b2a_combined_003_t1a_b2a_combined_seed456,t1a_b2a_combined_003_t1a_b2a_combined_seed456,transfer/t1a_b2a_combined/t1a_b2a_combined@val~relation_detr_seed42,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,from_config_yaml,transfer,,experiments/transfer/t1a_b2a_combined_003_t1a_b2a_combined_seed456,False,,t1a_b2a_combined,3,t1a_b2a_combined,456,456,456,agree,,,val,val,relation_detr_seed42,phase,F1,experiments/transfer/t1a_b2a_combined_003_t1a_b2a_combined_seed456/per_class_ap.json,9,25494806e106,lecun,lecun,,c4228eddc07a1958959e00e8dff92f007c269755,22,,,False,0,full,metrics_json,,,0.9471947194719472,,,,,,34.37984496124031,,,,,,0.7617199280265605,,,,,,0.802211552370543,,,0.4442577030812325,0.4442577030812325,0.41484593837535017,,,,,,,,,,,,,,,,,,,,,,,,
transfer__t1a_base_env_001_t1a_base_env_seed42,t1a_base_env_001_t1a_base_env_seed42,transfer/t1a_base_env/t1a_base_env@val~relation_detr_seed42,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,from_config_yaml,transfer,,experiments/transfer/t1a_base_env_001_t1a_base_env_seed42,False,,t1a_base_env,1,t1a_base_env,42,42,42,agree,,,val,val,relation_detr_seed42,phase,F1,experiments/transfer/t1a_base_env_001_t1a_base_env_seed42/per_class_ap.json,9,78e50862a7b3,efros,efros,,1a52c6fde8120bb62eba920ad3c3d8882f309b72,30,,,False,0,full,metrics_json,,,0.9485148514851485,,,,,,27.95603089720737,,,,,,0.767661474996343,,,,,,0.8078117324638671,,,0.3876518218623482,0.37887989203778677,0.3525641025641026,,,,,,,,,,,,,,,,,,,,,,,,
transfer__t1a_base_env_002_t1a_base_env_seed123,t1a_base_env_002_t1a_base_env_seed123,transfer/t1a_base_env/t1a_base_env@val~relation_detr_seed42,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,from_config_yaml,transfer,,experiments/transfer/t1a_base_env_002_t1a_base_env_seed123,False,,t1a_base_env,2,t1a_base_env,123,123,123,agree,,,val,val,relation_detr_seed42,phase,F1,experiments/transfer/t1a_base_env_002_t1a_base_env_seed123/per_class_ap.json,9,78e50862a7b3,efros,efros,,1a52c6fde8120bb62eba920ad3c3d8882f309b72,16,,,False,0,full,metrics_json,,,0.9478547854785478,,,,,,31.46537842190016,,,,,,0.7645445832983698,,,,,,0.8052196783012776,,,0.43241265776477045,0.41363331504176576,0.394853972318761,,,,,,,,,,,,,,,,,,,,,,,,
transfer__t1a_base_env_003_t1a_base_env_seed456,t1a_base_env_003_t1a_base_env_seed456,transfer/t1a_base_env/t1a_base_env@val~relation_detr_seed42,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,from_config_yaml,transfer,,experiments/transfer/t1a_base_env_003_t1a_base_env_seed456,False,,t1a_base_env,3,t1a_base_env,456,456,456,agree,,,val,val,relation_detr_seed42,phase,F1,experiments/transfer/t1a_base_env_003_t1a_base_env_seed456/per_class_ap.json,9,78e50862a7b3,efros,efros,,1a52c6fde8120bb62eba920ad3c3d8882f309b72,19,,,False,0,full,metrics_json,,,0.9465346534653465,,,,,,39.44444444444445,,,,,,0.7524658062425342,,,,,,0.7960600519406995,,,0.49230769230769234,0.4820512820512821,0.4615384615384615,,,,,,,,,,,,,,,,,,,,,,,,
transfer__t1a_base_test_001_t1a_base_test_seed42,t1a_base_test_001_t1a_base_test_seed42,transfer/t1a_base_test/t1a_base_test@val~relation_detr_seed42,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,from_config_yaml,transfer,,experiments/transfer/t1a_base_test_001_t1a_base_test_seed42,False,,t1a_base_test,1,t1a_base_test,42,42,42,agree,,,val,val,relation_detr_seed42,phase,F1,experiments/transfer/t1a_base_test_001_t1a_base_test_seed42/per_class_ap.json,9,78e50862a7b3,efros,efros,,27ad173f16f4c63a7bbe9160aa9a4b5c1461cb2a,19,,,True,1,full,metrics_json,,,0.9471947194719472,,,,,,34.51219512195122,,,,,,0.7611425277318641,,,,,,0.80276861640554,,,0.4507936507936509,0.4406926406926408,0.43059163059163064,,,,,,,,,,,0.8173505275498242,53.23652935000309,0.5690620284081881,0.6700748330236684,0.602266268826371,0.5849625840674434,0.45644714407502135,,,,,,,
transfer__t1a_base_test_002_t1a_base_test_seed123,t1a_base_test_002_t1a_base_test_seed123,transfer/t1a_base_test/t1a_base_test@val~relation_detr_seed42,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,from_config_yaml,transfer,,experiments/transfer/t1a_base_test_002_t1a_base_test_seed123,False,,t1a_base_test,2,t1a_base_test,123,123,123,agree,,,val,val,relation_detr_seed42,phase,F1,experiments/transfer/t1a_base_test_002_t1a_base_test_seed123/per_class_ap.json,9,78e50862a7b3,efros,efros,,27ad173f16f4c63a7bbe9160aa9a4b5c1461cb2a,25,,,True,1,full,metrics_json,,,0.9485148514851485,,,,,,31.80457052797478,,,,,,0.7671249201454028,,,,,,0.8066393348436439,,,0.4294131794131794,0.42015392015392017,0.39237614237614243,,,,,,,,,,,0.8302461899179366,50.18577313934339,0.600514260719424,0.6932970793785072,0.5557877670026393,0.546365354679116,0.5208924572071675,,,,,,,
transfer__t1a_base_test_003_t1a_base_test_seed456,t1a_base_test_003_t1a_base_test_seed456,transfer/t1a_base_test/t1a_base_test@val~relation_detr_seed42,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,from_config_yaml,transfer,,experiments/transfer/t1a_base_test_003_t1a_base_test_seed456,False,,t1a_base_test,3,t1a_base_test,456,456,456,agree,,,val,val,relation_detr_seed42,phase,F1,experiments/transfer/t1a_base_test_003_t1a_base_test_seed456/per_class_ap.json,9,78e50862a7b3,efros,efros,,27ad173f16f4c63a7bbe9160aa9a4b5c1461cb2a,19,,,True,1,full,metrics_json,,,0.9471947194719472,,,,,,40.63492063492063,,,,,,0.7529534250683285,,,,,,0.7963241850462713,,,0.5071225071225071,0.4968660968660969,0.47635327635327646,,,,,,,,,,,0.8382180539273154,53.52448703058459,0.6118934786380359,0.6972613012080395,0.6041861758736332,0.5942342392041392,0.4659897345368704,,,,,,,
transfer__t1a_boundary_001_t1a_boundary_seed42,t1a_boundary_001_t1a_boundary_seed42,transfer/t1a_boundary/t1a_boundary@val~relation_detr_seed42,injection,transfer/t1a_regiontoken/t1a_regiontoken@val~relation_detr_seed42,from_config_yaml,transfer,,experiments/transfer/t1a_boundary_001_t1a_boundary_seed42,False,,t1a_boundary,1,t1a_boundary,42,42,42,agree,,,val,val,relation_detr_seed42,phase,F1,experiments/transfer/t1a_boundary_001_t1a_boundary_seed42/per_class_ap.json,9,e316a3163ea9,efros,efros,,1a52c6fde8120bb62eba920ad3c3d8882f309b72,33,,,False,0,full,metrics_json,,,0.9445544554455445,,,,,,33.58974358974359,,,,,,0.7641585072811564,,,,,,0.8056530871704938,,,0.4300595238095238,0.40922619047619047,0.3988095238095238,,,0.7854785478547854,54.19047619047618,0.6145737741322722,0.7008708449524337,0.6256895193065407,0.61150512214342,0.5744680851063829,,,,,,,,,,,,,,,
transfer__t1a_boundary_002_t1a_boundary_seed123,t1a_boundary_002_t1a_boundary_seed123,transfer/t1a_boundary/t1a_boundary@val~relation_detr_seed42,injection,transfer/t1a_regiontoken/t1a_regiontoken@val~relation_detr_seed42,from_config_yaml,transfer,,experiments/transfer/t1a_boundary_002_t1a_boundary_seed123,False,,t1a_boundary,2,t1a_boundary,123,123,123,agree,,,val,val,relation_detr_seed42,phase,F1,experiments/transfer/t1a_boundary_002_t1a_boundary_seed123/per_class_ap.json,9,e316a3163ea9,efros,efros,,1a52c6fde8120bb62eba920ad3c3d8882f309b72,30,,,False,0,full,metrics_json,,,0.9452145214521452,,,,,,33.24009324009324,,,,,,0.754822714860838,,,,,,0.7979633718342305,,,0.4269688644688645,0.4269688644688645,0.3957188644688645,,,0.6448844884488449,49.0,0.5236608259973642,0.6123701238381745,0.5525252525252525,0.5373737373737374,0.4707070707070707,,,,,,,,,,,,,,,
transfer__t1a_boundary_003_t1a_boundary_seed456,t1a_boundary_003_t1a_boundary_seed456,transfer/t1a_boundary/t1a_boundary@val~relation_detr_seed42,injection,transfer/t1a_regiontoken/t1a_regiontoken@val~relation_detr_seed42,from_config_yaml,transfer,,experiments/transfer/t1a_boundary_003_t1a_boundary_seed456,False,,t1a_boundary,3,t1a_boundary,456,456,456,agree,,,val,val,relation_detr_seed42,phase,F1,experiments/transfer/t1a_boundary_003_t1a_boundary_seed456/per_class_ap.json,9,e316a3163ea9,efros,efros,,1a52c6fde8120bb62eba920ad3c3d8882f309b72,29,,,False,0,full,metrics_json,,,0.9478547854785478,,,,,,35.238095238095234,,,,,,0.7734068763057687,,,,,,0.811079290070283,,,0.4507936507936509,0.43968253968253973,0.4285714285714286,,,0.8237623762376237,42.518518518518526,0.6390069451332266,0.7217002174520403,0.37121212121212116,0.3573232323232323,0.32702020202020204,,,,,,,,,,,,,,,
transfer__t1a_combined_oracle_001_t1a_combined_oracle_seed42,t1a_combined_oracle_001_t1a_combined_oracle_seed42,transfer/t1a_combined_oracle/t1a_combined_oracle@val~relation_detr_seed42,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,from_config_yaml,transfer,,experiments/transfer/t1a_combined_oracle_001_t1a_combined_oracle_seed42,False,,t1a_combined_oracle,1,t1a_combined_oracle,42,42,42,agree,,,val,val,relation_detr_seed42,phase,F1,experiments/transfer/t1a_combined_oracle_001_t1a_combined_oracle_seed42/per_class_ap.json,9,25494806e106,lecun,lecun,,c4228eddc07a1958959e00e8dff92f007c269755,37,,,False,0,full,metrics_json,,,0.9458745874587459,,,,,,38.1029810298103,,,,,,0.7657901482828333,,,,,,0.8066937021713935,,,0.4767676767676769,0.4565656565656566,0.44646464646464645,,,,,,,,,,,,,,,,,,,,,,,,
transfer__t1a_combined_oracle_002_t1a_combined_oracle_seed123,t1a_combined_oracle_002_t1a_combined_oracle_seed123,transfer/t1a_combined_oracle/t1a_combined_oracle@val~relation_detr_seed42,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,from_config_yaml,transfer,,experiments/transfer/t1a_combined_oracle_002_t1a_combined_oracle_seed123,False,,t1a_combined_oracle,2,t1a_combined_oracle,123,123,123,agree,,,val,val,relation_detr_seed42,phase,F1,experiments/transfer/t1a_combined_oracle_002_t1a_combined_oracle_seed123/per_class_ap.json,9,25494806e106,lecun,lecun,,c4228eddc07a1958959e00e8dff92f007c269755,17,,,False,0,full,metrics_json,,,0.9471947194719472,,,,,,31.44927536231884,,,,,,0.7659090659953077,,,,,,0.8064042796442373,,,0.4317013190252627,0.42231164766376034,0.37575452716297786,,,,,,,,,,,,,,,,,,,,,,,,
transfer__t1a_combined_oracle_003_t1a_combined_oracle_seed456,t1a_combined_oracle_003_t1a_combined_oracle_seed456,transfer/t1a_combined_oracle/t1a_combined_oracle@val~relation_detr_seed42,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,from_config_yaml,transfer,,experiments/transfer/t1a_combined_oracle_003_t1a_combined_oracle_seed456,False,,t1a_combined_oracle,3,t1a_combined_oracle,456,456,456,agree,,,val,val,relation_detr_seed42,phase,F1,experiments/transfer/t1a_combined_oracle_003_t1a_combined_oracle_seed456/per_class_ap.json,9,25494806e106,lecun,lecun,,c4228eddc07a1958959e00e8dff92f007c269755,22,,,False,0,full,metrics_json,,,0.9485148514851485,,,,,,35.57032115171649,,,,,,0.7626935409293624,,,,,,0.8027415798668786,,,0.45907251789604736,0.45907251789604736,0.429660753190165,,,,,,,,,,,,,,,,,,,,,,,,
transfer__t1a_combined_oracle_noise_p010_001_t1a_combined_oracle_noise_p010_seed42,t1a_combined_oracle_noise_p010_001_t1a_combined_oracle_noise_p010_seed42,transfer/t1a_combined_oracle_noise_p010/t1a_combined_oracle_noise_p010@val~relation_detr_seed42,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,from_config_yaml,transfer,,experiments/transfer/t1a_combined_oracle_noise_p010_001_t1a_combined_oracle_noise_p010_seed42,False,,t1a_combined_oracle_noise_p010,1,t1a_combined_oracle_noise_p010,42,42,42,agree,,,val,val,relation_detr_seed42,phase,F1,experiments/transfer/t1a_combined_oracle_noise_p010_001_t1a_combined_oracle_noise_p010_seed42/per_class_ap.json,9,25494806e106,lecun,lecun,,c4228eddc07a1958959e00e8dff92f007c269755,28,,,False,1,full,metrics_json,,,0.9465346534653465,,,,,,36.62162162162162,,,,,,0.7601386645726868,,,,,,0.8014583347818374,,,0.46513056835637484,0.46513056835637484,0.44362519201228884,,,,,,,,,,,,,,,,,,,,,,,,
transfer__t1a_combined_oracle_noise_p010_002_t1a_combined_oracle_noise_p010_seed123,t1a_combined_oracle_noise_p010_002_t1a_combined_oracle_noise_p010_seed123,transfer/t1a_combined_oracle_noise_p010/t1a_combined_oracle_noise_p010@val~relation_detr_seed42,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,from_config_yaml,transfer,,experiments/transfer/t1a_combined_oracle_noise_p010_002_t1a_combined_oracle_noise_p010_seed123,False,,t1a_combined_oracle_noise_p010,2,t1a_combined_oracle_noise_p010,123,123,123,agree,,,val,val,relation_detr_seed42,phase,F1,experiments/transfer/t1a_combined_oracle_noise_p010_002_t1a_combined_oracle_noise_p010_seed123/per_class_ap.json,9,25494806e106,lecun,lecun,,c4228eddc07a1958959e00e8dff92f007c269755,17,,,False,1,full,metrics_json,,,0.9478547854785478,,,,,,32.71317829457364,,,,,,0.7659610049822358,,,,,,0.8064235702570358,,,0.43183940242763774,0.4220354808590103,0.3746498599439776,,,,,,,,,,,,,,,,,,,,,,,,
transfer__t1a_combined_oracle_noise_p010_003_t1a_combined_oracle_noise_p010_seed456,t1a_combined_oracle_noise_p010_003_t1a_combined_oracle_noise_p010_seed456,transfer/t1a_combined_oracle_noise_p010/t1a_combined_oracle_noise_p010@val~relation_detr_seed42,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,from_config_yaml,transfer,,experiments/transfer/t1a_combined_oracle_noise_p010_003_t1a_combined_oracle_noise_p010_seed456,False,,t1a_combined_oracle_noise_p010,3,t1a_combined_oracle_noise_p010,456,456,456,agree,,,val,val,relation_detr_seed42,phase,F1,experiments/transfer/t1a_combined_oracle_noise_p010_003_t1a_combined_oracle_noise_p010_seed456/per_class_ap.json,9,25494806e106,lecun,lecun,,c4228eddc07a1958959e00e8dff92f007c269755,22,,,False,1,full,metrics_json,,,0.9471947194719472,,,,,,35.57032115171649,,,,,,0.7611742974423095,,,,,,0.8019111079795446,,,0.45907251789604736,0.45907251789604736,0.429660753190165,,,,,,,,,,,,,,,,,,,,,,,,
transfer__t1a_combined_oracle_noise_p020_001_t1a_combined_oracle_noise_p020_seed42,t1a_combined_oracle_noise_p020_001_t1a_combined_oracle_noise_p020_seed42,transfer/t1a_combined_oracle_noise_p020/t1a_combined_oracle_noise_p020@val~relation_detr_seed42,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,from_config_yaml,transfer,,experiments/transfer/t1a_combined_oracle_noise_p020_001_t1a_combined_oracle_noise_p020_seed42,False,,t1a_combined_oracle_noise_p020,1,t1a_combined_oracle_noise_p020,42,42,42,agree,,,val,val,relation_detr_seed42,phase,F1,experiments/transfer/t1a_combined_oracle_noise_p020_001_t1a_combined_oracle_noise_p020_seed42/per_class_ap.json,9,25494806e106,lecun,lecun,,c4228eddc07a1958959e00e8dff92f007c269755,30,,,False,1,full,metrics_json,,,0.9458745874587459,,,,,,31.078904991948463,,,,,,0.7507352597366237,,,,,,0.7952470827637893,,,0.41111822449850616,0.41111822449850616,0.3829492104139991,,,,,,,,,,,,,,,,,,,,,,,,
transfer__t1a_combined_oracle_noise_p020_002_t1a_combined_oracle_noise_p020_seed123,t1a_combined_oracle_noise_p020_002_t1a_combined_oracle_noise_p020_seed123,transfer/t1a_combined_oracle_noise_p020/t1a_combined_oracle_noise_p020@val~relation_detr_seed42,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,from_config_yaml,transfer,,experiments/transfer/t1a_combined_oracle_noise_p020_002_t1a_combined_oracle_noise_p020_seed123,False,,t1a_combined_oracle_noise_p020,2,t1a_combined_oracle_noise_p020,123,123,123,agree,,,val,val,relation_detr_seed42,phase,F1,experiments/transfer/t1a_combined_oracle_noise_p020_002_t1a_combined_oracle_noise_p020_seed123/per_class_ap.json,9,25494806e106,lecun,lecun,,c4228eddc07a1958959e00e8dff92f007c269755,17,,,False,1,full,metrics_json,,,0.9465346534653465,,,,,,31.85185185185185,,,,,,0.7627434783510437,,,,,,0.8042687413371047,,,0.434920634920635,0.42539682539682544,0.3785714285714286,,,,,,,,,,,,,,,,,,,,,,,,
transfer__t1a_combined_oracle_noise_p020_003_t1a_combined_oracle_noise_p020_seed456,t1a_combined_oracle_noise_p020_003_t1a_combined_oracle_noise_p020_seed456,transfer/t1a_combined_oracle_noise_p020/t1a_combined_oracle_noise_p020@val~relation_detr_seed42,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,from_config_yaml,transfer,,experiments/transfer/t1a_combined_oracle_noise_p020_003_t1a_combined_oracle_noise_p020_seed456,False,,t1a_combined_oracle_noise_p020,3,t1a_combined_oracle_noise_p020,456,456,456,agree,,,val,val,relation_detr_seed42,phase,F1,experiments/transfer/t1a_combined_oracle_noise_p020_003_t1a_combined_oracle_noise_p020_seed456/per_class_ap.json,9,25494806e106,lecun,lecun,,c4228eddc07a1958959e00e8dff92f007c269755,22,,,False,1,full,metrics_json,,,0.9471947194719472,,,,,,36.04651162790697,,,,,,0.7616888437512194,,,,,,0.802188406032001,,,0.46013071895424834,0.46013071895424834,0.43071895424836604,,,,,,,,,,,,,,,,,,,,,,,,
