ledger_key,group,step,seed,split,host,excluded,per_class_kind,per_class_metric,class_name,value,is_nan
baselines___legacy_score_thr_0__s0_009_codetr_bbox_seed456,baselines,s0,456,val,,False,tool,AP,Scissors,0.698,False
baselines___legacy_score_thr_0__s0_009_codetr_bbox_seed456,baselines,s0,456,val,,False,tool,AP,Skewer,0.92,False
baselines___legacy_score_thr_0__s0_009_codetr_bbox_seed456,baselines,s0,456,val,,False,tool,AP,Suction Cannula,0.799,False
baselines___legacy_score_thr_0__s0_009_codetr_bbox_seed456,baselines,s0,456,val,,False,tool,AP,Syringe,0.564,False
baselines___legacy_score_thr_0__s0_009_codetr_bbox_seed456,baselines,s0,456,val,,False,tool,AP,Tweezers,0.769,False
baselines___legacy_score_thr_0__s0_016_relationdetr_bbox_seed42,baselines,s0,42,val,philip,False,tool,AP,Bipolar Forceps,0.778491910175864,False
baselines___legacy_score_thr_0__s0_016_relationdetr_bbox_seed42,baselines,s0,42,val,philip,False,tool,AP,Electric Cautery,0.9707898674565354,False
baselines___legacy_score_thr_0__s0_016_relationdetr_bbox_seed42,baselines,s0,42,val,philip,False,tool,AP,Forceps,0.38221254913072117,False
baselines___legacy_score_thr_0__s0_016_relationdetr_bbox_seed42,baselines,s0,42,val,philip,False,tool,AP,Gauze,0.2605965678663292,False
baselines___legacy_score_thr_0__s0_016_relationdetr_bbox_seed42,baselines,s0,42,val,philip,False,tool,AP,Hook,0.5944147377588471,False
baselines___legacy_score_thr_0__s0_016_relationdetr_bbox_seed42,baselines,s0,42,val,philip,False,tool,AP,Mouth Gag,0.8068646349516787,False
baselines___legacy_score_thr_0__s0_016_relationdetr_bbox_seed42,baselines,s0,42,val,philip,False,tool,AP,Needle Holders,0.851955711913807,False
baselines___legacy_score_thr_0__s0_016_relationdetr_bbox_seed42,baselines,s0,42,val,philip,False,tool,AP,Raspatory,0.8285294114992541,False
baselines___legacy_score_thr_0__s0_016_relationdetr_bbox_seed42,baselines,s0,42,val,philip,False,tool,AP,Retractor,,True
baselines___legacy_score_thr_0__s0_016_relationdetr_bbox_seed42,baselines,s0,42,val,philip,False,tool,AP,Scalpel,0.8975707613815618,False
baselines___legacy_score_thr_0__s0_016_relationdetr_bbox_seed42,baselines,s0,42,val,philip,False,tool,AP,Scissors,0.7147240549070494,False
baselines___legacy_score_thr_0__s0_016_relationdetr_bbox_seed42,baselines,s0,42,val,philip,False,tool,AP,Skewer,0.9444477397655142,False
baselines___legacy_score_thr_0__s0_016_relationdetr_bbox_seed42,baselines,s0,42,val,philip,False,tool,AP,Suction Cannula,0.831081641803072,False
baselines___legacy_score_thr_0__s0_016_relationdetr_bbox_seed42,baselines,s0,42,val,philip,False,tool,AP,Syringe,0.5707504233034592,False
baselines___legacy_score_thr_0__s0_016_relationdetr_bbox_seed42,baselines,s0,42,val,philip,False,tool,AP,Tweezers,0.7840512580055896,False
baselines___legacy_score_thr_0__s0_017_relationdetr_bbox_seed123,baselines,s0,123,val,philip,False,tool,AP,Bipolar Forceps,0.8272981176101939,False
baselines___legacy_score_thr_0__s0_017_relationdetr_bbox_seed123,baselines,s0,123,val,philip,False,tool,AP,Electric Cautery,0.9589687385941571,False
baselines___legacy_score_thr_0__s0_017_relationdetr_bbox_seed123,baselines,s0,123,val,philip,False,tool,AP,Forceps,0.3482068438670066,False
baselines___legacy_score_thr_0__s0_017_relationdetr_bbox_seed123,baselines,s0,123,val,philip,False,tool,AP,Gauze,0.28584422929655445,False
baselines___legacy_score_thr_0__s0_017_relationdetr_bbox_seed123,baselines,s0,123,val,philip,False,tool,AP,Hook,0.575138724537621,False
baselines___legacy_score_thr_0__s0_017_relationdetr_bbox_seed123,baselines,s0,123,val,philip,False,tool,AP,Mouth Gag,0.8078248553429599,False
baselines___legacy_score_thr_0__s0_017_relationdetr_bbox_seed123,baselines,s0,123,val,philip,False,tool,AP,Needle Holders,0.8414159855332495,False
baselines___legacy_score_thr_0__s0_017_relationdetr_bbox_seed123,baselines,s0,123,val,philip,False,tool,AP,Raspatory,0.8365150339734123,False
baselines___legacy_score_thr_0__s0_017_relationdetr_bbox_seed123,baselines,s0,123,val,philip,False,tool,AP,Retractor,,True
baselines___legacy_score_thr_0__s0_017_relationdetr_bbox_seed123,baselines,s0,123,val,philip,False,tool,AP,Scalpel,0.9098122144474482,False
baselines___legacy_score_thr_0__s0_017_relationdetr_bbox_seed123,baselines,s0,123,val,philip,False,tool,AP,Scissors,0.7106553264169209,False
baselines___legacy_score_thr_0__s0_017_relationdetr_bbox_seed123,baselines,s0,123,val,philip,False,tool,AP,Skewer,0.9292264993837784,False
baselines___legacy_score_thr_0__s0_017_relationdetr_bbox_seed123,baselines,s0,123,val,philip,False,tool,AP,Suction Cannula,0.8151012598390691,False
baselines___legacy_score_thr_0__s0_017_relationdetr_bbox_seed123,baselines,s0,123,val,philip,False,tool,AP,Syringe,0.5730520423297708,False
baselines___legacy_score_thr_0__s0_017_relationdetr_bbox_seed123,baselines,s0,123,val,philip,False,tool,AP,Tweezers,0.7812822846195138,False
baselines___legacy_score_thr_0__s0_018_relationdetr_bbox_seed456,baselines,s0,456,val,philip,False,tool,AP,Bipolar Forceps,0.7744026564821828,False
baselines___legacy_score_thr_0__s0_018_relationdetr_bbox_seed456,baselines,s0,456,val,philip,False,tool,AP,Electric Cautery,0.9597353962754714,False
baselines___legacy_score_thr_0__s0_018_relationdetr_bbox_seed456,baselines,s0,456,val,philip,False,tool,AP,Forceps,0.3772115806216069,False
baselines___legacy_score_thr_0__s0_018_relationdetr_bbox_seed456,baselines,s0,456,val,philip,False,tool,AP,Gauze,0.2880266557015294,False
baselines___legacy_score_thr_0__s0_018_relationdetr_bbox_seed456,baselines,s0,456,val,philip,False,tool,AP,Hook,0.5939893341631663,False
baselines___legacy_score_thr_0__s0_018_relationdetr_bbox_seed456,baselines,s0,456,val,philip,False,tool,AP,Mouth Gag,0.8089837983164314,False
baselines___legacy_score_thr_0__s0_018_relationdetr_bbox_seed456,baselines,s0,456,val,philip,False,tool,AP,Needle Holders,0.8451740094450872,False
baselines___legacy_score_thr_0__s0_018_relationdetr_bbox_seed456,baselines,s0,456,val,philip,False,tool,AP,Raspatory,0.8023804373422891,False
baselines___legacy_score_thr_0__s0_018_relationdetr_bbox_seed456,baselines,s0,456,val,philip,False,tool,AP,Retractor,,True
baselines___legacy_score_thr_0__s0_018_relationdetr_bbox_seed456,baselines,s0,456,val,philip,False,tool,AP,Scalpel,0.9011642964755474,False
baselines___legacy_score_thr_0__s0_018_relationdetr_bbox_seed456,baselines,s0,456,val,philip,False,tool,AP,Scissors,0.7077952977619776,False
baselines___legacy_score_thr_0__s0_018_relationdetr_bbox_seed456,baselines,s0,456,val,philip,False,tool,AP,Skewer,0.9473232029687024,False
baselines___legacy_score_thr_0__s0_018_relationdetr_bbox_seed456,baselines,s0,456,val,philip,False,tool,AP,Suction Cannula,0.7992639869045625,False
baselines___legacy_score_thr_0__s0_018_relationdetr_bbox_seed456,baselines,s0,456,val,philip,False,tool,AP,Syringe,0.5252911406583991,False
baselines___legacy_score_thr_0__s0_018_relationdetr_bbox_seed456,baselines,s0,456,val,philip,False,tool,AP,Tweezers,0.7777893349693156,False
baselines___legacy_score_thr_0__s0_019_stabledino_bbox_seed42,baselines,s0,42,val,philip,False,tool,AP,Bipolar Forceps,0.785754,False
baselines___legacy_score_thr_0__s0_019_stabledino_bbox_seed42,baselines,s0,42,val,philip,False,tool,AP,Electric Cautery,0.960086,False
