experiment_id,group,step,description,split,eval_recipe_id,n_runs,n_seeds,seeds,runs_per_seed_max,hosts,n_runs_excluded,per_class_kind,per_class_metric,arm,control_of,pairing_provenance,control_note_value,delta_method,n_command_variants,AP_common_mean,AP_common_pstd,AP_common_min,AP_common_max,AP_rare_mean,AP_rare_pstd,AP_rare_min,AP_rare_max,accuracy_mean,accuracy_pstd,accuracy_min,accuracy_max,best_epoch_mean,best_epoch_pstd,best_epoch_min,best_epoch_max,control_init_mAP_mean,control_init_mAP_pstd,control_init_mAP_min,control_init_mAP_max,control_mAP_mean,control_mAP_pstd,control_mAP_min,control_mAP_max,delta_control_mean,delta_control_pstd,delta_control_min,delta_control_max,delta_detection_mean,delta_detection_pstd,delta_detection_min,delta_detection_max,edit_score_mean,edit_score_pstd,edit_score_min,edit_score_max,frame_acc_inline_mean,frame_acc_inline_pstd,frame_acc_inline_min,frame_acc_inline_max,init_mAP_mean,init_mAP_pstd,init_mAP_min,init_mAP_max,injection_effect_mean,injection_effect_pstd,injection_effect_min,injection_effect_max,jaccard_mean,jaccard_pstd,jaccard_min,jaccard_max,mAP_mean,mAP_pstd,mAP_min,mAP_max,mAP_50_mean,mAP_50_pstd,mAP_50_min,mAP_50_max,mAP_75_mean,mAP_75_pstd,mAP_75_min,mAP_75_max,macro_f1_mean,macro_f1_pstd,macro_f1_min,macro_f1_max,seg_f1_10_mean,seg_f1_10_pstd,seg_f1_10_min,seg_f1_10_max,seg_f1_25_mean,seg_f1_25_pstd,seg_f1_25_min,seg_f1_25_max,seg_f1_50_mean,seg_f1_50_pstd,seg_f1_50_min,seg_f1_50_max,sigma2_d_mean,sigma2_d_pstd,sigma2_d_min,sigma2_d_max,sigma2_p_mean,sigma2_p_pstd,sigma2_p_min,sigma2_p_max,sticky_accuracy_mean,sticky_accuracy_pstd,sticky_accuracy_min,sticky_accuracy_max,sticky_edit_score_mean,sticky_edit_score_pstd,sticky_edit_score_min,sticky_edit_score_max,sticky_jaccard_mean,sticky_jaccard_pstd,sticky_jaccard_min,sticky_jaccard_max,sticky_macro_f1_mean,sticky_macro_f1_pstd,sticky_macro_f1_min,sticky_macro_f1_max,sticky_seg_f1_10_mean,sticky_seg_f1_10_pstd,sticky_seg_f1_10_min,sticky_seg_f1_10_max,sticky_seg_f1_25_mean,sticky_seg_f1_25_pstd,sticky_seg_f1_25_min,sticky_seg_f1_25_max,sticky_seg_f1_50_mean,sticky_seg_f1_50_pstd,sticky_seg_f1_50_min,sticky_seg_f1_50_max,tool_mAP_mean,tool_mAP_pstd,tool_mAP_min,tool_mAP_max,delta_AP_common,delta_pstd_AP_common,delta_AP_rare,delta_pstd_AP_rare,delta_accuracy,delta_pstd_accuracy,delta_best_epoch,delta_pstd_best_epoch,delta_control_init_mAP,delta_pstd_control_init_mAP,delta_control_mAP,delta_pstd_control_mAP,delta_delta_control,delta_pstd_delta_control,delta_delta_detection,delta_pstd_delta_detection,delta_edit_score,delta_pstd_edit_score,delta_frame_acc_inline,delta_pstd_frame_acc_inline,delta_init_mAP,delta_pstd_init_mAP,delta_injection_effect,delta_pstd_injection_effect,delta_jaccard,delta_pstd_jaccard,delta_mAP,delta_pstd_mAP,delta_mAP_50,delta_pstd_mAP_50,delta_mAP_75,delta_pstd_mAP_75,delta_macro_f1,delta_pstd_macro_f1,delta_seg_f1_10,delta_pstd_seg_f1_10,delta_seg_f1_25,delta_pstd_seg_f1_25,delta_seg_f1_50,delta_pstd_seg_f1_50,delta_sigma2_d,delta_pstd_sigma2_d,delta_sigma2_p,delta_pstd_sigma2_p,delta_sticky_accuracy,delta_pstd_sticky_accuracy,delta_sticky_edit_score,delta_pstd_sticky_edit_score,delta_sticky_jaccard,delta_pstd_sticky_jaccard,delta_sticky_macro_f1,delta_pstd_sticky_macro_f1,delta_sticky_seg_f1_10,delta_pstd_sticky_seg_f1_10,delta_sticky_seg_f1_25,delta_pstd_sticky_seg_f1_25,delta_sticky_seg_f1_50,delta_pstd_sticky_seg_f1_50,delta_tool_mAP,delta_pstd_tool_mAP
transfer/b2a_mask_dim_03/b2a_mask_dim_03@val~relation_detr_seed42,transfer,b2a_mask_dim_03,b2a_mask_dim_03,val,4ac382e09c21,3,3,"42,123,456",1,lecun,0,phase,F1,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,from_config_yaml,,unpaired,1,,,,,,,,,0.937073707370737,0.0025469388124950607,0.9346534653465347,0.9405940594059405,,,,,,,,,,,,,,,,,,,,,45.684688519937566,3.5754328212249784,43.10344827586207,50.74074074074074,,,,,,,,,,,,,0.7448128138195413,0.010237231874256349,0.7372859570618563,0.7592865734342936,,,,,,,,,,,,,0.7909463039499459,0.007557729560785367,0.7854369432473535,0.8016328266255386,0.5297211313084329,0.06138581105180336,0.47548500881834216,0.6155431869717584,0.5254476270349286,0.0638334451274244,0.47548500881834216,0.6155431869717584,0.5091223884874678,0.0764591767495305,0.4393298059964727,0.6155431869717584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03977221251536911,,,,,,,,,,,,5.768075568236895,,,,,,,,0.11265220430130363,,,,,,,,0.09692261504910082,,0.08567100884742063,,0.10019209266787849,,0.1485646763766863,,,,,,,,,,,,,,,,,,,,,
transfer/b2a_mask_dim_04/b2a_mask_dim_04@val~relation_detr_seed42,transfer,b2a_mask_dim_04,b2a_mask_dim_04,val,4ac382e09c21,3,3,"42,123,456",1,lecun,0,phase,F1,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,from_config_yaml,,unpaired,1,,,,,,,,,0.9357535753575358,0.004356213393448473,0.93003300330033,0.9405940594059405,,,,,,,,,,,,,,,,,,,,,43.442901234567906,2.9788356035734678,39.81481481481482,47.111111111111114,,,,,,,,,,,,,0.7469148875383298,0.00942449383564476,0.7398519325303947,0.7602350128551504,,,,,,,,,,,,,0.7923927983623178,0.0064544645498787094,0.7865842784005216,0.8013950900607886,0.5031396458048194,0.032450875406245125,0.45730994152046783,0.5281323877068558,0.4819895483389325,0.040784945651547194,0.4289473684210527,0.5281323877068558,0.45937746256895196,0.042634481649942095,0.40058479532163743,0.5003546099290781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03845208050216786,,,,,,,,,,,,3.5262882828672346,,,,,,,,0.11475427802009208,,,,,,,,0.0983691094614727,,0.05908952334380713,,0.056734013971882324,,0.09881975045817043,,,,,,,,,,,,,,,,,,,,,
transfer/b2a_mask_dim_05/b2a_mask_dim_05@val~relation_detr_seed42,transfer,b2a_mask_dim_05,b2a_mask_dim_05,val,4ac382e09c21,3,3,"42,123,456",1,lecun,0,phase,F1,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,from_config_yaml,,unpaired,1,,,,,,,,,0.9377337733773378,0.004708676470634236,0.9313531353135314,0.9425742574257425,,,,,,,,,,,,,,,,,,,,,42.80191357610713,3.9181374490080456,37.86093786093787,47.44444444444445,,,,,,,,,,,,,0.7495866987729206,0.007891360477539081,0.7439881667750232,0.7607467473238251,,,,,,,,,,,,,0.7942816502551373,0.00555081396042215,0.7896130443912766,0.8020813345004593,0.4945144222563578,0.0260216394910141,0.4587813620071685,0.52,0.4829936849291688,0.029417604014455076,0.4480286738351255,0.52,0.4608653353814644,0.05194686340195387,0.3935483870967742,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.040432278521969844,,,,,,,,,,,,2.8853006244064616,,,,,,,,0.1174260892546829,,,,,,,,0.10025796135429221,,0.0504642997953455,,0.05773815056211862,,0.10030762327068288,,,,,,,,,,,,,,,,,,,,,
transfer/b2a_mask_dim_06/b2a_mask_dim_06@val~relation_detr_seed42,transfer,b2a_mask_dim_06,b2a_mask_dim_06,val,4ac382e09c21,3,3,"42,123,456",1,lecun,0,phase,F1,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,from_config_yaml,,unpaired,1,,,,,,,,,0.9311331133113312,0.0016464938995704895,0.9293729372937294,0.9333333333333333,,,,,,,,,,,,,,,,,,,,,46.190061534889125,3.275807563824428,43.111111111111114,50.72727272727273,,,,,,,,,,,,,0.7293607124361674,0.00967894218146172,0.7156752475897716,0.7364356550694486,,,,,,,,,,,,,0.7780551151428912,0.009017016106247156,0.7653037421024677,0.7845391223834294,0.5333444127888572,0.03965310120483405,0.4977777777777777,0.5886752136752137,0.5201551123773345,0.03923352383171573,0.4844444444444444,0.5747863247863246,0.49430357708135486,0.029042817047103497,0.4711111111111112,0.5352564102564102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.033831618455963275,,,,,,,,,,,,6.273448583188454,,,,,,,,0.09720010291792969,,,,,,,,0.08403142624204607,,0.08929429032784497,,0.09489957801028431,,0.13374586497057334,,,,,,,,,,,,,,,,,,,,,
transfer/b2a_mask_dim_07/b2a_mask_dim_07@val~relation_detr_seed42,transfer,b2a_mask_dim_07,b2a_mask_dim_07,val,4ac382e09c21,3,3,"42,123,456",1,lecun,0,phase,F1,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,from_config_yaml,,unpaired,1,,,,,,,,,0.9322332233223323,0.003064551876168143,0.928052805280528,0.9353135313531353,,,,,,,,,,,,,,,,,,,,,41.58024691358025,1.6467488395588232,40.0,43.851851851851855,,,,,,,,,,,,,0.7277430658348316,0.011035459528021414,0.7121386336553096,0.7357651063043156,,,,,,,,,,,,,0.7774091711050314,0.009303697409020024,0.7642517747232758,0.7840070671586234,0.4824354430033943,0.01838165434578067,0.4650980392156863,0.5078787878787878,0.46971513648998436,0.018130044171945834,0.451764705882353,0.49454545454545445,0.4411996230048969,0.028359198066845476,0.41882352941176476,0.48121212121212126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03493172846696435,,,,,,,,,,,,1.663633961879576,,,,,,,,0.0955824563165939,,,,,,,,0.08338548220418629,,0.03838532054238203,,0.044459602122934205,,0.08064191089411538,,,,,,,,,,,,,,,,,,,,,
transfer/b2a_mask_dim_08/b2a_mask_dim_08@val~relation_detr_seed42,transfer,b2a_mask_dim_08,b2a_mask_dim_08,val,4ac382e09c21,3,3,"42,123,456",1,lecun,0,phase,F1,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,from_config_yaml,,unpaired,1,,,,,,,,,0.935973597359736,0.001943181708762996,0.9333333333333333,0.9379537953795379,,,,,,,,,,,,,,,,,,,,,41.328304637247726,7.802001271044017,33.78674171357098,52.074074074074076,,,,,,,,,,,,,0.7426437071244122,0.007930849034201881,0.7314326382503761,0.7485347247153394,,,,,,,,,,,,,0.7891288510570967,0.006053584312799605,0.780665089390564,0.7944753521787834,0.49236985236985237,0.07526103808413247,0.4222222222222223,0.5967676767676767,0.4819321419321419,0.08325217851772243,0.402020202020202,0.5967676767676767,0.44294742294742295,0.0913493791594152,0.35959595959595964,0.5701010101010101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03867210250436803,,,,,,,,,,,,1.411691685547055,,,,,,,,0.11048309760617447,,,,,,,,0.09510516215625164,,0.04831972990884009,,0.05667660756509174,,0.08238971083664143,,,,,,,,,,,,,,,,,,,,,
transfer/b2a_mask_dim_09/b2a_mask_dim_09@val~relation_detr_seed42,transfer,b2a_mask_dim_09,b2a_mask_dim_09,val,4ac382e09c21,3,3,"42,123,456",1,lecun,0,phase,F1,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,from_config_yaml,,unpaired,1,,,,,,,,,0.9273927392739274,0.000538941637576027,0.9267326732673268,0.928052805280528,,,,,,,,,,,,,,,,,,,,,43.28482302011714,3.8115692535564833,39.7979797979798,48.588235294117645,,,,,,,,,,,,,0.723821756605034,0.0030190709500259078,0.7208525125867118,0.7279634214387801,,,,,,,,,,,,,0.7762260927591389,0.0023374752654732114,0.7739490558272808,0.7794399456639631,0.4863130361030993,0.04375310430772259,0.44164976335361733,0.5457309941520467,0.4776757195412545,0.039335735385211144,0.44164976335361733,0.5323976608187134,0.44011429720750483,0.045965425459945,0.39093982420554435,0.5015204678362574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.030091244418559482,,,,,,,,,,,,3.3682100684164666,,,,,,,,0.09166114708679629,,,,,,,,0.0822024038582938,,0.04226291364208701,,0.052420185174204326,,0.07955658509672331,,,,,,,,,,,,,,,,,,,,,
transfer/b2a_mask_dim_10/b2a_mask_dim_10@val~relation_detr_seed42,transfer,b2a_mask_dim_10,b2a_mask_dim_10,val,4ac382e09c21,3,3,"42,123,456",1,lecun,0,phase,F1,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,from_config_yaml,,unpaired,1,,,,,,,,,0.932013201320132,0.003886363417526017,0.928052805280528,0.9372937293729373,,,,,,,,,,,,,,,,,,,,,46.361220020223854,3.2343560051210467,43.82552313586797,50.925925925925924,,,,,,,,,,,,,0.7320707184869297,0.013214305134320033,0.7134571228735508,0.7428188122488537,,,,,,,,,,,,,0.7801192299543616,0.011953305123275445,0.7632347243002341,0.7892737725167064,0.5200379867046534,0.05594324189925345,0.47948717948717956,0.5991452991452991,0.5032605254827477,0.06781142531317332,0.45384615384615384,0.5991452991452991,0.47166824944602725,0.0769123810201612,0.38765432098765434,0.5735042735042736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03471170646476407,,,,,,,,,,,,6.444607068523183,,,,,,,,0.09991010896869201,,,,,,,,0.08609554105351647,,0.07598786424364112,,0.07800499111569753,,0.11111053733524573,,,,,,,,,,,,,,,,,,,,,
transfer/b2a_mask_dim_11/b2a_mask_dim_11@val~relation_detr_seed42,transfer,b2a_mask_dim_11,b2a_mask_dim_11,val,4ac382e09c21,3,3,"42,123,456",1,lecun,0,phase,F1,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,from_config_yaml,,unpaired,1,,,,,,,,,0.9350935093509352,0.003506573696481666,0.9306930693069307,0.9392739273927393,,,,,,,,,,,,,,,,,,,,,40.983245149911816,8.992817607276427,30.09259259259259,52.11640211640212,,,,,,,,,,,,,0.7353196082741779,0.009379567560188857,0.7274747168107831,0.7485052980310474,,,,,,,,,,,,,0.7852261389416972,0.006208814899275199,0.778970799032297,0.793690204275639,0.4875124662480984,0.09783777840379448,0.37564102564102564,0.613960113960114,0.48368104862357736,0.09855600173818979,0.37564102564102564,0.613960113960114,0.4516592390155608,0.10660084961638505,0.3282051282051282,0.5883190883190883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03779201449556724,,,,,,,,,,,,1.0666321982111455,,,,,,,,0.10315899875594015,,,,,,,,0.09120245004085215,,0.04346234378708613,,0.0584255142565272,,0.0911015269047793,,,,,,,,,,,,,,,,,,,,,
transfer/b2a_mask_dim_12/b2a_mask_dim_12@val~relation_detr_seed42,transfer,b2a_mask_dim_12,b2a_mask_dim_12,val,4ac382e09c21,3,3,"42,123,456",1,lecun,0,phase,F1,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,from_config_yaml,,unpaired,1,,,,,,,,,0.9368536853685369,0.0008232469497852397,0.935973597359736,0.9379537953795379,,,,,,,,,,,,,,,,,,,,,43.06667817778929,2.8786577200992034,39.47163947163947,46.518518518518526,,,,,,,,,,,,,0.7429322617518198,0.004020815558323552,0.737441456674073,0.7469577937098253,,,,,,,,,,,,,0.7891215914904559,0.0032452590549803895,0.7848095331321863,0.7926385666777248,0.48987183952701197,0.01899703759538699,0.4636015325670499,0.5078787878787878,0.48176691762898655,0.02290640773494827,0.4521072796934866,0.5078787878787878,0.46181014387910935,0.031994729021635505,0.4183908045977011,0.49454545454545445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03955219051316894,,,,,,,,,,,,3.1500652260886213,,,,,,,,0.1107716522335821,,,,,,,,0.09509790258961082,,0.04582171706599969,,0.05651138326193639,,0.10125243176832782,,,,,,,,,,,,,,,,,,,,,
transfer/b2a_mask_dim_13/b2a_mask_dim_13@val~relation_detr_seed42,transfer,b2a_mask_dim_13,b2a_mask_dim_13,val,4ac382e09c21,3,3,"42,123,456",1,lecun,0,phase,F1,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,from_config_yaml,,unpaired,1,,,,,,,,,0.9368536853685369,0.0016464938995704498,0.9346534653465347,0.9386138613861386,,,,,,,,,,,,,,,,,,,,,40.71375296865494,2.2467859534858117,37.55520226108462,42.5925925925926,,,,,,,,,,,,,0.7471885444468181,0.003991564577225274,0.7417686663509919,0.7512650751422348,,,,,,,,,,,,,0.7930247197907684,0.0034830390550877072,0.7882813874025326,0.7965465772646022,0.4758277737213595,0.03080399177116367,0.4400679117147708,0.5152542372881356,0.4647105876451795,0.026389731056548318,0.4293152235427278,0.4926553672316385,0.4370381906596692,0.0355859911671055,0.3942275042444822,0.4813559322033898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03955219051316894,,,,,,,,,,,,0.7971400169542662,,,,,,,,0.11502793492858043,,,,,,,,0.09900103088992329,,0.031777651260347206,,0.039455053278129315,,0.07648047854888768,,,,,,,,,,,,,,,,,,,,,
transfer/b2a_mask_dim_14/b2a_mask_dim_14@val~relation_detr_seed42,transfer,b2a_mask_dim_14,b2a_mask_dim_14,val,4ac382e09c21,3,3,"42,123,456",1,lecun,0,phase,F1,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,from_config_yaml,,unpaired,1,,,,,,,,,0.9364136413641364,0.0003111580995320693,0.935973597359736,0.9366336633663367,,,,,,,,,,,,,,,,,,,,,42.07714588602576,2.03793471007677,39.21568627450981,43.8058748403576,,,,,,,,,,,,,0.7413720250320968,0.0020533580474934336,0.7399147485930414,0.7442759052937751,,,,,,,,,,,,,0.7884815443526912,0.0021559329938720226,0.7869384753748475,0.7915304181242654,0.4843693726932899,0.013596768456649823,0.46585956416464896,0.4981351981351982,0.47221416373958747,0.01296177822429094,0.45456012913640037,0.48531468531468525,0.452177250105687,0.0165476465157868,0.4319612590799031,0.47249417249417247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.039112146508768486,,,,,,,,,,,,2.16053293432509,,,,,,,,0.10921141551385904,,,,,,,,0.09445785545184615,,0.040319250232277615,,0.04695862937253731,,0.09161953799490546,,,,,,,,,,,,,,,,,,,,,
transfer/b2a_oracle_mask_00/b2a_oracle_mask_00@val~relation_detr_seed42,transfer,b2a_oracle_mask_00,b2a_oracle_mask_00,val,4ac382e09c21,3,3,"42,123,456",1,lecun,0,phase,F1,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,from_config_yaml,,unpaired,1,,,,,,,,,0.9465346534653465,0.003000700043341244,0.9425742574257425,0.9498349834983498,,,,,,,,,,,,,,,,,,,,,52.672545561434454,1.7287677514740656,51.3015873015873,55.111111111111114,,,,,,,,,,,,,0.7522150672878976,0.009382887097747502,0.7397998491324123,0.7624791063289695,,,,,,,,,,,,,0.7932147397546353,0.007435563354868808,0.7831444301541036,0.8008715451835092,0.6033469000135667,0.012418531663541867,0.587037037037037,0.6171428571428571,0.5899993216659883,0.01270080363694898,0.5731481481481482,0.6038095238095238,0.5325600325600325,0.008424220231861363,0.5222222222222221,0.5428571428571428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04923315860997857,,,,,,,,,,,,12.755932609733783,,,,,,,,0.12005445776965984,,,,,,,,0.09919105085379021,,0.15929677755255445,,0.16474378729893818,,0.17200232044925096,,,,,,,,,,,,,,,,,,,,,
transfer/b2a_oracle_mask_01/b2a_oracle_mask_01@val~relation_detr_seed42,transfer,b2a_oracle_mask_01,b2a_oracle_mask_01,val,4ac382e09c21,3,3,"42,123,456",1,lecun,0,phase,F1,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,from_config_yaml,,unpaired,1,,,,,,,,,0.9581958195819582,0.002546938812495096,0.9557755775577558,0.9617161716171617,,,,,,,,,,,,,,,,,,,,,56.267260481819875,0.7789354650466266,55.36398467432951,57.26495726495727,,,,,,,,,,,,,0.7932046356623161,0.0047926127987828636,0.7886496756285661,0.7998287190055589,,,,,,,,,,,,,0.8225315313444057,0.002807738309046595,0.8199206610164381,0.8264278367706828,0.6413068171238105,0.006831476727460373,0.6339869281045752,0.6504273504273503,0.6413068171238105,0.006831476727460373,0.6339869281045752,0.6504273504273503,0.6060410964005735,0.02820520593822971,0.5661764705882353,0.6271604938271604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06089432472659029,,,,,,,,,,,,16.350647530119204,,,,,,,,0.16104402614407842,,,,,,,,0.12850784244356062,,0.19725669466279827,,0.2160512827567604,,0.24548338428979194,,,,,,,,,,,,,,,,,,,,,
transfer/b2a_oracle_mask_02/b2a_oracle_mask_02@val~relation_detr_seed42,transfer,b2a_oracle_mask_02,b2a_oracle_mask_02,val,4ac382e09c21,3,3,"42,123,456",1,lecun,0,phase,F1,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,from_config_yaml,,unpaired,1,,,,,,,,,0.9588558855885588,0.0021781066967242234,0.9557755775577558,0.9603960396039604,,,,,,,,,,,,,,,,,,,,,53.380471380471384,4.517740678808077,47.47474747474748,58.44444444444445,,,,,,,,,,,,,0.7975509580371366,0.005603864217782498,0.7897247352727933,0.80254463371132,,,,,,,,,,,,,0.8252259701232072,0.0032191964546364298,0.8207221462300766,0.8280536567436381,0.6170031537519223,0.03537410993768355,0.5758620689655172,0.6622222222222223,0.6170031537519223,0.03537410993768355,0.5758620689655172,0.6622222222222223,0.5802457841374098,0.04947371229929295,0.5341954022988505,0.648888888888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06155439073319091,,,,,,,,,,,,13.463858428770713,,,,,,,,0.1653903485188989,,,,,,,,0.1312022812223621,,0.17295303129091,,0.19174761938487211,,0.21968807202662827,,,,,,,,,,,,,,,,,,,,,
transfer/b2a_oracle_mask_03/b2a_oracle_mask_03@val~relation_detr_seed42,transfer,b2a_oracle_mask_03,b2a_oracle_mask_03,val,4ac382e09c21,3,3,"42,123,456",1,lecun,0,phase,F1,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,from_config_yaml,,unpaired,1,,,,,,,,,0.9595159515951595,0.0015557904976601894,0.9584158415841584,0.9617161716171617,,,,,,,,,,,,,,,,,,,,,55.52873563218391,2.3916906535060503,52.58620689655172,58.44444444444445,,,,,,,,,,,,,0.8002582865094271,0.002931340535734453,0.7962270389880717,0.8031111190677379,,,,,,,,,,,,,0.8268598407014737,0.0017877774510275035,0.8244283169114368,0.8286755954010049,0.6331687242798354,0.020573827031425903,0.6172839506172839,0.6622222222222223,0.6287242798353909,0.024079947227733055,0.6066666666666666,0.6622222222222223,0.6103909465020576,0.03459259601949996,0.565,0.648888888888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.062214456739791535,,,,,,,,,,,,15.612122680483239,,,,,,,,0.16809767699118938,,,,,,,,0.13283615180062858,,0.18911860181882312,,0.20346874546834076,,0.24983323439127608,,,,,,,,,,,,,,,,,,,,,
transfer/b2a_oracle_mask_04/b2a_oracle_mask_04@val~relation_detr_seed42,transfer,b2a_oracle_mask_04,b2a_oracle_mask_04,val,4ac382e09c21,3,3,"42,123,456",1,lecun,0,phase,F1,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,from_config_yaml,,unpaired,1,,,,,,,,,0.9586358635863587,0.0029682590898200043,0.9551155115511551,0.9623762376237623,,,,,,,,,,,,,,,,,,,,,54.158998373557765,1.0337896713752472,52.83950617283951,55.36398467432951,,,,,,,,,,,,,0.7972702391363915,0.005392028897569609,0.7917067122415469,0.804568233292723,,,,,,,,,,,,,0.8250324018079778,0.0031119739929557607,0.8219611709261228,0.8292978943252596,0.6196136954306889,0.015875194496230417,0.6006535947712419,0.6395061728395062,0.6153401911571846,0.017219654755260404,0.6006535947712419,0.6395061728395062,0.5814630600578313,0.032314397300664405,0.5582417582417581,0.6271604938271604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06133436873099074,,,,,,,,,,,,14.242385421857094,,,,,,,,0.16510962961815379,,,,,,,,0.13100871290713267,,0.17556357296967662,,0.19008465679013448,,0.2209053479470498,,,,,,,,,,,,,,,,,,,,,
transfer/b2a_oracle_mask_05/b2a_oracle_mask_05@val~relation_detr_seed42,transfer,b2a_oracle_mask_05,b2a_oracle_mask_05,val,4ac382e09c21,3,3,"42,123,456",1,lecun,0,phase,F1,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,from_config_yaml,,unpaired,1,,,,,,,,,0.9577557755775578,0.002851811088408296,0.9537953795379538,0.9603960396039604,,,,,,,,,,,,,,,,,,,,,54.60968660968661,4.089397993378387,49.77777777777778,59.77777777777778,,,,,,,,,,,,,0.7972833390254799,0.0043344093989242105,0.7917535013956823,0.8023387444911322,,,,,,,,,,,,,0.825242503346873,0.0024503838190665823,0.822209903635847,0.8282110688583969,0.6131919434440443,0.04536249006384659,0.5573696145124717,0.6684807256235827,0.6042994975768086,0.05098054610312468,0.5437641723356009,0.6684807256235827,0.5766162020363701,0.05805528594204679,0.5159863945578231,0.654875283446712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.060454280722189835,,,,,,,,,,,,14.693073657985941,,,,,,,,0.16512272950724216,,,,,,,,0.1312188144460279,,0.169141820983032,,0.1790439632097584,,0.21605848992558857,,,,,,,,,,,,,,,,,,,,,
transfer/b2a_oracle_mask_06/b2a_oracle_mask_06@val~relation_detr_seed42,transfer,b2a_oracle_mask_06,b2a_oracle_mask_06,val,4ac382e09c21,3,3,"42,123,456",1,lecun,0,phase,F1,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,from_config_yaml,,unpaired,1,,,,,,,,,0.9526952695269527,0.0003111580995320693,0.9524752475247524,0.9531353135313532,,,,,,,,,,,,,,,,,,,,,46.61182688064409,2.1253463185202666,44.32497013142174,49.44444444444445,,,,,,,,,,,,,0.7881861169912538,0.0057017586346736655,0.7802429959481073,0.7933598415459588,,,,,,,,,,,,,0.8198968227540605,0.0036727558935562995,0.8147561185541046,0.8231102720682258,0.5640972339614104,0.026780456216873614,0.5283549783549782,0.5928153717627401,0.5640972339614104,0.026780456216873614,0.5283549783549782,0.5928153717627401,0.5188051997050299,0.035224794096073486,0.4742424242424243,0.56036866359447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.055393774671584795,,,,,,,,,,,,6.695213928943417,,,,,,,,0.15602550747301613,,,,,,,,0.1258731338532154,,0.12004711150039815,,0.13884169959436027,,0.1582474875942484,,,,,,,,,,,,,,,,,,,,,
