experiment_id,metric,verdict_pstd,ratio_pstd,n_seeds,sigma_source,sigma_interpretation,determinism_class,pstd,pstd_over_median,a1_source,a2_seeds,a3_interp,a4_ratio,a5_sigma,a6_det,total,fragility,entrypoints
transfer/b2a_ro_oracle_bsnoise_p010/b2a_ro_oracle_bsnoise_p010@val~relation_detr_seed42,seg_f1_10,significant,8.143057117738605,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.025544641189852578,0.8877,0,1,2,0,0,1,4,要注意,scripts/train_b2a.py
transfer/b2a_ro_oracle_bsnoise_p010/b2a_ro_oracle_bsnoise_p010@val~relation_detr_seed42,seg_f1_25,significant,8.247971107054493,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.02651069900604189,0.9759,0,1,2,0,0,1,4,要注意,scripts/train_b2a.py
transfer/b2a_ro_oracle_bsnoise_p010/b2a_ro_oracle_bsnoise_p010@val~relation_detr_seed42,seg_f1_50,significant,8.577769417621207,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.030297151572768587,0.8772,0,1,2,0,0,1,4,要注意,scripts/train_b2a.py
transfer/b2a_ro_oracle_bsnoise_p020/b2a_ro_oracle_bsnoise_p020@val~relation_detr_seed42,accuracy,significant,11.36804683937748,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.003778536610494403,1.0457,0,1,2,0,0,1,4,要注意,scripts/train_b2a.py
transfer/b2a_ro_oracle_bsnoise_p020/b2a_ro_oracle_bsnoise_p020@val~relation_detr_seed42,edit_score,significant,1.506356606118793,3,paired_delta,mixed_with_nondeterminism,uncontrolled,5.368744692942759,2.0358,0,1,2,2,0,1,6,脆い,scripts/train_b2a.py
transfer/b2a_ro_oracle_bsnoise_p020/b2a_ro_oracle_bsnoise_p020@val~relation_detr_seed42,jaccard,significant,7.552506213121531,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.012261761151687556,1.3287,0,1,2,0,0,1,4,要注意,scripts/train_b2a.py
transfer/b2a_ro_oracle_bsnoise_p020/b2a_ro_oracle_bsnoise_p020@val~relation_detr_seed42,macro_f1,significant,14.545039163333175,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.0053708917282424655,0.6164,0,1,2,0,1,1,5,要注意,scripts/train_b2a.py
transfer/b2a_ro_oracle_bsnoise_p020/b2a_ro_oracle_bsnoise_p020@val~relation_detr_seed42,seg_f1_10,significant,2.71260468660787,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.04690886250071046,1.6301,0,1,2,1,0,1,5,要注意,scripts/train_b2a.py
transfer/b2a_ro_oracle_bsnoise_p020/b2a_ro_oracle_bsnoise_p020@val~relation_detr_seed42,seg_f1_25,significant,2.3599298277253338,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.053250413958228326,1.9601,0,1,2,1,0,1,5,要注意,scripts/train_b2a.py
transfer/b2a_ro_oracle_bsnoise_p020/b2a_ro_oracle_bsnoise_p020@val~relation_detr_seed42,seg_f1_50,significant,3.39502598145872,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.048704690361884524,1.4101,0,1,2,0,0,1,4,要注意,scripts/train_b2a.py
transfer/b2a_ro_oracle_bsnoise_p030/b2a_ro_oracle_bsnoise_p030@val~relation_detr_seed42,accuracy,significant,7.9012816483234944,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.0024011525948583984,0.6645,0,1,2,0,1,1,5,要注意,scripts/train_b2a.py
transfer/b2a_ro_oracle_bsnoise_p030/b2a_ro_oracle_bsnoise_p030@val~relation_detr_seed42,edit_score,not_significant,0.5067689566155911,3,paired_delta,mixed_with_nondeterminism,uncontrolled,13.143637401801266,4.9841,0,1,2,3,0,1,7,脆い,scripts/train_b2a.py
transfer/b2a_ro_oracle_bsnoise_p030/b2a_ro_oracle_bsnoise_p030@val~relation_detr_seed42,jaccard,significant,2.667797147574914,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.007118579892198844,0.7714,0,1,2,1,0,1,5,要注意,scripts/train_b2a.py
transfer/b2a_ro_oracle_bsnoise_p030/b2a_ro_oracle_bsnoise_p030@val~relation_detr_seed42,macro_f1,not_significant,0.32167920811148465,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.016295480283498594,1.8702,0,1,2,3,0,1,7,脆い,scripts/train_b2a.py
transfer/b2a_ro_oracle_bsnoise_p030/b2a_ro_oracle_bsnoise_p030@val~relation_detr_seed42,seg_f1_10,not_significant,0.6994932066894857,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.1035450508087288,3.5982,0,1,2,3,0,1,7,脆い,scripts/train_b2a.py
transfer/b2a_ro_oracle_bsnoise_p030/b2a_ro_oracle_bsnoise_p030@val~relation_detr_seed42,seg_f1_25,not_significant,0.8531531636323824,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.09593681556741383,3.5314,0,1,2,3,0,1,7,脆い,scripts/train_b2a.py
transfer/b2a_ro_oracle_bsnoise_p030/b2a_ro_oracle_bsnoise_p030@val~relation_detr_seed42,seg_f1_50,significant,1.420843958794289,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.08196080971956905,2.3730,0,1,2,3,0,1,7,脆い,scripts/train_b2a.py
transfer/b2a_ro_oracle_nhnoise_p010/b2a_ro_oracle_nhnoise_p010@val~relation_detr_seed42,accuracy,significant,26.746616553023305,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.002642478285412953,0.7313,0,1,2,0,1,1,5,要注意,scripts/train_b2a.py
transfer/b2a_ro_oracle_nhnoise_p010/b2a_ro_oracle_nhnoise_p010@val~relation_detr_seed42,edit_score,significant,18.418959650972493,3,paired_delta,mixed_with_nondeterminism,uncontrolled,1.1734521006725023,0.4450,0,1,2,0,2,1,6,脆い,scripts/train_b2a.py
transfer/b2a_ro_oracle_nhnoise_p010/b2a_ro_oracle_nhnoise_p010@val~relation_detr_seed42,jaccard,significant,30.64922902431926,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.00605364953612184,0.6560,0,1,2,0,1,1,5,要注意,scripts/train_b2a.py
transfer/b2a_ro_oracle_nhnoise_p010/b2a_ro_oracle_nhnoise_p010@val~relation_detr_seed42,macro_f1,significant,24.68362059449011,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.005768758189827352,0.6621,0,1,2,0,1,1,5,要注意,scripts/train_b2a.py
transfer/b2a_ro_oracle_nhnoise_p010/b2a_ro_oracle_nhnoise_p010@val~relation_detr_seed42,seg_f1_10,significant,24.25506819614412,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.011369374210227426,0.3951,0,1,2,0,2,1,6,脆い,scripts/train_b2a.py
transfer/b2a_ro_oracle_nhnoise_p010/b2a_ro_oracle_nhnoise_p010@val~relation_detr_seed42,seg_f1_25,significant,21.0021976437963,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.01404666514364116,0.5171,0,1,2,0,1,1,5,要注意,scripts/train_b2a.py
transfer/b2a_ro_oracle_nhnoise_p010/b2a_ro_oracle_nhnoise_p010@val~relation_detr_seed42,seg_f1_50,significant,12.082307783333265,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.026975281938895503,0.7810,0,1,2,0,0,1,4,要注意,scripts/train_b2a.py
transfer/b2a_ro_oracle_nhnoise_p020/b2a_ro_oracle_nhnoise_p020@val~relation_detr_seed42,accuracy,significant,32.73726025913604,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.0021320435762901503,0.5900,0,1,2,0,1,1,5,要注意,scripts/train_b2a.py
transfer/b2a_ro_oracle_nhnoise_p020/b2a_ro_oracle_nhnoise_p020@val~relation_detr_seed42,edit_score,significant,14.52438687813057,3,paired_delta,mixed_with_nondeterminism,uncontrolled,1.6124483862871326,0.6114,0,1,2,0,1,1,5,要注意,scripts/train_b2a.py
transfer/b2a_ro_oracle_nhnoise_p020/b2a_ro_oracle_nhnoise_p020@val~relation_detr_seed42,jaccard,significant,24.581071752701995,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.007595891164229542,0.8231,0,1,2,0,0,1,4,要注意,scripts/train_b2a.py
transfer/b2a_ro_oracle_nhnoise_p020/b2a_ro_oracle_nhnoise_p020@val~relation_detr_seed42,macro_f1,significant,19.923086581792422,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.007178374839513384,0.8239,0,1,2,0,0,1,4,要注意,scripts/train_b2a.py
transfer/b2a_ro_oracle_nhnoise_p020/b2a_ro_oracle_nhnoise_p020@val~relation_detr_seed42,seg_f1_10,significant,28.005142022791578,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.010820110613209009,0.3760,0,1,2,0,2,1,6,脆い,scripts/train_b2a.py
transfer/b2a_ro_oracle_nhnoise_p020/b2a_ro_oracle_nhnoise_p020@val~relation_detr_seed42,seg_f1_25,significant,24.291118768159453,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.013266767507393749,0.4883,0,1,2,0,2,1,6,脆い,scripts/train_b2a.py
transfer/b2a_ro_oracle_nhnoise_p020/b2a_ro_oracle_nhnoise_p020@val~relation_detr_seed42,seg_f1_50,significant,9.435533137419359,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.03719143192938617,1.0768,0,1,2,0,0,1,4,要注意,scripts/train_b2a.py
transfer/b2a_ro_oracle_nhnoise_p030/b2a_ro_oracle_nhnoise_p030@val~relation_detr_seed42,accuracy,significant,36.63021006795969,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.0018634103189359688,0.5157,0,1,2,0,1,1,5,要注意,scripts/train_b2a.py
transfer/b2a_ro_oracle_nhnoise_p030/b2a_ro_oracle_nhnoise_p030@val~relation_detr_seed42,edit_score,significant,10.738730928345124,3,paired_delta,mixed_with_nondeterminism,uncontrolled,2.314606102215782,0.8777,0,1,2,0,0,1,4,要注意,scripts/train_b2a.py
transfer/b2a_ro_oracle_nhnoise_p030/b2a_ro_oracle_nhnoise_p030@val~relation_detr_seed42,jaccard,significant,30.029332150080354,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.006045546130788515,0.6551,0,1,2,0,1,1,5,要注意,scripts/train_b2a.py
transfer/b2a_ro_oracle_nhnoise_p030/b2a_ro_oracle_nhnoise_p030@val~relation_detr_seed42,macro_f1,significant,20.34543264905701,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.006886421961901422,0.7904,0,1,2,0,0,1,4,要注意,scripts/train_b2a.py
transfer/b2a_ro_oracle_nhnoise_p030/b2a_ro_oracle_nhnoise_p030@val~relation_detr_seed42,seg_f1_10,significant,21.396237376498647,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.01473144388911481,0.5119,0,1,2,0,1,1,5,要注意,scripts/train_b2a.py
transfer/b2a_ro_oracle_nhnoise_p030/b2a_ro_oracle_nhnoise_p030@val~relation_detr_seed42,seg_f1_25,significant,21.873955310259177,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.015082238627847832,0.5552,0,1,2,0,1,1,5,要注意,scripts/train_b2a.py
transfer/b2a_ro_oracle_nhnoise_p030/b2a_ro_oracle_nhnoise_p030@val~relation_detr_seed42,seg_f1_50,significant,9.112133596724027,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.03905990518102193,1.1309,0,1,2,0,0,1,4,要注意,scripts/train_b2a.py
transfer/b2a_ro_oracle_noise000/b2a_ro_oracle_noise000@val~relation_detr_seed42,accuracy,significant,1.055829277132759,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.005726200659764305,1.5847,0,1,2,3,0,1,7,脆い,scripts/train_b2a.py
transfer/b2a_ro_oracle_noise000/b2a_ro_oracle_noise000@val~relation_detr_seed42,edit_score,not_significant,0.7224270765111268,3,paired_delta,mixed_with_nondeterminism,uncontrolled,2.0244053956645542,0.7677,0,1,2,3,0,1,7,脆い,scripts/train_b2a.py
transfer/b2a_ro_oracle_noise000/b2a_ro_oracle_noise000@val~relation_detr_seed42,jaccard,significant,2.4838809140979707,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.0061503403362306005,0.6665,0,1,2,1,1,1,6,脆い,scripts/train_b2a.py
transfer/b2a_ro_oracle_noise000/b2a_ro_oracle_noise000@val~relation_detr_seed42,macro_f1,significant,5.406212449584496,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.002475537894792962,0.2841,0,1,2,0,2,1,6,脆い,scripts/train_b2a.py
transfer/b2a_ro_oracle_noise000/b2a_ro_oracle_noise000@val~relation_detr_seed42,seg_f1_10,significant,10.355004944413992,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.0032696775551684463,0.1136,0,1,2,0,3,1,7,脆い,scripts/train_b2a.py
transfer/b2a_ro_oracle_noise000/b2a_ro_oracle_noise000@val~relation_detr_seed42,seg_f1_25,significant,3.79310933506385,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.008387343639866178,0.3087,0,1,2,0,2,1,6,脆い,scripts/train_b2a.py
transfer/b2a_ro_oracle_noise000/b2a_ro_oracle_noise000@val~relation_detr_seed42,seg_f1_50,significant,3.8003779094259613,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.011951684530947462,0.3460,0,1,2,0,2,1,6,脆い,scripts/train_b2a.py
transfer/b2a_ro_oracle_scalpelnoise_p010/b2a_ro_oracle_scalpelnoise_p010@val~relation_detr_seed42,accuracy,significant,27.31568201737725,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.0024827155103755096,0.6871,0,1,2,0,1,1,5,要注意,scripts/train_b2a.py
transfer/b2a_ro_oracle_scalpelnoise_p010/b2a_ro_oracle_scalpelnoise_p010@val~relation_detr_seed42,edit_score,significant,3.5291980894506247,3,paired_delta,mixed_with_nondeterminism,uncontrolled,6.779746037779303,2.5709,0,1,2,0,0,1,4,要注意,scripts/train_b2a.py
transfer/b2a_ro_oracle_scalpelnoise_p010/b2a_ro_oracle_scalpelnoise_p010@val~relation_detr_seed42,jaccard,significant,30.48559360400037,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.005884642805434944,0.6377,0,1,2,0,1,1,5,要注意,scripts/train_b2a.py
transfer/b2a_ro_oracle_scalpelnoise_p010/b2a_ro_oracle_scalpelnoise_p010@val~relation_detr_seed42,macro_f1,significant,17.50019648967565,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.007950494388447917,0.9125,0,1,2,0,0,1,4,要注意,scripts/train_b2a.py
transfer/b2a_ro_oracle_scalpelnoise_p010/b2a_ro_oracle_scalpelnoise_p010@val~relation_detr_seed42,seg_f1_10,significant,3.537039955388479,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.07679692039373004,2.6687,0,1,2,0,0,1,4,要注意,scripts/train_b2a.py
transfer/b2a_ro_oracle_scalpelnoise_p010/b2a_ro_oracle_scalpelnoise_p010@val~relation_detr_seed42,seg_f1_25,significant,3.783598431200086,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.07687910647472637,2.8299,0,1,2,0,0,1,4,要注意,scripts/train_b2a.py
transfer/b2a_ro_oracle_scalpelnoise_p010/b2a_ro_oracle_scalpelnoise_p010@val~relation_detr_seed42,seg_f1_50,significant,4.317131472710341,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.08042232318111896,2.3284,0,1,2,0,0,1,4,要注意,scripts/train_b2a.py
transfer/b2a_ro_oracle_scalpelnoise_p020/b2a_ro_oracle_scalpelnoise_p020@val~relation_detr_seed42,accuracy,significant,32.80134436776766,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.0019333545194367098,0.5350,0,1,2,0,1,1,5,要注意,scripts/train_b2a.py
transfer/b2a_ro_oracle_scalpelnoise_p020/b2a_ro_oracle_scalpelnoise_p020@val~relation_detr_seed42,edit_score,significant,4.6240142247927984,3,paired_delta,mixed_with_nondeterminism,uncontrolled,4.193155073881839,1.5900,0,1,2,0,0,1,4,要注意,scripts/train_b2a.py
transfer/b2a_ro_oracle_scalpelnoise_p020/b2a_ro_oracle_scalpelnoise_p020@val~relation_detr_seed42,jaccard,significant,26.492765955926018,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.006473644274514783,0.7015,0,1,2,0,1,1,5,要注意,scripts/train_b2a.py
transfer/b2a_ro_oracle_scalpelnoise_p020/b2a_ro_oracle_scalpelnoise_p020@val~relation_detr_seed42,macro_f1,significant,15.410125109212142,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.008749931656063603,1.0042,0,1,2,0,0,1,4,要注意,scripts/train_b2a.py
transfer/b2a_ro_oracle_scalpelnoise_p020/b2a_ro_oracle_scalpelnoise_p020@val~relation_detr_seed42,seg_f1_10,significant,4.2093473322543264,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.05726659098054916,1.9900,0,1,2,0,0,1,4,要注意,scripts/train_b2a.py
transfer/b2a_ro_oracle_scalpelnoise_p020/b2a_ro_oracle_scalpelnoise_p020@val~relation_detr_seed42,seg_f1_25,significant,4.937299140919802,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.051855751729173234,1.9088,0,1,2,0,0,1,4,要注意,scripts/train_b2a.py
transfer/b2a_ro_oracle_scalpelnoise_p020/b2a_ro_oracle_scalpelnoise_p020@val~relation_detr_seed42,seg_f1_50,significant,5.383553643627552,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.057328350161414895,1.6598,0,1,2,0,0,1,4,要注意,scripts/train_b2a.py
transfer/b2a_ro_oracle_scalpelnoise_p030/b2a_ro_oracle_scalpelnoise_p030@val~relation_detr_seed42,accuracy,significant,30.752886105307944,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.0019333545194367098,0.5350,0,1,2,0,1,1,5,要注意,scripts/train_b2a.py
transfer/b2a_ro_oracle_scalpelnoise_p030/b2a_ro_oracle_scalpelnoise_p030@val~relation_detr_seed42,edit_score,significant,3.636942361338278,3,paired_delta,mixed_with_nondeterminism,uncontrolled,5.291665495152231,2.0066,0,1,2,0,0,1,4,要注意,scripts/train_b2a.py
transfer/b2a_ro_oracle_scalpelnoise_p030/b2a_ro_oracle_scalpelnoise_p030@val~relation_detr_seed42,jaccard,significant,23.92503906755938,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.006874223562623532,0.7449,0,1,2,0,1,1,5,要注意,scripts/train_b2a.py
transfer/b2a_ro_oracle_scalpelnoise_p030/b2a_ro_oracle_scalpelnoise_p030@val~relation_detr_seed42,macro_f1,significant,16.014019069872937,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.008171063946186354,0.9378,0,1,2,0,0,1,4,要注意,scripts/train_b2a.py
transfer/b2a_ro_oracle_scalpelnoise_p030/b2a_ro_oracle_scalpelnoise_p030@val~relation_detr_seed42,seg_f1_10,significant,3.358278418029635,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.07218736935810476,2.5085,0,1,2,0,0,1,4,要注意,scripts/train_b2a.py
transfer/b2a_ro_oracle_scalpelnoise_p030/b2a_ro_oracle_scalpelnoise_p030@val~relation_detr_seed42,seg_f1_25,significant,3.4054964385449358,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.07569308748672193,2.7862,0,1,2,0,0,1,4,要注意,scripts/train_b2a.py
transfer/b2a_ro_oracle_scalpelnoise_p030/b2a_ro_oracle_scalpelnoise_p030@val~relation_detr_seed42,seg_f1_50,significant,3.5789449523911623,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.08801680318516057,2.5483,0,1,2,0,0,1,4,要注意,scripts/train_b2a.py
transfer/b2a_ro_oracle_top3noise_p010/b2a_ro_oracle_top3noise_p010@val~relation_detr_seed42,accuracy,significant,25.758084758696036,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.002120334170830622,0.5868,0,1,2,0,1,1,5,要注意,scripts/train_b2a.py
transfer/b2a_ro_oracle_top3noise_p010/b2a_ro_oracle_top3noise_p010@val~relation_detr_seed42,edit_score,significant,1.6581471073452327,3,paired_delta,mixed_with_nondeterminism,uncontrolled,9.94480085498128,3.7711,0,1,2,2,0,1,6,脆い,scripts/train_b2a.py
transfer/b2a_ro_oracle_top3noise_p010/b2a_ro_oracle_top3noise_p010@val~relation_detr_seed42,jaccard,significant,24.51922453601962,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.005536784302953869,0.6000,0,1,2,0,1,1,5,要注意,scripts/train_b2a.py
transfer/b2a_ro_oracle_top3noise_p010/b2a_ro_oracle_top3noise_p010@val~relation_detr_seed42,macro_f1,significant,14.343967846249514,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.007744053643759859,0.8888,0,1,2,0,0,1,4,要注意,scripts/train_b2a.py
transfer/b2a_ro_oracle_top3noise_p010/b2a_ro_oracle_top3noise_p010@val~relation_detr_seed42,seg_f1_10,significant,2.1772613639101563,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.09980497332238573,3.4682,0,1,2,1,0,1,5,要注意,scripts/train_b2a.py
transfer/b2a_ro_oracle_top3noise_p010/b2a_ro_oracle_top3noise_p010@val~relation_detr_seed42,seg_f1_25,significant,2.152263772549371,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.1046806350323636,3.8533,0,1,2,1,0,1,5,要注意,scripts/train_b2a.py
transfer/b2a_ro_oracle_top3noise_p010/b2a_ro_oracle_top3noise_p010@val~relation_detr_seed42,seg_f1_50,significant,2.5117656472318566,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.10801318710103663,3.1272,0,1,2,1,0,1,5,要注意,scripts/train_b2a.py
transfer/b2a_ro_oracle_top3noise_p020/b2a_ro_oracle_top3noise_p020@val~relation_detr_seed42,accuracy,significant,28.319416539124564,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.0011283241311927036,0.3123,0,1,2,0,2,1,6,脆い,scripts/train_b2a.py
transfer/b2a_ro_oracle_top3noise_p020/b2a_ro_oracle_top3noise_p020@val~relation_detr_seed42,edit_score,significant,1.3259339330156803,3,paired_delta,mixed_with_nondeterminism,uncontrolled,8.35053133298969,3.1665,0,1,2,3,0,1,7,脆い,scripts/train_b2a.py
transfer/b2a_ro_oracle_top3noise_p020/b2a_ro_oracle_top3noise_p020@val~relation_detr_seed42,jaccard,significant,11.68035632947463,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.005467152074210753,0.5924,0,1,2,0,1,1,5,要注意,scripts/train_b2a.py
transfer/b2a_ro_oracle_top3noise_p020/b2a_ro_oracle_top3noise_p020@val~relation_detr_seed42,macro_f1,significant,8.068556851618402,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.005658232330641087,0.6494,0,1,2,0,1,1,5,要注意,scripts/train_b2a.py
transfer/b2a_ro_oracle_top3noise_p020/b2a_ro_oracle_top3noise_p020@val~relation_detr_seed42,seg_f1_10,significant,2.222765474297904,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.07454649100950289,2.5905,0,1,2,1,0,1,5,要注意,scripts/train_b2a.py
transfer/b2a_ro_oracle_top3noise_p020/b2a_ro_oracle_top3noise_p020@val~relation_detr_seed42,seg_f1_25,significant,2.43920285275673,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.06596079797069335,2.4280,0,1,2,1,0,1,5,要注意,scripts/train_b2a.py
transfer/b2a_ro_oracle_top3noise_p020/b2a_ro_oracle_top3noise_p020@val~relation_detr_seed42,seg_f1_50,significant,2.8347878614424658,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.0687317654025962,1.9899,0,1,2,1,0,1,5,要注意,scripts/train_b2a.py
transfer/b2a_ro_oracle_top3noise_p030/b2a_ro_oracle_top3noise_p030@val~relation_detr_seed42,accuracy,not_significant,0.2497437546731331,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.011654252478795165,3.2253,0,1,2,3,0,1,7,脆い,scripts/train_b2a.py
transfer/b2a_ro_oracle_top3noise_p030/b2a_ro_oracle_top3noise_p030@val~relation_detr_seed42,edit_score,significant,7.997450147797045,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.8958172058247501,0.3397,0,1,2,0,2,1,6,脆い,scripts/train_b2a.py
transfer/b2a_ro_oracle_top3noise_p030/b2a_ro_oracle_top3noise_p030@val~relation_detr_seed42,jaccard,not_significant,0.08200612762085147,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.010586281682401534,1.1472,0,1,2,3,0,1,7,脆い,scripts/train_b2a.py
transfer/b2a_ro_oracle_top3noise_p030/b2a_ro_oracle_top3noise_p030@val~relation_detr_seed42,macro_f1,significant,4.25583687693241,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.005883622336482509,0.6753,0,1,2,0,1,1,5,要注意,scripts/train_b2a.py
transfer/b2a_ro_oracle_top3noise_p030/b2a_ro_oracle_top3noise_p030@val~relation_detr_seed42,seg_f1_10,significant,15.987129747564639,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.009096414610680535,0.3161,0,1,2,0,2,1,6,脆い,scripts/train_b2a.py
transfer/b2a_ro_oracle_top3noise_p030/b2a_ro_oracle_top3noise_p030@val~relation_detr_seed42,seg_f1_25,significant,11.697919746489372,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.013711664175132693,0.5047,0,1,2,0,1,1,5,要注意,scripts/train_b2a.py
transfer/b2a_ro_oracle_top3noise_p030/b2a_ro_oracle_top3noise_p030@val~relation_detr_seed42,seg_f1_50,significant,18.28045336495388,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.011015848883434293,0.3189,0,1,2,0,2,1,6,脆い,scripts/train_b2a.py
transfer/haux_hand_count_oracle/haux_hand_count_oracle@val~relation_detr_seed42,accuracy,not_significant,0.40115828409780213,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.0056100318865997525,1.5526,0,1,2,3,0,1,7,脆い,scripts/train_haux.py
transfer/haux_hand_count_oracle/haux_hand_count_oracle@val~relation_detr_seed42,edit_score,not_significant,0.267897509193014,3,paired_delta,mixed_with_nondeterminism,uncontrolled,2.26307114336503,0.8582,0,1,2,3,0,1,7,脆い,scripts/train_haux.py
transfer/haux_hand_count_oracle/haux_hand_count_oracle@val~relation_detr_seed42,jaccard,not_significant,0.1366106531575954,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.011486144689082958,1.2447,0,1,2,3,0,1,7,脆い,scripts/train_haux.py
transfer/haux_hand_count_oracle/haux_hand_count_oracle@val~relation_detr_seed42,macro_f1,not_significant,0.5997348678688812,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.0071898458473576695,0.8252,0,1,2,3,0,1,7,脆い,scripts/train_haux.py
transfer/haux_hand_count_oracle/haux_hand_count_oracle@val~relation_detr_seed42,seg_f1_10,not_significant,0.7048246877055868,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.03808109908738675,1.3233,0,1,2,3,0,1,7,脆い,scripts/train_haux.py
transfer/haux_hand_count_oracle/haux_hand_count_oracle@val~relation_detr_seed42,seg_f1_25,not_significant,0.38857184219855984,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.03270102255435957,1.2037,0,1,2,3,0,1,7,脆い,scripts/train_haux.py
transfer/haux_hand_count_oracle/haux_hand_count_oracle@val~relation_detr_seed42,seg_f1_50,not_significant,0.820427441497705,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.0396896474371662,1.1491,0,1,2,3,0,1,7,脆い,scripts/train_haux.py
transfer/haux_hand_geom_oracle/haux_hand_geom_oracle@val~relation_detr_seed42,accuracy,significant,2.0346330966408734,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.0068374376220173266,1.8922,0,1,2,1,0,1,5,要注意,scripts/train_haux.py
transfer/haux_hand_geom_oracle/haux_hand_geom_oracle@val~relation_detr_seed42,edit_score,not_significant,1.1543692966010186,3,paired_delta,mixed_with_nondeterminism,uncontrolled,1.7661055850720855,0.6697,0,1,2,3,1,1,8,脆い,scripts/train_haux.py
