experiment_id,metric,verdict_pstd,ratio_pstd,n_seeds,sigma_source,sigma_interpretation,determinism_class,pstd,pstd_over_median,a1_source,a2_seeds,a3_interp,a4_ratio,a5_sigma,a6_det,total,fragility,entrypoints
transfer/b2a_mask_dim_12/b2a_mask_dim_12@val~relation_detr_seed42,seg_f1_50,significant,3.150422396624615,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.03211933697741854,0.9299,0,1,2,0,0,1,4,要注意,scripts/train_b2a.py
transfer/b2a_mask_dim_13/b2a_mask_dim_13@val~relation_detr_seed42,accuracy,significant,14.147994434152574,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.0028339207603174095,0.7843,0,1,2,0,0,1,4,要注意,scripts/train_b2a.py
transfer/b2a_mask_dim_13/b2a_mask_dim_13@val~relation_detr_seed42,edit_score,not_significant,0.3611847955754037,3,paired_delta,mixed_with_nondeterminism,uncontrolled,1.899546244090973,0.7203,0,1,2,3,1,1,8,脆い,scripts/train_b2a.py
transfer/b2a_mask_dim_13/b2a_mask_dim_13@val~relation_detr_seed42,jaccard,significant,15.31397486800345,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.007602056939397843,0.8238,0,1,2,0,0,1,4,要注意,scripts/train_b2a.py
transfer/b2a_mask_dim_13/b2a_mask_dim_13@val~relation_detr_seed42,macro_f1,significant,9.572405088242105,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.010414626378802867,1.1953,0,1,2,0,0,1,4,要注意,scripts/train_b2a.py
transfer/b2a_mask_dim_13/b2a_mask_dim_13@val~relation_detr_seed42,seg_f1_10,not_significant,0.8063697300347046,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.038356093886464784,1.3329,0,1,2,3,0,1,7,脆い,scripts/train_b2a.py
transfer/b2a_mask_dim_13/b2a_mask_dim_13@val~relation_detr_seed42,seg_f1_25,significant,1.226362362937097,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.031848578318336186,1.1723,0,1,2,3,0,1,7,脆い,scripts/train_b2a.py
transfer/b2a_mask_dim_13/b2a_mask_dim_13@val~relation_detr_seed42,seg_f1_50,significant,1.572885294997179,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.04858429638957838,1.4066,0,1,2,2,0,1,6,脆い,scripts/train_b2a.py
transfer/b2a_mask_dim_14/b2a_mask_dim_14@val~relation_detr_seed42,accuracy,significant,10.760588856931175,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.003685137650608906,1.0198,0,1,2,0,0,1,4,要注意,scripts/train_b2a.py
transfer/b2a_mask_dim_14/b2a_mask_dim_14@val~relation_detr_seed42,edit_score,significant,1.1838168103507813,3,paired_delta,mixed_with_nondeterminism,uncontrolled,1.7312477076766324,0.6565,0,1,2,3,1,1,8,脆い,scripts/train_b2a.py
transfer/b2a_mask_dim_14/b2a_mask_dim_14@val~relation_detr_seed42,jaccard,significant,18.185870583140183,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.0060817099184069245,0.6590,0,1,2,0,1,1,5,要注意,scripts/train_b2a.py
transfer/b2a_mask_dim_14/b2a_mask_dim_14@val~relation_detr_seed42,macro_f1,significant,11.730373044518373,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.00811140845575918,0.9310,0,1,2,0,0,1,4,要注意,scripts/train_b2a.py
transfer/b2a_mask_dim_14/b2a_mask_dim_14@val~relation_detr_seed42,seg_f1_10,significant,1.9406040420151207,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.020339436170275293,0.7068,0,1,2,2,1,1,7,脆い,scripts/train_b2a.py
transfer/b2a_mask_dim_14/b2a_mask_dim_14@val~relation_detr_seed42,seg_f1_25,significant,2.3025063957689276,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.020222082311098483,0.7444,0,1,2,1,1,1,6,脆い,scripts/train_b2a.py
transfer/b2a_mask_dim_14/b2a_mask_dim_14@val~relation_detr_seed42,seg_f1_50,significant,2.934305826595296,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.031202127595269854,0.9034,0,1,2,1,0,1,5,要注意,scripts/train_b2a.py
transfer/b2a_oracle_mask_00/b2a_oracle_mask_00@val~relation_detr_seed42,accuracy,significant,8.212588341594508,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.006060849657897955,1.6773,0,1,2,0,0,1,4,要注意,scripts/train_b2a.py
transfer/b2a_oracle_mask_00/b2a_oracle_mask_00@val~relation_detr_seed42,edit_score,significant,4.568736997596989,3,paired_delta,mixed_with_nondeterminism,uncontrolled,2.7676970290231955,1.0495,0,1,2,0,0,1,4,要注意,scripts/train_b2a.py
transfer/b2a_oracle_mask_00/b2a_oracle_mask_00@val~relation_detr_seed42,jaccard,significant,7.753642058840284,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.015662862798481263,1.6973,0,1,2,0,0,1,4,要注意,scripts/train_b2a.py
transfer/b2a_oracle_mask_00/b2a_oracle_mask_00@val~relation_detr_seed42,macro_f1,significant,7.901964015321446,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.012640280607554349,1.4507,0,1,2,0,0,1,4,要注意,scripts/train_b2a.py
transfer/b2a_oracle_mask_00/b2a_oracle_mask_00@val~relation_detr_seed42,seg_f1_10,significant,7.671193142886655,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.020654977187159935,0.7178,0,1,2,0,1,1,5,要注意,scripts/train_b2a.py
transfer/b2a_oracle_mask_00/b2a_oracle_mask_00@val~relation_detr_seed42,seg_f1_25,significant,7.921759643968294,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.020746228006123107,0.7637,0,1,2,0,0,1,4,要注意,scripts/train_b2a.py
transfer/b2a_oracle_mask_00/b2a_oracle_mask_00@val~relation_detr_seed42,seg_f1_50,significant,6.941975854112441,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.024768073365950768,0.7171,0,1,2,0,1,1,5,要注意,scripts/train_b2a.py
transfer/b2a_oracle_mask_01/b2a_oracle_mask_01@val~relation_detr_seed42,accuracy,significant,12.13334400459279,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.005063437526700487,1.4013,0,1,2,0,0,1,4,要注意,scripts/train_b2a.py
transfer/b2a_oracle_mask_01/b2a_oracle_mask_01@val~relation_detr_seed42,edit_score,significant,9.595542938018669,3,paired_delta,mixed_with_nondeterminism,uncontrolled,1.6924101991852676,0.6418,0,1,2,0,1,1,5,要注意,scripts/train_b2a.py
transfer/b2a_oracle_mask_01/b2a_oracle_mask_01@val~relation_detr_seed42,jaccard,significant,16.08082005976939,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.010101089342883745,1.0946,0,1,2,0,0,1,4,要注意,scripts/train_b2a.py
transfer/b2a_oracle_mask_01/b2a_oracle_mask_01@val~relation_detr_seed42,macro_f1,significant,15.566142036805434,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.008300054939030056,0.9526,0,1,2,0,0,1,4,要注意,scripts/train_b2a.py
transfer/b2a_oracle_mask_01/b2a_oracle_mask_01@val~relation_detr_seed42,seg_f1_10,significant,18.593247669043784,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.01056341742824568,0.3671,0,1,2,0,2,1,6,脆い,scripts/train_b2a.py
transfer/b2a_oracle_mask_01/b2a_oracle_mask_01@val~relation_detr_seed42,seg_f1_25,significant,21.627101722951863,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.009971476067568921,0.3670,0,1,2,0,2,1,6,脆い,scripts/train_b2a.py
transfer/b2a_oracle_mask_01/b2a_oracle_mask_01@val~relation_detr_seed42,seg_f1_50,significant,7.096105022525524,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.034585230957096355,1.0013,0,1,2,0,0,1,4,要注意,scripts/train_b2a.py
transfer/b2a_oracle_mask_02/b2a_oracle_mask_02@val~relation_detr_seed42,accuracy,significant,11.263566361405665,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.00551304030813848,1.5257,0,1,2,0,0,1,4,要注意,scripts/train_b2a.py
transfer/b2a_oracle_mask_02/b2a_oracle_mask_02@val~relation_detr_seed42,edit_score,significant,2.250203010058398,3,paired_delta,mixed_with_nondeterminism,uncontrolled,5.934044872390398,2.2502,0,1,2,1,0,1,5,要注意,scripts/train_b2a.py
transfer/b2a_oracle_mask_02/b2a_oracle_mask_02@val~relation_detr_seed42,jaccard,significant,12.60262714287398,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.013233758375506032,1.4341,0,1,2,0,0,1,4,要注意,scripts/train_b2a.py
transfer/b2a_oracle_mask_02/b2a_oracle_mask_02@val~relation_detr_seed42,macro_f1,significant,11.88902913058508,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.011093779939837784,1.2732,0,1,2,0,0,1,4,要注意,scripts/train_b2a.py
transfer/b2a_oracle_mask_02/b2a_oracle_mask_02@val~relation_detr_seed42,seg_f1_10,significant,3.419733918115804,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.05032689011015303,1.7489,0,1,2,0,0,1,4,要注意,scripts/train_b2a.py
transfer/b2a_oracle_mask_02/b2a_oracle_mask_02@val~relation_detr_seed42,seg_f1_25,significant,3.882059283078569,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.049290969023445486,1.8144,0,1,2,0,0,1,4,要注意,scripts/train_b2a.py
transfer/b2a_oracle_mask_02/b2a_oracle_mask_02@val~relation_detr_seed42,seg_f1_50,significant,3.219295075244421,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.06822149374425336,1.9752,0,1,2,0,0,1,4,要注意,scripts/train_b2a.py
transfer/b2a_oracle_mask_03/b2a_oracle_mask_03@val~relation_detr_seed42,accuracy,significant,15.460601039052316,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.004059128180845261,1.1233,0,1,2,0,0,1,4,要注意,scripts/train_b2a.py
transfer/b2a_oracle_mask_03/b2a_oracle_mask_03@val~relation_detr_seed42,edit_score,significant,12.178757438155806,3,paired_delta,mixed_with_nondeterminism,uncontrolled,1.2727956824907651,0.4826,0,1,2,0,2,1,6,脆い,scripts/train_b2a.py
transfer/b2a_oracle_mask_03/b2a_oracle_mask_03@val~relation_detr_seed42,jaccard,significant,33.15663193254934,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.0051117209770421695,0.5539,0,1,2,0,1,1,5,要注意,scripts/train_b2a.py
transfer/b2a_oracle_mask_03/b2a_oracle_mask_03@val~relation_detr_seed42,macro_f1,significant,18.545848505830165,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.0071998940037346785,0.8263,0,1,2,0,0,1,4,要注意,scripts/train_b2a.py
transfer/b2a_oracle_mask_03/b2a_oracle_mask_03@val~relation_detr_seed42,seg_f1_10,significant,35.08649179552101,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.005365886812739826,0.1865,0,1,2,0,3,1,7,脆い,scripts/train_b2a.py
transfer/b2a_oracle_mask_03/b2a_oracle_mask_03@val~relation_detr_seed42,seg_f1_25,significant,14.613086307379534,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.013896557214633249,0.5115,0,1,2,0,1,1,5,要注意,scripts/train_b2a.py
transfer/b2a_oracle_mask_03/b2a_oracle_mask_03@val~relation_detr_seed42,seg_f1_50,significant,7.705289978748063,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.03241542912599415,0.9385,0,1,2,0,0,1,4,要注意,scripts/train_b2a.py
transfer/b2a_oracle_mask_04/b2a_oracle_mask_04@val~relation_detr_seed42,accuracy,significant,15.54284050889067,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.003981027362805911,1.1017,0,1,2,0,0,1,4,要注意,scripts/train_b2a.py
transfer/b2a_oracle_mask_04/b2a_oracle_mask_04@val~relation_detr_seed42,edit_score,significant,5.72886638105108,3,paired_delta,mixed_with_nondeterminism,uncontrolled,2.46668916445703,0.9354,0,1,2,0,0,1,4,要注意,scripts/train_b2a.py
transfer/b2a_oracle_mask_04/b2a_oracle_mask_04@val~relation_detr_seed42,jaccard,significant,20.178287422057025,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.008251414013591732,0.8942,0,1,2,0,0,1,4,要注意,scripts/train_b2a.py
transfer/b2a_oracle_mask_04/b2a_oracle_mask_04@val~relation_detr_seed42,macro_f1,significant,18.90019707495236,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.006968218587114093,0.7997,0,1,2,0,0,1,4,要注意,scripts/train_b2a.py
transfer/b2a_oracle_mask_04/b2a_oracle_mask_04@val~relation_detr_seed42,seg_f1_10,significant,7.003407304369262,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.024947158888323284,0.8669,0,1,2,0,0,1,4,要注意,scripts/train_b2a.py
transfer/b2a_oracle_mask_04/b2a_oracle_mask_04@val~relation_detr_seed42,seg_f1_25,significant,6.564349352151133,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.028896618857207335,1.0637,0,1,2,0,0,1,4,要注意,scripts/train_b2a.py
transfer/b2a_oracle_mask_04/b2a_oracle_mask_04@val~relation_detr_seed42,seg_f1_50,significant,4.400520001921352,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.05018552231570142,1.4530,0,1,2,0,0,1,4,要注意,scripts/train_b2a.py
transfer/b2a_oracle_mask_05/b2a_oracle_mask_05@val~relation_detr_seed42,accuracy,significant,10.048121348501216,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.006070426822812933,1.6800,0,1,2,0,0,1,4,要注意,scripts/train_b2a.py
transfer/b2a_oracle_mask_05/b2a_oracle_mask_05@val~relation_detr_seed42,edit_score,significant,3.2379808564524857,3,paired_delta,mixed_with_nondeterminism,uncontrolled,4.5034302268438005,1.7077,0,1,2,0,0,1,4,要注意,scripts/train_b2a.py
transfer/b2a_oracle_mask_05/b2a_oracle_mask_05@val~relation_detr_seed42,jaccard,significant,13.710529140815128,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.012144863395391309,1.3161,0,1,2,0,0,1,4,要注意,scripts/train_b2a.py
transfer/b2a_oracle_mask_05/b2a_oracle_mask_05@val~relation_detr_seed42,macro_f1,significant,11.977648020439558,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.011013080854571373,1.2640,0,1,2,0,0,1,4,要注意,scripts/train_b2a.py
transfer/b2a_oracle_mask_05/b2a_oracle_mask_05@val~relation_detr_seed42,seg_f1_10,significant,3.3142940637843497,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.0507780418865239,1.7645,0,1,2,0,0,1,4,要注意,scripts/train_b2a.py
transfer/b2a_oracle_mask_05/b2a_oracle_mask_05@val~relation_detr_seed42,seg_f1_25,significant,3.075384274266138,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.05808926357241016,2.1383,0,1,2,0,0,1,4,要注意,scripts/train_b2a.py
transfer/b2a_oracle_mask_05/b2a_oracle_mask_05@val~relation_detr_seed42,seg_f1_50,significant,2.9793829229294926,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.07249673584195572,2.0989,0,1,2,1,0,1,5,要注意,scripts/train_b2a.py
transfer/b2a_oracle_mask_06/b2a_oracle_mask_06@val~relation_detr_seed42,accuracy,significant,18.124267137504425,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.003086242267223496,0.8541,0,1,2,0,0,1,4,要注意,scripts/train_b2a.py
transfer/b2a_oracle_mask_06/b2a_oracle_mask_06@val~relation_detr_seed42,edit_score,significant,2.301207328438785,3,paired_delta,mixed_with_nondeterminism,uncontrolled,2.861176849421078,1.0850,0,1,2,1,0,1,5,要注意,scripts/train_b2a.py
transfer/b2a_oracle_mask_06/b2a_oracle_mask_06@val~relation_detr_seed42,jaccard,significant,30.33173366341673,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.0051897884639995,0.5624,0,1,2,0,1,1,5,要注意,scripts/train_b2a.py
transfer/b2a_oracle_mask_06/b2a_oracle_mask_06@val~relation_detr_seed42,macro_f1,significant,24.142362485022463,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.005242449887926423,0.6017,0,1,2,0,1,1,5,要注意,scripts/train_b2a.py
transfer/b2a_oracle_mask_06/b2a_oracle_mask_06@val~relation_detr_seed42,seg_f1_10,significant,3.813188410445893,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.03125957610327651,1.0863,0,1,2,0,0,1,4,要注意,scripts/train_b2a.py
transfer/b2a_oracle_mask_06/b2a_oracle_mask_06@val~relation_detr_seed42,seg_f1_25,significant,4.277214412419596,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.03236792237417335,1.1915,0,1,2,0,0,1,4,要注意,scripts/train_b2a.py
transfer/b2a_oracle_mask_06/b2a_oracle_mask_06@val~relation_detr_seed42,seg_f1_50,significant,5.042685081871771,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.03136910828974418,0.9082,0,1,2,0,0,1,4,要注意,scripts/train_b2a.py
transfer/b2a_oracle_mask_07/b2a_oracle_mask_07@val~relation_detr_seed42,accuracy,significant,12.414444127219719,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.0048070016448641855,1.3303,0,1,2,0,0,1,4,要注意,scripts/train_b2a.py
transfer/b2a_oracle_mask_07/b2a_oracle_mask_07@val~relation_detr_seed42,edit_score,significant,16.316441527894895,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.9337057915698578,0.3541,0,1,2,0,2,1,6,脆い,scripts/train_b2a.py
transfer/b2a_oracle_mask_07/b2a_oracle_mask_07@val~relation_detr_seed42,jaccard,significant,14.181002165396327,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.011508170029074368,1.2471,0,1,2,0,0,1,4,要注意,scripts/train_b2a.py
transfer/b2a_oracle_mask_07/b2a_oracle_mask_07@val~relation_detr_seed42,macro_f1,significant,13.367649238244772,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.00971111232330086,1.1146,0,1,2,0,0,1,4,要注意,scripts/train_b2a.py
transfer/b2a_oracle_mask_07/b2a_oracle_mask_07@val~relation_detr_seed42,seg_f1_10,significant,13.38002274577136,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.014159305307354526,0.4920,0,1,2,0,2,1,6,脆い,scripts/train_b2a.py
transfer/b2a_oracle_mask_07/b2a_oracle_mask_07@val~relation_detr_seed42,seg_f1_25,significant,9.69111387923266,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.020661334078565373,0.7605,0,1,2,0,0,1,4,要注意,scripts/train_b2a.py
transfer/b2a_oracle_mask_07/b2a_oracle_mask_07@val~relation_detr_seed42,seg_f1_50,significant,8.564820224505526,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.025495908725477016,0.7382,0,1,2,0,1,1,5,要注意,scripts/train_b2a.py
transfer/b2a_oracle_mask_08/b2a_oracle_mask_08@val~relation_detr_seed42,accuracy,significant,12.303500087692615,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.00502917648804001,1.3918,0,1,2,0,0,1,4,要注意,scripts/train_b2a.py
transfer/b2a_oracle_mask_08/b2a_oracle_mask_08@val~relation_detr_seed42,edit_score,significant,7.633898096978793,3,paired_delta,mixed_with_nondeterminism,uncontrolled,2.1796205173939702,0.8265,0,1,2,0,0,1,4,要注意,scripts/train_b2a.py
transfer/b2a_oracle_mask_08/b2a_oracle_mask_08@val~relation_detr_seed42,jaccard,significant,15.25434607026485,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.010794421477059486,1.1697,0,1,2,0,0,1,4,要注意,scripts/train_b2a.py
transfer/b2a_oracle_mask_08/b2a_oracle_mask_08@val~relation_detr_seed42,macro_f1,significant,12.845023016975766,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.010163006568566016,1.1664,0,1,2,0,0,1,4,要注意,scripts/train_b2a.py
transfer/b2a_oracle_mask_08/b2a_oracle_mask_08@val~relation_detr_seed42,seg_f1_10,significant,7.708451208786039,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.025717979246434142,0.8937,0,1,2,0,0,1,4,要注意,scripts/train_b2a.py
transfer/b2a_oracle_mask_08/b2a_oracle_mask_08@val~relation_detr_seed42,seg_f1_25,significant,7.71555035303238,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.0276127074263679,1.0164,0,1,2,0,0,1,4,要注意,scripts/train_b2a.py
transfer/b2a_oracle_mask_08/b2a_oracle_mask_08@val~relation_detr_seed42,seg_f1_50,significant,10.05722413789328,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.02720778724996857,0.7877,0,1,2,0,0,1,4,要注意,scripts/train_b2a.py
transfer/b2a_oracle_mask_09/b2a_oracle_mask_09@val~relation_detr_seed42,accuracy,significant,9.719473480521408,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.005166463733415776,1.4298,0,1,2,0,0,1,4,要注意,scripts/train_b2a.py
transfer/b2a_oracle_mask_09/b2a_oracle_mask_09@val~relation_detr_seed42,edit_score,not_significant,1.0177875577257218,3,paired_delta,mixed_with_nondeterminism,uncontrolled,2.7076475987158064,1.0267,0,1,2,3,0,1,7,脆い,scripts/train_b2a.py
transfer/b2a_oracle_mask_09/b2a_oracle_mask_09@val~relation_detr_seed42,jaccard,significant,10.679306244569828,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.013478586593381447,1.4606,0,1,2,0,0,1,4,要注意,scripts/train_b2a.py
transfer/b2a_oracle_mask_09/b2a_oracle_mask_09@val~relation_detr_seed42,macro_f1,significant,9.871628515624367,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.012029246694905208,1.3806,0,1,2,0,0,1,4,要注意,scripts/train_b2a.py
transfer/b2a_oracle_mask_09/b2a_oracle_mask_09@val~relation_detr_seed42,seg_f1_10,significant,3.8082102999868006,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.01485089577393979,0.5161,0,1,2,0,1,1,5,要注意,scripts/train_b2a.py
transfer/b2a_oracle_mask_09/b2a_oracle_mask_09@val~relation_detr_seed42,seg_f1_25,significant,5.514770518020379,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.013745127701884085,0.5060,0,1,2,0,1,1,5,要注意,scripts/train_b2a.py
transfer/b2a_oracle_mask_09/b2a_oracle_mask_09@val~relation_detr_seed42,seg_f1_50,significant,8.391723693481822,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.013589761409259693,0.3935,0,1,2,0,2,1,6,脆い,scripts/train_b2a.py
transfer/b2a_oracle_mask_10/b2a_oracle_mask_10@val~relation_detr_seed42,accuracy,significant,10.110934716993635,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.006032714784549374,1.6695,0,1,2,0,0,1,4,要注意,scripts/train_b2a.py
transfer/b2a_oracle_mask_10/b2a_oracle_mask_10@val~relation_detr_seed42,edit_score,significant,1.9721480872633113,3,paired_delta,mixed_with_nondeterminism,uncontrolled,5.586966501325935,2.1186,0,1,2,2,0,1,6,脆い,scripts/train_b2a.py
transfer/b2a_oracle_mask_10/b2a_oracle_mask_10@val~relation_detr_seed42,jaccard,significant,16.582571881068418,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.009868558797323413,1.0694,0,1,2,0,0,1,4,要注意,scripts/train_b2a.py
transfer/b2a_oracle_mask_10/b2a_oracle_mask_10@val~relation_detr_seed42,macro_f1,significant,12.971489622571488,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.010025329904744662,1.1506,0,1,2,0,0,1,4,要注意,scripts/train_b2a.py
transfer/b2a_oracle_mask_10/b2a_oracle_mask_10@val~relation_detr_seed42,seg_f1_10,significant,2.670165876857337,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.05874529383329747,2.0414,0,1,2,1,0,1,5,要注意,scripts/train_b2a.py
transfer/b2a_oracle_mask_10/b2a_oracle_mask_10@val~relation_detr_seed42,seg_f1_25,significant,2.8629543592146383,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.06151183277485613,2.2642,0,1,2,1,0,1,5,要注意,scripts/train_b2a.py
transfer/b2a_oracle_mask_10/b2a_oracle_mask_10@val~relation_detr_seed42,seg_f1_50,significant,2.2920752143782486,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.08669873049107636,2.5101,0,1,2,1,0,1,5,要注意,scripts/train_b2a.py
transfer/b2a_oracle_mask_11/b2a_oracle_mask_11@val~relation_detr_seed42,accuracy,significant,12.82638449381344,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.0048070016448641855,1.3303,0,1,2,0,0,1,4,要注意,scripts/train_b2a.py
transfer/b2a_oracle_mask_11/b2a_oracle_mask_11@val~relation_detr_seed42,edit_score,significant,4.918124236386046,3,paired_delta,mixed_with_nondeterminism,uncontrolled,2.8500772757601625,1.0807,0,1,2,0,0,1,4,要注意,scripts/train_b2a.py
transfer/b2a_oracle_mask_11/b2a_oracle_mask_11@val~relation_detr_seed42,jaccard,significant,12.919723011316563,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.01277532252566131,1.3844,0,1,2,0,0,1,4,要注意,scripts/train_b2a.py
transfer/b2a_oracle_mask_11/b2a_oracle_mask_11@val~relation_detr_seed42,macro_f1,significant,11.562084162529382,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.011320202948530108,1.2992,0,1,2,0,0,1,4,要注意,scripts/train_b2a.py
transfer/b2a_oracle_mask_11/b2a_oracle_mask_11@val~relation_detr_seed42,seg_f1_10,significant,3.822317445142301,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.05108708794068809,1.7753,0,1,2,0,0,1,4,要注意,scripts/train_b2a.py
transfer/b2a_oracle_mask_11/b2a_oracle_mask_11@val~relation_detr_seed42,seg_f1_25,significant,3.9826160713236405,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.053863328621667234,1.9827,0,1,2,0,0,1,4,要注意,scripts/train_b2a.py
transfer/b2a_oracle_mask_11/b2a_oracle_mask_11@val~relation_detr_seed42,seg_f1_50,significant,5.701685673630976,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.04758566951267232,1.3777,0,1,2,0,0,1,4,要注意,scripts/train_b2a.py
transfer/b2a_oracle_mask_12/b2a_oracle_mask_12@val~relation_detr_seed42,accuracy,significant,11.448730452255692,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.005327785959080135,1.4744,0,1,2,0,0,1,4,要注意,scripts/train_b2a.py
transfer/b2a_oracle_mask_12/b2a_oracle_mask_12@val~relation_detr_seed42,edit_score,significant,7.9326330791220885,3,paired_delta,mixed_with_nondeterminism,uncontrolled,2.1357904954677824,0.8099,0,1,2,0,0,1,4,要注意,scripts/train_b2a.py
transfer/b2a_oracle_mask_12/b2a_oracle_mask_12@val~relation_detr_seed42,jaccard,significant,15.749878246435435,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.010521898999405314,1.1402,0,1,2,0,0,1,4,要注意,scripts/train_b2a.py
transfer/b2a_oracle_mask_12/b2a_oracle_mask_12@val~relation_detr_seed42,macro_f1,significant,13.58923678987113,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.009663270961524358,1.1091,0,1,2,0,0,1,4,要注意,scripts/train_b2a.py
transfer/b2a_oracle_mask_12/b2a_oracle_mask_12@val~relation_detr_seed42,seg_f1_10,significant,19.395874486559393,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.009998808903068205,0.3475,0,1,2,0,2,1,6,脆い,scripts/train_b2a.py
transfer/b2a_oracle_mask_12/b2a_oracle_mask_12@val~relation_detr_seed42,seg_f1_25,significant,53.812375322221875,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0.003880598719905445,0.1428,0,1,2,0,3,1,7,脆い,scripts/train_b2a.py
