# AUTO-GENERATED by `make context`. DO NOT EDIT. generated_from=runindex/ generated_from_commit=f96edc1ccdda8d124e6069edeeac3ead8ec9cfdd generated_from_date=2026-08-09T18:43:15+00:00
experiment_id,group,step,description,arm,control_of,task_ids,n_runs,n_seeds,hosts,split,primary_mean,primary_pstd,primary_sstd,delta_primary,delta_pstd_primary,abs_delta_over_sigma_primary,verdict_metric,verdict_10_1,verdict_10_1_sstd,verdict_10_1_agree,sigma_source,delta_sigma_source,sigma_interpretation
transfer/t1a_base_test/t1a_base_test@val~relation_detr_seed42,transfer,t1a_base_test,t1a_base_test,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,,3,3,efros,val,0.9476347634763477,0.0006223161990640338,0.0007621785731875828,0.05087537325161092,0.003589309138403016,14.17414084155671,accuracy,significant,significant,True,paired_delta,paired,mixed_with_nondeterminism
transfer/t1a_boundary/t1a_boundary@val~relation_detr_seed42,transfer,t1a_boundary,t1a_boundary,injection,transfer/t1a_regiontoken/t1a_regiontoken@val~relation_detr_seed42,,3,3,efros,val,0.9458745874587459,0.0014259055442041567,0.0017463705023528736,-0.002420242024202398,0.002765633683163178,0.8751130125932873,accuracy,not_significant,not_significant,True,paired_delta,paired,unknown
transfer/t1a_combined_oracle/t1a_combined_oracle@val~relation_detr_seed42,transfer,t1a_combined_oracle,t1a_combined_oracle,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,,3,3,lecun,val,0.9471947194719472,0.0010778832751520994,0.0013201320132013028,0.05043532924721047,0.004437134003999207,11.366645497240539,accuracy,significant,significant,True,paired_delta,paired,mixed_with_nondeterminism
transfer/t1a_combined_oracle_noise_p010/t1a_combined_oracle_noise_p010@val~relation_detr_seed42,transfer,t1a_combined_oracle_noise_p010,t1a_combined_oracle_noise_p010,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,,3,3,lecun,val,0.9471947194719472,0.0005389416375760724,0.0006600660066006792,0.05043532924721047,0.0037807322732396976,13.340095410668313,accuracy,significant,significant,True,paired_delta,paired,mixed_with_nondeterminism
transfer/t1a_combined_oracle_noise_p020/t1a_combined_oracle_noise_p020@val~relation_detr_seed42,transfer,t1a_combined_oracle_noise_p020,t1a_combined_oracle_noise_p020,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,,3,3,lecun,val,0.9465346534653465,0.0005389416375760724,0.0006600660066006792,0.0497752632406098,0.00390915515470297,12.732997609656628,accuracy,significant,significant,True,paired_delta,paired,mixed_with_nondeterminism
transfer/t1a_combined_oracle_noise_p030/t1a_combined_oracle_noise_p030@val~relation_detr_seed42,transfer,t1a_combined_oracle_noise_p030,t1a_combined_oracle_noise_p030,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,,3,3,lecun,val,0.9478547854785478,0.000538941637576027,0.0006600660066006236,0.05109539525381113,0.003280037597673252,15.577685844228272,accuracy,significant,significant,True,paired_delta,paired,mixed_with_nondeterminism
transfer/t1a_combined_region_top3_mask/t1a_combined_region_top3_mask@val~relation_detr_seed42,transfer,t1a_combined_region_top3_mask,t1a_combined_region_top3_mask,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,,3,3,lecun,val,0.9207920792079208,0.006121200327059876,0.007496908707327101,0.024032688983184076,0.003296442184401348,7.290493094920924,accuracy,significant,significant,True,paired_delta,paired,mixed_with_nondeterminism
transfer/t1a_deep_3s10l96f/t1a_deep_3s10l96f@val~relation_detr_seed42,transfer,t1a_deep_3s10l96f,t1a_deep_3s10l96f,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,,5,5,lecun,val,0.9474587458745874,0.0012242400654119473,0.0013687420035199515,0.050655351249410674,0.004900469422159079,10.336836512101453,accuracy,significant,significant,True,paired_delta,paired,mixed_with_nondeterminism
transfer/t1a_probe_aug/t1a_probe_aug@val~relation_detr_augstrong_seed42,transfer,t1a_probe_aug,t1a_probe_aug,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_augstrong_seed42,,1,1,efros,val,0.9531353135313532,0.0,,0.03960396039603964,0.0020099771046437633,19.70368732287566,accuracy,undecidable,undecidable,True,paired_delta,unpaired_pooled,mixed_with_nondeterminism
transfer/t1a_probe_frozen/t1a_probe_frozen@val~relation_detr_seed42,transfer,t1a_probe_frozen,t1a_probe_frozen,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,,1,1,efros,val,0.9478547854785478,0.0,,0.050553290623179925,0.005917073407586465,8.543630802072519,accuracy,undecidable,undecidable,True,paired_delta,unpaired_pooled,mixed_with_nondeterminism
transfer/t1a_region_mask_00/t1a_region_mask_00@val~relation_detr_seed42,transfer,t1a_region_mask_00,t1a_region_mask_00,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,,3,3,lecun,val,0.9392739273927393,0.0010778832751520994,0.0013201320132013028,0.04251453716800254,0.002742647198170436,15.501278179841401,accuracy,significant,significant,True,paired_delta,paired,mixed_with_nondeterminism
transfer/t1a_region_mask_01/t1a_region_mask_01@val~relation_detr_seed42,transfer,t1a_region_mask_01,t1a_region_mask_01,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,,3,3,lecun,val,0.9474147414741474,0.0006223161990640862,0.0007621785731876468,0.050655351249410674,0.0029711600291948926,17.049014779300514,accuracy,significant,significant,True,paired_delta,paired,mixed_with_nondeterminism
transfer/t1a_region_mask_02/t1a_region_mask_02@val~relation_detr_seed42,transfer,t1a_region_mask_02,t1a_region_mask_02,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,,3,3,lecun,val,0.9493949394939494,0.0017324549777803842,0.002121815348953355,0.052635549269212656,0.004368651033434389,12.048467333824448,accuracy,significant,significant,True,paired_delta,paired,mixed_with_nondeterminism
transfer/t1a_region_mask_03/t1a_region_mask_03@val~relation_detr_seed42,transfer,t1a_region_mask_03,t1a_region_mask_03,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,,3,3,lecun,val,0.9487348734873488,0.0006223161990640862,0.0007621785731876468,0.05197548326261203,0.003286777589423252,15.813507865535996,accuracy,significant,significant,True,paired_delta,paired,mixed_with_nondeterminism
transfer/t1a_region_mask_04/t1a_region_mask_04@val~relation_detr_seed42,transfer,t1a_region_mask_04,t1a_region_mask_04,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,,3,3,lecun,val,0.9469746974697469,0.0003111580995320693,0.00038108928659385546,0.050215307245010256,0.0033215218087186893,15.118162738898686,accuracy,significant,significant,True,paired_delta,paired,mixed_with_nondeterminism
transfer/t1a_region_mask_05/t1a_region_mask_05@val~relation_detr_seed42,transfer,t1a_region_mask_05,t1a_region_mask_05,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,,3,3,lecun,val,0.9487348734873488,0.0013563067113242803,0.001661129688728405,0.051975483262612,0.002048672766633141,25.370319803699193,accuracy,significant,significant,True,paired_delta,paired,mixed_with_nondeterminism
transfer/t1a_region_mask_06/t1a_region_mask_06@val~relation_detr_seed42,transfer,t1a_region_mask_06,t1a_region_mask_06,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,,3,3,lecun,val,0.9432343234323431,0.0009334742985961031,0.0011432678597814382,0.04647493320760646,0.0024988193338643114,18.59875685199501,accuracy,significant,significant,True,paired_delta,paired,mixed_with_nondeterminism
transfer/t1a_region_mask_07/t1a_region_mask_07@val~relation_detr_seed42,transfer,t1a_region_mask_07,t1a_region_mask_07,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,,3,3,lecun,val,0.9465346534653465,0.0005389416375760724,0.0006600660066006792,0.0497752632406098,0.003780732273239664,13.165508595497025,accuracy,significant,significant,True,paired_delta,paired,mixed_with_nondeterminism
transfer/t1a_region_mask_08/t1a_region_mask_08@val~relation_detr_seed42,transfer,t1a_region_mask_08,t1a_region_mask_08,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,,3,3,lecun,val,0.9487348734873488,0.0008232469497852496,0.0010082674796382536,0.051975483262612,0.0027491953606977636,18.905707468319125,accuracy,significant,significant,True,paired_delta,paired,mixed_with_nondeterminism
transfer/t1a_region_mask_09/t1a_region_mask_09@val~relation_detr_seed42,transfer,t1a_region_mask_09,t1a_region_mask_09,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,,3,3,lecun,val,0.9401540154015401,0.0017324549777803654,0.002121815348953332,0.043394625176803404,0.0016766514490065285,25.881721095052974,accuracy,significant,significant,True,paired_delta,paired,mixed_with_nondeterminism
transfer/t1a_region_mask_10/t1a_region_mask_10@val~relation_detr_seed42,transfer,t1a_region_mask_10,t1a_region_mask_10,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,,3,3,lecun,val,0.9434543454345434,0.0011218964826386654,0.0013740369633439683,0.04669495520980671,0.0035583477472134507,13.122650883791115,accuracy,significant,significant,True,paired_delta,paired,mixed_with_nondeterminism
transfer/t1a_region_mask_11/t1a_region_mask_11@val~relation_detr_seed42,transfer,t1a_region_mask_11,t1a_region_mask_11,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,,3,3,lecun,val,0.9478547854785478,0.0018669485971922063,0.0022865357195628764,0.05109539525381109,0.0016658927347838065,30.671479733923004,accuracy,significant,significant,True,paired_delta,paired,mixed_with_nondeterminism
transfer/t1a_region_mask_12/t1a_region_mask_12@val~relation_detr_seed42,transfer,t1a_region_mask_12,t1a_region_mask_12,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,,3,3,lecun,val,0.9485148514851485,0.0010778832751520994,0.0013201320132013028,0.051755461260411785,0.0032622788670904593,15.86481823565596,accuracy,significant,significant,True,paired_delta,paired,mixed_with_nondeterminism
transfer/t1a_region_mask_13/t1a_region_mask_13@val~relation_detr_seed42,transfer,t1a_region_mask_13,t1a_region_mask_13,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,,3,3,lecun,val,0.9485148514851485,0.0005389416375760724,0.0006600660066006792,0.051755461260411785,0.002865469292107106,18.0617748733066,accuracy,significant,significant,True,paired_delta,paired,mixed_with_nondeterminism
transfer/t1a_region_mask_14/t1a_region_mask_14@val~relation_detr_seed42,transfer,t1a_region_mask_14,t1a_region_mask_14,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,,3,3,lecun,val,0.9489548954895489,0.0003111580995320693,0.00038108928659385546,0.05219550526481224,0.003685137650608906,14.163787139996744,accuracy,significant,significant,True,paired_delta,paired,mixed_with_nondeterminism
transfer/t1a_region_mask_top3/t1a_region_mask_top3@val~relation_detr_seed42,transfer,t1a_region_mask_top3,t1a_region_mask_top3,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,,3,3,lecun,val,0.9161716171617161,0.0037725914630323772,0.004620462046204595,0.019412226936979454,0.0039890102802794015,4.866426901166012,accuracy,significant,significant,True,paired_delta,paired,mixed_with_nondeterminism
transfer/t1a_region_only/t1a_region_only@val~relation_detr_seed42,transfer,t1a_region_only,t1a_region_only,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,,5,5,lecun,val,0.947986798679868,0.0015841584158415782,0.0017711429524750741,0.051315417256011374,0.003883952758494929,13.212163084057854,accuracy,significant,significant,True,paired_delta,paired,mixed_with_nondeterminism
transfer/t1a_region_only_mask_top3/t1a_region_only_mask_top3@val~relation_detr_seed42,transfer,t1a_region_only_mask_top3,t1a_region_only_mask_top3,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,,3,3,lecun,val,0.8972497249724972,0.0024892647962562924,0.003048714292750523,0.0004903347477605383,0.0023645843039670684,0.20736615181700335,accuracy,not_significant,not_significant,True,paired_delta,paired,mixed_with_nondeterminism
transfer/t1a_regiontoken/t1a_regiontoken@val~relation_detr_seed42,transfer,t1a_regiontoken,t1a_regiontoken,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,,5,5,lecun,val,0.9482508250825082,0.0012242400654119833,0.0013687420035199916,0.051535439258211545,0.00217189281432493,23.728352945552633,accuracy,significant,significant,True,paired_delta,paired,mixed_with_nondeterminism
transfer/t1a_regiontraj/t1a_regiontraj@val~relation_detr_seed42,transfer,t1a_regiontraj,t1a_regiontraj,injection,transfer/t1a_regiontoken/t1a_regiontoken@val~relation_detr_seed42,,3,3,efros,val,0.9474147414741474,0.0017324549777803842,0.002121815348953355,-0.0008800880088008686,0.003064551876168143,0.2871832634470896,accuracy,not_significant,not_significant,True,paired_delta,paired,unknown
transfer/t1a_regiontraj_test/t1a_regiontraj_test@val~relation_detr_seed42,transfer,t1a_regiontraj_test,t1a_regiontraj_test,injection,transfer/t1a_regiontoken/t1a_regiontoken@val~relation_detr_seed42,,3,3,efros,val,0.9476347634763477,0.003668499890106323,0.004492976426108327,-0.0006600660066006236,0.002349192134660381,0.2809757434744895,accuracy,not_significant,not_significant,True,paired_delta,paired,unknown
transfer/t1a_shuffle/t1a_shuffle@val~relation_detr_seed42,transfer,t1a_shuffle,t1a_shuffle,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,,5,5,lecun,val,0.8572937293729374,0.011032386754205235,0.012334583368235584,-0.036253339619676216,0.0036375389753897595,9.966447058011715,accuracy,significant,significant,True,paired_delta,paired,mixed_with_nondeterminism
transfer/t1a_shuffle_oracle/t1a_shuffle_oracle@val~relation_detr_seed42,transfer,t1a_shuffle_oracle,t1a_shuffle_oracle,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,,3,3,lecun,val,0.9366336633663367,0.006880746213910608,0.008427158636834112,0.039874273141599935,0.004491045392384325,8.878617261187474,accuracy,significant,significant,True,paired_delta,paired,mixed_with_nondeterminism
transfer/t1b_phasefilm/t1b_phasefilm@val,transfer,t1b_phasefilm,t1b_phasefilm,injection,,,2,2,lecun,val,,,,,,,,,,,within_run_seed_spread,,unknown
transfer/taux_mingru_nonek3/taux_mingru_nonek3@val~relation_detr_seed42,transfer,taux_mingru_nonek3,taux_mingru_nonek3,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,,3,3,efros,val,0.9496149614961497,0.0003111580995320169,0.0003810892865937914,0.0528555712714129,0.0033215218087186975,15.913058626522265,accuracy,significant,significant,True,paired_delta,paired,mixed_with_nondeterminism
transfer/taux_tecno_deltak3/taux_tecno_deltak3@val~relation_detr_seed42,transfer,taux_tecno_deltak3,taux_tecno_deltak3,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,,3,3,efros,val,0.9300330033003301,0.0033656894479160327,0.00412211089003195,0.033273613075593365,0.005791990884171984,5.744762680224784,accuracy,significant,significant,True,paired_delta,paired,mixed_with_nondeterminism
transfer/taux_tecno_movavgk3/taux_tecno_movavgk3@val~relation_detr_seed42,transfer,taux_tecno_movavgk3,taux_tecno_movavgk3,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,,3,3,efros,val,0.943014301430143,0.0032485859318445386,0.003978688959301465,0.04625491120540629,0.0022836476411644286,20.254837205016873,accuracy,significant,significant,True,paired_delta,paired,mixed_with_nondeterminism
transfer/taux_tecno_nonek3/taux_tecno_nonek3@val~relation_detr_seed42,transfer,taux_tecno_nonek3,taux_tecno_nonek3,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,,3,3,efros,val,0.9489548954895489,0.002040400109019948,0.0024989695691090205,0.05219550526481224,0.004151109805725013,12.573867642052418,accuracy,significant,significant,True,paired_delta,paired,mixed_with_nondeterminism
transfer/taux_tecno_windowk3/taux_tecno_windowk3@val~relation_detr_seed42,transfer,taux_tecno_windowk3,taux_tecno_windowk3,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,,3,3,efros,val,0.9504950495049505,0.0014259055442041738,0.0017463705023528947,0.05373565928021377,0.0023304109969911465,23.058447350957945,accuracy,significant,significant,True,paired_delta,paired,mixed_with_nondeterminism
transfer_legacy/hc/hc@None,transfer_legacy,hc,hc,unknown,,,3,3,,,,,,,,,,,,,within_run_seed_spread,,unknown
transfer_legacy/oracle_phase/oracle_phase@None,transfer_legacy,oracle_phase,oracle_phase,unknown,,,3,3,,,,,,,,,,,,,within_run_seed_spread,,unknown
transfer_legacy/t1b/t1b@None,transfer_legacy,t1b,t1b,unknown,,,1,1,bengio,,,,,,,,,,,,within_run_seed_spread,,unknown
transfer_legacy/t1b_ca/t1b_ca@None,transfer_legacy,t1b_ca,t1b_ca,unknown,,,4,3,"bengio,lecun",,,,,,,,,,,,within_run_seed_spread,,unknown
transfer_legacy/t1b_ca_zeroctx/t1b_ca_zeroctx@None,transfer_legacy,t1b_ca_zeroctx,t1b_ca_zeroctx,unknown,,,1,1,,,,,,,,,,,,,,,unknown
transfer_legacy/t1b_camt/t1b_camt@None,transfer_legacy,t1b_camt,t1b_camt,unknown,,,3,3,efros,,,,,,,,,,,,within_run_seed_spread,,unknown
transfer_legacy/t1b_camt_all/t1b_camt_all@None,transfer_legacy,t1b_camt_all,t1b_camt_all,unknown,,,3,3,efros,,,,,,,,,,,,within_run_seed_spread,,unknown
transfer_legacy/t1b_clsbias/t1b_clsbias@None,transfer_legacy,t1b_clsbias,t1b_clsbias,unknown,,,3,3,efros,,,,,,,,,,,,within_run_seed_spread,,unknown
transfer_legacy/t1b_clsbias_pe/t1b_clsbias_pe@None,transfer_legacy,t1b_clsbias_pe,t1b_clsbias_pe,unknown,,,3,3,efros,,,,,,,,,,,,within_run_seed_spread,,unknown
transfer_legacy/t1b_filmonly/t1b_filmonly@None,transfer_legacy,t1b_filmonly,t1b_filmonly,unknown,,,3,3,,,,,,,,,,,,,within_run_seed_spread,,unknown
transfer_legacy/t1c_bidir_pilot/t1c_bidir_pilot@None,transfer_legacy,t1c_bidir_pilot,t1c_bidir_pilot,unknown,,,1,1,,,,,,,,,,,,,within_run_seed_spread,,unknown
transfer_legacy/t1c_bidir_v2_pilot/t1c_bidir_v2_pilot@None,transfer_legacy,t1c_bidir_v2_pilot,t1c_bidir_v2_pilot,unknown,,,1,1,,,,,,,,,,,,,within_run_seed_spread,,unknown
