arm,p,L,seed,vid,err_rate_actual,mean_run_len,phase_accuracy,phase_macro_f1,phase_edit_score,phase_seg_f1_50
traintest,0.4,1,27,05,0.40177927490229104,1.6786171805928947,0.29551020408163264,0.18544914562711565,19.444444444444446,0.048192771084337345
traintest,0.4,1,27,06,0.40177927490229104,1.6786171805928947,0.7679477882523568,0.2918210189080831,33.97435897435898,0.3026315789473684
traintest,0.4,1,27,07,0.40177927490229104,1.6786171805928947,0.5990648743424898,0.35144819627817725,12.11111111111111,0.024193548387096774
traintest,0.4,1,27,08,0.40177927490229104,1.6786171805928947,0.6371428571428571,0.3640425373073722,20.021645021645025,0.13623595505617977
traintest,0.4,1,27,09,0.40177927490229104,1.6786171805928947,0.5714285714285714,0.5325589951758979,7.14285714285714,0.03333333333333333
traintest,0.4,1,27,10,0.40177927490229104,1.6786171805928947,0.7251755265797393,0.2650502713806269,41.66666666666667,0.3333333333333333
traintest,0.4,1,27,11,0.40177927490229104,1.6786171805928947,0.629973474801061,0.216039833497156,19.354838709677423,0.0
traintest,0.4,1,27,12,0.40177927490229104,1.6786171805928947,0.5730706075533661,0.3141881565268662,19.402985074626866,0.07228915662650602
traintest,0.4,1,27,13,0.40177927490229104,1.6786171805928947,0.6399026763990268,0.3099864715015587,46.34146341463414,0.05128205128205129
traintest,0.4,1,27,14,0.40177927490229104,1.6786171805928947,0.5502762430939226,0.20656658581769172,12.752329192546586,0.0244121163810283
traintest,0.4,1,27,15,0.40177927490229104,1.6786171805928947,0.45,0.2136948168094976,33.333333333333336,0.0
