arm,p,L,seed,vid,err_rate_actual,mean_run_len,phase_accuracy,phase_macro_f1,phase_edit_score,phase_seg_f1_50
testonly,0.1,8,27,14,0.09418928548293062,8.07179866765359,0.594475138121547,0.3600597608550949,17.58563074352548,0.07348484848484849
testonly,0.1,8,27,15,0.09418928548293062,8.07179866765359,0.7571428571428571,0.5216821657955824,31.428571428571427,0.3404255319148936
testonly,0.1,16,7,01,0.09124398091166246,15.83808095952024,0.7535596933187295,0.6748528901557997,45.45454545454546,0.32098765432098764
testonly,0.1,16,7,02,0.09124398091166246,15.83808095952024,0.7418655097613883,0.563001123934198,18.181818181818176,0.15000000000000002
testonly,0.1,16,7,03,0.09124398091166246,15.83808095952024,0.6593204775022957,0.5192228851577438,18.000000000000004,0.20168067226890754
testonly,0.1,16,7,04,0.09124398091166246,15.83808095952024,0.5018811136192626,0.32077656349038514,6.681034482758618,0.0
testonly,0.1,16,7,05,0.09124398091166246,15.83808095952024,0.34530612244897957,0.3549369508028922,18.263305322128854,0.12977099236641224
testonly,0.1,16,7,06,0.09124398091166246,15.83808095952024,0.6374184191443075,0.4058663872865918,14.500442086648984,0.1081081081081081
testonly,0.1,16,7,07,0.09124398091166246,15.83808095952024,0.5265926358854471,0.4142374014647502,12.204657487676357,0.08823529411764706
testonly,0.1,16,7,08,0.09124398091166246,15.83808095952024,0.68,0.5005633805471145,13.601190476190478,0.05468750000000001
testonly,0.1,16,7,09,0.09124398091166246,15.83808095952024,0.7722007722007722,0.7815032915154563,14.28571428571429,0.0625
testonly,0.1,16,7,10,0.09124398091166246,15.83808095952024,0.7683049147442327,0.540693939766889,29.924242424242426,0.3095238095238095
testonly,0.1,16,7,11,0.09124398091166246,15.83808095952024,0.713527851458886,0.5265574331949179,30.188679245283023,0.3714285714285715
testonly,0.1,16,7,12,0.09124398091166246,15.83808095952024,0.7651888341543513,0.6060963673307562,32.608695652173914,0.3225806451612903
testonly,0.1,16,7,13,0.09124398091166246,15.83808095952024,0.6423357664233577,0.46404469721895686,41.17647058823529,0.37704918032786877
testonly,0.1,16,7,14,0.09124398091166246,15.83808095952024,0.6232044198895028,0.4616982293297534,26.655052264808365,0.06140350877192983
testonly,0.1,16,7,15,0.09124398091166246,15.83808095952024,0.5714285714285714,0.4286966224859157,23.913043478260864,0.13793103448275862
testonly,0.1,16,17,01,0.09236250566819978,16.020224719101122,0.6976998904709748,0.662365473298464,32.098765432098766,0.3364485981308411
testonly,0.1,16,17,02,0.09236250566819978,16.020224719101122,0.7245119305856833,0.6145167297178509,19.999999999999996,0.14285714285714285
testonly,0.1,16,17,03,0.09236250566819978,16.020224719101122,0.6841138659320477,0.5501446332193617,21.176470588235297,0.25000000000000006
testonly,0.1,16,17,04,0.09236250566819978,16.020224719101122,0.5771256583897667,0.4946065931798673,7.500000000000002,0.019230769230769232
testonly,0.1,16,17,05,0.09236250566819978,16.020224719101122,0.3216326530612245,0.3268703940494401,19.83695652173913,0.15254237288135594
testonly,0.1,16,17,06,0.09236250566819978,16.020224719101122,0.7244379985496737,0.5435366386980148,17.44281045751634,0.17708333333333334
testonly,0.1,16,17,07,0.09236250566819978,16.020224719101122,0.4488603156049094,0.3790518959064061,11.207771494852835,0.0684931506849315
testonly,0.1,16,17,08,0.09236250566819978,16.020224719101122,0.6321428571428571,0.4853014257608,11.357165453970257,0.060606060606060615
testonly,0.1,16,17,09,0.09236250566819978,16.020224719101122,0.7335907335907336,0.8056533305339963,11.764705882352944,0.10526315789473684
testonly,0.1,16,17,10,0.09236250566819978,16.020224719101122,0.7472417251755266,0.6259340806158775,34.31372549019608,0.3077956989247312
testonly,0.1,16,17,11,0.09236250566819978,16.020224719101122,0.7745358090185677,0.5289769067117857,33.333333333333336,0.3384615384615385
testonly,0.1,16,17,12,0.09236250566819978,16.020224719101122,0.638752052545156,0.49847929293141857,20.28985507246377,0.18823529411764708
testonly,0.1,16,17,13,0.09236250566819978,16.020224719101122,0.6253041362530414,0.482312117702887,44.5945945945946,0.41441441441441434
testonly,0.1,16,17,14,0.09236250566819978,16.020224719101122,0.6044198895027625,0.46285046669004215,21.555869872701557,0.06015037593984962
testonly,0.1,16,17,15,0.09236250566819978,16.020224719101122,0.8428571428571429,0.6435162732440982,45.833333333333336,0.5
