arm,p,L,seed,vid,err_rate_actual,mean_run_len,phase_accuracy,phase_macro_f1,phase_edit_score,phase_seg_f1_50
testonly,0.4,1,17,06,0.400669387402561,1.6681410360141684,0.32342277012327775,0.14339389815367348,3.3284184386155493,0.004962779156327543
testonly,0.4,1,17,07,0.400669387402561,1.6681410360141684,0.1940385739333723,0.11882853414787871,3.3342050209205,0.004705882352941176
testonly,0.4,1,17,08,0.400669387402561,1.6681410360141684,0.33214285714285713,0.13792533444034313,3.60296790471914,0.007894736842105263
testonly,0.4,1,17,09,0.400669387402561,1.6681410360141684,0.4015444015444015,0.22514860916249912,2.1857923497267784,0.0
testonly,0.4,1,17,10,0.400669387402561,1.6681410360141684,0.26980942828485455,0.10912167593356027,6.129609246009904,0.005865102639296188
testonly,0.4,1,17,11,0.400669387402561,1.6681410360141684,0.4708222811671088,0.14645795490971256,6.083650190114065,0.014285714285714284
testonly,0.4,1,17,12,0.400669387402561,1.6681410360141684,0.28407224958949095,0.15168815388854723,7.441860465116279,0.0
testonly,0.4,1,17,13,0.400669387402561,1.6681410360141684,0.19464720194647203,0.11971827259579636,11.562499999999998,0.011204481792717087
testonly,0.4,1,17,14,0.400669387402561,1.6681410360141684,0.4723756906077348,0.22117712417455734,3.5665855212639093,0.001508295625942685
testonly,0.4,1,17,15,0.400669387402561,1.6681410360141684,0.5119047619047619,0.219037148857968,7.284768211920534,0.012269938650306749
testonly,0.4,1,27,01,0.40177927490229104,1.6786171805928947,0.18619934282584885,0.12454749392401239,6.683804627249357,0.02409638554216868
testonly,0.4,1,27,02,0.40177927490229104,1.6786171805928947,0.20607375271149675,0.13385217635239735,4.069767441860462,0.0
testonly,0.4,1,27,03,0.40177927490229104,1.6786171805928947,0.1928374655647383,0.10931517137875758,4.675324675324677,0.009900990099009901
testonly,0.4,1,27,04,0.40177927490229104,1.6786171805928947,0.32505643340857787,0.11846570828412593,1.8758937307142343,0.0
testonly,0.4,1,27,05,0.40177927490229104,1.6786171805928947,0.2253061224489796,0.11527280211362916,3.3804430863254407,0.00597609561752988
testonly,0.4,1,27,06,0.40177927490229104,1.6786171805928947,0.32124728063814356,0.15275043348031583,3.5479443309499485,0.007978723404255319
testonly,0.4,1,27,07,0.40177927490229104,1.6786171805928947,0.19170075978959672,0.09820000579218273,3.1530312403340535,0.0022271714922048997
testonly,0.4,1,27,08,0.40177927490229104,1.6786171805928947,0.3442857142857143,0.17903382176104665,3.343509534961525,0.0
testonly,0.4,1,27,09,0.40177927490229104,1.6786171805928947,0.3667953667953668,0.24282993903664496,1.7316017316017285,0.0
testonly,0.4,1,27,10,0.40177927490229104,1.6786171805928947,0.2778335005015045,0.11243461915658713,5.63038793103448,0.014492753623188406
testonly,0.4,1,27,11,0.40177927490229104,1.6786171805928947,0.4376657824933687,0.14325272206569442,5.72519083969466,0.014336917562724013
testonly,0.4,1,27,12,0.40177927490229104,1.6786171805928947,0.23316912972085385,0.09948118494413087,6.521739130434778,0.0
testonly,0.4,1,27,13,0.40177927490229104,1.6786171805928947,0.18248175182481752,0.11079054049040106,12.211221122112214,0.005882352941176471
testonly,0.4,1,27,14,0.40177927490229104,1.6786171805928947,0.4535911602209945,0.19495314865390517,3.399737564117861,0.002873563218390805
testonly,0.4,1,27,15,0.40177927490229104,1.6786171805928947,0.5428571428571428,0.22071651090342678,7.586206896551728,0.0
